rank,player-name,year signed,age,year 2,value,average/year
4,Tom Brady,2010-2014 (FA: 2015),33,4,"$72,000,000","$18,000,000"
1,Eli Manning,2010-2015 (FA: 2016),28,6,"$97,500,000","$16,250,000"
5,Brett Favre,2010-2010 (FA: 2011),40,1,"$16,000,000","$16,000,000"
3,Donovan McNabb,2010-2015 (FA: 2016),33,5,"$74,250,000","$14,850,000"
2,Sam Bradford,2010-2015 (FA: 2016),22,6,"$78,045,000","$13,007,500"
6,Kevin Kolb,2010-2011 (FA: 2012),25,2,"$12,807,000","$6,403,500"
7,Jake Delhomme,2010-2011 (FA: 2012),34,2,"$12,500,000","$6,250,000"
8,Kyle Orton,2010-2011 (FA: 2012),27,2,"$11,621,000","$5,810,500"
15,Marc Bulger,2010-2010 (FA: 2011),32,1,"$5,300,000","$5,300,000"
10,Charlie Whitehurst,2010-2011 (FA: 2012),27,2,"$8,000,000","$4,000,000"
11,Derek Anderson,2010-2011 (FA: 2012),26,2,"$7,250,000","$3,625,000"
20,Jason Campbell,2010-2010 (FA: 2011),28,1,"$3,140,000","$3,140,000"
12,David Carr,2010-2011 (FA: 2012),30,2,"$6,250,000","$3,125,000"
21,Matt Moore,2010-2010 (FA: 2011),25,1,"$3,043,000","$3,043,000"
13,A.J. Feeley,2010-2011 (FA: 2012),32,2,"$6,000,000","$3,000,000"
14,Chris Redman,2010-2011 (FA: 2012),32,2,"$5,600,000","$2,800,000"
9,Jon Kitna,2010-2013 (FA: 2014),37,4,"$10,600,000","$2,650,000"
23,Chad Pennington,2010-2010 (FA: 2011),33,1,"$2,500,000","$2,500,000"
17,Shaun Hill,2010-2011 (FA: 2012),29,2,"$4,818,225","$2,409,113"
34,Jim Sorgi,2010-2010 (FA: 2011),29,1,"$1,800,000","$1,800,000"
36,Bruce Gradkowski,2010-2010 (FA: 2011),26,1,"$1,684,000","$1,684,000"
22,Mark Brunell,2010-2011 (FA: 2012),39,2,"$2,850,000","$1,425,000"
16,Colt McCoy,2010-2013 (FA: 2014),23,4,"$4,960,000","$1,240,000"
38,Charlie Frye,2010-2010 (FA: 2011),28,1,"$1,226,000","$1,226,000"
40,Tarvaris Jackson,2010-2010 (FA: 2011),26,1,"$1,176,000","$1,176,000"
18,John Beck,2010-2012 (FA: 2013),28,3,"$3,351,000","$1,117,000"
41,Troy Smith,2010-2010 (FA: 2011),25,1,"$1,101,000","$1,101,000"
41,John Beck,2010-2010 (FA: 2011),28,1,"$1,101,000","$1,101,000"
44,Kyle Boller,2010-2010 (FA: 2011),28,1,"$1,000,000","$1,000,000"
44,Todd Collins,2010-2010 (FA: 2011),38,1,"$1,000,000","$1,000,000"
44,Patrick Ramsey,2010-2010 (FA: 2011),30,1,"$1,000,000","$1,000,000"
30,Charlie Batch,2010-2011 (FA: 2012),35,2,"$1,870,000","$935,000"
19,Jimmy Clausen,2010-2013 (FA: 2014),22,4,"$3,230,000","$807,500"
47,Rex Grossman,2010-2010 (FA: 2011),29,1,"$755,000","$755,000"
50,Kellen Clemens,2010-2010 (FA: 2011),27,1,"$700,000","$700,000"
51,Matt Leinart,2010-2010 (FA: 2011),26,1,"$630,000","$630,000"
51,J.P. Losman,2010-2010 (FA: 2011),29,1,"$630,000","$630,000"
37,Kevin O'Connell,2010-2011 (FA: 2012),25,2,"$1,250,000","$625,000"
24,Mike Kafka,2010-2013 (FA: 2014),22,4,"$2,256,786","$564,197"
53,Troy Smith,2010-2010 (FA: 2011),25,1,"$545,000","$545,000"
25,John Skelton,2010-2013 (FA: 2014),21,4,"$2,121,650","$530,413"
26,Jonathan Crompton,2010-2013 (FA: 2014),22,4,"$1,940,936","$485,234"
27,Rusty Smith,2010-2013 (FA: 2014),23,4,"$1,904,225","$476,056"
28,Joe Webb,2010-2013 (FA: 2014),23,4,"$1,882,515","$470,629"
54,Jordan Palmer,2010-2010 (FA: 2011),25,1,"$470,000","$470,000"
29,Tony Pike,2010-2013 (FA: 2014),24,4,"$1,871,000","$467,750"
31,Levi Brown,2010-2013 (FA: 2014),23,4,"$1,859,000","$464,750"
55,Nate Davis,2010-2010 (FA: 2011),22,1,"$460,300","$460,300"
32,Sean Canfield,2010-2013 (FA: 2014),23,4,"$1,835,900","$458,975"
33,Zac Robinson,2010-2013 (FA: 2014),23,4,"$1,828,000","$457,000"
35,Dan LeFevour,2010-2013 (FA: 2014),23,4,"$1,790,000","$447,500"
39,R.J. Archer,2010-2012 (FA: 2013),22,3,"$1,225,000","$408,333"
48,Max Hall,2010-2011 (FA: 2012),24,2,"$730,000","$365,000"
49,Thaddeus Lewis,2010-2011 (FA: 2012),22,2,"$727,500","$363,750"
43,Rhett Bomar,2010-2012 (FA: 2013),24,3,"$1,065,000","$355,000"
