rank,player-name,year signed,age,year 2,value,average/year
2,Russell Wilson,2015-2019 (FA: 2020),26,4,"$87,600,000","$21,900,000"
3,Ben Roethlisberger,2015-2019 (FA: 2020),33,4,"$87,400,000","$21,850,000"
4,Eli Manning,2015-2019 (FA: 2020),34,4,"$84,000,000","$21,000,000"
5,Philip Rivers,2015-2019 (FA: 2020),33,4,"$83,250,000","$20,812,500"
1,Cam Newton,2015-2020 (FA: 2021),26,5,"$103,800,000","$20,760,000"
6,Ryan Tannehill,2015-2020 (FA: 2021),26,4,"$77,000,000","$19,250,000"
8,Peyton Manning,2015-2016 (FA: 2017),38,2,"$34,000,000","$17,000,000"
7,Carson Palmer,2015-2017 (FA: 2018),34,3,"$49,500,000","$16,500,000"
9,Tom Brady,2015-2017 (FA: 2018),35,3,"$27,000,000","$9,000,000"
10,Jameis Winston,2015-2019 (FA: 2020),21,4,"$25,351,277","$6,337,819"
11,Marcus Mariota,2015-2019 (FA: 2020),21,4,"$24,213,974","$6,053,494"
13,Brian Hoyer,2015-2016 (FA: 2017),29,2,"$10,500,000","$5,250,000"
12,Josh McCown,2015-2017 (FA: 2018),35,3,"$14,000,000","$4,666,667"
14,Mark Sanchez,2015-2016 (FA: 2017),28,2,"$9,000,000","$4,500,000"
15,Ryan Mallett,2015-2016 (FA: 2017),26,2,"$7,000,000","$3,500,000"
16,Shaun Hill,2015-2016 (FA: 2017),35,2,"$6,500,000","$3,250,000"
23,Matt Hasselbeck,2015-2015 (FA: 2016),39,1,"$3,000,000","$3,000,000"
25,Matt Moore,2015-2015 (FA: 2016),30,1,"$2,600,000","$2,600,000"
17,Derek Anderson,2015-2017 (FA: 2018),32,2,"$4,700,000","$2,350,000"
28,Christian Ponder,2015-2015 (FA: 2016),27,1,"$2,250,000","$2,250,000"
18,Austin Davis,2015-2017 (FA: 2018),26,2,"$4,050,000","$2,025,000"
19,Blaine Gabbert,2015-2016 (FA: 2017),25,2,"$4,000,000","$2,000,000"
29,Matt Schaub,2015-2015 (FA: 2016),33,1,"$2,000,000","$2,000,000"
29,Matt Cassel,2015-2015 (FA: 2016),33,1,"$2,000,000","$2,000,000"
53,Austin Davis,2015-2015 (FA: 2016),25,1,"$1,542,000","$1,542,000"
55,Tarvaris Jackson,2015-2015 (FA: 2016),32,1,"$1,500,000","$1,500,000"
55,Colt McCoy,2015-2015 (FA: 2016),28,1,"$1,500,000","$1,500,000"
55,T.J. Yates,2015-2015 (FA: 2016),27,1,"$1,500,000","$1,500,000"
59,Scott Tolzien,2015-2015 (FA: 2016),27,1,"$1,350,000","$1,350,000"
62,Jimmy Clausen,2015-2015 (FA: 2016),27,1,"$1,125,000","$1,125,000"
21,Tyrod Taylor,2015-2016 (FA: 2017),25,3,"$3,350,000","$1,116,667"
67,Luke McCown,2015-2015 (FA: 2016),33,1,"$1,050,000","$1,050,000"
67,Dan Orlovsky,2015-2015 (FA: 2016),31,1,"$1,050,000","$1,050,000"
69,Rex Grossman,2015-2015 (FA: 2016),35,1,"$1,000,000","$1,000,000"
70,Michael Vick,2015-2015 (FA: 2016),35,1,"$970,000","$970,000"
31,Tyler Bray,2015-2017 (FA: 2018),23,2,"$1,925,000","$962,500"
77,Matt Flynn,2015-2015 (FA: 2016),29,1,"$950,000","$950,000"
78,Matt Flynn,2015-2015 (FA: 2016),30,1,"$930,000","$930,000"
32,Kellen Moore,2015-2016 (FA: 2017),25,2,"$1,825,000","$912,500"
79,Matt Flynn,2015-2015 (FA: 2016),29,1,"$870,000","$870,000"
20,Garrett Grayson,2015-2018 (FA: 2019),23,4,"$3,400,605","$850,151"
80,Josh Johnson,2015-2015 (FA: 2016),28,1,"$825,000","$825,000"
80,Joe Webb,2015-2015 (FA: 2016),28,1,"$825,000","$825,000"
33,Ryan Mallett,2015-2016 (FA: 2017),27,2,"$1,631,470","$815,735"
22,Sean Mannion,2015-2018 (FA: 2019),23,4,"$3,250,897","$812,724"
54,Josh Freeman,2015-2016 (FA: 2017),27,2,"$1,505,000","$752,500"
82,Christian Ponder,2015-2015 (FA: 2016),26,1,"$745,000","$745,000"
82,T.J. Yates,2015-2015 (FA: 2016),27,1,"$745,000","$745,000"
82,Thaddeus Lewis,2015-2015 (FA: 2016),27,1,"$745,000","$745,000"
82,Josh Johnson,2015-2015 (FA: 2016),28,1,"$745,000","$745,000"
82,Josh Johnson,2015-2015 (FA: 2016),28,1,"$745,000","$745,000"
