rank,player-name,year signed,age,year 2,value,average/year
1,Ben Roethlisberger,2008-2015 (FA: 2016),26,6,"$87,986,500","$14,664,417"
3,Tony Romo,2008-2013 (FA: 2014),27,6,"$67,500,000","$11,250,000"
3,Matt Ryan,2008-2013 (FA: 2014),23,6,"$67,500,000","$11,250,000"
2,David Garrard,2008-2013 (FA: 2014),29,7,"$69,400,000","$9,914,286"
6,Derek Anderson,2008-2010 (FA: 2011),24,3,"$24,000,000","$8,000,000"
5,Joe Flacco,2008-2012 (FA: 2013),23,5,"$29,750,000","$5,950,000"
7,Chad Pennington,2008-2009 (FA: 2010),31,2,"$11,500,000","$5,750,000"
15,Daunte Culpepper,2008-2009 (FA: 2010),30,1,"$5,000,000","$5,000,000"
8,Cleo Lemon,2008-2010 (FA: 2011),28,3,"$9,600,000","$3,200,000"
12,Josh McCown,2008-2009 (FA: 2010),28,2,"$6,250,000","$3,125,000"
9,Todd Collins,2008-2010 (FA: 2011),36,3,"$9,000,000","$3,000,000"
9,Billy Volek,2008-2010 (FA: 2011),-,3,"$9,000,000","$3,000,000"
19,Rex Grossman,2008-2008 (FA: 2009),28,1,"$3,000,000","$3,000,000"
14,Chris Redman,2008-2009 (FA: 2010),30,2,"$5,500,000","$2,750,000"
11,Jim Sorgi,2008-2010 (FA: 2011),27,3,"$7,200,000","$2,400,000"
13,Shaun Hill,2008-2010 (FA: 2011),27,3,"$6,000,000","$2,000,000"
16,Kyle Orton,2008-2009 (FA: 2010),25,2,"$3,520,000","$1,760,000"
20,Mark Brunell,2008-2009 (FA: 2010),37,2,"$2,600,000","$1,300,000"
31,David Carr,2008-2008 (FA: 2009),28,1,"$1,000,000","$1,000,000"
33,Ryan Fitzpatrick,2008-2008 (FA: 2009),25,1,"$927,000","$927,000"
33,Dan Orlovsky,2008-2008 (FA: 2009),24,1,"$927,000","$927,000"
17,Brian Brohm,2008-2010 (FA: 2011),22,4,"$3,165,000","$791,250"
18,Chad Henne,2008-2011 (FA: 2012),23,4,"$3,130,100","$782,525"
36,Byron Leftwich,2008-2008 (FA: 2009),27,1,"$645,000","$645,000"
37,Brian St. Pierre,2008-2008 (FA: 2009),20,1,"$625,000","$625,000"
21,Kevin O'Connell,2008-2009 (FA: 2010),23,4,"$2,465,500","$616,375"
39,Joey Harrington,2008-2008 (FA: 2009),29,1,"$605,000","$605,000"
29,Caleb Hanie,2008-2010 (FA: 2011),22,3,"$1,550,000","$516,667"
22,Josh Johnson,2008-2011 (FA: 2012),22,4,"$1,927,500","$481,875"
23,John David Booty,2008-2011 (FA: 2012),23,4,"$1,911,000","$477,750"
32,Gibran Hamdan,2008-2009 (FA: 2010),26,2,"$955,000","$477,500"
24,Erik Ainge,2008-2011 (FA: 2012),22,4,"$1,870,000","$467,500"
25,Colt Brennan,2008-2011 (FA: 2012),24,4,"$1,801,800","$450,450"
26,Andre Woodson,2008-2011 (FA: 2012),25,4,"$1,786,400","$446,600"
27,Matt Flynn,2008-2011 (FA: 2012),23,4,"$1,769,175","$442,294"
28,Alex Brink,2008-2011 (FA: 2012),23,4,"$1,760,000","$440,000"
30,Dennis Dixon,2008-2010 (FA: 2011),23,3,"$1,280,000","$426,667"
35,Jordan Palmer,2008-2009 (FA: 2010),23,2,"$680,000","$340,000"
38,Richard Bartel,2008-2009 (FA: 2010),24,2,"$614,000","$307,000"
40,Matt Baker,2008-2008 (FA: 2009),24,1,"$295,000","$295,000"
