rank,player-name,year signed,age,year 2,value,average/year
31,Kellen Moore,2012-2014 (FA: 2015),22,3,"$1,460,000","$486,667"
32,Case Keenum,2012-2014 (FA: 2015),24,3,"$1,452,000","$484,000"
33,G.J. Kinnie,2012-2014 (FA: 2015),-,3,"$1,447,000","$482,333"
34,Aaron Corp,2012-2014 (FA: 2015),22,3,"$1,443,000","$481,000"
35,Tyler Hansen,2012-2014 (FA: 2015),22,3,"$1,440,000","$480,000"
35,Jarrett Lee,2012-2014 (FA: 2015),22,3,"$1,440,000","$480,000"
35,Alex Tanney,2012-2014 (FA: 2015),24,3,"$1,440,000","$480,000"
35,Austin Davis,2012-2013 (FA: 2014),22,3,"$1,440,000","$480,000"
35,Nick Stephens,2012-2014 (FA: 2015),24,3,"$1,440,000","$480,000"
35,Matt Simms,2012-2014 (FA: 2015),23,3,"$1,440,000","$480,000"
35,Chester Stewart,2012-2014 (FA: 2015),22,3,"$1,440,000","$480,000"
35,Kyle Newhall-Caballero,2012-2014 (FA: 2015),23,3,"$1,440,000","$480,000"
35,Jerrod Johnson,2012-2014 (FA: 2015),23,3,"$1,440,000","$480,000"
72,Nathan Enderle,2012-2012 (FA: 2013),23,1,"$465,000","$465,000"
72,Thaddeus Lewis,2012-2012 (FA: 2013),24,1,"$465,000","$465,000"
72,Sean Canfield,2012-2012 (FA: 2013),25,1,"$465,000","$465,000"
52,McLeod Bethel-Thompson,2012-2013 (FA: 2014),23,2,"$875,000","$437,500"
54,John Brantley,2012-2013 (FA: 2014),22,2,"$873,000","$436,500"
55,Jonathan Crompton,2012-2013 (FA: 2014),24,2,"$870,000","$435,000"
75,Ryan Perrilloux,2012-2012 (FA: 2013),24,1,"$390,000","$390,000"
75,Mike Hartline,2012-2012 (FA: 2013),23,1,"$390,000","$390,000"
75,Adam Weber,2012-2012 (FA: 2013),24,1,"$390,000","$390,000"
75,Nick Hill,2012-2012 (FA: 2013),-,1,"$390,000","$390,000"
75,Trevor Vittatoe,2012-2012 (FA: 2013),23,1,"$390,000","$390,000"
75,R.J. Archer,2012-2012 (FA: 2013),24,1,"$390,000","$390,000"
