rank,player-name,year signed,age,year 2,value,average/year
1,Philip Rivers,2009-2015 (FA: 0),27,6,"$91,800,000","$15,300,000"
9,Brett Favre,2009-2010 (FA: 2011),39,2,"$25,000,000","$12,500,000"
10,Donovan McNabb,2009-2010 (FA: 2011),32,2,"$24,200,000","$12,100,000"
2,Matthew Stafford,2009-2015 (FA: 2016),21,6,"$72,000,000","$12,000,000"
11,Kurt Warner,2009-2010 (FA: 2011),37,2,"$23,000,000","$11,500,000"
3,Aaron Rodgers,2009-2014 (FA: 2015),24,6,"$63,520,000","$10,586,667"
4,Matt Cassel,2009-2014 (FA: 2015),27,6,"$63,000,000","$10,500,000"
5,Mark Sanchez,2009-2013 (FA: 2014),22,5,"$50,500,000","$10,100,000"
6,Jay Cutler,2009-2013 (FA: 2014),26,5,"$50,370,000","$10,074,000"
7,Jake Delhomme,2009-2014 (FA: 2015),33,6,"$48,825,000","$8,137,500"
12,Kerry Collins,2009-2010 (FA: 2011),36,2,"$15,000,000","$7,500,000"
8,Josh Freeman,2009-2013 (FA: 2014),21,5,"$26,000,000","$5,200,000"
16,Luke McCown,2009-2010 (FA: 2011),27,2,"$7,500,000","$3,750,000"
16,Byron Leftwich,2009-2010 (FA: 2011),28,2,"$7,500,000","$3,750,000"
18,Michael Vick,2009-2010 (FA: 2011),28,2,"$6,875,000","$3,437,500"
19,Alex Smith,2009-2010 (FA: 2011),24,2,"$6,500,000","$3,250,000"
13,Dan Orlovsky,2009-2011 (FA: 2012),25,3,"$9,150,000","$3,050,000"
14,Sage Rosenfels,2009-2011 (FA: 2012),30,3,"$9,000,000","$3,000,000"
15,Ryan Fitzpatrick,2009-2011 (FA: 2012),26,3,"$8,250,000","$2,750,000"
22,David Carr,2009-2009 (FA: 2010),29,1,"$2,100,000","$2,100,000"
29,Kyle Boller,2009-2009 (FA: 2010),27,1,"$1,500,000","$1,500,000"
20,Pat White,2009-2012 (FA: 2013),23,4,"$4,475,000","$1,118,750"
33,Brian St. Pierre,2009-2009 (FA: 2010),21,1,"$1,000,000","$1,000,000"
34,Patrick Ramsey,2009-2009 (FA: 2010),30,1,"$795,000","$795,000"
34,Charlie Batch,2009-2009 (FA: 2010),34,1,"$795,000","$795,000"
34,Joey Harrington,2009-2009 (FA: 2010),30,1,"$795,000","$795,000"
37,A.J. Feeley,2009-2009 (FA: 2010),31,1,"$745,000","$745,000"
39,J.P. Losman,2009-2009 (FA: 2010),28,1,"$620,000","$620,000"
39,Rex Grossman,2009-2009 (FA: 2010),28,1,"$620,000","$620,000"
39,Charlie Frye,2009-2009 (FA: 2010),27,1,"$620,000","$620,000"
39,Andrew Walter,2009-2009 (FA: 2010),27,1,"$620,000","$620,000"
21,Stephen McGee,2009-2012 (FA: 2013),23,4,"$2,282,000","$570,500"
23,Rhett Bomar,2009-2009 (FA: 2010),23,4,"$1,935,000","$483,750"
24,Nate Davis,2009-2009 (FA: 2010),22,4,"$1,900,000","$475,000"
25,Tom Brandstater,2009-2012 (FA: 2013),24,4,"$1,873,570","$468,393"
26,Mike Teel,2009-2012 (FA: 2013),23,4,"$1,864,250","$466,063"
27,Keith Null,2009-2009 (FA: 2010),23,4,"$1,850,000","$462,500"
28,Curtis Painter,2009-2012 (FA: 2013),24,4,"$1,841,000","$460,250"
43,John Beck,2009-2009 (FA: 2010),27,1,"$460,000","$460,000"
30,Brian Hoyer,2009-2011 (FA: 2012),23,3,"$1,197,500","$399,167"
31,Richard Bartel,2009-2011 (FA: 2012),25,3,"$1,185,000","$395,000"
31,Chase Daniel,2009-2011 (FA: 2012),22,3,"$1,185,000","$395,000"
38,John Parker Wilson,2009-2010 (FA: 2011),23,2,"$722,500","$361,250"
