rank,player-name,year signed,age,year 2,value,average/year
1,Russell Wilson,2019-2023 (FA: 2024),30,4,"$140,000,000","$35,000,000"
5,Ben Roethlisberger,2019-2021 (FA: 2022),37,2,"$68,000,000","$34,000,000"
2,Jared Goff,2019-2024 (FA: 2025),24,4,"$134,000,000","$33,500,000"
3,Carson Wentz,2019-2024 (FA: 2025),26,4,"$128,000,000","$32,000,000"
9,Tom Brady,2019-2019 (FA: 2020),42,1,"$23,000,000","$23,000,000"
4,Nick Foles,2019-2022 (FA: 2023),30,4,"$88,000,000","$22,000,000"
7,Jacoby Brissett,2019-2020 (FA: 2021),26,2,"$30,000,000","$15,000,000"
6,Kyler Murray,2019-2022 (FA: 2024),21,4,"$35,658,014","$8,914,504"
14,Teddy Bridgewater,2019-2019 (FA: 2020),26,1,"$7,250,000","$7,250,000"
8,Daniel Jones,2019-2022 (FA: 2023),21,4,"$25,664,056","$6,416,014"
12,Ryan Fitzpatrick,2019-2020 (FA: 2021),36,2,"$11,000,000","$5,500,000"
12,Tyrod Taylor,2019-2020 (FA: 2021),29,2,"$11,000,000","$5,500,000"
11,Brian Hoyer,2019-2021 (FA: 2022),33,3,"$12,000,000","$4,000,000"
10,Dwayne Haskins,2019-2023 (FA: 2024),22,4,"$14,416,611","$3,604,153"
20,Case Keenum,2019-2019 (FA: 2020),30,1,"$3,500,000","$3,500,000"
23,Nate Sudfeld,2019-2019 (FA: 2020),25,1,"$3,095,000","$3,095,000"
24,A.J. McCarron,2019-2019 (FA: 2020),28,1,"$3,000,000","$3,000,000"
16,Robert Griffin III,2019-2020 (FA: 2021),29,2,"$4,000,000","$2,000,000"
16,Matt Barkley,2019-2020 (FA: 2021),26,2,"$4,000,000","$2,000,000"
31,Josh McCown,2019-2019 (FA: 2020),40,1,"$2,000,000","$2,000,000"
31,Ryan Tannehill,2019-2019 (FA: 2020),30,1,"$2,000,000","$2,000,000"
31,Trevor Siemian,2019-2019 (FA: 2020),27,1,"$2,000,000","$2,000,000"
34,Mike Glennon,2019-2019 (FA: 2020),29,1,"$1,950,000","$1,950,000"
19,Matt Schaub,2019-2020 (FA: 2021),37,2,"$3,780,000","$1,890,000"
35,Brett Hundley,2019-2019 (FA: 2020),25,1,"$1,875,000","$1,875,000"
15,Drew Lock,2019-2022 (FA: 2023),22,4,"$7,010,817","$1,752,704"
54,Blaine Gabbert,2019-2019 (FA: 2020),29,1,"$1,600,000","$1,600,000"
25,Ryan Griffin,2019-2020 (FA: 2021),29,2,"$2,900,000","$1,450,000"
59,Kevin Hogan,2019-2019 (FA: 2020),26,1,"$1,290,000","$1,290,000"
63,Derek Anderson,2019-2019 (FA: 2020),35,1,"$1,120,000","$1,120,000"
30,Alex Tanney,2019-2020 (FA: 2021),31,2,"$2,150,000","$1,075,000"
72,Matt Moore,2019-2019 (FA: 2020),35,1,"$1,030,000","$1,030,000"
73,Joe Webb,2019-2019 (FA: 2020),32,1,"$1,020,000","$1,020,000"
74,Blake Bortles,2019-2019 (FA: 2020),26,1,"$1,000,000","$1,000,000"
18,Will Grier,2019-2022 (FA: 2023),24,4,"$3,852,996","$963,249"
36,Alex Tanney,2019-2020 (FA: 2021),31,2,"$1,825,000","$912,500"
75,Geno Smith,2019-2019 (FA: 2020),28,1,"$895,000","$895,000"
75,Tom Savage,2019-2019 (FA: 2020),28,1,"$895,000","$895,000"
75,Sean Mannion,2019-2019 (FA: 2020),26,1,"$895,000","$895,000"
21,Ryan Finley,2019-2022 (FA: 2023),24,4,"$3,309,656","$827,414"
78,Tyler Bray,2019-2019 (FA: 2020),27,1,"$826,400","$826,400"
79,Geno Smith,2019-2019 (FA: 2020),28,1,"$805,000","$805,000"
79,Landry Jones,2019-2019 (FA: 2020),29,1,"$805,000","$805,000"
79,Tyler Bray,2019-2019 (FA: 2020),27,1,"$805,000","$805,000"
79,David Fales,2019-2019 (FA: 2020),28,1,"$805,000","$805,000"
79,Taylor Heinicke,2019-2019 (FA: 2020),25,1,"$805,000","$805,000"
79,E.J. Manuel,2019-2019 (FA: 2020),28,1,"$805,000","$805,000"
22,Jarrett Stidham,2019-2022 (FA: 2023),22,4,"$3,153,692","$788,423"
55,Cody Kessler,2019-2020 (FA: 2021),25,2,"$1,540,000","$770,000"
85,Cody Kessler,2019-2019 (FA: 2020),26,1,"$720,000","$720,000"
85,Jeff Driskel,2019-2019 (FA: 2020),26,1,"$720,000","$720,000"
26,Easton Stick,2019-2022 (FA: 2023),23,4,"$2,797,564","$699,391"
27,Clayton Thorson,2019-2022 (FA: 2023),23,4,"$2,793,320","$698,330"
56,Garrett Gilbert,2019-2020 (FA: 2021),27,2,"$1,380,000","$690,000"
56,Paxton Lynch,2019-2020 (FA: 2021),24,2,"$1,380,000","$690,000"
56,Kyle Sloter,2019-2020 (FA: 2021),24,2,"$1,380,000","$690,000"
87,Connor Cook,2019-2019 (FA: 2020),25,1,"$685,000","$685,000"
28,Gardner Minshew,2019-2022 (FA: 2023),22,4,"$2,710,884","$677,721"
29,Trace McSorley,2019-2022 (FA: 2023),23,4,"$2,680,688","$670,172"
