rank,player-name,year signed,age,year 2,value,average/year
1,Andrew Luck,2016-2021 (FA: 2022),26,5,"$122,970,000","$24,594,000"
10,Carson Palmer,2016-2018 (FA: 2019),36,1,"$24,350,000","$24,350,000"
11,Drew Brees,2016-2017 (FA: 2018),37,1,"$24,250,000","$24,250,000"
4,Joe Flacco,2016-2021 (FA: 2022),31,3,"$66,400,000","$22,133,333"
5,Tom Brady,2016-2019 (FA: 2020),38,2,"$41,000,000","$20,500,000"
13,Kirk Cousins,2016-2016 (FA: 2017),27,1,"$19,953,000","$19,953,000"
2,Tyrod Taylor,2016-2021 (FA: 2022),27,5,"$90,000,000","$18,000,000"
3,Brock Osweiler,2016-2019 (FA: 2020),25,4,"$72,000,000","$18,000,000"
6,Sam Bradford,2016-2017 (FA: 2018),28,2,"$36,000,000","$18,000,000"
9,Nick Foles,2016-2017 (FA: 2018),26,2,"$24,540,000","$12,270,000"
15,Ryan Fitzpatrick,2016-2016 (FA: 2017),33,1,"$12,000,000","$12,000,000"
14,Robert Griffin III,2016-2017 (FA: 2018),26,2,"$15,000,000","$7,500,000"
12,Chase Daniel,2016-2018 (FA: 2019),29,3,"$21,000,000","$7,000,000"
7,Jared Goff,2016-2020 (FA: 2021),21,4,"$27,937,673","$6,984,418"
8,Carson Wentz,2016-2020 (FA: 2021),23,4,"$26,676,338","$6,669,085"
18,Chad Henne,2016-2017 (FA: 2018),28,2,"$8,000,000","$4,000,000"
22,Case Keenum,2016-2016 (FA: 2017),28,1,"$3,635,000","$3,635,000"
19,Drew Stanton,2016-2017 (FA: 2018),31,2,"$6,500,000","$3,250,000"
17,Colt McCoy,2016-2018 (FA: 2019),29,3,"$9,000,000","$3,000,000"
29,Matt Schaub,2016-2016 (FA: 2017),34,1,"$2,750,000","$2,750,000"
33,Matt McGloin,2016-2016 (FA: 2017),26,1,"$2,553,000","$2,553,000"
16,Paxton Lynch,2016-2020 (FA: 2021),22,4,"$9,476,296","$2,369,074"
21,Brandon Weeden,2016-2017 (FA: 2018),32,2,"$4,000,000","$2,000,000"
39,Matt Cassel,2016-2016 (FA: 2017),33,1,"$2,000,000","$2,000,000"
39,Mark Sanchez,2016-2016 (FA: 2017),29,1,"$2,000,000","$2,000,000"
39,Brian Hoyer,2016-2016 (FA: 2017),30,1,"$2,000,000","$2,000,000"
23,Matt Moore,2016-2017 (FA: 2018),31,2,"$3,550,000","$1,775,000"
24,Scott Tolzien,2016-2017 (FA: 2018),28,2,"$3,500,000","$1,750,000"
43,Nick Foles,2016-2017 (FA: 2018),27,1,"$1,750,000","$1,750,000"
27,Luke McCown,2016-2017 (FA: 2018),34,2,"$3,000,000","$1,500,000"
58,Austin Davis,2016-2016 (FA: 2017),27,1,"$1,250,000","$1,250,000"
20,Christian Hackenberg,2016-2019 (FA: 2020),21,4,"$4,660,302","$1,165,076"
60,Dan Orlovsky,2016-2016 (FA: 2017),32,1,"$1,065,000","$1,065,000"
60,Kellen Clemens,2016-2016 (FA: 2017),32,1,"$1,065,000","$1,065,000"
42,Joe Webb,2016-2017 (FA: 2018),29,2,"$1,860,000","$930,000"
66,Josh Johnson,2016-2016 (FA: 2017),30,1,"$885,000","$885,000"
25,Jacoby Brissett,2016-2019 (FA: 2020),23,4,"$3,410,832","$852,708"
26,Cody Kessler,2016-2019 (FA: 2020),23,4,"$3,389,082","$847,271"
67,Christian Ponder,2016-2016 (FA: 2017),28,1,"$800,000","$800,000"
68,T.J. Yates,2016-2016 (FA: 2017),28,1,"$760,000","$760,000"
68,Thaddeus Lewis,2016-2016 (FA: 2017),28,1,"$760,000","$760,000"
28,Connor Cook,2016-2019 (FA: 2020),23,4,"$2,959,890","$739,973"
30,Dak Prescott,2016-2019 (FA: 2020),22,4,"$2,723,393","$680,848"
30,Cardale Jones,2016-2019 (FA: 2020),23,4,"$2,723,393","$680,848"
70,Matt Barkley,2016-2016 (FA: 2017),25,1,"$675,000","$675,000"
32,Kevin Hogan,2016-2019 (FA: 2020),23,4,"$2,595,216","$648,804"
56,McLeod Bethel-Thompson,2016-2017 (FA: 2018),27,2,"$1,290,000","$645,000"
56,Matt Simms,2016-2017 (FA: 2018),27,2,"$1,290,000","$645,000"
34,Nate Sudfeld,2016-2019 (FA: 2020),22,4,"$2,477,335","$619,334"
35,Jake Rudock,2016-2019 (FA: 2020),23,4,"$2,473,738","$618,435"
36,Brandon Allen,2016-2019 (FA: 2020),23,4,"$2,464,274","$616,069"
37,Jeff Driskel,2016-2019 (FA: 2020),23,4,"$2,452,539","$613,135"
38,Brandon Doughty,2016-2019 (FA: 2020),24,4,"$2,427,881","$606,970"
71,Dan LeFevour,2016-2016 (FA: 2017),29,1,"$600,000","$600,000"
59,Zac Dysert,2016-2017 (FA: 2018),25,2,"$1,140,000","$570,000"
44,Trevone Boykin,2016-2018 (FA: 2019),22,3,"$1,635,000","$545,000"
45,Matt Johnson,2016-2018 (FA: 2019),0,3,"$1,625,000","$541,667"
45,Jake Coker,2016-2018 (FA: 2019),23,3,"$1,625,000","$541,667"
47,Ryan Williams,2016-2018 (FA: 2019),0,3,"$1,620,000","$540,000"
47,Max Wittek,2016-2018 (FA: 2019),0,3,"$1,620,000","$540,000"
