rank,player-name,year signed,age,year 2,value,average/year
2,Aaron Rodgers,2013-2019 (FA: 2020),29,5,"$110,000,000","$22,000,000"
4,Matt Ryan,2013-2018 (FA: 2019),28,5,"$103,750,000","$20,750,000"
1,Joe Flacco,2013-2018 (FA: 2019),28,6,"$120,600,000","$20,100,000"
3,Tony Romo,2013-2019 (FA: 2020),32,6,"$108,000,000","$18,000,000"
5,Matthew Stafford,2013-2017 (FA: 2018),25,3,"$53,000,000","$17,666,667"
6,Tom Brady,2013-2017 (FA: 2018),35,3,"$41,000,000","$13,666,667"
7,Carson Palmer,2013-2014 (FA: 0),33,2,"$16,000,000","$8,000,000"
13,Michael Vick,2013-2013 (FA: 2014),32,1,"$7,500,000","$7,500,000"
8,Matt Flynn,2013-2014 (FA: 2015),27,2,"$11,500,000","$5,750,000"
12,Matt Moore,2013-2014 (FA: 2015),28,2,"$8,000,000","$4,000,000"
14,Matt Cassel,2013-2014 (FA: 2015),30,2,"$7,400,000","$3,700,000"
15,Matt Hasselbeck,2013-2014 (FA: 2015),37,2,"$7,250,000","$3,625,000"
9,Chase Daniel,2013-2015 (FA: 2016),26,3,"$10,000,000","$3,333,333"
16,Ryan Fitzpatrick,2013-2014 (FA: 2015),30,2,"$6,500,000","$3,250,000"
17,Kevin Kolb,2013-2014 (FA: 2015),28,2,"$6,100,000","$3,050,000"
22,Josh Freeman,2013-2013 (FA: 2014),24,1,"$2,833,334","$2,833,334"
11,Drew Stanton,2013-2015 (FA: 2016),28,3,"$8,200,000","$2,733,333"
27,Tarvaris Jackson,2013-2013 (FA: 2014),29,1,"$2,250,000","$2,250,000"
10,E.J. Manuel,2013-2016 (FA: 2017),23,4,"$8,885,300","$2,221,325"
32,Brian Hoyer,2013-2013 (FA: 2014),27,1,"$2,023,000","$2,023,000"
20,Jason Campbell,2013-2014 (FA: 2015),31,2,"$3,750,000","$1,875,000"
19,Bruce Gradkowski,2013-2015 (FA: 2016),30,3,"$4,950,000","$1,650,000"
18,Geno Smith,2013-2016 (FA: 2017),22,4,"$5,019,603","$1,254,901"
59,David Garrard,2013-2013 (FA: 2014),35,1,"$1,100,000","$1,100,000"
60,David Carr,2013-2013 (FA: 2014),33,1,"$1,050,000","$1,050,000"
33,Brian Hoyer,2013-2014 (FA: 2015),27,2,"$1,965,000","$982,500"
66,Rex Grossman,2013-2013 (FA: 2014),32,1,"$960,000","$960,000"
34,Josh Johnson,2013-2014 (FA: 2015),26,2,"$1,895,000","$947,500"
67,Jon Kitna,2013-2013 (FA: 2014),40,1,"$940,000","$940,000"
68,Dan Orlovsky,2013-2013 (FA: 2014),29,1,"$905,000","$905,000"
75,Kellen Clemens,2013-2013 (FA: 2014),29,1,"$870,000","$870,000"
76,Josh McCown,2013-2013 (FA: 2014),33,1,"$865,000","$865,000"
77,Luke McCown,2013-2013 (FA: 2014),31,1,"$840,000","$840,000"
77,Seneca Wallace,2013-2013 (FA: 2014),32,1,"$840,000","$840,000"
77,Seneca Wallace,2013-2013 (FA: 2014),32,1,"$840,000","$840,000"
77,Tarvaris Jackson,2013-2013 (FA: 2014),30,1,"$840,000","$840,000"
77,Derek Anderson,2013-2013 (FA: 2014),29,1,"$840,000","$840,000"
82,Brady Quinn,2013-2013 (FA: 2014),28,1,"$780,000","$780,000"
21,Mike Glennon,2013-2016 (FA: 2017),23,4,"$3,104,062","$776,016"
55,Dennis Dixon,2013-2014 (FA: 2015),28,2,"$1,445,000","$722,500"
83,Jordan Palmer,2013-2013 (FA: 2014),28,1,"$715,000","$715,000"
83,Brady Quinn,2013-2013 (FA: 2014),28,1,"$715,000","$715,000"
83,Brady Quinn,2013-2013 (FA: 2014),28,1,"$715,000","$715,000"
83,Vince Young,2013-2013 (FA: 2014),30,1,"$715,000","$715,000"
83,Matt Flynn,2013-2013 (FA: 2014),28,1,"$715,000","$715,000"
83,Matt Flynn,2013-2013 (FA: 2014),28,1,"$715,000","$715,000"
83,Caleb Hanie,2013-2013 (FA: 2014),27,1,"$715,000","$715,000"
83,Caleb Hanie,2013-2013 (FA: 2014),27,1,"$715,000","$715,000"
23,Matt Barkley,2013-2016 (FA: 2017),22,4,"$2,739,528","$684,882"
56,Stephen McGee,2013-2014 (FA: 2015),27,2,"$1,360,000","$680,000"
24,Ryan Nassib,2013-2016 (FA: 2017),23,4,"$2,613,600","$653,400"
25,Tyler Wilson,2013-2016 (FA: 2017),23,4,"$2,610,900","$652,725"
26,Landry Jones,2013-2016 (FA: 2017),24,4,"$2,599,220","$649,805"
91,Curtis Painter,2013-2013 (FA: 2014),27,1,"$630,000","$630,000"
91,John Skelton,2013-2013 (FA: 2014),25,1,"$630,000","$630,000"
91,Rusty Smith,2013-2013 (FA: 2014),25,1,"$630,000","$630,000"
57,Mike Kafka,2013-2014 (FA: 2015),25,2,"$1,200,000","$600,000"
57,Scott Tolzien,2013-2014 (FA: 2015),25,2,"$1,200,000","$600,000"
28,Brad Sorensen,2013-2016 (FA: 2017),25,4,"$2,219,400","$554,850"
29,Zac Dysert,2013-2016 (FA: 2017),23,4,"$2,208,200","$552,050"
30,Sean Renfree,2013-2016 (FA: 2017),23,4,"$2,205,896","$551,474"
31,Ryan Griffin,2013-2016 (FA: 2017),23,4,"$2,130,000","$532,500"
60,Zac Robinson,2013-2014 (FA: 2015),26,2,"$1,050,000","$525,000"
60,Nathan Enderle,2013-2014 (FA: 2015),25,2,"$1,050,000","$525,000"
60,Nathan Enderle,2013-2014 (FA: 2015),25,2,"$1,050,000","$525,000"
60,Chandler Harnish,2013-2014 (FA: 2015),24,2,"$1,050,000","$525,000"
60,Josh Portis,2013-2014 (FA: 2015),25,2,"$1,050,000","$525,000"
35,Tyler Bray,2013-2015 (FA: 2016),21,3,"$1,495,000","$498,333"
35,James Vandenberg,2013-2015 (FA: 2016),23,3,"$1,495,000","$498,333"
37,Jeff Tuel,2013-2015 (FA: 2016),22,3,"$1,490,000","$496,667"
37,Matt Brown,2013-2015 (FA: 2016),0,3,"$1,490,000","$496,667"
39,Seth Doege,2013-2015 (FA: 2016),24,3,"$1,489,500","$496,500"
40,Kyle Padron,2013-2015 (FA: 2016),-,3,"$1,489,000","$496,333"
41,Colby Cameron,2013-2015 (FA: 2016),23,3,"$1,488,000","$496,000"
42,Jordan Rodgers,2013-2015 (FA: 2016),24,3,"$1,487,500","$495,833"
42,Alex Carder,2013-2015 (FA: 2016),23,3,"$1,487,500","$495,833"
42,Matt Scott,2013-2015 (FA: 2016),22,3,"$1,487,500","$495,833"
45,Ryan Katz,2013-2015 (FA: 2016),22,3,"$1,486,000","$495,333"
45,Clay Belton,2013-2015 (FA: 2016),0,3,"$1,486,000","$495,333"
45,Mike Hermann,2013-2015 (FA: 2016),0,3,"$1,486,000","$495,333"
48,Tim Jenkins,2013-2015 (FA: 2016),22,3,"$1,485,000","$495,000"
48,Caleb TerBush,2013-2015 (FA: 2016),22,3,"$1,485,000","$495,000"
48,Matt McGloin,2013-2015 (FA: 2016),23,3,"$1,485,000","$495,000"
48,Jerrod Johnson,2013-2015 (FA: 2016),24,3,"$1,485,000","$495,000"
48,B.J. Coleman,2013-2015 (FA: 2016),24,3,"$1,485,000","$495,000"
48,Alex Tanney,2013-2015 (FA: 2016),25,3,"$1,485,000","$495,000"
48,Tyler Wilson,2013-2015 (FA: 2016),23,3,"$1,485,000","$495,000"
94,Pat White,2013-2013 (FA: 2014),27,1,"$480,000","$480,000"
94,Pat Devlin,2013-2013 (FA: 2014),24,1,"$480,000","$480,000"
69,Adam Weber,2013-2014 (FA: 2015),25,2,"$900,000","$450,000"
69,Case Keenum,2013-2014 (FA: 2015),24,2,"$900,000","$450,000"
69,Nick Stephens,2013-2014 (FA: 2015),25,2,"$900,000","$450,000"
69,Matt Simms,2013-2015 (FA: 2016),24,2,"$900,000","$450,000"
69,Matt Blanchard,2013-2014 (FA: 2015),23,2,"$900,000","$450,000"
69,G.J. Kinne,2013-2014 (FA: 2015),24,2,"$900,000","$450,000"
96,Aaron Corp,2013-2013 (FA: 2014),23,1,"$405,000","$405,000"
96,Aaron Corp,2013-2013 (FA: 2014),23,1,"$405,000","$405,000"
96,Dayne Crist,2013-2013 (FA: 2014),-,1,"$405,000","$405,000"
