rank,player-name,rank-position,year signed,age,year 2,value,average/year
26,Alex Mack,Center,2014-2014 (FA: 2015),28,1,"$10,039,000","$10,039,000"
1,Branden Albert,Left Tackle,2014-2018 (FA: 2019),29,5,"$47,000,000","$9,400,000"
2,Maurkice Pouncey,Center,2014-2019 (FA: 2020),24,5,"$44,136,625","$8,827,325"
3,Rodger Saffold,Guard,2014-2018 (FA: 2019),25,5,"$42,500,000","$8,500,000"
4,Alex Mack,Center,2014-2018 (FA: 2019),28,5,"$42,000,000","$8,400,000"
5,Eugene Monroe,Left Tackle,2014-2018 (FA: 2019),26,5,"$37,500,000","$7,500,000"
7,Jared Veldheer,Right Tackle,2014-2018 (FA: 2019),26,5,"$35,000,000","$7,000,000"
12,Eric Wood,Center,2014-2017 (FA: 2018),27,4,"$25,400,000","$6,350,000"
8,Rodger Saffold,Guard,2014-2018 (FA: 2019),25,5,"$31,347,235","$6,269,447"
5,Jason Kelce,Center,2014-2020 (FA: 2021),26,6,"$37,500,000","$6,250,000"
9,Anthony Collins,Left Tackle,2014-2018 (FA: 2019),28,5,"$30,000,000","$6,000,000"
9,Zane Beadles,Guard,2014-2018 (FA: 2019),27,5,"$30,000,000","$6,000,000"
9,Austin Howard,Right Tackle,2014-2018 (FA: 2019),26,5,"$30,000,000","$6,000,000"
14,Greg Robinson,Left Tackle,2014-2017 (FA: 2018),21,4,"$21,284,098","$5,321,025"
15,Michael Oher,Right Tackle,2014-2017 (FA: 2018),27,4,"$20,000,000","$5,000,000"
27,Donald Penn,Right Tackle,2014-2015 (FA: 2016),30,2,"$9,600,000","$4,800,000"
13,Jon Asamoah,Guard,2014-2018 (FA: 2019),25,5,"$22,500,000","$4,500,000"
17,Breno Giacomini,Right Tackle,2014-2017 (FA: 2018),28,4,"$18,000,000","$4,500,000"
18,Shawn Lauvao,Guard,2014-2017 (FA: 2018),26,4,"$17,000,000","$4,250,000"
19,Geoff Schwartz,Guard,2014-2017 (FA: 2018),27,4,"$16,800,000","$4,200,000"
20,Jake Matthews,Left Tackle,2014-2018 (FA: 2019),22,4,"$16,429,501","$4,107,375"
24,Jeremy Zuttah,Center,2014-2018 (FA: 2019),27,3,"$12,250,000","$4,083,333"
15,Zach Strief,Right Tackle,2014-2018 (FA: 2019),30,5,"$20,000,000","$4,000,000"
30,Scott Wells,Center,2014-2015 (FA: 2016),32,2,"$7,250,000","$3,625,000"
21,Evan Smith,Center,2014-2017 (FA: 2018),27,4,"$14,250,000","$3,562,500"
31,Ryan Wendell,Center,2014-2015 (FA: 2016),27,2,"$6,850,000","$3,425,000"
