rank,player-name,rank-position,year signed,age,year 2,value,average/year
1,Joe Thomas,Left Tackle,2011-2018 (FA: 2019),26,7,"$80,500,000","$11,500,000"
27,Ryan Kalil,Center,2011-2011 (FA: 2012),25,1,"$10,510,000","$10,510,000"
29,Logan Mankins,Guard,2011-2011 (FA: 2012),28,1,"$10,116,000","$10,116,000"
17,Andrew Whitworth,Left Tackle,2011-2015 (FA: 2016),29,2,"$19,525,000","$9,762,500"
4,Logan Mankins,Guard,2011-2016 (FA: 2017),29,6,"$51,000,000","$8,500,000"
5,Ryan Kalil,Center,2011-2016 (FA: 2017),26,6,"$49,116,000","$8,186,000"
8,Doug Free,Right Tackle,2011-2016 (FA: 2017),27,4,"$32,000,000","$8,000,000"
2,Nick Mangold,Center,2011-2017 (FA: 2018),26,7,"$54,075,000","$7,725,000"
3,Davin Joseph,Guard,2011-2017 (FA: 2018),27,7,"$52,500,000","$7,500,000"
7,Josh Sitton,Guard,2011-2016 (FA: 2017),25,5,"$33,750,000","$6,750,000"
6,Justin Blalock,Guard,2011-2016 (FA: 2017),27,6,"$38,400,000","$6,400,000"
8,Marshal Yanda,Guard,2011-2015 (FA: 2016),26,5,"$32,000,000","$6,400,000"
25,Matt Light,Tackle,2011-2012 (FA: 2013),33,2,"$12,400,000","$6,200,000"
10,Willie Colon,Guard,2011-2015 (FA: 2016),28,5,"$29,000,000","$5,800,000"
11,David Baas,Center,2011-2015 (FA: 2016),29,5,"$27,500,000","$5,500,000"
11,Daryn Colledge,Guard,2011-2015 (FA: 2016),29,5,"$27,500,000","$5,500,000"
11,Jammal Brown,Tackle,2011-2015 (FA: 2016),30,5,"$27,500,000","$5,500,000"
14,Tyson Clabo,Right Tackle,2011-2015 (FA: 2016),29,5,"$25,000,000","$5,000,000"
15,Jeromey Clary,Guard,2011-2014 (FA: 2015),27,4,"$20,000,000","$5,000,000"
20,Robert Gallery,Tackle,2011-2013 (FA: 2014),31,3,"$15,000,000","$5,000,000"
30,Jeremy Trueblood,Right Tackle,2011-2012 (FA: 2013),28,2,"$10,000,000","$5,000,000"
31,Jermon Bushrod,Tackle,2011-2012 (FA: 2013),26,2,"$9,800,000","$4,900,000"
22,Richie Incognito,Guard,2011-2013 (FA: 2014),27,3,"$12,900,000","$4,300,000"
15,Chris Chester,Guard,2011-2015 (FA: 2016),28,5,"$20,000,000","$4,000,000"
19,Harvey Dahl,Guard,2011-2014 (FA: 0),30,4,"$16,000,000","$4,000,000"
26,Jonathan Goodwin,Center,2011-2013 (FA: 2014),32,3,"$10,900,000","$3,633,333"
21,Kyle Cook,Center,2011-2015 (FA: 2016),28,4,"$14,000,000","$3,500,000"
28,Charlie Johnson,Guard,2011-2013 (FA: 2014),27,3,"$10,500,000","$3,500,000"
18,Lyle Sendlein,Center,2011-2015 (FA: 2016),27,5,"$16,250,000","$3,250,000"
22,Wayne Hunter,Tackle,2011-2014 (FA: 2015),29,4,"$12,900,000","$3,225,000"
24,Tyron Smith,Left Tackle,2011-2015 (FA: 2016),20,4,"$12,496,098","$3,124,025"
32,Erik Pears,Right Tackle,2011-2014 (FA: 2015),29,3,"$9,300,000","$3,100,000"
42,Leroy Harris,Center,2011-2012 (FA: 2013),27,2,"$6,200,000","$3,100,000"
56,Jacob Bell,Guard,2011-2011 (FA: 2012),29,1,"$3,100,000","$3,100,000"
