rank,player-name,rank-position,year signed,age,year 2,value,average/year
2,David Bakhtiari,Left Tackle,2020-2024 (FA: 2025),29,4,"$92,000,000","$23,000,000"
4,Laremy Tunsil,Left Tackle,2020-2023 (FA: 2024),25,3,"$66,000,000","$22,000,000"
1,Ronnie Stanley,Tackle,2020-2025 (FA: 2026),26,5,"$98,750,000","$19,750,000"
3,Garett Bolles,Left Tackle,2020-2024 (FA: 2025),28,4,"$68,000,000","$17,000,000"
14,Anthony Castonzo,Left Tackle,2020-2021 (FA: 2022),31,2,"$33,000,000","$16,500,000"
26,Brandon Scherff,Guard,2020-2020 (FA: 2021),28,1,"$15,030,000","$15,030,000"
5,Taylor Decker,Left Tackle,2020-2024 (FA: 2025),27,4,"$60,000,000","$15,000,000"
28,Joe Thuney,Guard,2020-2020 (FA: 2021),27,1,"$14,781,000","$14,781,000"
11,D.J. Humphries,Left Tackle,2020-2022 (FA: 2023),26,3,"$43,750,000","$14,583,333"
6,Dion Dawkins,Left Tackle,2020-2024 (FA: 2025),26,4,"$58,300,000","$14,575,000"
12,Jack Conklin,Right Tackle,2020-2022 (FA: 2023),25,3,"$42,000,000","$14,000,000"
8,Ryan Kelly,Center,2020-2024 (FA: 2025),27,4,"$50,000,000","$12,500,000"
7,Andrus Peat,Guard,2020-2024 (FA: 2025),26,5,"$57,500,000","$11,500,000"
10,Graham Glasgow,Guard,2020-2023 (FA: 2024),27,4,"$44,000,000","$11,000,000"
13,Chase Roullier,Center,2020-2024 (FA: 2025),27,4,"$40,500,000","$10,125,000"
16,Andrew Whitworth,Left Tackle,2020-2022 (FA: 2023),38,3,"$30,000,077","$10,000,026"
17,Bryan Bulaga,Right Tackle,2020-2022 (FA: 2023),30,3,"$30,000,000","$10,000,000"
17,Ereck Flowers,Guard,2020-2022 (FA: 2023),25,3,"$30,000,000","$10,000,000"
19,George Fant,Tackle,2020-2022 (FA: 2023),27,3,"$27,300,000","$9,100,000"
9,Halapoulivaati Vaitai,Guard,2020-2024 (FA: 2025),26,5,"$45,000,000","$9,000,000"
20,Connor McGovern,Center,2020-2022 (FA: 2023),26,3,"$27,000,000","$9,000,000"
15,Andrew Thomas,Tackle,2020-2024 (FA: 2025),21,4,"$32,345,588","$8,086,397"
31,Richie Incognito,Guard,2020-2021 (FA: 2022),36,2,"$12,700,000","$6,350,000"
22,Alex Lewis,Guard,2020-2021 (FA: 2022),27,3,"$18,600,000","$6,200,000"
24,Dennis Kelly,Right Tackle,2020-2022 (FA: 2023),30,3,"$17,250,000","$5,750,000"
34,Ricky Wagner,Right Tackle,2020-2021 (FA: 2022),30,2,"$11,000,000","$5,500,000"
27,Quinton Spain,Guard,2020-2022 (FA: 2023),28,3,"$15,000,000","$5,000,000"
21,Jedrick Wills,Tackle,2020-2024 (FA: 2025),21,4,"$19,702,914","$4,925,729"
23,Mekhi Becton,Tackle,2020-2024 (FA: 2025),21,4,"$18,446,048","$4,611,512"
30,Wes Schweitzer,Guard,2020-2022 (FA: 2023),26,3,"$13,500,000","$4,500,000"
36,Brandon Shell,Tackle,2020-2021 (FA: 2022),28,2,"$9,000,000","$4,500,000"
50,Senio Kelemete,Guard,2020-2021 (FA: 2022),30,1,"$4,250,000","$4,250,000"
25,Tristan Wirfs,Tackle,2020-2024 (FA: 2025),21,4,"$16,228,026","$4,057,007"
56,Jason Peters,Left Tackle,2020-2020 (FA: 2021),38,1,"$4,050,000","$4,050,000"
39,B.J. Finney,Center,2020-2021 (FA: 2022),28,2,"$8,000,000","$4,000,000"
59,John Miller,Guard,2020-2020 (FA: 2021),26,1,"$4,000,000","$4,000,000"
62,Austin Blythe,Guard,2020-2020 (FA: 2021),27,1,"$3,900,000","$3,900,000"
35,Greg Van Roten,Guard,2020-2022 (FA: 2023),30,3,"$10,500,000","$3,500,000"
74,Cameron Fleming,Tackle,2020-2020 (FA: 2021),27,1,"$3,500,000","$3,500,000"
40,Nick Gates,Guard,2020-2022 (FA: 2023),24,2,"$6,825,000","$3,412,500"
29,Austin Jackson,Tackle,2020-2024 (FA: 2025),21,4,"$13,640,342","$3,410,086"
87,Matt Feiler,Right Tackle,2020-2020 (FA: 2021),27,1,"$3,259,000","$3,259,000"
87,Elijah Wilkinson,Guard,2020-2020 (FA: 2021),25,1,"$3,259,000","$3,259,000"
32,Cesar Ruiz,Center,2020-2024 (FA: 2025),21,4,"$12,679,205","$3,169,801"
36,Xavier Su'a-Filo,Guard,2020-2022 (FA: 2023),29,3,"$9,000,000","$3,000,000"
89,Brian Winters,Guard,2020-2020 (FA: 2021),28,1,"$3,000,000","$3,000,000"
89,Ted Karras,Center,2020-2020 (FA: 2021),27,1,"$3,000,000","$3,000,000"
33,Isaiah Wilson,Tackle,2020-2024 (FA: 2025),21,4,"$11,568,389","$2,892,097"
42,Justin Murray,Tackle,2020-2022 (FA: 2023),27,2,"$5,500,000","$2,750,000"
92,Tom Compton,Guard,2020-2020 (FA: 2021),30,1,"$2,750,000","$2,750,000"
93,Mike Iupati,Guard,2020-2020 (FA: 2021),32,1,"$2,500,000","$2,500,000"
93,Cameron Erving,Tackle,2020-2020 (FA: 2021),27,1,"$2,500,000","$2,500,000"
95,Joe Looney,Center,2020-2020 (FA: 2021),29,1,"$2,437,000","$2,437,000"
99,Cedric Ogbuehi,Tackle,2020-2020 (FA: 2021),27,1,"$2,300,000","$2,300,000"
99,Joe Haeg,Tackle,2020-2020 (FA: 2021),27,1,"$2,300,000","$2,300,000"
165,Daryl Williams,Right Tackle,2020-2020 (FA: 2021),27,1,"$2,250,000","$2,250,000"
