rank,player-name,rank-position,year signed,age,year 2,value,average/year
2,Carl Nicks,Guard,2012-2016 (FA: 2017),26,5,"$47,500,000","$9,500,000"
1,Duane Brown,Left Tackle,2012-2018 (FA: 2019),26,6,"$53,400,000","$8,900,000"
3,Joe Staley,Left Tackle,2012-2019 (FA: 2020),24,6,"$44,650,000","$7,441,667"
21,Jason Smith,Left Tackle,2012-2013 (FA: 2014),25,2,"$14,450,000","$7,225,000"
4,Ben Grubbs,Guard,2012-2016 (FA: 2017),28,5,"$36,000,000","$7,200,000"
5,Demetress Bell,Right Tackle,2012-2016 (FA: 2017),27,5,"$34,500,000","$6,900,000"
8,Chris Myers,Center,2012-2015 (FA: 2016),30,4,"$25,000,000","$6,250,000"
9,Jared Gaither,Tackle,2012-2015 (FA: 2016),25,4,"$24,500,000","$6,125,000"
6,Levi Brown,Left Tackle,2012-2016 (FA: 2017),28,5,"$30,000,000","$6,000,000"
11,Scott Wells,Center,2012-2015 (FA: 2016),31,4,"$24,000,000","$6,000,000"
17,Todd Herremans,Guard,2012-2016 (FA: 2017),29,3,"$18,000,000","$6,000,000"
19,Steve Hutchinson,Guard,2012-2014 (FA: 2015),34,3,"$16,750,000","$5,583,333"
12,Eric Winston,Right Tackle,2012-2015 (FA: 2016),28,4,"$22,000,000","$5,500,000"
13,T.J. Lang,Guard,2012-2016 (FA: 2017),24,4,"$20,800,000","$5,200,000"
7,Evan Mathis,Guard,2012-2016 (FA: 2017),30,5,"$25,500,000","$5,100,000"
15,Matt Kalil,Left Tackle,2012-2016 (FA: 2017),23,4,"$19,770,598","$4,942,650"
9,John Sullivan,Center,2012-2016 (FA: 2017),26,5,"$24,500,000","$4,900,000"
22,Nick Hardwick,Center,2012-2014 (FA: 2015),30,3,"$13,250,000","$4,416,667"
20,Jeremy Zuttah,Center,2012-2015 (FA: 2016),25,4,"$16,500,000","$4,125,000"
14,Mike Brisiel,Guard,2012-2016 (FA: 2017),29,5,"$20,000,000","$4,000,000"
31,Jeff Saturday,Center,2012-2013 (FA: 2014),36,2,"$7,750,000","$3,875,000"
16,Nate Livings,Guard,2012-2016 (FA: 2017),29,5,"$18,750,000","$3,750,000"
25,Samson Satele,Center,2012-2014 (FA: 2015),27,3,"$10,800,000","$3,600,000"
18,Adam Snyder,Guard,2012-2016 (FA: 2017),30,5,"$17,500,000","$3,500,000"
33,Roberto Garza,Center,2012-2013 (FA: 2014),32,2,"$6,550,000","$3,275,000"
26,Travelle Wharton,Guard,2012-2014 (FA: 2015),30,3,"$9,775,000","$3,258,333"
27,Dan Connolly,Guard,2012-2014 (FA: 2015),29,3,"$9,750,000","$3,250,000"
34,Breno Giacomini,Right Tackle,2012-2013 (FA: 2014),26,2,"$6,500,000","$3,250,000"
23,Will Montgomery,Center,2012-2015 (FA: 2016),29,4,"$12,000,000","$3,000,000"
35,Jeff Backus,Tackle,2012-2013 (FA: 2014),34,2,"$5,850,000","$2,925,000"
24,Mackenzy Bernadeau,Center,2012-2015 (FA: 2016),26,4,"$11,500,000","$2,875,000"
28,Matt Birk,Center,2012-2014 (FA: 2015),35,3,"$8,525,000","$2,841,667"
