rank,player-name,rank-position,year signed,age,year 2,value,average/year
33,Cordy Glenn,Tackle,2016-2016 (FA: 2017),26,1,"$13,706,000","$13,706,000"
2,Terron Armstead,Left Tackle,2016-2021 (FA: 2022),24,5,"$65,000,000","$13,000,000"
1,Tyron Smith,Left Tackle,2016-2023 (FA: 2024),23,8,"$97,600,000","$12,200,000"
3,Cordy Glenn,Tackle,2016-2020 (FA: 2021),26,5,"$60,000,000","$12,000,000"
9,Eric Fisher,Left Tackle,2016-2021 (FA: 2022),25,4,"$48,000,000","$12,000,000"
9,David Bakhtiari,Left Tackle,2016-2020 (FA: 2021),24,4,"$48,000,000","$12,000,000"
4,Kelechi Osemele,Guard,2016-2020 (FA: 2021),26,5,"$58,500,000","$11,700,000"
6,Lane Johnson,Right Tackle,2016-2021 (FA: 2022),25,5,"$56,260,000","$11,252,000"
7,Russell Okung,Left Tackle,2016-2020 (FA: 2021),27,5,"$53,000,000","$10,600,000"
8,David DeCastro,Guard,2016-2021 (FA: 2022),26,5,"$50,000,000","$10,000,000"
12,Kyle Long,Guard,2016-2021 (FA: 2022),27,4,"$40,000,000","$10,000,000"
5,Travis Frederick,Center,2016-2023 (FA: 2024),25,6,"$56,400,060","$9,400,010"
11,Alex Mack,Center,2016-2020 (FA: 2021),30,5,"$45,000,000","$9,000,000"
28,Ryan Kalil,Center,2016-2018 (FA: 2019),31,2,"$16,750,000","$8,375,000"
12,Brandon Brooks,Guard,2016-2020 (FA: 2021),26,5,"$40,000,000","$8,000,000"
21,Max Unger,Center,2016-2019 (FA: 2020),30,3,"$22,200,000","$7,400,000"
18,Brian Winters,Guard,2016-2020 (FA: 2021),25,4,"$29,000,000","$7,250,000"
23,Michael Oher,Right Tackle,2016-2019 (FA: 2020),30,3,"$21,600,000","$7,200,000"
19,Jeff Allen,Guard,2016-2019 (FA: 2020),26,4,"$28,000,000","$7,000,000"
24,Josh Sitton,Guard,2016-2018 (FA: 2019),30,3,"$21,000,000","$7,000,000"
20,Alex Boone,Guard,2016-2019 (FA: 2020),28,4,"$26,800,000","$6,700,000"
14,Mitchell Schwartz,Right Tackle,2016-2020 (FA: 2021),26,5,"$33,000,000","$6,600,000"
15,J.R. Sweezy,Guard,2016-2020 (FA: 2021),26,5,"$32,500,000","$6,500,000"
16,Marcus Cannon,Right Tackle,2016-2022 (FA: 2023),28,5,"$32,410,000","$6,482,000"
17,Ryan Schraeder,Right Tackle,2016-2021 (FA: 2022),28,5,"$31,500,000","$6,300,000"
26,Bobby Massie,Right Tackle,2016-2018 (FA: 2019),26,3,"$18,000,000","$6,000,000"
42,Ryan Clady,Left Tackle,2016-2017 (FA: 2018),29,1,"$6,000,000","$6,000,000"
35,Donald Penn,Right Tackle,2016-2017 (FA: 2018),32,2,"$11,900,000","$5,950,000"
21,Joe Barksdale,Right Tackle,2016-2019 (FA: 2020),27,4,"$22,200,000","$5,550,000"
29,Demar Dotson,Right Tackle,2016-2019 (FA: 2020),30,3,"$16,500,000","$5,500,000"
31,Richie Incognito,Guard,2016-2018 (FA: 2019),32,3,"$15,750,000","$5,250,000"
25,Ronnie Stanley,Tackle,2016-2020 (FA: 2021),22,4,"$20,484,331","$5,121,083"
32,Donald Stephenson,Left Tackle,2016-2018 (FA: 2019),27,3,"$14,000,000","$4,666,667"
27,Ben Jones,Center,2016-2019 (FA: 2020),26,4,"$17,500,000","$4,375,000"
52,Evan Mathis,Guard,2016-2016 (FA: 2017),34,1,"$4,006,900","$4,006,900"
53,Phillip Loadholt,Right Tackle,2016-2016 (FA: 2017),30,1,"$4,000,000","$4,000,000"
30,Jack Conklin,Right Tackle,2016-2019 (FA: 2020),21,4,"$15,897,658","$3,974,415"
57,Andre Smith,Right Tackle,2016-2016 (FA: 2017),29,1,"$3,500,000","$3,500,000"
38,Zane Beadles,Guard,2016-2018 (FA: 2019),29,3,"$9,750,000","$3,250,000"
39,Ramon Foster,Guard,2016-2018 (FA: 2019),30,3,"$9,600,000","$3,200,000"
34,Laremy Tunsil,Left Tackle,2016-2020 (FA: 2021),21,4,"$12,457,650","$3,114,413"
42,Chris Clark,Left Tackle,2016-2017 (FA: 2018),30,2,"$6,000,000","$3,000,000"
45,J'Marcus Webb,Right Tackle,2016-2017 (FA: 2018),27,2,"$5,750,000","$2,875,000"
45,Tony Bergstrom,Center,2016-2017 (FA: 2018),29,2,"$5,750,000","$2,875,000"
47,Tim Barnes,Center,2016-2017 (FA: 2018),27,2,"$5,600,000","$2,800,000"
36,Taylor Decker,Left Tackle,2016-2020 (FA: 2021),22,4,"$10,966,980","$2,741,745"
37,Ryan Kelly,Center,2016-2020 (FA: 2021),22,4,"$10,450,983","$2,612,746"
81,Mike Remmers,Right Tackle,2016-2016 (FA: 2017),27,1,"$2,553,000","$2,553,000"
81,Ron Leary,Guard,2016-2016 (FA: 2017),26,1,"$2,553,000","$2,553,000"
81,Ryan Schraeder,Right Tackle,2016-2016 (FA: 2017),27,1,"$2,553,000","$2,553,000"
97,Chris Chester,Guard,2016-2016 (FA: 2017),33,1,"$2,350,000","$2,350,000"
40,Joshua Garnett,Guard,2016-2019 (FA: 2020),22,4,"$9,304,311","$2,326,078"
98,Byron Bell,Right Tackle,2016-2016 (FA: 2017),27,1,"$2,250,000","$2,250,000"
100,Joe Berger,Guard,2016-2017 (FA: 2018),34,1,"$2,165,000","$2,165,000"
51,Lane Taylor,Guard,2016-2017 (FA: 2018),26,2,"$4,150,000","$2,075,000"
41,Germain Ifedi,Right Tackle,2016-2019 (FA: 2020),21,4,"$8,265,105","$2,066,276"
42,Alvin Bailey,Guard,2016-2018 (FA: 2019),24,3,"$6,000,000","$2,000,000"
53,Matt Slauson,Guard,2016-2017 (FA: 2018),30,2,"$4,000,000","$2,000,000"
101,Mike Harris,Guard,2016-2016 (FA: 2017),27,1,"$2,000,000","$2,000,000"
55,Ryan Harris,Left Tackle,2016-2017 (FA: 2018),31,2,"$3,990,000","$1,995,000"
103,Matt McCants,Right Tackle,2016-2016 (FA: 2017),26,1,"$1,671,000","$1,671,000"
103,Austin Pasztor,Tackle,2016-2016 (FA: 2017),25,1,"$1,671,000","$1,671,000"
103,Jordan Mills,Right Tackle,2016-2016 (FA: 2017),25,1,"$1,671,000","$1,671,000"
103,Tim Lelito,Guard,2016-2016 (FA: 2017),26,1,"$1,671,000","$1,671,000"
107,Ted Larsen,Guard,2016-2016 (FA: 2017),28,1,"$1,650,000","$1,650,000"
194,Stefen Wisniewski,Guard,2016-2016 (FA: 2017),27,1,"$1,510,000","$1,510,000"
65,Mackenzy Bernadeau,Center,2016-2017 (FA: 2018),30,2,"$3,000,000","$1,500,000"
195,Jermon Bushrod,Tackle,2016-2016 (FA: 2017),31,1,"$1,500,000","$1,500,000"
67,Chris Hairston,Left Tackle,2016-2017 (FA: 2018),26,2,"$2,900,000","$1,450,000"
72,Senio Kelemete,Guard,2016-2017 (FA: 2018),25,2,"$2,700,000","$1,350,000"
48,Jason Spriggs,Tackle,2016-2019 (FA: 2020),21,4,"$5,004,293","$1,251,073"
87,Kraig Urbik,Guard,2016-2017 (FA: 2018),30,2,"$2,500,000","$1,250,000"
96,LaAdrian Waddle,Right Tackle,2016-2017 (FA: 2018),24,2,"$2,400,000","$1,200,000"
49,Nick Martin,Center,2016-2019 (FA: 2020),22,4,"$4,774,973","$1,193,743"
199,Sam Young,Left Tackle,2016-2017 (FA: 2018),29,1,"$1,150,000","$1,150,000"
99,Patrick Lewis,Center,2016-2017 (FA: 2018),24,2,"$2,200,000","$1,100,000"
211,William Beatty,Left Tackle,2016-2016 (FA: 2017),31,1,"$1,100,000","$1,100,000"
212,Eric Winston,Right Tackle,2016-2016 (FA: 2017),32,1,"$1,090,000","$1,090,000"
214,Jahri Evans,Guard,2016-2016 (FA: 2017),32,1,"$1,065,000","$1,065,000"
50,Cody Whitehair,Center,2016-2019 (FA: 2020),23,4,"$4,224,566","$1,056,142"
61,Gino Gradkowski,Center,2016-2018 (FA: 2019),27,3,"$3,150,000","$1,050,000"
220,Jahri Evans,Guard,2016-2016 (FA: 2017),33,1,"$1,000,000","$1,000,000"
259,Khalif Barnes,Left Tackle,2016-2016 (FA: 2017),34,1,"$985,000","$985,000"
260,Manuel Ramirez,Guard,2016-2016 (FA: 2017),33,1,"$965,000","$965,000"
260,Fernando Velasco,Guard,2016-2016 (FA: 2017),31,1,"$965,000","$965,000"
262,Josh LeRibeus,Center,2016-2016 (FA: 2017),26,1,"$920,000","$920,000"
263,Sam Young,Left Tackle,2016-2016 (FA: 2017),28,1,"$910,000","$910,000"
264,Garrett Reynolds,Guard,2016-2016 (FA: 2017),29,1,"$900,000","$900,000"
56,Max Tuerk,Center,2016-2019 (FA: 2020),22,4,"$3,577,020","$894,255"
265,Jake Long,Left Tackle,2016-2016 (FA: 2017),31,1,"$885,000","$885,000"
265,John Sullivan,Center,2016-2016 (FA: 2017),30,1,"$885,000","$885,000"
265,Ryan Wendell,Center,2016-2016 (FA: 2017),29,1,"$885,000","$885,000"
268,Dennis Kelly,Right Tackle,2016-2017 (FA: 2018),26,1,"$880,000","$880,000"
269,Geoff Schwartz,Guard,2016-2016 (FA: 2017),29,1,"$840,000","$840,000"
269,Chris Scott,Guard,2016-2016 (FA: 2017),28,1,"$840,000","$840,000"
269,Benjamin Ijalana,Right Tackle,2016-2016 (FA: 2017),26,1,"$840,000","$840,000"
102,Joe Looney,Center,2016-2017 (FA: 2018),25,2,"$1,675,000","$837,500"
272,Bryce Harris,Right Tackle,2016-2016 (FA: 2017),27,1,"$820,000","$820,000"
58,Shon Coleman,Tackle,2016-2019 (FA: 2020),24,4,"$3,278,816","$819,704"
122,Matt Tobin,Guard,2016-2017 (FA: 2018),25,2,"$1,625,000","$812,500"
273,Jeff Linkenbach,Right Tackle,2016-2016 (FA: 2017),28,1,"$810,000","$810,000"
59,Joe Thuney,Guard,2016-2019 (FA: 2020),23,4,"$3,213,428","$803,357"
60,Isaac Seumalo,Guard,2016-2019 (FA: 2020),22,4,"$3,200,864","$800,216"
62,Le'Raven Clark,Right Tackle,2016-2019 (FA: 2020),23,4,"$3,142,732","$785,683"
274,Tom Compton,Guard,2016-2016 (FA: 2017),26,1,"$785,000","$785,000"
275,Tony Hills,Left Tackle,2016-2016 (FA: 2017),31,1,"$760,000","$760,000"
275,Andrew Gardner,Guard,2016-2016 (FA: 2017),29,1,"$760,000","$760,000"
275,Vladimir Ducasse,Guard,2016-2016 (FA: 2017),28,1,"$760,000","$760,000"
275,Vladimir Ducasse,Guard,2016-2016 (FA: 2017),28,1,"$760,000","$760,000"
275,Charles Brown,Left Tackle,2016-2016 (FA: 2017),28,1,"$760,000","$760,000"
275,Jacques McClendon,Center,2016-2016 (FA: 2017),28,1,"$760,000","$760,000"
275,Sam Young,Left Tackle,2016-2016 (FA: 2017),28,1,"$760,000","$760,000"
275,Shelley Smith,Guard,2016-2016 (FA: 2017),29,1,"$760,000","$760,000"
275,Amini Silatolu,Guard,2016-2016 (FA: 2017),27,1,"$760,000","$760,000"
275,Mike Adams,Left Tackle,2016-2016 (FA: 2017),26,1,"$760,000","$760,000"
275,Lamar Holmes,Right Tackle,2016-2016 (FA: 2017),26,1,"$760,000","$760,000"
275,Bryce Harris,Right Tackle,2016-2016 (FA: 2017),26,1,"$760,000","$760,000"
275,Trevor Robinson,Center,2016-2016 (FA: 2017),25,1,"$760,000","$760,000"
275,Garry Williams,Guard,2016-2016 (FA: 2017),29,1,"$760,000","$760,000"
275,Michael Person,Guard,2016-2016 (FA: 2017),27,1,"$760,000","$760,000"
275,Lemuel Jeanpierre,Center,2016-2016 (FA: 2017),29,1,"$760,000","$760,000"
275,Willie Smith,Left Tackle,2016-2016 (FA: 2017),29,1,"$760,000","$760,000"
275,Cameron Bradfield,Right Tackle,2016-2016 (FA: 2017),28,1,"$760,000","$760,000"
63,Graham Glasgow,Guard,2016-2019 (FA: 2020),23,4,"$3,037,920","$759,480"
64,Rees Odhiambo,Tackle,2016-2019 (FA: 2020),23,4,"$3,027,420","$756,855"
66,Parker Ehinger,Guard,2016-2019 (FA: 2020),23,4,"$2,970,410","$742,603"
196,David Arkin,Guard,2016-2017 (FA: 2018),28,2,"$1,450,000","$725,000"
