rank,player-name,rank-position,year signed,age,year 2,value,average/year
1,Trent Williams,Left Tackle,2021-2026 (FA: 2027),32,6,"$138,060,000","$23,010,000"
2,Ryan Ramczyk,Right Tackle,2021-2026 (FA: 2027),27,5,"$96,000,000","$19,200,000"
3,Brian O'Neill,Tackle,2021-2026 (FA: 2027),25,5,"$92,500,000","$18,500,000"
22,Brandon Scherff,Guard,2021-2021 (FA: 2022),29,1,"$18,036,000","$18,036,000"
10,Kolton Miller,Left Tackle,2021-2025 (FA: 2026),25,3,"$54,000,000","$18,000,000"
5,Taylor Moton,Right Tackle,2021-2025 (FA: 2026),27,4,"$71,246,000","$17,811,500"
6,Braden Smith,Right Tackle,2021-2025 (FA: 2026),25,4,"$70,000,000","$17,500,000"
4,Joe Thuney,Guard,2021-2025 (FA: 2026),28,5,"$80,000,000","$16,000,000"
7,Jordan Mailata,Tackle,2021-2025 (FA: 2026),24,4,"$64,000,000","$16,000,000"
12,Joel Bitonio,Guard,2021-2025 (FA: 2026),30,3,"$48,000,000","$16,000,000"
14,Donovan Smith,Left Tackle,2021-2023 (FA: 2024),27,2,"$31,000,000","$15,500,000"
9,Wyatt Teller,Guard,2021-2025 (FA: 2026),26,4,"$56,800,000","$14,200,000"
30,Cam Robinson,Left Tackle,2021-2021 (FA: 2022),25,1,"$13,754,000","$13,754,000"
30,Taylor Moton,Right Tackle,2021-2021 (FA: 2022),26,1,"$13,754,000","$13,754,000"
10,Frank Ragnow,Center,2021-2026 (FA: 2027),24,4,"$54,000,000","$13,500,000"
8,Corey Linsley,Center,2021-2025 (FA: 2026),29,5,"$62,500,000","$12,500,000"
13,Charles Leno,Left Tackle,2021-2024 (FA: 2025),30,3,"$37,000,000","$12,333,333"
15,Rodney Hudson,Center,2021-2023 (FA: 2024),31,3,"$30,000,000","$10,000,000"
36,Jason Kelce,Center,2021-2022 (FA: 2023),33,1,"$9,000,000","$9,000,000"
36,Trenton Brown,Right Tackle,2021-2021 (FA: 2022),27,1,"$9,000,000","$9,000,000"
42,Eric Fisher,Left Tackle,2021-2021 (FA: 2022),30,1,"$8,380,000","$8,380,000"
17,Daryl Williams,Right Tackle,2021-2023 (FA: 2024),28,3,"$24,000,000","$8,000,000"
18,Gabe Jackson,Guard,2021-2023 (FA: 2024),29,3,"$22,575,000","$7,525,000"
19,Kevin Zeitler,Guard,2021-2023 (FA: 2024),31,3,"$22,500,000","$7,500,000"
46,Riley Reiff,Left Tackle,2021-2021 (FA: 2022),32,1,"$7,500,000","$7,500,000"
20,Matt Feiler,Right Tackle,2021-2023 (FA: 2024),28,3,"$21,000,000","$7,000,000"
29,Alejandro Villanueva,Left Tackle,2021-2022 (FA: 2023),32,2,"$14,000,000","$7,000,000"
16,Penei Sewell,Right Tackle,2021-2025 (FA: 2026),20,4,"$24,099,069","$6,024,767"
25,Patrick Mekari,Guard,2021-2024 (FA: 2025),24,3,"$15,450,000","$5,150,000"
34,Cameron Erving,Tackle,2021-2022 (FA: 2023),28,2,"$10,000,000","$5,000,000"
