rank,player-name,rank-position,year signed,age,year 2,value,average/year
5,Joe Thomas,Left Tackle,2007-2011 (FA: 2012),22,5,"$42,500,000","$8,500,000"
1,Leonard Davis,Guard,2007-2013 (FA: 2014),28,7,"$49,600,000","$7,085,714"
2,Eric Steinbach,Guard,2007-2013 (FA: 2014),26,7,"$49,500,000","$7,071,429"
3,Derrick Dockery,Guard,2007-2013 (FA: 2014),26,7,"$49,000,000","$7,000,000"
4,Bryant McKinnie,Left Tackle,2007-2013 (FA: 2014),27,7,"$48,500,000","$6,928,571"
6,Kris Dielman,Guard,2007-2012 (FA: 2013),25,6,"$39,000,000","$6,500,000"
7,Levi Brown,Left Tackle,2007-2012 (FA: 2013),23,6,"$34,797,500","$5,799,583"
19,Luke Petitgout,Right Tackle,2007-2009 (FA: 2010),30,3,"$15,500,000","$5,166,667"
8,Andre Gurode,Center,2007-2010 (FA: 2011),27,6,"$30,000,000","$5,000,000"
8,Drew Bennett,Center,2007-2012 (FA: 2013),28,6,"$30,000,000","$5,000,000"
10,Langston Walker,Tackle,2007-2011 (FA: 2012),27,5,"$25,000,000","$5,000,000"
10,Kendall Simmons,Guard,2007-2011 (FA: 2012),27,5,"$25,000,000","$5,000,000"
12,Tony Pashos,Right Tackle,2007-2011 (FA: 2012),26,5,"$24,000,000","$4,800,000"
20,Mike Gandy,Tackle,2007-2009 (FA: 2010),28,3,"$14,000,000","$4,666,667"
17,Al Johnson,Center,2007-2010 (FA: 2011),28,4,"$17,500,000","$4,375,000"
13,Randy Thomas,Guard,2007-2012 (FA: 2013),30,5,"$21,000,000","$4,200,000"
14,Todd Weiner,Tackle,2007-2011 (FA: 2012),18,5,"$20,750,000","$4,150,000"
15,Vince Manuwai,Guard,2007-2011 (FA: 2012),26,5,"$20,000,000","$4,000,000"
16,Shaun O'Hara,Center,2007-2011 (FA: 2012),29,5,"$19,000,000","$3,800,000"
25,Marc Colombo,Tackle,2007-2008 (FA: 2009),28,2,"$7,000,000","$3,500,000"
25,Jon Stinchcomb,Tackle,2007-2008 (FA: 2009),27,2,"$7,000,000","$3,500,000"
18,Brandon Moore,Guard,2007-2012 (FA: 2013),26,6,"$16,250,000","$2,708,333"
22,Hank Fraley,Center,2007-2010 (FA: 2011),29,4,"$9,000,000","$2,250,000"
21,Todd McClure,Center,2007-2011 (FA: 2012),29,5,"$10,000,000","$2,000,000"
47,Jacob Bell,Guard,2007-2007 (FA: 2008),25,1,"$1,850,000","$1,850,000"
47,Sean Locklear,Tackle,2007-2007 (FA: 2008),25,1,"$1,850,000","$1,850,000"
47,Max Starks,Left Tackle,2007-2007 (FA: 2008),25,1,"$1,850,000","$1,850,000"
34,Cooper Carlisle,Guard,2007-2008 (FA: 2009),29,2,"$3,550,000","$1,775,000"
28,Chad Slaughter,Tackle,2007-2009 (FA: 2010),28,3,"$5,050,000","$1,683,333"
23,Joe Staley,Left Tackle,2007-2011 (FA: 2012),22,5,"$7,944,750","$1,588,950"
24,Ben Grubbs,Guard,2007-2011 (FA: 2012),23,5,"$7,900,000","$1,580,000"
27,Chris Hoke,Tackle,2007-2010 (FA: 2011),30,4,"$6,000,000","$1,500,000"
68,Jeremy Newberry,Center,2007-2007 (FA: 2008),32,1,"$1,500,000","$1,500,000"
29,Anthony Clement,Tackle,2007-2009 (FA: 2010),30,3,"$4,205,000","$1,401,667"
73,Stacy Andrews,Guard,2007-2007 (FA: 2008),25,1,"$1,300,000","$1,300,000"
73,Jake Scott,Guard,2007-2007 (FA: 2008),26,1,"$1,300,000","$1,300,000"
73,Nick Leckey,Center,2007-2007 (FA: 2008),25,1,"$1,300,000","$1,300,000"
