player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Amobi Okoye,3626,DI,CHI,9,0,4.0,100.0,0.7,1.0,1.0,0,0,0,0.0,6,56.9,59.5,63.5,55.4,65.9,73.4,0,11,0.0,0,0,0,112.5,1,1,146,2,1,1,0,11,7,11.0,11.0
Patrick Willis,3627,LB,SF,19,4,3.9,69.7,87.8,11.4,7.9,0,0,5,6.6,28,82.8,90.4,89.4,65.0,91.6,90.2,2,50,6.3,4,5,1,81.7,53,640,729,24,55,76,2,433,251,0.7,8.2
Darrelle Revis,3630,CB,NYJ,2,0,7.6,37.5,100.0,13.3,5.0,0,0,1,12.5,22,92.4,93.9,79.9,,92.5,66.8,1,7,0.0,0,1,0,6.3,3,41,41,2,5,8,0,15,2,0.4,5.0
Lawrence Timmons,3631,LB,PIT,16,8,5.3,78.0,75.2,11.0,8.6,0,0,1,2.0,25,87.1,87.7,70.6,78.3,69.6,86.0,3,37,4.4,2,1,1,73.8,39,453,602,20,35,50,0,385,244,0.9,9.9
Leon Hall,3634,CB,CIN,15,3,10.3,63.8,96.6,12.4,7.9,0,0,7,10.1,7,80.1,79.2,49.4,49.9,74.7,64.8,3,52,3.7,1,7,4,80.6,44,568,588,9,23,69,3,481,183,0.9,10.9
Michael Griffin,3635,S,TEN,16,3,17.6,65.6,97.0,28.7,18.8,0,0,0,0.0,31,38.9,45.1,0.3,74.2,61.0,34.7,4,54,23.3,10,0,5,103.6,21,624,643,6,30,32,7,360,115,0.6,17.1
Aaron Ross,3636,CB,JAX,14,2,8.9,67.8,97.2,9.2,6.3,1,0,3,5.1,15,55.9,58.4,56.2,60.3,70.3,71.0,0,48,5.6,2,3,4,109.4,40,388,399,6,32,59,3,480,239,1.3,12.0
Reggie Nelson,3637,S,CIN,15,4,10.6,66.7,93.7,24.2,16.1,0,0,4,12.1,7,90.3,90.2,85.4,60.8,79.2,83.0,3,71,4.2,2,4,1,59.7,22,553,590,14,42,33,1,236,110,0.4,10.7
Brandon Meriweather,3640,S,WAS,1,2,6.0,75.0,100.0,8.3,6.3,0,0,1,25.0,32,74.5,74.4,74.2,,54.2,82.1,1,8,0.0,0,1,0,38.5,3,26,26,1,2,4,0,13,12,0.5,4.3
Jon Beason,3641,LB,CAR,4,3,9.4,68.8,92.6,13.2,9.1,0,0,1,6.3,5,51.2,54.2,80.7,57.4,60.9,41.9,1,33,21.4,3,1,0,97.9,11,150,162,0,8,16,1,168,65,1.2,15.3
Anthony Spencer,3642,ED,DAL,14,3,2.5,62.5,35.2,10.9,6.8,0,0,1,4.2,9,69.3,80.6,23.9,79.3,79.4,74.4,0,30,8.0,2,1,6,114.9,15,172,488,15,20,24,3,122,86,0.7,8.1
Alan Branch,3649,DI,SEA,18,2,,,1.4,,,0,0,0,,29,61.7,63.0,76.2,66.4,56.1,63.9,0,,16.7,1,0,1,0.0,0,5,348,4,3,0,0,0,0,0.0,
Paul Posluszny,3650,LB,JAX,16,10,6.3,69.5,85.1,12.1,8.4,1,0,4,6.8,15,63.3,69.4,44.2,61.2,74.0,91.2,3,39,8.9,5,4,3,77.8,41,518,609,20,41,59,1,472,267,1.0,11.5
Eric Weddle,3653,S,SD,16,3,7.4,61.8,96.5,28.2,17.4,0,0,2,5.9,27,91.7,92.2,84.9,86.2,90.5,87.4,3,31,5.7,3,2,0,54.3,21,629,652,10,47,34,2,146,82,0.2,7.0
Chris Houston,3657,CB,DET,14,3,12.0,56.4,100.0,10.2,5.8,2,0,6,6.4,11,69.1,72.5,88.6,,83.1,81.5,2,55,6.3,3,6,4,78.7,53,568,568,11,42,94,3,629,171,1.2,11.9
Lamarr Woodley,3662,ED,PIT,13,1,6.0,85.7,35.5,10.7,9.1,0,0,0,0.0,25,66.4,69.2,76.7,65.3,66.4,72.4,1,31,7.1,1,0,0,74.4,12,135,380,8,12,14,0,126,59,1.0,10.5
David Harris,3663,LB,NYJ,16,5,4.4,71.4,77.6,11.8,8.4,0,0,2,4.1,22,58.9,59.5,65.4,59.1,60.1,74.8,0,30,12.2,5,2,1,95.1,35,439,566,12,31,49,1,314,158,0.8,9.0
Justin Durant,3664,LB,DET,16,1,3.7,73.4,89.6,9.1,6.7,0,0,2,3.1,11,49.5,58.5,77.7,54.1,68.5,61.2,0,38,16.3,8,2,1,103.2,47,449,501,15,40,64,2,453,294,1.1,9.6
Eric Wright,3669,CB,TB,10,2,13.1,62.5,98.2,8.9,5.5,0,0,6,10.7,30,62.7,63.7,86.5,59.8,63.6,36.1,1,49,14.7,5,6,3,96.6,35,322,328,6,27,56,2,510,158,1.6,14.6
Turk McBride,3670,ED,NO,7,0,5.0,100.0,4.2,3.0,3.0,0,0,0,0.0,20,56.0,52.9,2.7,68.3,53.7,72.7,0,11,,0,0,2,112.5,1,3,72,0,0,1,0,11,6,3.7,11.0
Josh Wilson,3671,CB,WAS,17,2,11.0,56.8,98.5,12.7,7.2,0,0,8,8.4,32,69.8,73.3,70.5,90.9,75.8,56.7,2,85,12.1,7,8,5,94.3,54,725,736,15,49,95,5,823,435,1.2,15.2
Usama Young,3682,S,CLV,12,8,16.0,71.4,97.3,33.1,23.6,1,0,2,14.3,8,60.4,72.9,82.6,90.2,87.1,79.9,3,36,8.0,2,2,1,94.6,10,354,364,4,15,14,1,164,62,0.5,16.4
Quincy Black,3684,LB,TB,9,1,3.3,100.0,79.0,7.3,7.3,0,0,0,0.0,30,55.2,54.1,30.8,52.8,58.9,63.2,0,20,13.6,3,0,1,106.9,17,128,162,6,18,17,0,164,108,1.3,9.6
Charles Johnson,3699,ED,CAR,16,0,-1.3,66.7,2.3,6.0,4.0,3,0,1,33.3,5,64.2,77.8,17.1,90.0,54.7,39.5,0,9,33.3,1,1,8,75.7,2,12,532,14,2,3,0,13,15,1.1,6.5
Brandon Mebane,3701,DI,SEA,18,0,,,1.3,,,0,0,0,,29,62.0,64.5,34.6,61.6,67.4,79.3,0,,57.1,4,0,5,0.0,0,5,383,6,3,0,0,0,0,0.0,
Stewart Bradley,3703,LB,ARZ,4,0,2.0,75.0,92.9,4.3,3.3,0,0,0,0.0,1,35.4,54.5,77.1,65.3,67.7,81.4,0,12,0.0,0,0,0,92.7,3,13,14,0,1,4,0,27,21,2.1,9.0
Ray McDonald,3713,DI,SF,19,0,,,1.1,,,0,0,0,,28,69.7,64.9,66.4,58.8,67.9,74.8,0,,0.0,0,0,2,0.0,0,8,734,6,4,0,0,0,0,0.0,
Brian Robison,3718,ED,MIN,16,2,12.0,0.0,0.9,,5.0,0,0,0,0.0,18,64.4,76.9,52.1,78.7,63.1,72.1,0,,28.6,2,0,3,39.6,0,5,576,9,3,1,0,0,0,0.0,
Paul Soliai,3724,DI,MIA,16,1,,,1.7,,,0,0,0,,17,65.9,65.1,87.5,65.0,58.7,69.4,0,,20.0,1,0,0,0.0,0,5,302,5,3,0,0,0,0,0.0,
Stephen Nicholas,3725,LB,ATL,17,6,5.9,74.6,82.0,9.6,7.2,0,0,2,3.2,2,41.9,51.1,58.4,66.8,58.2,63.2,1,39,18.6,8,2,2,99.4,47,469,572,11,29,63,1,552,291,1.2,11.7
Dashon Goldson,3742,S,SF,19,4,12.6,60.0,99.7,30.5,18.3,0,0,4,10.0,28,71.2,68.8,0.0,57.7,78.0,63.7,3,46,17.3,9,4,7,69.1,24,778,780,10,39,40,2,303,125,0.4,12.6
Antwan Barnes,3750,ED,SD,11,0,,,8.5,,,0,0,0,,27,69.0,75.0,14.9,71.7,67.1,74.1,0,,0.0,0,0,2,0.0,0,13,153,4,1,0,0,0,0,0.0,
Brandon McDonald,3756,CB,TB,7,1,9.3,79.2,95.0,7.7,6.1,1,0,0,0.0,30,48.8,48.7,82.5,57.3,51.4,46.8,1,40,23.8,5,0,1,106.1,19,152,160,5,15,24,1,247,90,1.7,13.0
David Jones,3761,CB,WAS,2,0,8.9,71.4,100.0,7.8,5.6,0,0,0,0.0,32,72.9,72.7,76.8,,60.0,79.5,0,12,0.0,0,0,0,83.6,5,41,41,1,6,7,0,37,16,0.9,7.4
Tarell Brown,3763,CB,SF,19,2,13.2,61.1,100.0,10.6,6.5,3,0,14,12.4,28,84.5,85.3,91.0,,75.8,90.6,3,49,1.6,1,14,9,77.7,69,779,779,6,61,113,1,890,242,1.2,12.9
Antonio Johnson,3768,DI,IND,15,0,,,2.0,,,1,0,0,,14,57.4,47.4,55.8,55.1,47.9,51.3,0,,33.3,1,0,2,0.0,0,5,250,1,2,0,0,0,0,0.0,
Will Herring,3777,LB,NO,6,1,,,90.0,,,0,0,0,,20,69.1,55.0,69.3,57.8,49.1,51.1,0,,0.0,0,0,0,0.0,0,27,30,0,0,0,0,0,0,0.0,
Tim Shaw,3780,LB,TEN,8,1,8.2,55.6,92.0,18.0,10.0,0,0,0,0.0,31,56.2,68.2,78.0,61.4,73.8,75.3,0,34,9.1,1,0,0,122.9,5,92,100,2,9,9,1,81,49,0.9,16.2
Eric Frampton,3781,S,DAL,9,2,22.0,0.0,97.5,,37.7,0,0,2,66.7,9,68.6,63.6,78.0,49.9,45.7,69.9,0,,11.1,1,2,0,39.6,0,117,120,0,6,3,0,0,0,0.0,
Corey Graham,3784,CB,BLT,16,8,12.1,57.3,91.9,9.8,5.6,0,0,8,9.0,3,73.5,76.5,63.8,52.5,87.0,70.0,4,37,11.9,5,8,0,75.6,51,520,566,9,29,89,4,631,253,1.3,12.4
William Gay,3786,CB,ARZ,16,0,11.4,59.1,98.2,10.2,6.0,2,0,3,3.4,1,49.0,55.1,67.1,71.9,73.7,44.3,2,67,21.6,8,3,5,80.0,52,554,564,6,29,88,1,726,300,1.4,14.0
Michael Coe,3789,CB,DAL,6,0,10.6,76.9,95.8,6.7,5.2,0,0,2,15.4,9,50.4,52.2,81.0,48.8,72.8,63.6,0,29,11.1,1,2,0,129.0,10,68,71,3,8,13,1,116,46,1.7,11.6
Adam Hayward,3798,LB,TB,11,2,3.6,90.0,89.1,6.0,5.4,0,0,1,10.0,30,68.9,70.2,71.9,53.6,68.5,78.8,0,13,0.0,0,1,0,95.4,9,57,64,2,6,10,0,69,31,1.3,7.7
John Wendling,3800,S,DET,3,0,14.4,100.0,98.0,19.2,19.2,0,0,0,0.0,11,49.3,48.9,78.0,55.3,59.7,67.7,0,32,11.1,1,0,0,158.3,5,99,101,1,8,5,1,99,29,1.0,19.8
Zach Diles,3834,LB,TEN,5,0,1.3,100.0,90.9,7.0,7.0,0,0,0,0.0,31,56.6,58.5,75.2,54.9,62.2,44.5,0,11,50.0,2,0,0,86.5,4,30,33,1,2,4,0,19,14,0.7,4.8
Marvin Mitchell,3836,LB,MIN,2,0,-1.0,100.0,88.0,11.0,11.0,0,0,0,0.0,18,61.6,66.6,70.1,68.0,65.5,77.8,0,6,0.0,0,0,0,87.5,2,22,25,1,2,2,0,10,12,0.5,5.0
Alan Ball,3853,CB,HST,8,0,16.4,44.4,100.0,9.4,4.2,0,0,3,16.7,13,60.6,57.9,80.0,,43.0,58.2,0,40,0.0,0,3,0,115.7,8,76,76,0,5,18,2,171,18,2.3,21.4
Brandon Siler,3856,LB,KC,5,1,5.3,100.0,79.0,16.0,16.0,0,0,0,0.0,16,81.2,63.1,83.2,65.1,46.4,29.8,0,10,28.6,2,0,0,95.8,3,49,62,2,4,3,0,21,5,0.4,7.0
Antwan Applewhite,3877,ED,CAR,5,0,3.0,100.0,15.3,4.5,4.5,0,0,0,0.0,5,36.3,40.0,77.6,60.9,38.9,37.3,0,14,50.0,1,0,0,118.8,2,9,59,2,1,2,0,25,19,2.8,12.5
Marquice Cole,3909,CB,NE,11,1,8.3,59.3,97.6,9.7,5.7,0,0,0,0.0,19,59.2,61.7,82.6,49.4,74.7,69.0,1,36,9.1,1,0,0,81.6,16,165,169,0,9,27,1,215,100,1.4,13.4
Craig Dahl,3920,S,SL,16,5,11.5,66.7,98.1,33.3,22.2,0,0,1,3.7,26,62.9,61.9,83.7,38.5,61.2,51.4,1,51,17.6,9,1,1,98.5,18,621,633,7,37,27,1,285,117,0.5,15.8
Justin Hickman,3962,ED,IND,12,0,4.0,100.0,23.5,19.0,19.0,0,0,0,0.0,14,75.2,68.7,38.1,63.3,65.4,65.6,0,10,0.0,0,0,1,108.3,1,23,98,2,3,1,0,10,6,0.5,10.0
Nick Roach,4054,LB,CHI,16,3,7.9,60.0,86.2,15.8,9.5,0,0,1,2.9,6,58.6,62.1,77.7,66.5,62.3,77.1,0,25,8.0,2,1,1,75.9,21,343,398,8,20,35,0,200,80,0.6,9.5
Jason Trusnik,4083,LB,MIA,8,0,-1.0,40.0,78.4,12.5,5.0,0,0,0,0.0,17,53.9,55.7,72.0,53.0,59.3,68.4,0,26,0.0,0,0,0,65.4,2,29,37,0,1,5,0,36,43,1.4,18.0
James Ihedigbo,4147,S,BLT,14,1,11.1,55.6,86.7,28.0,15.6,0,0,1,11.1,3,64.9,67.4,81.5,71.0,61.0,53.6,0,19,25.0,2,1,0,97.9,5,144,166,3,5,9,1,21,6,0.2,4.2
Michael Adams,4192,CB,ARZ,11,0,10.5,46.2,94.9,8.7,4.0,0,0,3,23.1,1,82.3,80.8,79.0,51.2,63.3,78.3,0,18,20.0,1,3,0,56.3,6,56,59,1,4,13,0,49,12,0.9,8.2
Gary Gibson,4232,DI,TB,16,0,,,0.7,,,1,0,0,,30,59.3,63.8,20.2,62.4,68.7,50.1,0,,0.0,0,0,3,0.0,0,1,144,0,1,0,0,0,0,0.0,
Chris Wilson,4244,ED,WAS,7,0,3.0,100.0,24.3,8.0,8.0,0,0,0,0.0,32,44.0,51.5,79.5,58.3,55.6,48.2,0,9,33.3,1,0,0,97.9,2,18,74,1,2,2,0,15,9,0.9,7.5
Akeem Jordan,4270,LB,PHI,13,0,5.1,66.7,94.5,18.5,12.3,0,0,0,0.0,24,53.1,58.9,74.1,53.3,62.8,80.5,0,16,0.0,0,0,0,81.7,6,120,127,1,4,9,0,52,38,0.5,8.7
Edgar Jones,4280,ED,KC,4,0,,,17.9,,,0,0,0,,16,65.3,53.5,73.1,50.6,56.4,75.2,0,,,0,0,0,0.0,0,5,28,0,0,0,0,0,0,0.0,
Sedrick Ellis,4321,DI,NO,16,1,0.0,100.0,1.0,3.0,3.0,0,0,0,0.0,20,53.5,59.8,77.3,60.3,59.0,77.5,0,3,33.3,1,0,1,79.2,1,4,416,1,1,1,0,3,3,1.0,3.0
Keith Rivers,4323,LB,NYG,9,1,1.7,69.2,73.8,8.1,5.6,0,0,1,7.7,21,49.0,55.7,74.0,57.7,61.7,80.8,0,15,0.0,0,1,0,89.3,9,76,103,1,12,13,0,92,69,1.3,10.2
Jerod Mayo,4324,LB,NE,18,3,3.6,82.7,88.3,10.1,8.4,0,0,0,0.0,19,67.9,75.6,51.9,80.1,77.7,84.0,1,53,5.7,3,0,5,98.9,62,665,753,19,47,75,1,601,422,1.0,9.7
Leodis McKelvin,4325,CB,BUF,9,0,10.0,59.4,99.6,11.0,6.5,0,0,1,3.1,4,66.5,72.0,85.4,64.6,86.7,66.0,1,21,11.8,2,1,1,93.2,19,224,225,2,15,32,3,180,72,0.9,9.5
Dominique Rodgers-Cromartie,4330,CB,PHI,16,1,13.9,56.8,100.0,11.3,6.4,3,0,13,16.0,24,64.9,62.7,67.5,,49.6,42.6,3,55,13.7,7,13,8,87.7,46,562,562,8,43,81,5,645,205,1.2,14.0
Aqib Talib,4334,CB,NE,12,1,12.4,65.0,99.8,7.7,5.0,1,0,9,11.3,19,61.0,64.0,87.6,59.0,74.8,66.9,2,51,12.5,6,9,5,98.7,52,418,419,7,41,80,3,775,281,1.9,14.9
Mike Jenkins,4339,CB,DAL,13,1,8.7,63.0,97.5,13.1,8.2,0,0,3,11.1,9,56.3,54.1,33.7,63.8,48.3,27.6,0,56,33.3,5,3,1,101.6,17,234,240,3,9,27,1,225,119,1.0,13.2
Antoine Cason,4341,CB,SD,16,3,10.7,67.0,99.7,9.6,6.4,1,0,6,6.2,27,52.7,54.3,74.8,69.5,61.0,74.9,2,30,4.9,3,6,6,98.0,65,659,661,7,55,97,5,732,259,1.2,11.3
Kenny Phillips,4345,S,NYG,7,3,12.9,28.6,96.7,85.5,24.4,0,0,2,28.6,21,72.1,86.6,80.7,98.8,73.2,81.6,0,14,0.0,0,2,1,39.6,2,177,183,0,8,7,0,16,6,0.1,8.0
Brandon Flowers,4349,CB,KC,15,2,12.2,50.0,99.6,10.9,5.5,0,0,7,8.8,16,85.7,85.7,63.2,73.2,74.8,58.0,3,40,9.3,4,7,2,65.6,40,452,454,9,37,80,3,479,158,1.1,12.0
Curtis Lofton,4351,LB,NO,16,6,5.1,69.7,83.9,11.7,8.1,1,0,3,4.5,20,58.4,62.5,64.1,50.1,70.8,64.7,0,45,16.1,9,3,3,103.1,46,564,672,12,41,66,3,440,255,0.8,9.6
Tracy Porter,4354,CB,DEN,6,0,12.9,61.8,98.3,8.0,4.9,0,0,5,14.7,10,60.7,61.8,85.0,49.4,65.2,29.0,1,52,31.3,5,5,0,108.1,21,176,179,3,11,34,3,305,97,1.8,14.5
Tyrell Johnson,4357,S,DET,1,0,,,88.9,,,0,0,0,,11,62.9,73.9,72.1,57.3,76.1,80.7,0,,,0,0,0,0.0,0,8,9,0,0,0,0,0,0,0.0,
Calais Campbell,4364,DI,ARZ,13,1,,,0.5,,,0,0,0,,1,62.4,76.0,84.7,65.3,75.3,62.9,0,,33.3,1,0,0,0.0,0,2,424,7,1,0,0,0,0,0.0,
Quentin Groves,4366,ED,ARZ,16,1,5.6,62.5,36.3,15.6,9.8,0,0,0,0.0,1,69.1,67.4,16.2,69.0,67.2,78.8,0,19,20.0,2,0,5,72.4,5,82,226,9,7,8,0,35,14,0.4,7.0
Jason Jones,4368,DI,SEA,12,1,10.0,100.0,4.0,10.0,10.0,0,0,1,100.0,29,62.2,67.6,36.2,71.1,55.0,59.6,0,15,33.3,1,1,2,118.8,1,10,253,4,1,1,0,15,5,1.5,15.0
Patrick Lee,4374,CB,DET,11,1,10.2,65.6,99.2,12.1,7.9,0,0,2,6.3,11,70.5,70.1,86.5,50.9,62.6,39.0,1,46,12.0,3,2,0,78.0,21,264,266,8,21,32,0,263,137,1.0,12.5
Kendall Langford,4380,DI,SL,16,1,4.0,50.0,4.4,18.0,9.0,3,0,0,0.0,26,55.5,51.6,30.6,63.6,51.6,62.5,0,6,0.0,0,0,7,56.3,1,19,431,1,4,2,0,6,5,0.3,6.0
Charles Godfrey,4381,S,CAR,15,2,8.6,61.8,96.3,25.9,16.0,0,0,4,11.8,5,62.0,56.5,17.6,52.2,51.6,55.8,2,30,11.1,4,4,3,83.9,21,570,592,3,30,34,3,208,69,0.4,9.9
Tavares Gooden,4385,LB,SF,2,0,,,25.0,,,0,0,0,,28,60.0,60.7,65.9,53.2,63.5,71.7,0,,,0,0,0,0.0,0,1,4,0,0,0,0,0,0,0.0,
Dan Connor,4388,LB,DAL,14,1,3.6,88.9,90.9,8.9,7.9,0,0,1,5.6,9,64.3,61.9,86.1,61.4,56.8,69.8,0,27,7.7,1,1,0,101.2,16,150,165,4,11,18,0,149,109,1.0,9.3
Tom Zbikowski,4400,S,IND,12,1,9.5,68.0,95.5,21.9,14.9,0,0,3,12.0,14,60.0,58.6,84.5,60.3,52.9,60.8,1,29,10.0,2,3,0,100.4,17,401,420,6,17,25,2,190,79,0.5,11.2
Cliff Avril,4406,ED,DET,16,0,-15.0,100.0,1.0,4.0,4.0,0,0,0,0.0,11,60.7,61.4,41.8,70.9,50.3,61.8,0,-15,60.0,3,0,3,79.2,1,4,414,12,2,1,0,-15,0,-3.8,-15.0
Philip Wheeler,4407,LB,OAK,16,3,5.0,83.6,77.4,8.7,7.2,0,0,3,4.9,23,70.3,71.4,45.6,85.8,62.1,70.6,0,40,8.8,5,3,4,111.1,51,459,593,22,49,61,2,490,300,1.1,9.6
Thomas DeCoud,4412,S,ATL,18,3,11.4,62.0,95.8,20.4,12.6,1,0,4,8.0,2,72.1,67.7,40.7,66.1,58.9,36.1,6,34,25.0,14,4,2,66.3,31,657,686,4,39,50,2,465,203,0.7,15.0
Tyvon Branch,4414,S,OAK,14,3,7.9,75.7,92.0,15.8,11.9,0,0,2,5.4,23,64.4,72.3,55.9,84.8,77.8,81.8,1,48,9.4,5,2,4,113.1,28,460,500,9,45,37,3,286,92,0.6,10.2
Justin King,4415,CB,PIT,3,1,10.8,60.0,96.4,8.2,4.9,1,0,3,30.0,25,39.6,39.0,78.1,53.5,52.3,77.8,0,25,0.0,0,3,3,81.7,6,53,55,0,2,10,0,71,20,1.4,11.8
William Hayes,4417,ED,SL,16,0,,,0.9,,,0,0,0,,26,63.9,77.6,65.9,67.9,76.1,71.4,0,,0.0,0,0,1,0.0,0,2,227,8,4,0,0,0,0,0.0,
Dwight Lowery,4427,S,JAX,9,1,13.6,44.4,99.0,35.0,15.6,0,0,3,16.7,15,76.8,77.6,82.7,53.8,69.4,73.8,1,17,0.0,0,3,1,30.6,8,295,298,3,15,18,0,63,41,0.2,7.9
Quintin Demps,4431,S,HST,12,1,9.9,66.7,96.6,21.9,14.6,0,0,5,27.8,13,52.7,52.3,80.2,68.9,48.4,65.8,0,61,9.5,2,5,0,127.5,12,287,297,4,18,18,2,142,59,0.5,11.8
Craig Steltz,4434,S,CHI,6,0,17.5,50.0,100.0,70.0,35.0,0,0,0,0.0,6,60.1,58.3,77.1,,53.6,85.1,0,19,0.0,0,0,0,83.3,1,74,74,0,4,2,0,19,3,0.3,19.0
Red Bryant,4435,ED,SEA,18,0,,,1.3,,,0,0,0,,29,67.0,52.9,64.1,56.1,50.0,37.5,0,,0.0,0,0,2,0.0,0,5,394,1,1,0,0,0,0,0.0,
Justin Tryon,4438,CB,NYG,8,1,17.8,75.0,100.0,4.3,3.3,0,0,0,0.0,21,30.1,36.3,77.6,,66.5,81.6,0,41,16.7,1,0,1,156.3,6,29,29,0,4,8,2,131,29,5.0,21.8
Robert James,4452,LB,ATL,1,0,7.5,50.0,100.0,7.0,3.5,0,0,0,0.0,2,77.1,82.2,69.8,,,69.9,0,7,0.0,0,0,0,58.3,1,7,7,1,1,2,0,7,4,1.0,7.0
Brandon Carr,4454,CB,DAL,16,1,10.9,58.6,99.8,10.8,6.3,1,0,8,9.2,9,64.5,65.3,88.8,54.3,62.9,53.7,3,39,10.2,5,8,4,78.9,51,583,584,10,43,87,3,644,243,1.2,12.6
Zackary Bowman,4456,CB,CHI,5,0,8.8,50.0,100.0,6.5,3.3,0,0,2,50.0,6,79.5,81.0,74.3,,63.7,75.1,0,7,0.0,0,2,0,56.3,2,14,14,1,2,4,0,6,1,0.5,3.0
Orlando Scandrick,4457,CB,DAL,11,0,8.0,51.3,95.7,10.3,5.3,0,0,3,7.7,9,69.5,67.5,28.4,42.6,67.0,48.4,0,31,14.3,3,3,3,67.8,20,221,231,6,18,39,0,215,118,1.0,10.8
Letroy Guion,4466,DI,MIN,16,1,3.5,100.0,2.8,3.5,3.5,1,0,0,0.0,18,56.9,49.5,59.9,64.8,43.8,58.4,0,5,0.0,0,0,3,122.9,2,8,281,4,7,2,1,8,2,1.1,4.0
Kroy Biermann,4468,ED,ATL,18,2,4.5,66.7,12.0,14.8,9.8,0,0,0,0.0,2,54.0,64.9,74.1,58.5,72.2,66.7,0,14,27.3,3,0,1,88.9,4,61,507,5,6,6,0,45,23,0.8,11.3
Erik Walden,4481,ED,GB,17,2,1.1,70.6,19.3,8.2,5.8,1,0,1,5.9,12,80.5,53.1,44.7,52.1,48.2,77.0,2,59,8.3,1,1,5,69.4,12,105,543,8,9,17,1,116,123,1.2,9.7
Trevor Scott,4483,ED,NE,14,0,9.0,100.0,4.8,10.0,10.0,0,0,0,0.0,19,48.8,69.7,56.7,69.8,65.4,55.7,0,12,100.0,1,0,1,116.7,1,10,207,3,0,1,0,12,3,1.2,12.0
Geno Hayes,4489,LB,CHI,8,1,4.9,70.6,87.1,5.7,4.0,0,0,1,5.9,6,67.3,67.9,70.7,53.6,67.5,75.3,0,28,7.7,1,1,0,107.7,12,74,85,4,11,17,1,111,45,1.6,9.3
Corey Lynch,4491,S,SD,15,1,16.4,43.5,98.5,30.9,13.4,0,0,3,13.0,27,58.1,64.2,82.5,68.6,75.8,69.5,2,54,20.0,3,3,0,43.9,10,333,338,1,11,23,1,151,36,0.5,15.1
Ahtyba Rubin,4504,DI,CLV,13,1,,,0.2,,,0,0,0,,8,52.2,67.4,78.0,56.7,78.6,60.6,0,,50.0,2,0,1,0.0,0,1,427,3,1,0,0,0,0,0.0,
Ryan Mundy,4508,S,PIT,12,1,5.4,71.4,96.2,16.5,11.8,0,0,1,7.1,25,60.8,57.0,28.5,72.4,46.7,51.6,0,13,11.1,2,1,1,119.6,10,175,182,2,15,14,3,62,36,0.4,6.2
Joe Mays,4514,LB,DEN,4,1,4.1,85.7,80.9,10.2,8.7,0,0,0,0.0,10,39.3,59.0,21.8,71.3,77.8,63.0,0,25,20.0,2,0,3,122.3,12,127,157,3,7,14,1,107,61,0.9,8.9
Andy Studebaker,4517,ED,KC,7,0,13.0,100.0,39.1,4.5,4.5,0,0,0,0.0,16,49.1,57.6,78.1,58.5,63.0,75.3,0,23,0.0,0,0,0,118.8,2,9,23,1,1,2,0,38,12,4.2,19.0
Haruki Nakamura,4520,S,CAR,13,2,27.8,50.0,98.1,58.8,29.4,0,0,1,10.0,5,59.6,65.0,43.4,77.5,73.3,69.0,2,59,10.5,2,1,2,89.6,5,307,313,1,15,10,1,162,13,0.6,32.4
Larry Grant,4528,LB,SF,3,0,3.0,100.0,90.9,9.0,9.0,0,0,0,0.0,28,55.2,61.0,72.1,58.7,68.2,30.1,0,5,100.0,1,0,0,87.5,1,10,11,0,0,1,0,5,2,0.6,5.0
Cary Williams,4543,CB,BLT,20,1,12.8,64.4,99.0,8.9,5.7,1,0,16,11.9,3,63.1,65.6,75.4,57.2,72.7,81.9,6,59,4.7,4,16,7,89.1,87,817,825,8,80,135,7,1118,315,1.4,12.9
Rob Jackson,4556,ED,WAS,16,1,1.8,50.0,34.4,18.8,9.4,0,0,0,0.0,32,91.6,76.1,73.9,67.0,55.2,28.8,4,11,33.3,3,0,1,16.7,6,117,340,7,5,12,0,35,33,0.3,5.8
Gary Guyton,4577,LB,SD,1,0,8.0,100.0,77.8,7.0,7.0,0,0,0,0.0,27,47.8,46.0,75.0,55.9,57.8,73.2,0,8,100.0,1,0,0,100.0,1,7,9,0,0,1,0,8,0,1.1,8.0
Wesley Woodyard,4583,LB,DEN,16,8,2.4,64.5,76.6,10.7,6.9,0,0,2,3.2,10,81.4,71.8,62.3,64.5,57.5,80.0,3,31,8.9,4,2,1,62.1,40,455,594,20,33,62,1,313,269,0.7,7.8
JoLonn Dunbar,4588,LB,SL,16,7,3.3,84.1,79.1,7.2,6.0,1,0,3,3.7,26,50.0,62.4,30.3,76.4,70.1,64.2,2,61,18.2,12,3,3,112.0,69,512,647,22,47,82,5,693,507,1.4,10.0
Elbert Mack,4624,CB,NO,6,1,7.4,62.9,92.2,7.7,4.9,0,0,4,11.4,20,74.1,71.9,83.4,56.4,54.4,43.9,1,34,25.0,3,4,0,73.6,22,177,192,6,8,35,0,261,142,1.5,11.9
