player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Erin Henderson,4656,LB,MIN,15,3,5.4,71.4,85.4,8.5,6.0,0,0,4,7.1,18,38.9,55.0,54.4,72.8,68.4,81.2,0,30,8.8,3,4,3,97.9,40,358,419,13,28,56,1,408,236,1.2,10.2
Jordan Senn,4690,LB,CAR,2,0,,,100.0,,,0,0,0,,5,64.5,66.4,67.2,,,,0,,,0,0,0,0.0,0,4,4,0,0,0,0,0,0,0.0,
David Hawthorne,4693,LB,NO,11,2,1.3,80.0,82.6,8.8,7.0,0,0,0,0.0,20,46.0,49.0,72.0,64.6,52.1,77.0,0,22,8.3,1,0,0,102.2,12,109,132,2,9,15,0,128,110,1.2,10.7
Eric Bakhtiari,4731,ED,SF,4,0,,,30.0,,,0,0,0,,28,50.6,52.3,71.8,54.3,61.8,26.0,0,,100.0,1,0,0,0.0,0,3,10,0,0,0,0,0,0,0.0,
Kyle Arrington,4742,CB,NE,18,1,12.1,64.1,98.5,11.6,7.4,1,0,11,14.1,19,62.8,67.8,89.0,77.9,81.8,71.7,0,68,6.8,4,11,5,115.8,50,611,620,9,54,78,5,728,241,1.3,14.6
Brian Schaefering,4753,DI,DAL,3,0,,,5.6,,,0,0,0,,9,60.0,69.9,76.5,52.5,73.4,71.4,0,,,0,0,0,0.0,0,1,18,0,0,0,0,0,0,0.0,
Wallace Gilberry,4763,ED,CIN,15,3,,,1.0,,,0,0,0,,7,61.3,77.1,83.2,74.9,66.3,77.7,0,,16.7,1,0,0,0.0,0,2,210,6,2,0,0,0,0,0.0,
Jameel McClain,4788,LB,BLT,13,2,4.8,77.8,85.0,11.5,8.9,0,0,2,5.6,3,59.3,60.2,59.1,70.6,57.5,69.5,0,38,8.0,2,2,3,109.1,28,340,400,6,21,36,0,367,204,1.1,13.1
Jesse Nading,4796,ED,HST,3,0,,,75.0,,,0,0,0,,13,63.1,64.1,75.8,59.2,61.6,74.9,0,,,0,0,0,0.0,0,3,4,0,0,0,0,0,0,0.0,
Jerrell Freeman,4888,LB,IND,17,1,2.8,83.3,86.5,13.2,11.0,1,0,1,2.1,14,74.8,70.6,65.1,60.6,64.3,72.4,1,31,12.8,6,1,2,102.3,40,564,652,14,40,48,2,350,275,0.7,8.8
Cameron Wake,4907,ED,MIA,16,0,2.1,50.0,6.4,9.3,4.6,0,0,1,12.5,17,63.8,90.9,87.9,90.7,75.3,63.9,0,12,16.7,1,1,0,98.4,4,38,596,18,5,8,1,29,18,0.8,7.3
Tyson Jackson,4926,DI,KC,15,1,,,1.4,,,0,0,0,,16,69.0,51.9,64.3,48.1,56.3,65.0,0,,0.0,0,0,2,0.0,0,4,289,4,1,0,0,0,0,0.0,
Aaron Curry,4927,LB,OAK,1,0,,,83.3,,,0,0,0,,23,62.3,54.3,0.0,59.5,66.2,71.7,0,,,0,0,1,0.0,0,5,6,0,0,0,0,0,0,0.0,
Aaron Maybin,4934,ED,NYJ,8,0,,,1.0,,,0,0,0,,22,60.0,55.7,22.6,56.2,68.5,72.3,0,,,0,0,1,0.0,0,1,103,0,0,0,0,0,0,0.0,
Brian Orakpo,4936,ED,WAS,2,0,5.5,75.0,26.9,5.7,4.3,0,0,1,25.0,32,67.6,86.0,10.3,88.7,70.5,76.8,0,12,0.0,0,1,1,89.6,3,18,67,2,2,4,0,24,17,1.4,8.0
Malcolm Jenkins,4937,S,NO,13,1,10.0,67.4,95.9,16.1,10.8,0,0,3,7.0,20,37.8,38.1,0.0,52.4,55.1,46.5,1,44,13.0,6,3,5,115.7,29,492,513,4,39,43,4,373,159,0.8,12.9
Brian Cushing,4938,LB,HST,5,0,0.2,61.5,74.4,13.9,8.5,0,0,0,0.0,13,74.2,74.7,12.5,60.1,73.1,81.3,1,32,10.0,1,0,2,49.2,8,119,160,6,9,13,0,87,79,0.8,10.9
Larry English,4939,ED,SD,12,0,-0.3,66.7,17.5,9.5,6.3,0,0,0,0.0,27,66.9,62.1,80.4,58.6,58.7,78.0,0,10,0.0,0,0,0,77.1,2,20,114,1,2,3,0,14,19,0.7,7.0
Robert Ayers,4941,ED,DEN,16,0,,,4.8,,,0,0,0,,10,58.2,64.6,32.4,64.6,66.3,50.6,0,,100.0,1,0,3,0.0,0,12,251,2,0,0,0,0,0,0.0,
Peria Jerry,4947,DI,ATL,16,0,,,5.9,,,1,0,0,,2,59.0,56.2,59.4,51.3,63.2,76.8,0,,0.0,0,0,2,0.0,0,18,307,0,3,0,0,0,0,0.0,
Vontae Davis,4948,CB,IND,11,1,12.6,64.1,99.5,8.4,5.4,2,0,5,7.8,14,75.5,70.4,64.8,76.3,40.5,58.3,3,52,5.1,2,5,8,85.0,41,369,371,13,36,64,3,513,132,1.5,12.5
Clay Matthews,4949,ED,GB,14,1,3.1,66.7,15.4,12.2,8.1,1,0,0,0.0,12,63.4,83.4,41.0,85.2,71.9,89.2,0,16,14.3,1,0,4,79.4,6,80,518,19,5,9,0,47,45,0.6,7.8
Ziggy Hood,4955,DI,PIT,16,0,2.0,0.0,1.0,,5.0,0,0,0,0.0,25,61.9,53.3,87.7,46.8,61.4,78.6,0,,,0,0,0,39.6,0,5,500,3,0,1,0,0,0,0.0,
Louis Delmas,4956,S,DET,8,3,15.9,42.9,93.4,42.8,18.4,0,0,0,0.0,11,50.9,55.3,81.8,56.7,69.2,80.3,1,70,8.3,2,0,1,61.0,6,267,286,3,19,14,1,98,74,0.4,16.3
Patrick Chung,4957,S,NE,13,0,10.1,56.0,99.1,23.2,13.0,1,0,3,12.0,19,60.2,63.9,12.6,51.4,79.0,83.1,2,29,7.7,2,3,4,56.4,14,345,348,3,24,25,1,166,58,0.5,11.9
James Laurinaitis,4958,LB,SL,16,7,7.4,69.8,85.0,18.0,12.6,0,0,3,7.0,26,67.1,68.4,63.8,60.4,67.8,84.7,2,25,6.5,3,3,0,72.3,30,559,658,10,36,43,0,325,175,0.6,10.8
Alphonso Smith,4960,CB,DET,3,0,5.9,69.2,100.0,4.7,3.2,0,0,2,15.4,11,70.2,64.1,0.0,,52.6,80.7,0,20,0.0,0,2,1,115.2,9,43,43,2,7,13,1,93,41,2.2,10.3
Rey Maualuga,4961,LB,CIN,17,6,5.0,77.6,88.6,8.5,6.6,1,0,4,4.7,7,29.3,42.4,23.4,65.7,67.2,60.3,0,30,23.7,14,4,5,109.5,66,585,660,12,39,85,2,713,415,1.3,10.8
Darius Butler,4964,CB,IND,12,2,9.3,55.8,98.3,9.3,5.2,0,0,2,3.8,14,85.2,82.3,84.5,47.3,55.8,63.9,4,63,9.4,3,2,0,49.8,29,287,292,5,27,52,1,336,172,1.2,11.6
Jairus Byrd,4965,S,BUF,16,5,8.7,76.2,98.4,35.1,26.7,0,0,1,4.8,4,94.7,93.2,84.6,53.8,79.6,89.9,5,36,4.8,2,1,1,56.9,16,600,610,10,35,21,0,156,76,0.3,9.8
Connor Barwin,4969,ED,HST,18,2,3.6,66.7,13.6,8.3,5.5,1,0,0,0.0,13,69.6,61.1,70.9,56.5,61.9,70.0,0,17,13.3,2,0,2,74.5,12,101,741,12,11,18,0,73,53,0.7,6.1
Mike Mitchell,4970,S,OAK,15,2,12.5,75.0,84.5,16.8,12.6,1,0,0,0.0,23,32.7,50.5,82.2,79.5,82.2,77.9,0,26,16.7,2,0,1,130.2,9,158,187,2,8,12,1,109,23,0.7,12.1
Darcel McBath,4971,S,SF,5,0,0.0,100.0,100.0,23.0,23.0,0,0,0,0.0,28,61.4,62.9,72.2,,61.1,78.2,0,35,0.0,0,0,0,118.8,1,24,24,1,2,1,0,35,35,1.5,35.0
William Moore,4978,S,ATL,14,3,10.7,62.8,93.9,17.6,11.0,0,0,3,7.0,2,67.9,73.8,11.3,76.4,83.7,71.3,4,77,15.9,7,3,1,87.5,27,494,526,10,34,43,3,501,236,1.1,18.6
Paul Kruger,4980,ED,BLT,19,0,2.2,76.5,19.8,9.3,7.1,0,0,4,23.5,3,66.7,74.0,51.5,82.0,56.2,35.5,1,17,40.0,6,4,3,85.4,13,130,656,19,9,17,1,100,80,0.8,7.7
Sherrod Martin,4982,S,CAR,9,1,12.8,63.6,99.0,27.6,17.5,0,0,2,18.2,5,61.5,59.1,79.3,73.4,45.7,49.1,0,15,13.3,2,2,0,101.7,7,202,204,3,12,11,1,43,1,0.2,6.1
Sean Smith,4984,CB,MIA,16,1,11.4,54.9,99.5,10.1,5.5,0,0,8,7.1,17,61.6,63.0,89.5,52.4,64.4,78.9,2,31,2.0,1,8,7,85.1,62,661,664,7,49,113,6,732,188,1.2,11.8
Sen'Derrick Marks,4985,DI,TEN,14,0,-4.0,100.0,0.8,1.5,1.5,0,0,0,0.0,31,59.3,53.6,26.2,65.0,52.1,42.9,0,4,27.3,3,0,6,79.2,2,3,363,6,8,2,0,-2,6,-0.7,-1.0
Bradley Fletcher,4989,CB,SL,15,2,8.1,47.1,99.6,16.5,7.8,0,0,5,14.7,26,69.9,72.5,85.0,79.6,76.4,67.7,1,19,9.1,2,5,4,55.8,16,276,277,5,18,34,1,138,53,0.5,8.6
Michael Johnson,4993,ED,CIN,17,1,-0.8,75.0,4.3,8.3,6.3,1,0,0,0.0,7,72.6,76.1,56.0,64.9,75.7,69.3,1,12,18.2,2,0,3,45.8,3,25,588,16,8,4,0,20,19,0.8,6.7
Matt Shaughnessy,4994,ED,OAK,16,0,1.0,100.0,1.3,2.5,2.5,0,0,0,0.0,23,58.0,58.9,47.9,50.1,71.5,65.3,0,15,0.0,0,0,3,112.5,2,5,372,6,3,2,0,22,20,4.4,11.0
Terrance Knighton,4995,DI,JAX,16,0,-1.0,0.0,2.4,,8.0,0,0,1,100.0,15,65.4,66.9,76.1,69.3,58.0,63.7,0,,0.0,0,1,1,39.6,0,8,335,4,2,1,0,0,0,0.0,
Derek Cox,4996,CB,JAX,12,1,11.6,60.7,100.0,7.4,4.5,1,0,6,6.7,15,69.8,70.0,61.0,,67.2,43.3,4,38,20.3,12,6,5,69.0,54,420,420,10,46,89,1,670,202,1.7,12.4
DeAndre Levy,4999,LB,DET,14,2,4.0,76.1,87.6,9.1,6.9,0,0,0,0.0,11,63.5,55.4,54.5,60.9,48.1,63.5,1,60,12.8,5,0,1,111.7,35,332,379,11,32,46,3,370,264,1.2,10.6
Kevin Barnes,5003,CB,DET,1,0,6.0,100.0,100.0,12.0,12.0,0,0,0,0.0,11,55.7,56.3,73.2,,60.0,23.1,0,11,100.0,1,0,0,112.5,1,12,12,0,0,1,0,11,5,0.9,11.0
Roy Miller,5004,DI,TB,15,2,4.3,33.3,3.0,8.0,2.7,0,0,0,0.0,30,56.2,58.3,72.6,59.0,59.1,76.2,0,11,0.0,0,0,1,45.1,1,8,271,1,3,3,0,11,5,1.4,11.0
Lardarius Webb,5011,CB,BLT,6,0,10.3,45.8,92.8,16.7,7.7,0,0,3,12.5,3,64.9,71.0,34.1,56.2,90.8,57.5,1,26,20.0,3,3,2,42.2,11,194,209,2,12,24,0,111,57,0.6,10.1
Chris Owens,5013,CB,ATL,11,2,10.2,53.6,96.2,7.9,4.2,0,0,5,17.9,2,78.5,78.5,81.8,44.5,77.9,79.7,0,22,6.7,1,5,0,66.8,15,125,130,1,12,28,0,135,48,1.1,9.0
Jerraud Powers,5015,CB,IND,8,3,11.5,65.0,100.0,6.8,4.4,0,0,8,13.3,14,65.7,64.1,86.3,,51.7,33.9,1,35,19.0,8,8,1,105.0,39,288,288,8,31,60,4,482,145,1.8,12.4
Ryan Mouton,5017,CB,TEN,12,3,6.8,75.0,98.8,6.9,5.1,0,0,2,4.2,31,45.6,47.4,84.8,50.5,60.3,81.7,0,22,3.0,1,2,2,105.8,36,253,256,7,29,48,2,315,152,1.3,8.8
Rashad Johnson,5018,S,ARZ,9,0,10.8,83.3,94.3,19.2,16.0,0,0,0,0.0,1,81.5,79.3,77.6,44.6,55.6,52.1,2,34,11.1,1,0,1,79.2,5,100,106,1,8,6,0,80,27,0.8,16.0
Keenan Lewis,5019,CB,PIT,16,3,12.9,52.7,99.1,9.0,4.7,1,0,16,14.3,25,63.6,68.5,64.9,78.5,81.5,62.4,0,45,16.7,9,16,8,80.7,59,560,565,5,42,112,3,694,209,1.3,11.8
Tyrone McKenzie,5020,LB,MIN,1,0,,,100.0,,,0,0,0,,18,60.0,67.3,64.9,,64.4,73.3,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,
Kaluka Maiava,5027,LB,CLV,16,2,3.0,65.0,85.6,12.1,7.9,0,0,2,10.0,8,78.7,78.6,73.5,77.6,70.5,67.4,0,15,21.4,3,2,0,72.5,13,166,194,7,9,20,0,78,64,0.5,6.0
Henry Melton,5028,DI,CHI,14,1,,,0.2,,,0,0,0,,6,60.5,71.8,75.7,80.5,52.4,78.7,0,,25.0,1,0,1,0.0,0,1,403,6,2,0,0,0,0,0.0,
Victor Butler,5033,ED,DAL,16,0,3.0,100.0,21.6,8.8,8.8,0,0,0,0.0,9,37.2,78.5,83.6,78.7,79.5,57.7,0,14,40.0,2,0,0,112.5,4,36,167,4,3,4,0,44,32,1.3,11.0
Glover Quin,5035,S,HST,18,4,9.9,54.1,90.5,16.0,8.6,0,0,9,12.2,13,59.7,65.1,67.5,41.2,87.8,89.8,2,70,8.7,4,9,1,93.6,40,679,750,11,38,74,6,546,250,0.9,13.7
Vaughn Martin,5036,DI,SD,12,1,,,0.7,,,0,0,0,,27,73.5,47.2,26.1,50.4,53.6,47.9,0,,0.0,0,0,4,0.0,0,2,283,2,2,0,0,0,0,0.0,
David Bruton,5037,S,DEN,8,0,18.0,50.0,60.0,8.5,4.3,0,0,0,0.0,10,78.6,67.2,0.0,48.6,60.0,78.2,1,9,0.0,0,0,1,21.9,2,18,30,2,2,4,0,17,8,1.0,8.5
Kyle Moore,5040,ED,BUF,12,0,10.0,100.0,2.9,4.5,4.5,0,0,0,0.0,4,49.6,54.6,26.4,66.7,48.7,48.5,0,13,25.0,1,0,4,137.5,2,9,314,3,3,2,1,15,4,1.7,7.5
D.J. Moore,5042,CB,CHI,12,2,7.4,70.7,92.9,9.1,6.4,0,0,3,7.3,6,69.8,70.7,84.4,51.9,75.5,74.4,2,62,7.1,2,3,0,101.1,29,275,296,7,24,41,3,354,167,1.3,12.2
Lawrence Sidbury,5049,ED,ATL,4,0,-3.0,0.0,21.1,,4.0,0,0,0,0.0,2,71.0,60.1,73.6,59.3,49.2,,0,,,0,0,0,39.6,0,4,19,0,0,1,0,0,0,0.0,
Greg Toler,5055,CB,ARZ,10,1,15.1,41.5,99.0,11.2,4.6,0,0,6,14.6,1,85.8,84.2,84.9,50.2,66.9,87.8,2,51,0.0,0,6,3,51.5,17,198,200,3,15,41,1,266,92,1.4,15.6
Jason Phillips,5061,LB,CAR,8,1,1.6,100.0,82.0,5.6,5.6,0,0,0,0.0,5,52.6,62.7,73.5,51.3,72.0,53.0,0,60,0.0,0,0,0,158.3,7,41,50,1,5,7,1,101,90,2.6,14.4
William Middleton,5062,CB,JAX,6,0,12.7,53.3,100.0,12.4,6.6,0,0,1,6.7,15,58.5,52.5,3.4,,40.0,37.6,0,32,20.0,2,1,3,75.7,8,108,108,2,8,15,0,105,28,1.1,13.1
Brandon Hughes,5072,CB,PHI,6,0,15.6,77.8,98.0,6.7,5.2,0,0,1,11.1,24,56.7,57.1,79.2,53.4,66.2,81.4,0,57,0.0,0,1,0,155.8,7,49,50,0,4,9,1,115,12,2.4,16.4
Jasper Brinkley,5074,LB,MIN,17,7,6.1,76.7,90.0,9.4,7.2,0,0,3,5.0,18,35.1,46.9,33.6,55.5,67.4,39.2,0,30,16.3,7,3,3,113.6,46,458,509,7,29,60,3,446,208,1.0,9.7
Chris Clemons,5089,S,MIA,16,2,11.1,57.1,95.7,39.3,22.5,0,0,1,3.6,17,75.0,74.4,39.5,30.0,86.4,82.3,2,65,12.7,7,1,2,52.4,16,665,695,7,46,28,0,218,66,0.3,13.6
Don Carey,5101,S,DET,8,1,15.9,41.7,97.3,41.0,17.1,1,0,1,8.3,11,67.8,71.4,80.4,59.8,71.7,83.8,2,21,9.1,1,1,2,38.2,5,215,221,4,9,12,1,38,17,0.2,7.6
Brice McCain,5112,CB,HST,12,1,8.9,56.4,96.6,10.6,6.0,1,0,4,7.3,13,49.0,51.4,85.1,71.8,59.2,41.7,1,81,21.7,5,4,3,95.4,31,345,357,5,17,55,3,472,208,1.4,15.2
Al Afalava,5114,S,TEN,10,0,23.0,40.0,95.6,62.5,25.0,0,0,0,0.0,31,65.1,66.9,81.9,44.1,68.2,38.9,1,25,28.6,2,0,0,28.3,2,131,137,1,5,5,0,39,10,0.3,19.5
Coye Francies,5115,CB,OAK,1,0,18.0,0.0,100.0,,7.0,0,0,0,0.0,23,52.8,54.0,72.7,,60.0,,0,,,0,0,1,39.6,0,8,8,0,0,1,0,0,0,0.0,
Jason McCourty,5127,CB,TEN,16,6,10.9,64.9,99.8,10.0,6.5,1,0,11,11.3,31,74.0,81.4,89.4,69.3,91.8,69.5,4,82,9.6,7,11,2,97.4,63,650,651,15,60,97,7,800,222,1.3,12.7
Vance Walker,5134,DI,ATL,18,1,-2.0,100.0,1.5,5.0,5.0,0,0,0,0.0,2,65.9,68.5,85.2,60.8,66.9,79.1,0,7,0.0,0,0,0,95.8,1,5,331,6,2,1,0,7,9,1.4,7.0
Captain Munnerlyn,5140,CB,CAR,16,6,7.0,65.5,96.8,9.5,6.2,1,0,7,8.0,5,67.4,70.4,88.0,61.8,74.7,68.0,2,36,13.5,7,7,5,76.5,57,567,586,10,39,87,1,534,287,1.0,9.4
E.J. Biggers,5141,CB,TB,13,5,11.7,61.3,98.5,10.2,6.2,0,0,8,10.0,30,78.7,76.2,88.9,77.9,47.0,30.4,1,46,19.1,9,8,1,93.1,49,526,534,9,33,80,3,627,256,1.3,12.8
Brad Jones,5142,LB,GB,13,2,5.5,70.5,80.1,11.9,8.4,0,0,3,6.8,12,79.4,77.9,36.2,58.7,73.3,62.0,0,22,14.3,5,3,2,104.3,31,394,492,10,28,44,2,299,196,0.8,9.6
Ellis Lankster,5144,CB,NYJ,14,0,10.5,55.8,93.7,9.5,5.3,2,0,2,4.7,22,55.1,52.9,0.0,89.5,31.9,61.3,2,31,9.1,2,2,4,78.1,24,238,254,8,20,43,3,265,87,1.2,11.0
Troy Nolan,5147,S,CHI,5,0,24.0,0.0,91.7,,36.0,0,0,1,50.0,6,65.1,68.1,76.2,63.0,65.1,43.0,0,,33.3,1,1,0,39.6,0,77,84,0,2,2,0,0,0,0.0,
Moise Fokou,5154,LB,IND,17,4,3.6,70.0,80.9,11.3,7.9,0,0,2,6.7,14,67.2,70.1,35.7,61.1,77.0,64.5,0,22,16.7,4,2,2,108.9,21,254,314,10,16,30,2,189,125,0.8,9.0
Jamarca Sanford,5155,S,MIN,17,4,12.5,60.9,98.0,35.9,21.8,0,0,2,8.7,18,66.5,74.1,83.3,83.5,84.8,71.9,0,50,10.0,4,2,1,128.4,14,528,539,5,32,23,3,199,41,0.4,14.2
Ricky Jean Francois,5168,DI,SF,18,0,,,1.2,,,0,0,0,,28,64.0,63.4,59.1,51.9,69.8,78.3,0,,0.0,0,0,1,0.0,0,2,166,3,1,0,0,0,0,0.0,
Clinton McDonald,5173,DI,SEA,16,0,,,1.5,,,2,0,0,,29,54.4,57.6,31.7,62.3,60.1,56.1,0,,0.0,0,0,3,0.0,0,3,204,0,2,0,0,0,0,0.0,
Chris Baker,5188,DI,WAS,15,0,,,0.9,,,0,0,0,,32,60.0,66.7,81.3,65.4,62.3,77.0,0,,,0,0,0,0.0,0,1,113,0,0,0,0,0,0,0.0,
Tony Carter,5191,CB,DEN,15,0,13.0,49.3,100.0,11.2,5.5,0,0,7,10.4,10,72.0,72.9,87.0,78.9,63.0,42.3,2,56,14.3,4,7,3,78.1,33,404,404,7,24,67,4,443,155,1.2,13.4
D.J. Johnson,5194,CB,WAS,5,1,19.8,100.0,100.0,12.3,12.3,0,0,0,0.0,32,50.2,48.0,78.0,,40.3,27.5,0,69,33.3,1,0,0,158.3,4,51,51,0,1,4,2,117,40,2.4,29.3
Desmond Bryant,5204,DI,OAK,16,1,,,0.5,,,0,0,0,,23,57.6,74.2,38.5,77.3,67.9,69.5,0,,0.0,0,0,4,0.0,0,2,367,5,1,0,0,0,0,0.0,
Mike Rivera,5225,LB,NE,4,0,,,85.7,,,0,0,0,,19,68.0,63.0,72.6,56.5,54.8,41.3,0,,0.0,0,0,0,0.0,0,12,14,0,1,0,0,0,0,0.0,
Steve McLendon,5232,DI,PIT,15,0,0.0,0.0,5.2,,4.0,0,0,0,0.0,25,53.8,83.0,79.6,78.7,76.2,75.2,0,,,0,0,0,39.6,0,4,77,3,0,1,0,0,0,0.0,
Colt Anderson,5242,S,PHI,6,0,16.0,54.5,96.7,22.8,12.5,0,0,1,9.1,24,47.2,47.5,80.4,45.7,57.6,56.8,1,24,28.6,2,1,1,79.5,6,146,151,0,5,11,3,80,3,0.6,13.3
Russell Allen,5263,LB,JAX,16,3,4.3,79.0,84.3,8.1,6.4,0,0,5,8.1,15,59.5,60.0,43.9,69.5,59.1,81.4,0,35,10.3,6,5,2,107.3,49,414,491,13,49,62,2,445,259,1.1,9.1
Michael Bennett,5273,ED,TB,16,1,4.5,100.0,6.0,9.3,9.3,2,0,0,0.0,30,58.1,75.7,30.0,78.1,71.0,61.8,0,20,14.3,1,0,8,118.8,4,38,638,11,5,4,0,57,39,1.5,14.3
Ashlee Palmer,5281,LB,DET,9,0,8.3,66.7,90.9,19.0,12.7,0,0,0,0.0,11,68.2,54.3,77.6,55.6,45.2,54.8,0,16,0.0,0,0,0,123.6,2,40,44,1,1,3,1,19,0,0.5,9.5
Jacob Lacey,5311,CB,DET,11,2,7.0,68.0,96.2,9.9,6.7,0,0,5,10.0,11,64.5,64.8,87.2,54.9,62.2,46.9,1,71,17.2,5,5,3,111.7,34,354,368,10,22,50,4,415,218,1.2,12.2
Dan Skuta,5349,LB,CIN,13,0,4.5,66.7,45.8,6.5,4.3,0,0,1,16.7,7,51.2,55.3,75.0,52.0,63.4,58.7,0,25,50.0,1,1,1,86.8,4,27,59,0,1,6,0,42,18,1.6,10.5
Reggie Walker,5351,ED,ARZ,10,0,8.0,50.0,25.5,13.5,6.8,0,0,1,25.0,1,69.0,56.5,14.2,57.9,57.3,79.1,0,11,0.0,0,1,2,105.2,2,28,110,1,2,4,1,21,4,0.8,10.5
C.J. Spillman,5370,S,SF,9,0,14.0,100.0,89.5,8.0,8.0,0,0,0,0.0,28,66.2,67.5,74.2,57.6,64.9,79.1,0,24,0.0,0,0,0,118.8,2,17,19,1,2,2,0,29,1,1.8,14.5
Phillip Hunt,5371,ED,PHI,11,0,,,1.6,,,0,0,0,,24,60.0,61.5,7.9,70.2,60.0,74.1,0,,100.0,1,0,2,0.0,0,1,63,1,0,0,0,0,0,0.0,
Jonathan Casillas,5422,LB,NO,13,1,3.1,83.3,82.2,12.1,10.1,0,0,0,0.0,20,72.8,66.9,72.8,56.2,58.7,69.3,0,27,8.3,1,0,0,126.7,10,129,157,6,10,12,1,93,61,0.8,9.3
Danny Gorrer,5424,CB,TB,6,0,10.7,52.6,100.0,11.0,5.8,0,0,1,5.3,30,52.3,55.3,82.5,,71.1,30.5,1,39,30.0,3,1,1,58.9,10,120,120,0,7,19,0,159,68,1.4,15.9
Dannell Ellerbe,5442,LB,BLT,17,0,4.9,70.4,78.3,9.0,6.3,0,0,2,2.8,3,54.9,67.9,31.0,76.2,76.3,76.7,1,27,10.0,5,2,4,93.4,50,472,603,18,45,71,2,496,270,1.1,9.9
Jovan Belcher,5449,LB,KC,11,0,4.3,83.3,88.7,11.5,9.6,0,0,0,0.0,16,49.2,63.1,27.0,45.6,77.5,70.6,0,43,12.5,1,0,1,146.5,10,118,133,1,7,12,1,173,126,1.5,17.3
Josh Mauga,5491,LB,NYJ,4,0,15.0,100.0,67.7,18.0,18.0,0,0,0,0.0,22,56.0,50.4,72.0,51.5,53.8,73.3,0,29,,0,0,0,158.3,1,21,31,0,0,1,1,29,14,1.6,29.0
Gerald McCoy,5528,DI,TB,16,3,,,0.3,,,1,0,0,,30,60.6,82.1,65.1,79.2,73.6,39.3,0,,20.0,1,0,2,0.0,0,2,637,6,1,0,0,0,0,0.0,
Eric Berry,5530,S,KC,16,3,8.3,63.5,92.0,11.7,7.4,0,0,8,12.7,16,57.6,63.4,91.6,54.2,72.7,70.2,1,43,13.9,5,8,2,107.2,40,480,522,11,28,63,5,489,283,1.0,12.2
Joe Haden,5532,CB,CLV,11,3,12.8,58.6,99.6,10.4,6.1,1,0,10,14.3,8,75.0,76.3,88.0,47.9,73.9,70.6,3,57,8.5,4,10,1,93.0,41,456,458,12,40,70,6,528,157,1.2,12.9
Rolando McClain,5533,LB,OAK,11,3,5.7,74.1,79.0,9.7,7.2,0,0,3,11.1,23,61.2,76.5,80.5,58.6,84.7,79.8,0,29,11.1,2,3,0,125.4,20,199,252,8,13,27,2,239,155,1.2,12.0
Tyson Alualu,5535,DI,JAX,16,1,,,0.7,,,0,0,0,,15,60.2,57.9,80.0,55.5,58.0,71.9,0,,25.0,1,0,0,0.0,0,3,439,4,2,0,0,0,0,0.0,
Brandon Graham,5538,ED,PHI,16,0,,,0.5,,,0,0,0,,24,64.6,91.0,51.3,92.8,65.0,79.2,0,,42.9,3,0,2,0.0,0,1,221,8,4,0,0,0,0,0.0,
Earl Thomas III,5539,S,SEA,18,6,10.9,68.2,97.0,21.4,14.6,0,0,2,4.5,29,70.1,72.1,61.8,91.6,67.3,35.1,5,46,16.7,9,2,1,59.8,30,670,691,12,39,44,1,348,137,0.5,11.6
Jason Pierre-Paul,5540,ED,NYG,16,0,-4.0,100.0,0.9,5.0,5.0,0,0,0,0.0,21,70.9,83.5,39.6,71.7,80.9,52.5,1,22,40.0,2,0,5,79.2,1,5,528,7,3,1,0,22,26,4.4,22.0
Derrick Morgan,5541,ED,TEN,16,1,4.0,75.0,1.5,2.7,2.0,2,0,1,25.0,31,66.6,76.9,43.9,79.8,63.8,63.3,0,21,0.0,0,1,4,94.8,3,8,538,12,5,4,0,29,12,3.6,9.7
Sean Weatherspoon,5544,LB,ATL,15,1,5.5,66.1,83.8,12.5,8.3,0,0,4,7.1,2,63.5,61.0,84.0,79.4,48.3,62.8,1,39,16.3,8,4,0,86.5,37,477,569,13,40,56,1,414,190,0.9,11.2
Kareem Jackson,5545,CB,HST,18,2,11.4,47.7,100.0,13.9,6.6,0,0,15,14.0,13,80.1,80.0,50.7,,74.8,80.8,4,67,5.9,3,15,6,69.6,51,752,752,6,46,107,5,714,298,1.0,14.0
Dan Williams,5551,DI,ARZ,15,2,,,0.6,,,1,0,0,,1,78.0,72.8,48.7,62.0,73.2,81.5,0,,0.0,0,0,2,0.0,0,1,156,1,1,0,0,0,0,0.0,
Devin McCourty,5552,S,NE,18,11,14.9,48.5,99.9,22.2,10.8,0,0,7,10.3,19,89.8,90.3,86.8,58.5,89.2,82.4,5,51,7.8,5,7,3,59.1,33,775,776,8,48,68,4,451,116,0.6,13.7
