player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Robert Mathis,1447,ED,IND,15,0,1.7,66.7,12.2,21.0,14.0,0,0,0,0.0,14,87.2,67.6,50.8,63.9,51.3,56.3,0,40,0.0,0,0,3,109.7,2,46,376,9,3,3,0,43,39,1.0,21.5
Chris Clemons,1585,ED,JAX,16,1,-0.7,66.7,3.1,7.0,4.7,0,0,0,0.0,15,52.7,42.0,44.2,52.6,38.3,29.4,0,14,40.0,2,0,5,91.0,2,15,484,4,2,3,0,24,22,1.7,12.0
Cullen Jenkins,1637,DI,NYG,16,1,6.5,50.0,2.5,13.0,6.5,0,0,0,0.0,21,64.0,61.9,59.8,64.7,55.7,53.8,0,18,14.3,1,0,3,81.3,1,13,518,5,5,2,0,18,9,1.4,18.0
DeAngelo Hall,1729,CB,WAS,12,3,13.3,64.3,98.9,18.2,11.7,0,0,1,3.6,32,61.5,61.7,13.2,68.2,66.5,83.8,0,40,7.9,3,1,2,125.4,18,344,348,8,32,28,3,229,30,0.7,12.7
Jason Babin,1748,ED,ARZ,2,0,-3.0,100.0,11.1,3.0,3.0,0,0,0,0.0,1,40.1,28.3,0.0,53.5,61.6,27.7,0,16,100.0,1,0,3,118.8,1,3,27,0,0,1,0,16,19,5.3,16.0
Karlos Dansby,1754,LB,CLV,16,3,3.0,74.5,86.3,13.8,10.3,1,1,0,0.0,8,83.5,77.5,57.0,63.9,65.4,78.4,3,27,5.4,2,0,2,65.3,35,510,591,13,32,47,0,313,257,0.6,8.9
Daryl Smith,1760,LB,BLT,16,5,5.5,81.1,88.3,11.0,9.0,0,1,2,3.8,3,54.8,63.3,90.3,58.3,71.1,50.1,1,35,24.5,12,2,0,98.8,43,511,579,13,32,53,1,429,218,0.9,10.0
Dwan Edwards,1772,DI,CAR,15,0,2.5,50.0,2.0,7.0,3.5,0,0,0,0.0,5,66.8,52.7,86.4,53.2,44.5,74.0,0,8,0.0,0,0,0,60.4,1,7,342,4,3,2,0,8,8,1.1,8.0
Randy Starks,1792,DI,CLV,15,0,,,1.1,,,1,0,0,,8,49.6,62.4,38.4,60.6,68.3,51.2,0,,50.0,2,0,3,0.0,0,3,280,2,2,0,0,0,0,0.0,
Will Allen,1832,S,PIT,15,4,7.2,67.9,92.4,14.3,9.7,0,2,4,7.1,25,60.8,68.9,67.2,81.3,76.6,44.1,1,75,17.8,8,4,2,127.4,38,570,617,17,33,56,7,492,256,0.9,12.9
Jared Allen,1847,ED,CAR,17,0,2.5,50.0,5.3,8.0,4.0,0,0,0,0.0,5,63.3,65.4,74.9,63.1,61.7,68.9,1,9,0.0,0,0,2,17.4,3,25,473,6,7,6,0,19,20,0.8,6.3
Mike Adams,1972,S,IND,13,3,9.6,80.0,97.9,15.8,12.7,0,0,1,2.9,14,53.0,62.0,62.2,91.4,74.8,72.2,5,80,13.2,5,1,1,98.2,28,477,487,5,30,35,2,464,253,1.0,16.6
Adam Jones,2223,CB,CIN,15,4,8.9,56.0,100.0,12.7,7.1,1,3,6,7.1,7,77.8,77.0,20.2,83.1,73.3,56.6,3,24,14.5,8,3,4,60.0,47,634,634,14,43,84,1,448,191,0.8,9.5
Antrel Rolle,2225,S,CHI,7,0,6.6,86.7,99.2,16.6,14.4,0,1,1,6.7,6,65.3,68.6,79.9,57.7,71.3,74.1,0,35,9.5,2,1,0,98.1,13,234,236,8,19,15,0,113,42,0.5,8.7
DeMarcus Ware,2228,ED,DEN,14,0,1.6,100.0,10.2,7.8,7.8,2,0,0,0.0,10,52.8,80.4,9.1,90.1,65.0,69.5,0,12,25.0,2,0,7,82.5,5,39,384,13,6,5,0,19,11,0.5,3.8
Thomas Davis Sr.,2231,LB,CAR,19,3,4.6,72.3,83.9,9.2,6.7,0,0,3,3.2,5,88.8,80.0,73.9,67.6,59.1,71.0,4,29,16.2,11,2,1,86.6,68,656,782,31,54,94,5,547,321,0.9,8.0
Derrick Johnson,2232,LB,KC,18,5,2.5,69.1,89.4,14.2,9.8,0,0,7,10.3,16,80.9,85.2,78.0,59.2,84.7,59.7,2,19,18.3,13,7,3,70.0,47,708,792,25,53,68,0,369,302,0.6,7.9
Jonathan Babineaux,2276,DI,ATL,16,0,2.0,0.0,4.0,,14.0,0,0,0,0.0,2,67.8,70.3,87.6,60.3,66.3,40.0,1,,11.1,1,0,0,0.0,0,16,403,7,8,1,0,0,0,0.0,
Justin Tuck,2291,DI,OAK,5,0,,,0.6,,,0,0,0,,23,65.2,67.5,84.0,60.3,64.8,60.7,0,,33.3,1,0,0,0.0,0,1,167,3,2,0,0,0,0,0.0,
Chris Canty,2349,DI,BLT,9,1,,,0.6,,,0,0,0,,3,63.1,74.3,84.3,61.9,73.7,75.5,0,,0.0,0,0,0,0.0,0,1,161,1,1,0,0,0,0,0.0,
Trent Cole,2363,ED,IND,14,1,-0.6,71.4,13.2,8.2,5.9,1,0,0,0.0,14,67.6,71.3,32.1,69.6,70.8,50.3,0,14,16.7,1,0,4,85.4,5,44,333,5,4,7,0,40,45,1.0,8.0
C.J. Mosley,2408,DI,MIA,11,0,,,0.8,,,0,0,0,,17,60.0,53.3,54.6,57.5,53.4,71.8,0,,,0,0,2,0.0,0,1,127,0,0,0,0,0,0,0.0,
Lorenzo Alexander,2476,ED,OAK,4,0,0.5,100.0,66.7,5.0,5.0,0,0,0,0.0,23,91.7,89.0,81.6,72.2,63.0,73.9,0,7,,0,0,0,87.5,2,10,15,0,0,2,0,10,9,1.0,5.0
Brandon Browner,2512,CB,NO,16,2,12.5,63.2,98.6,10.5,6.6,2,3,9,10.3,20,27.5,27.4,0.0,49.1,60.7,44.4,1,90,14.8,9,8,22,121.6,55,624,633,7,50,87,7,935,375,1.6,17.0
Ahmad Brooks,2945,ED,SF,14,0,0.4,100.0,27.5,12.4,12.4,1,0,1,11.1,28,60.6,50.5,3.3,51.0,62.0,36.2,0,17,42.9,6,1,10,99.5,9,118,429,12,8,9,0,71,67,0.6,7.9
Mario Williams,2946,ED,BUF,15,0,0.0,100.0,4.9,9.0,9.0,0,0,0,0.0,4,54.8,52.8,85.0,47.1,62.2,41.2,0,14,25.0,1,0,1,95.8,3,28,576,6,3,3,0,21,21,0.8,7.0
A.J. Hawk,2950,LB,CIN,17,1,3.2,75.0,92.3,10.3,7.8,0,0,1,6.3,7,55.5,60.7,79.5,66.1,63.5,63.9,0,18,9.1,1,1,0,112.8,12,131,142,2,9,16,1,105,80,0.8,8.8
Donte Whitner,2953,S,CLV,14,6,9.2,56.3,97.0,25.1,14.1,0,0,5,15.6,8,70.4,71.6,84.3,56.4,70.5,73.8,0,40,11.4,5,4,0,99.5,18,479,494,5,33,32,2,228,105,0.5,12.7
Haloti Ngata,2957,DI,DET,14,1,,,1.3,,,0,0,0,,11,56.8,71.1,76.4,68.5,67.5,51.5,0,,0.0,0,0,1,0.0,0,5,388,4,1,0,0,0,0,0.0,
Chad Greenway,2962,LB,MIN,17,2,2.9,85.7,91.0,9.9,8.5,1,0,0,0.0,18,63.2,55.7,57.1,58.7,49.2,76.9,1,26,14.3,5,0,2,84.5,30,315,346,16,28,35,0,250,168,0.8,8.3
Antonio Cromartie,2964,CB,NYJ,15,1,12.7,50.6,100.0,13.8,7.0,1,0,12,14.5,22,52.2,53.6,88.7,,56.8,28.0,0,54,21.4,6,9,4,112.0,42,604,604,5,21,83,7,790,336,1.4,18.8
Tamba Hali,2965,ED,KC,17,0,8.6,80.0,13.2,9.4,7.5,1,0,1,10.0,16,62.3,81.6,80.1,79.9,70.4,70.5,0,30,23.1,3,0,1,118.8,8,83,629,9,10,10,0,127,67,1.7,15.9
Manny Lawson,2967,LB,BUF,16,2,1.4,90.9,70.2,13.8,12.5,0,1,1,4.5,4,76.0,65.0,58.0,51.0,58.4,44.0,1,11,23.8,5,1,2,65.9,20,290,413,9,14,22,0,96,74,0.3,4.8
Johnathan Joseph,2969,CB,HST,17,1,11.2,54.9,100.0,10.9,6.0,0,3,18,19.8,13,83.0,79.9,87.8,,51.5,48.0,1,53,11.1,6,17,2,72.9,50,580,580,14,47,91,2,487,164,0.9,9.7
DeMeco Ryans,2978,LB,PHI,14,3,6.7,76.7,84.8,10.5,8.0,0,0,4,13.3,24,54.5,53.6,51.9,52.9,57.2,51.8,1,39,30.4,7,4,2,124.0,23,252,297,4,13,30,3,278,146,1.2,12.1
D'Qwell Jackson,2979,LB,IND,16,3,5.6,66.1,79.1,12.2,8.1,0,2,8,13.6,14,60.1,60.1,90.7,45.3,64.7,66.6,1,34,12.5,5,7,2,95.0,39,511,646,9,32,59,2,476,241,1.0,12.2
Roman Harper,2988,S,CAR,19,0,11.6,60.0,97.7,28.2,16.9,0,0,6,15.0,5,63.4,62.5,47.7,61.1,61.8,78.9,0,54,8.1,3,6,3,115.5,24,707,724,10,34,40,3,369,143,0.5,15.4
Tim Jennings,3007,CB,TB,5,1,12.1,62.5,100.0,9.5,6.0,2,0,1,4.2,30,38.9,45.4,26.6,,79.0,61.0,0,59,15.4,2,1,4,126.0,15,152,152,2,10,24,3,186,66,1.3,12.4
Darryl Tapp,3008,ED,DET,16,0,,,0.9,,,0,0,0,,11,65.1,69.9,89.7,57.9,70.5,60.2,0,,0.0,0,0,0,0.0,0,2,217,3,4,0,0,0,0,0.0,
James Anderson,3033,LB,NO,3,0,3.9,100.0,83.9,5.9,5.9,0,0,0,0.0,20,35.0,30.5,79.9,64.0,39.9,70.7,0,13,14.3,1,0,0,141.1,8,52,62,0,6,8,1,67,36,1.4,8.4
Frostee Rucker,3036,DI,ARZ,15,0,,,0.6,,,0,0,0,,1,64.1,56.7,65.1,58.9,53.5,62.5,0,,33.3,2,0,2,0.0,0,2,358,7,4,0,0,0,0,0.0,
Will Blackmon,3060,CB,WAS,16,2,11.1,56.0,99.6,11.0,6.1,1,1,5,6.0,32,54.0,57.1,87.6,74.9,63.9,58.7,2,43,14.7,5,5,4,100.2,47,546,548,4,27,84,7,678,284,1.3,14.4
Stephen Tulloch,3061,LB,DET,16,5,3.0,82.8,90.4,6.8,5.6,0,0,1,1.7,11,43.9,60.8,58.9,62.8,77.4,68.4,0,43,18.4,9,1,1,130.0,48,339,375,14,35,58,5,481,355,1.5,10.0
Elvis Dumervil,3071,ED,BLT,16,4,-8.0,100.0,7.2,31.0,31.0,0,0,0,0.0,3,78.4,71.8,39.7,75.2,58.9,70.6,0,20,0.0,0,0,5,118.8,1,36,501,9,7,1,0,20,28,0.6,20.0
Kyle Williams,3079,DI,BUF,6,1,,,6.3,,,0,0,0,,4,59.5,63.6,44.5,59.9,70.0,29.5,0,,50.0,2,0,2,0.0,0,15,237,2,1,0,0,0,0,0.0,
Rob Ninkovich,3080,ED,NE,18,5,1.2,72.2,23.0,11.3,8.2,0,1,1,5.6,19,67.2,63.7,91.7,55.6,63.5,66.4,0,16,12.5,3,1,0,100.9,13,156,678,11,16,18,1,87,79,0.6,6.7
Jeremy Mincey,3136,ED,DAL,14,1,-3.0,0.0,1.8,,4.0,0,0,0,0.0,9,60.8,63.8,74.1,56.9,67.7,56.6,0,,66.7,2,0,1,39.6,0,4,223,0,0,1,0,0,0,0.0,
Antoine Bethea,3152,S,SF,7,3,14.1,75.0,96.4,20.9,15.7,0,1,2,12.5,28,49.3,58.3,5.3,91.1,79.9,82.0,0,35,4.5,1,2,2,152.6,12,266,276,4,18,16,3,186,57,0.7,15.5
Cortland Finnegan,3160,CB,CAR,8,1,7.1,64.9,93.9,10.5,6.8,1,0,1,2.7,5,65.4,65.4,34.7,77.2,57.1,73.0,1,40,8.3,2,1,3,75.1,24,263,280,10,21,37,0,268,138,1.1,11.2
Tom Johnson,3378,DI,MIN,17,0,2.0,100.0,0.6,3.0,3.0,0,0,0,0.0,18,59.2,57.0,59.6,64.9,49.7,69.9,0,10,100.0,1,0,3,108.3,1,3,518,5,0,1,0,10,8,3.3,10.0
Tramon Williams,3558,CB,CLV,15,2,14.3,56.2,99.5,10.2,5.7,0,2,11,12.4,8,62.7,64.3,61.9,64.8,68.9,71.7,1,75,9.1,5,9,7,93.3,50,548,551,4,48,89,3,808,206,1.6,16.2
Brent Grimes,3589,CB,MIA,15,1,13.1,67.1,99.6,8.9,6.0,1,1,9,11.0,17,63.9,67.6,87.4,87.8,72.8,45.7,4,63,17.4,8,9,3,103.2,55,533,535,5,37,82,6,810,201,1.7,14.7
Calvin Johnson,3618,WR,DET,1,0,,,100.0,,,0,0,0,,11,60.4,60.4,64.6,,,,0,,,0,0,1,0.0,0,2,2,0,0,0,0,0,0,0.0,
Darrelle Revis,3630,CB,NYJ,14,2,13.4,46.5,99.8,14.0,6.5,0,3,7,8.1,22,66.3,68.5,65.2,59.0,79.0,72.2,5,61,5.9,2,5,3,56.5,40,583,584,6,30,86,3,583,194,1.0,14.6
Lawrence Timmons,3631,LB,PIT,18,11,6.9,67.8,82.2,9.6,6.5,0,0,3,3.3,25,35.8,40.4,71.9,69.5,44.7,43.5,1,38,22.2,16,2,3,94.5,61,616,749,22,45,90,3,636,331,1.1,10.4
Leon Hall,3634,CB,CIN,15,4,6.4,78.1,95.6,8.7,6.8,0,0,5,6.8,7,71.6,74.1,86.2,57.4,82.9,67.6,2,29,12.7,7,5,0,95.9,57,522,546,17,44,73,2,553,273,1.1,9.7
Michael Griffin,3635,S,TEN,15,5,8.8,73.7,92.6,16.7,12.3,0,0,3,7.9,31,54.5,57.5,48.8,54.9,65.7,71.2,1,57,9.3,5,2,2,118.1,28,487,526,10,44,38,3,358,162,0.8,12.8
Reggie Nelson,3637,S,CIN,17,4,13.6,50.0,93.4,40.4,20.2,0,2,6,18.8,7,74.2,71.6,90.7,51.5,66.8,59.8,8,50,11.1,4,6,0,61.8,16,682,730,5,28,32,2,283,85,0.4,17.7
Brandon Meriweather,3640,S,NYG,13,2,13.0,58.6,98.2,27.7,16.2,0,0,3,10.3,21,51.3,50.9,62.5,71.9,48.8,57.9,2,76,20.6,7,3,1,113.9,17,503,512,5,25,29,4,380,128,0.8,22.4
Jon Beason,3641,LB,NYG,4,0,4.7,100.0,87.0,19.0,19.0,0,0,0,0.0,21,38.7,36.7,82.4,47.4,48.6,62.2,0,12,0.0,0,0,0,101.4,3,60,69,0,2,3,0,25,11,0.4,8.3
Paul Posluszny,3650,LB,JAX,14,10,6.0,80.7,89.7,11.0,8.9,0,0,2,3.5,15,61.8,61.1,67.3,64.2,58.0,71.9,3,38,11.8,8,2,0,93.9,46,542,604,17,50,57,2,512,307,1.0,11.1
Eric Weddle,3653,S,SD,13,6,4.4,77.8,91.1,18.4,14.3,0,1,6,22.2,27,78.4,75.3,86.9,69.6,60.4,65.6,0,29,11.8,4,6,0,119.8,21,408,448,8,24,27,2,184,126,0.5,8.8
Lamarr Woodley,3662,ED,ARZ,10,1,1.0,100.0,29.5,7.2,7.2,0,0,0,0.0,1,56.2,51.7,60.8,54.6,52.1,28.7,0,12,37.5,3,0,1,96.5,6,44,149,4,4,6,0,43,37,1.0,7.2
David Harris,3663,LB,NYJ,16,5,2.7,76.7,78.9,10.5,8.1,0,0,4,6.7,22,65.6,69.8,88.5,68.1,66.6,70.8,0,25,12.0,6,3,1,99.5,46,502,636,22,39,60,2,323,270,0.7,7.0
Justin Durant,3664,LB,ATL,13,5,4.0,84.8,93.3,6.3,5.3,0,0,3,4.5,2,59.8,58.0,85.6,60.1,53.8,57.2,0,36,13.3,8,3,0,96.1,56,374,401,20,47,66,0,466,292,1.3,8.3
Josh Wilson,3671,CB,DET,8,1,5.7,82.1,93.9,7.0,5.8,2,0,0,0.0,11,45.7,52.3,82.2,71.4,70.7,63.7,0,26,14.3,3,0,2,109.8,23,169,180,6,17,28,0,290,160,1.8,12.6
Charles Johnson,3699,ED,CAR,12,0,0.0,100.0,6.7,8.0,8.0,0,0,0,0.0,5,64.3,72.3,54.4,69.4,69.6,69.9,0,10,0.0,0,0,2,88.9,3,25,374,5,2,3,0,16,16,0.7,5.3
Brandon Mebane,3701,DI,SEA,17,0,,,3.5,,,1,0,0,,29,52.9,58.1,53.6,67.3,55.0,39.6,0,,0.0,0,0,3,0.0,0,10,286,3,1,0,0,0,0,0.0,
Brian Robison,3718,ED,MIN,17,0,1.0,100.0,3.2,8.5,8.5,0,0,0,0.0,18,70.6,67.3,92.6,65.8,55.8,56.3,0,12,42.9,3,0,1,97.9,2,19,601,8,4,2,0,15,13,0.9,7.5
Paul Soliai,3724,DI,ATL,14,0,,,2.0,,,0,0,0,,2,55.5,65.5,49.9,73.8,61.7,57.1,0,,0.0,0,0,2,0.0,0,3,152,1,2,0,0,0,0,0.0,
Dashon Goldson,3742,S,WAS,16,3,6.6,78.0,97.8,18.4,14.4,0,0,2,4.9,32,61.6,57.3,68.3,62.3,47.0,54.2,1,38,10.7,6,2,2,111.7,32,626,640,16,47,41,3,303,130,0.5,9.5
Tarell Brown,3763,CB,NE,3,0,10.1,68.8,100.0,9.5,6.5,0,0,0,0.0,19,60.8,58.8,0.0,,59.1,72.6,0,21,8.3,1,0,0,81.8,11,112,112,5,11,16,0,86,23,0.8,7.8
Corey Graham,3784,S,BUF,15,4,11.3,72.9,93.3,15.1,11.0,0,1,1,2.1,4,50.4,63.4,68.2,63.9,89.9,91.5,2,77,2.0,1,1,4,132.6,35,571,612,11,45,48,6,547,183,1.0,15.6
William Gay,3786,CB,PIT,18,2,8.3,67.0,95.6,11.4,7.6,1,2,8,8.5,25,66.5,67.8,72.7,54.6,72.0,58.4,2,43,16.1,10,7,5,79.9,63,753,788,16,50,94,0,695,277,1.0,11.0
Trumaine McBride,3837,CB,NYG,15,1,6.8,72.7,91.4,7.2,5.2,0,0,1,2.3,21,48.0,48.0,83.7,55.1,50.6,30.1,3,37,24.1,7,1,3,90.0,32,243,266,4,21,44,3,348,171,1.5,10.9
Alan Ball,3853,CB,CHI,15,0,10.2,69.6,97.0,9.2,6.4,0,0,3,13.0,6,55.9,59.5,83.4,52.0,75.4,65.8,0,34,10.0,1,3,2,142.4,16,160,165,2,9,23,3,236,85,1.6,14.8
Craig Dahl,3920,S,NYG,14,4,16.8,60.0,91.5,17.7,10.6,0,0,2,8.0,21,53.3,54.6,84.9,54.8,61.2,45.1,0,28,12.9,4,2,0,108.9,15,281,307,5,23,25,2,181,45,0.7,12.1
Jason Trusnik,4083,LB,MIN,1,0,8.0,100.0,100.0,11.0,11.0,0,0,0,0.0,18,53.4,44.8,75.4,,46.9,26.3,0,9,0.0,0,0,0,104.2,1,11,11,0,1,1,0,9,1,0.8,9.0
James Ihedigbo,4147,S,DET,15,1,5.4,77.8,91.7,13.7,10.7,1,0,1,3.7,11,53.8,63.0,2.5,84.9,79.1,56.5,1,26,18.2,6,1,4,106.8,21,298,325,7,26,27,2,200,131,0.7,9.5
Jerod Mayo,4324,LB,NE,16,1,3.9,66.7,79.3,21.1,14.1,0,0,0,0.0,19,67.0,59.7,86.9,50.4,53.8,56.4,0,20,20.0,4,0,0,87.5,8,176,222,6,15,12,0,86,45,0.5,10.8
Leodis McKelvin,4325,CB,BUF,9,1,14.2,47.2,98.4,9.0,4.2,1,0,5,9.4,4,59.0,59.6,85.4,54.4,60.5,45.0,2,46,13.8,4,4,1,64.0,25,240,244,5,24,53,2,327,122,1.5,13.1
Dominique Rodgers-Cromartie,4330,CB,NYG,15,2,11.4,59.5,99.6,10.5,6.2,0,3,11,13.1,21,76.9,76.6,87.7,56.3,65.7,45.2,3,37,12.0,6,9,3,67.2,50,553,555,11,42,84,1,533,199,1.0,10.7
Aqib Talib,4334,CB,DEN,18,3,10.5,60.2,99.9,11.8,7.1,2,2,10,9.7,10,73.4,72.5,35.2,59.7,71.4,68.4,3,80,7.7,4,9,11,80.7,62,779,780,10,45,103,3,763,268,1.0,12.3
Mike Jenkins,4339,CB,TB,10,2,12.0,63.6,99.5,8.9,5.6,2,0,2,6.1,30,49.5,51.5,85.1,66.0,56.3,44.3,0,29,17.6,3,1,2,110.8,21,199,200,2,12,33,2,281,99,1.5,13.4
Kenny Phillips,4345,S,NO,3,1,24.0,100.0,100.0,68.0,68.0,0,0,0,0.0,20,46.8,45.2,78.9,,54.5,54.3,0,15,0.0,0,0,0,158.3,1,74,74,1,5,1,1,15,0,0.2,15.0
Brandon Flowers,4349,CB,SD,11,4,11.6,67.7,99.0,8.2,5.5,1,0,2,3.1,27,36.5,38.1,53.1,67.0,50.2,50.0,0,72,8.3,3,2,6,123.4,44,380,384,8,29,65,5,612,276,1.7,13.9
Curtis Lofton,4351,LB,OAK,16,5,5.6,88.2,90.5,8.5,7.5,0,0,0,0.0,23,35.6,42.3,88.1,45.1,59.1,55.0,0,32,15.4,6,0,1,143.6,30,276,305,9,28,34,5,305,162,1.2,10.2
Tracy Porter,4354,CB,CHI,14,0,13.6,51.9,99.4,12.3,6.4,0,0,12,15.6,6,54.2,56.9,63.3,53.0,73.5,47.8,1,50,14.3,5,9,4,99.3,40,520,523,4,30,77,6,616,199,1.2,15.4
Calais Campbell,4364,DI,ARZ,18,1,-1.0,0.0,0.2,,1.0,0,0,0,0.0,1,72.7,84.0,38.6,67.2,89.1,71.7,0,,25.0,2,0,5,39.6,0,1,612,7,5,1,0,0,0,0.0,
Jason Jones,4368,ED,DET,15,0,9.0,100.0,0.9,1.5,1.5,0,0,1,50.0,11,67.3,63.0,21.1,63.5,62.7,61.0,0,19,50.0,3,1,7,147.9,2,3,345,6,3,2,1,20,3,6.7,10.0
Kendall Langford,4380,DI,IND,16,1,,,0.2,,,0,0,0,,14,63.3,65.6,79.7,60.4,64.9,72.5,0,,16.7,1,0,0,0.0,0,1,529,8,4,0,0,0,0,0.0,
Charles Godfrey,4381,S,ATL,5,1,7.4,75.0,100.0,11.3,8.5,0,0,1,8.3,2,50.0,46.1,80.9,,45.2,87.1,0,22,0.0,0,1,0,128.5,9,106,106,2,7,12,1,104,43,1.0,11.6
Cliff Avril,4406,ED,SEA,18,0,0.6,100.0,3.5,3.8,3.8,1,0,0,0.0,29,71.3,79.6,48.0,77.8,71.1,49.7,0,19,42.9,6,0,5,90.0,5,20,564,14,8,5,0,28,25,1.5,5.6
Philip Wheeler,4407,LB,ATL,9,2,9.1,85.7,80.6,9.2,7.9,0,0,0,0.0,2,49.0,59.7,0.0,88.2,69.1,71.9,0,19,0.0,0,0,2,131.3,6,58,72,3,5,7,1,42,8,0.8,7.0
Tyvon Branch,4414,S,KC,16,4,8.6,53.7,97.8,17.4,9.3,0,0,5,12.2,16,61.1,66.3,83.4,65.1,82.1,85.0,1,52,3.6,1,3,0,77.1,22,402,411,9,23,41,2,238,107,0.6,10.8
Dwight Lowery,4427,S,IND,16,3,8.8,74.4,96.7,18.6,13.8,0,1,3,7.0,14,60.9,62.3,50.7,71.5,64.0,44.7,4,37,10.2,5,3,2,57.0,32,637,659,13,41,43,0,327,150,0.5,10.2
Quintin Demps,4431,S,HST,15,1,13.2,55.6,96.5,31.5,17.5,0,0,5,18.5,13,67.8,66.4,66.2,63.0,60.5,66.0,1,40,7.1,2,4,2,85.9,15,501,519,6,25,27,2,183,37,0.4,12.2
Brandon Carr,4454,CB,DAL,16,5,10.5,69.0,99.8,9.6,6.6,0,1,6,7.1,9,56.0,59.3,70.2,80.8,68.7,68.1,0,71,11.1,7,5,5,117.6,58,600,601,9,51,84,6,688,244,1.2,11.9
Zackary Bowman,4456,CB,MIA,5,0,15.0,60.0,100.0,12.3,7.4,0,1,1,20.0,17,56.7,56.7,78.9,,56.5,74.0,1,12,0.0,0,1,2,37.5,3,40,40,0,2,5,0,30,10,0.8,10.0
Kroy Biermann,4468,ED,ATL,16,0,4.9,100.0,8.2,2.5,2.5,1,0,0,0.0,2,44.1,68.4,66.2,57.5,77.4,64.3,0,24,25.0,2,0,2,145.8,8,20,244,4,6,8,1,76,37,3.8,9.5
Erik Walden,4481,ED,IND,15,2,5.8,70.0,25.6,16.0,11.2,0,0,1,10.0,14,57.3,59.3,16.9,61.5,66.2,71.8,0,19,14.3,2,1,6,121.2,7,123,481,8,10,10,1,66,38,0.6,9.4
Nick Hayden,4495,DI,DAL,16,0,,,1.5,,,0,0,0,,9,53.7,53.3,75.8,54.2,54.6,60.7,0,,0.0,0,0,0,0.0,0,4,274,1,1,0,0,0,0,0.0,
Joe Mays,4514,LB,SD,1,0,,,75.0,,,0,0,0,,27,62.7,90.3,70.3,64.4,79.7,73.3,0,,,0,0,0,0.0,0,3,4,0,0,0,0,0,0,0.0,
