player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Captain Munnerlyn,5140,CB,MIN,15,2,5.8,76.5,96.1,8.1,6.2,2,0,3,4.4,18,66.3,66.5,85.7,58.0,62.7,80.3,0,48,5.1,2,2,4,103.2,52,443,461,11,35,68,1,531,290,1.3,10.2
Ricky Jean Francois,5168,DI,WAS,16,1,,,0.9,,,0,0,0,,32,65.0,69.8,86.8,55.0,73.0,60.8,0,,0.0,0,0,0,0.0,0,2,230,2,2,0,0,0,0,0.0,
Clinton McDonald,5173,DI,TB,12,1,,,1.5,,,0,0,0,,30,62.3,53.8,72.8,61.2,47.8,36.1,0,,0.0,0,0,1,0.0,0,4,273,6,2,0,0,0,0,0.0,
Chris Baker,5188,DI,WAS,16,2,1.0,100.0,1.8,7.0,7.0,0,0,0,0.0,32,56.9,76.9,89.1,66.1,77.2,59.4,0,4,25.0,1,0,0,83.3,1,9,490,4,1,1,0,4,3,0.6,4.0
Michael Bennett,5273,ED,SEA,13,0,-1.0,100.0,0.7,3.0,3.0,3,0,0,0.0,29,82.6,81.8,9.5,66.5,91.1,52.0,0,4,33.3,1,0,10,83.3,1,3,408,9,2,1,0,4,5,1.3,4.0
Ramon Humber,5310,LB,BUF,8,1,0.8,50.0,90.0,13.0,6.5,0,0,0,0.0,4,75.6,77.6,74.6,66.3,68.4,79.3,0,6,0.0,0,0,0,56.3,2,27,30,1,2,4,0,9,9,0.3,4.5
Dan Skuta,5349,ED,JAX,13,0,0.7,100.0,51.8,16.7,16.7,0,0,0,0.0,15,59.5,65.2,86.7,56.6,67.5,82.3,0,11,0.0,0,0,0,93.1,3,57,110,0,1,3,0,19,17,0.4,6.3
Jonathan Casillas,5422,LB,NYG,17,8,4.2,75.4,84.6,8.1,6.1,1,1,6,8.7,21,55.6,59.7,63.8,51.5,67.9,62.7,0,71,18.6,11,6,1,97.1,52,433,512,16,40,69,0,534,390,1.3,10.3
Dannell Ellerbe,5442,LB,NO,9,1,4.2,80.0,67.9,12.6,10.1,0,0,2,10.0,20,60.5,58.6,55.4,64.7,52.8,65.2,0,31,10.5,2,2,2,101.3,16,207,305,9,16,20,0,166,103,0.8,10.4
Ndamukong Suh,5527,DI,MIA,17,0,,,0.5,,,1,0,0,,17,78.3,80.2,14.5,73.2,83.2,77.7,0,,12.5,1,0,9,0.0,0,3,633,11,7,0,0,0,0,0.0,
Gerald McCoy,5528,DI,TB,15,0,0.0,100.0,0.4,1.0,1.0,1,0,1,100.0,30,50.5,77.0,50.8,81.4,65.7,50.8,0,8,60.0,3,0,5,100.0,1,2,519,8,2,1,0,8,8,8.0,8.0
Eric Berry,5530,S,KC,17,4,5.9,70.3,98.3,25.2,17.7,0,1,4,10.8,16,90.3,89.9,71.7,51.4,83.6,80.6,5,26,7.7,4,4,3,55.3,26,698,710,5,44,37,1,224,111,0.3,8.6
Joe Haden,5532,CB,CLV,13,2,13.8,60.8,99.2,9.5,5.8,0,1,11,13.9,8,60.0,61.3,87.7,56.9,62.5,45.3,3,63,19.5,8,10,5,97.7,48,478,482,7,31,79,6,672,232,1.5,14.0
Tyson Alualu,5535,DI,JAX,14,1,,,0.4,,,0,0,0,,15,60.1,61.3,63.7,53.9,65.9,58.3,0,,0.0,0,0,3,0.0,0,1,226,2,0,0,0,0,0,0.0,
Brandon Graham,5538,ED,PHI,16,0,7.5,100.0,1.8,4.5,4.5,0,0,0,0.0,24,56.0,91.4,60.3,91.4,80.5,57.4,0,13,0.0,0,0,4,112.5,2,9,491,7,3,2,0,22,7,2.4,11.0
Earl Thomas III,5539,S,SEA,11,5,15.1,63.2,100.0,32.7,20.6,0,3,9,47.4,29,80.3,79.6,55.1,,72.0,51.0,2,16,20.5,8,8,2,43.0,12,416,416,3,26,19,0,127,44,0.3,10.6
Jason Pierre-Paul,5540,ED,NYG,12,1,4.5,100.0,4.1,9.5,9.5,0,2,0,0.0,21,58.7,75.6,75.6,73.0,69.0,64.4,0,20,25.0,2,0,2,118.8,2,21,517,11,5,2,0,27,18,1.4,13.5
Derrick Morgan,5541,ED,TEN,15,0,2.7,66.7,11.7,14.5,9.7,0,0,1,16.7,31,59.8,73.3,83.1,69.9,68.5,52.4,0,13,50.0,5,1,1,77.8,4,61,523,10,5,6,0,29,14,0.5,7.3
Sean Weatherspoon,5544,LB,ATL,4,1,5.5,87.5,91.1,5.0,4.4,0,0,0,0.0,2,64.4,56.7,78.3,51.2,46.5,49.4,0,30,10.5,2,0,0,115.5,21,112,123,7,16,24,1,201,99,1.9,9.6
Kareem Jackson,5545,CB,HST,16,5,9.4,71.7,99.4,7.0,5.1,0,0,4,4.0,13,71.7,69.6,61.7,53.4,58.8,68.0,1,60,5.3,3,1,6,104.0,71,538,541,20,49,99,4,781,308,1.6,11.0
Dan Williams,5551,DI,OAK,17,1,-4.0,100.0,1.0,2.0,2.0,0,0,0,0.0,23,51.9,71.5,69.5,72.8,67.0,65.5,0,3,50.0,1,0,1,79.2,1,2,205,0,0,1,0,3,7,1.5,3.0
Devin McCourty,5552,S,NE,19,4,11.7,58.3,99.6,36.2,21.1,0,0,8,22.2,19,92.1,91.1,89.1,55.8,83.4,90.6,2,24,5.9,3,6,0,76.9,21,801,804,10,44,36,3,186,69,0.2,8.9
Jared Odrick,5553,DI,JAX,6,0,,,0.7,,,0,0,0,,15,60.0,50.2,3.4,51.8,62.9,76.9,0,,,0,0,5,0.0,0,1,143,0,0,0,0,0,0,0.0,
Jerry Hughes,5556,ED,BUF,16,4,0.8,50.0,13.6,20.7,10.3,1,0,0,0.0,4,63.9,55.5,13.8,67.4,49.3,36.2,0,6,15.4,2,0,9,56.3,3,70,514,8,7,6,0,11,13,0.2,3.7
Patrick Robinson,5557,CB,IND,7,1,13.3,61.9,98.8,9.1,5.6,0,1,4,9.5,14,54.6,56.2,84.1,56.2,62.4,55.2,0,38,14.3,3,4,3,111.7,26,256,259,1,17,42,3,345,142,1.5,13.3
Nate Allen,5562,S,OAK,7,0,19.7,57.1,99.3,32.8,18.7,0,0,1,14.3,23,63.6,66.4,80.8,59.7,67.1,74.4,2,45,12.5,1,1,0,101.8,4,137,138,0,7,7,1,98,25,0.7,24.5
T.J. Ward,5563,S,DEN,14,4,7.1,70.0,90.4,11.6,8.1,0,3,5,8.3,10,65.2,66.7,66.7,62.2,67.1,57.6,1,27,10.9,5,5,6,88.5,42,526,582,14,37,60,2,344,135,0.7,8.2
Koa Misi,5565,LB,MIA,3,0,1.9,77.8,83.1,7.0,5.4,0,0,0,0.0,17,52.5,60.3,78.4,58.2,66.6,74.3,0,19,16.7,1,0,0,100.9,7,54,65,1,5,9,0,74,56,1.5,10.6
Lamarr Houston,5569,ED,CHI,2,0,,,26.3,,,0,0,0,,6,64.4,61.4,76.5,60.2,57.2,70.5,0,,,0,0,0,0.0,0,5,19,0,0,0,0,0,0,0.0,
Carlos Dunlap,5579,ED,CIN,16,1,5.3,66.7,3.6,5.0,3.3,0,0,0,0.0,7,59.5,75.3,61.2,77.4,63.8,57.1,0,17,26.7,4,0,4,91.7,4,20,562,10,10,6,0,49,31,2.5,12.3
Sean Lee,5580,LB,DAL,16,13,4.3,88.5,89.4,8.9,7.9,0,1,1,1.3,9,79.8,78.5,85.2,54.0,74.9,79.2,0,44,9.8,8,1,0,111.3,69,650,727,25,61,78,2,675,369,1.1,9.8
Brandon Spikes,5587,ED,BUF,9,0,9.3,100.0,37.5,4.7,4.7,0,0,0,0.0,4,27.9,33.5,80.9,49.6,51.2,53.8,0,18,0.0,0,0,0,118.8,3,15,40,0,1,3,0,46,18,3.3,15.3
Morgan Burnett,5596,S,GB,18,5,8.4,66.1,93.7,17.1,11.3,0,1,10,17.9,12,71.3,75.6,84.8,74.4,77.2,83.8,2,35,6.5,4,8,3,89.6,37,664,709,16,53,56,3,396,190,0.6,10.7
Donald Butler,5603,LB,MIA,15,1,0.8,72.7,82.5,15.0,10.9,0,0,0,0.0,17,67.4,50.0,80.4,47.5,41.0,69.3,0,11,0.0,0,0,0,83.1,8,127,154,0,6,11,0,54,39,0.5,6.8
Earl Mitchell,5605,DI,MIA,10,1,6.0,100.0,1.6,3.0,3.0,0,1,0,0.0,17,61.3,57.5,64.9,74.4,43.7,53.8,0,6,20.0,1,0,1,91.7,1,3,187,1,3,1,0,6,0,2.0,6.0
Corey Peters,5607,DI,ARZ,15,0,,,1.5,,,1,0,0,,1,29.2,67.3,46.1,59.0,75.4,58.4,0,,,0,0,3,0.0,0,4,264,0,0,0,0,0,0,0.0,
NaVorro Bowman,5615,LB,SF,4,0,6.2,46.7,83.7,16.9,7.9,0,0,1,6.7,28,71.1,71.8,14.7,49.2,73.2,55.5,1,12,12.5,1,1,1,25.7,7,123,147,6,7,15,0,43,22,0.4,6.1
Everson Griffen,5624,ED,MIN,16,1,13.5,50.0,2.6,15.0,7.5,1,0,0,0.0,18,68.4,66.9,34.2,65.0,63.1,29.8,0,14,30.8,4,0,8,72.9,1,15,572,13,8,2,0,14,0,0.9,14.0
Perry Riley,5627,LB,OAK,12,0,2.8,68.6,89.6,14.1,9.7,0,1,0,0.0,23,65.2,75.6,86.5,59.7,81.2,81.5,0,69,11.1,2,0,0,111.8,24,369,412,4,16,35,2,282,229,0.8,11.8
Alterraun Verner,5628,CB,TB,8,0,12.8,46.4,99.4,12.1,5.6,0,0,6,21.4,30,66.0,66.0,83.8,60.0,60.4,68.5,1,42,0.0,0,5,1,67.9,13,164,165,1,10,28,1,202,47,1.3,15.5
Darrell Stuckey,5634,S,SD,6,0,22.0,100.0,94.7,8.0,8.0,0,0,0,0.0,27,47.0,50.1,77.5,60.0,68.6,82.4,0,25,0.0,0,0,0,118.8,2,18,19,0,3,2,0,46,2,2.9,23.0
Geno Atkins,5643,DI,CIN,16,0,,,0.2,,,1,0,0,,7,59.9,87.0,79.0,86.0,71.2,48.6,0,,,0,0,1,0.0,0,1,520,10,0,0,0,0,0,0.0,
Kam Chancellor,5656,S,SEA,14,3,10.5,62.3,98.4,14.2,8.9,0,2,7,13.2,29,78.5,81.6,25.6,90.7,82.5,90.4,2,55,4.4,2,3,5,81.7,33,499,507,15,40,53,3,313,139,0.7,9.5
Kendrick Lewis,5659,S,BLT,3,0,4.5,100.0,90.0,4.5,4.5,0,0,0,0.0,3,66.6,67.0,72.7,59.8,60.0,73.3,0,7,0.0,0,0,0,93.8,2,9,10,1,1,2,0,13,4,1.4,6.5
Perrish Cox,5660,CB,TEN,11,2,12.8,66.7,99.8,7.7,5.1,2,2,8,10.3,31,42.0,42.9,3.7,60.0,65.4,34.1,3,50,17.4,8,8,6,103.0,52,428,429,7,36,78,5,750,275,1.9,14.4
Sherrick McManis,5667,CB,CHI,3,0,13.0,100.0,100.0,4.0,4.0,0,0,0,0.0,6,40.7,34.5,72.2,,39.1,81.2,0,48,0.0,0,0,0,118.8,2,9,9,1,3,2,0,56,30,7.0,28.0
Nolan Carroll,5668,CB,PHI,16,3,11.5,62.9,100.0,9.8,6.2,1,0,11,12.4,24,61.5,61.4,66.8,,59.3,61.4,1,58,15.7,8,7,9,100.0,56,582,582,14,40,89,4,752,236,1.4,13.4
Cam Thomas,5669,DI,LA,16,0,-1.0,100.0,3.0,6.0,6.0,1,0,0,0.0,26,56.0,62.0,34.0,58.9,68.1,64.8,0,3,0.0,0,0,3,79.2,1,6,200,2,2,1,0,3,4,0.5,3.0
Arthur Jones,5680,DI,IND,8,0,,,0.6,,,0,0,0,,14,56.7,53.1,64.5,50.6,59.0,59.1,0,,100.0,1,0,1,0.0,0,1,155,0,0,0,0,0,0,0.0,
Reshad Jones,5686,S,MIA,6,3,9.0,61.5,90.8,25.9,15.9,0,0,2,15.4,17,86.4,85.3,82.8,59.9,71.2,71.3,1,21,9.5,2,1,0,42.8,8,226,249,6,16,13,0,67,30,0.3,8.4
Crezdon Butler,5687,CB,DET,2,0,12.5,100.0,93.8,7.5,7.5,0,0,0,0.0,11,47.5,48.2,73.5,59.8,60.0,76.7,0,31,0.0,0,0,0,118.8,2,15,16,0,3,2,0,36,11,2.4,18.0
Arthur Moats,5701,ED,PIT,14,2,3.4,60.0,24.1,20.3,12.2,0,0,0,0.0,25,56.9,51.3,87.6,54.0,46.6,80.9,0,15,0.0,0,0,0,73.8,3,63,261,5,5,5,0,26,18,0.4,8.7
Eugene Sims,5712,ED,LA,16,0,9.0,100.0,3.4,11.0,11.0,0,0,1,100.0,26,67.4,62.0,79.9,52.7,66.0,53.8,0,9,0.0,0,0,1,104.2,1,11,319,3,1,1,0,9,0,0.8,9.0
Antonio Brown,5718,WR,PIT,1,0,,,100.0,,,3,0,0,,25,,60.0,60.0,,60.0,,0,,,0,0,9,0.0,0,1,1,0,0,0,0,0,0,0.0,
Willie Young,5736,ED,CHI,16,3,,,7.7,,,2,0,0,,6,64.7,60.6,8.5,62.0,67.9,49.1,0,,42.9,3,0,10,0.0,0,33,431,7,1,0,0,0,0,0.0,
Dekoda Watson,5740,ED,DEN,7,0,4.0,100.0,3.6,1.0,1.0,0,0,0,0.0,10,62.2,68.1,77.0,63.8,63.8,76.6,0,9,0.0,0,0,0,104.2,1,1,28,1,1,1,0,9,5,9.0,9.0
Marc Mariani,5745,WR,TEN,1,0,,,100.0,,,0,0,0,,31,60.7,70.2,60.0,,,,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,
C.J. Wilson,5753,DI,CHI,6,0,,,1.9,,,0,0,0,,6,60.0,76.8,81.6,66.8,73.5,73.6,0,,,0,0,0,0.0,0,1,54,1,0,0,0,0,0,0.0,
Ricardo Mathews,5761,DI,PIT,17,0,,,1.4,,,0,0,0,,25,58.0,57.1,85.1,49.6,65.3,76.1,0,,100.0,1,0,0,0.0,0,3,211,1,0,0,0,0,0,0.0,
Kurt Coleman,5767,S,CAR,15,3,10.4,67.6,96.8,26.8,18.1,0,1,2,5.9,5,72.5,73.3,87.6,72.8,69.1,79.2,4,32,10.2,5,2,0,61.2,23,640,661,5,41,34,1,265,114,0.4,11.5
Robert McClain,5771,CB,SD,11,4,8.4,86.2,95.5,8.2,7.0,1,0,2,6.9,27,47.5,46.0,32.5,57.2,48.0,30.5,0,29,23.1,6,2,3,130.7,25,214,224,5,16,29,2,286,121,1.4,11.4
Rafael Bush,5779,S,DET,17,2,8.1,71.4,97.8,16.6,11.9,0,1,2,7.1,11,60.3,63.8,85.5,82.9,64.8,75.8,2,27,6.9,2,1,0,78.1,20,359,367,10,25,28,2,151,73,0.5,7.6
Vincent Rey,5811,LB,CIN,16,4,4.9,72.7,90.1,9.5,6.9,0,1,4,9.1,7,80.0,78.5,83.8,50.5,72.6,71.9,1,23,11.1,4,4,1,90.8,32,327,363,15,28,44,2,237,135,0.8,7.4
Darian Stewart,5820,S,DEN,16,0,7.5,71.4,97.2,22.7,16.2,1,0,2,5.7,10,72.8,71.1,48.6,54.0,69.6,62.9,3,24,12.8,5,2,2,75.4,25,615,633,4,34,35,2,256,115,0.5,10.2
Tramaine Brock Sr.,5903,CB,SF,16,2,14.7,50.0,99.8,11.7,5.9,2,0,13,13.8,28,67.7,69.5,69.2,43.0,74.3,68.1,1,59,5.3,2,10,7,91.5,47,587,588,4,34,94,6,698,143,1.3,14.9
Barry Church,5924,S,DAL,13,6,4.4,81.3,97.0,17.5,14.2,0,2,3,9.4,9,81.4,86.1,87.5,67.4,89.2,81.7,2,26,12.1,7,3,1,67.8,26,478,493,8,45,32,0,209,121,0.5,8.0
Sam Shields,5943,CB,GB,1,0,10.3,57.1,100.0,8.5,4.9,0,0,0,0.0,12,39.9,47.8,78.1,,72.9,77.5,0,22,0.0,0,0,0,77.1,4,35,35,1,2,7,0,46,26,1.4,11.5
Frank Zombo,5945,ED,KC,15,2,9.3,83.3,27.3,6.5,5.4,0,0,0,0.0,16,29.5,54.4,71.5,53.9,71.1,67.5,0,42,0.0,0,0,1,154.5,10,70,256,2,11,12,3,139,60,2.1,13.9
Anthony Levine,6013,S,BLT,11,1,-0.6,85.7,90.0,9.8,8.4,0,0,1,14.3,3,76.7,70.0,80.9,62.9,47.0,79.7,0,11,0.0,0,1,0,89.3,6,63,70,3,4,7,0,38,44,0.6,6.3
Marcus Sherels,6017,CB,MIN,1,0,16.0,0.0,75.0,,1.0,0,0,1,33.3,18,78.8,82.0,66.8,60.0,,,0,,,0,1,0,39.6,0,3,4,0,0,3,0,0,0,0.0,
Albert McClellan,6022,ED,BLT,16,2,4.7,90.3,61.6,7.7,7.0,2,0,0,0.0,3,49.7,51.8,52.6,39.1,70.7,81.8,0,31,4.3,1,0,4,134.1,28,226,367,6,20,31,3,262,163,1.2,9.4
Mitch Unrein,6031,DI,CHI,13,2,,,1.4,,,0,0,0,,6,60.2,67.6,84.9,53.9,71.6,69.1,0,,40.0,2,0,0,0.0,0,3,213,2,1,0,0,0,0,0.0,
Teddy Williams,6073,CB,CAR,2,0,10.9,57.1,100.0,9.5,5.4,0,0,1,14.3,5,60.7,61.8,76.5,,64.6,79.5,1,17,0.0,0,1,0,33.3,4,39,39,0,5,7,0,39,12,1.0,9.8
Andrew Sendejo,6118,S,MIN,14,3,16.9,63.2,97.3,42.6,26.9,0,0,2,10.5,18,60.4,64.1,64.2,58.6,73.5,52.0,2,41,21.6,8,2,2,79.6,12,541,556,4,26,19,1,214,53,0.4,17.8
Von Miller,6154,ED,DEN,16,1,4.1,75.0,15.4,9.4,7.1,0,0,0,0.0,10,64.4,90.5,37.6,89.6,90.3,79.0,0,23,7.7,1,0,7,96.2,9,86,557,17,11,12,0,91,54,1.1,10.1
A.J. Green,6156,WR,CIN,1,0,,,100.0,,,1,0,0,,7,60.0,60.0,62.9,,,,0,,,0,0,4,0.0,0,1,1,0,0,0,0,0,0,0.0,
Patrick Peterson,6157,CB,ARZ,16,1,12.6,60.6,99.8,14.0,8.5,1,1,10,14.1,1,80.1,79.8,67.9,60.0,72.6,67.4,3,50,9.8,4,3,8,80.7,43,647,648,9,36,71,3,539,174,0.9,12.5
Julio Jones,6158,WR,ATL,3,0,,,100.0,,,0,0,0,,2,60.5,60.8,66.3,,,,0,,,0,0,3,0.0,0,4,4,0,0,0,0,0,0,0.0,
Nick Fairley,6165,DI,NO,16,1,,,0.4,,,0,0,0,,20,57.9,60.7,46.1,67.0,55.5,59.4,0,,42.9,3,0,4,0.0,0,2,488,7,3,0,0,0,0,0.0,
Robert Quinn,6166,ED,LA,9,1,,,0.7,,,4,0,0,,26,59.8,57.4,17.2,71.7,40.6,63.6,0,,33.3,1,0,5,0.0,0,2,267,4,1,0,0,0,0,0.0,
Ryan Kerrigan,6168,ED,WAS,16,1,14.0,100.0,5.0,12.0,12.0,0,0,0,0.0,32,40.0,76.9,74.8,78.3,67.4,64.5,0,29,80.0,4,0,1,118.8,2,25,497,11,0,2,0,39,11,1.6,19.5
Corey Liuget,6170,DI,SD,16,1,,,0.4,,,0,0,1,,27,75.4,65.0,61.1,52.8,71.4,57.1,0,,20.0,1,1,3,0.0,0,2,497,2,3,0,0,0,0,0.0,
Prince Amukamara,6171,CB,JAX,14,0,11.6,64.1,99.1,10.2,6.6,1,2,8,10.3,15,63.8,66.3,89.9,54.3,70.1,81.3,0,56,6.8,3,6,4,108.8,50,541,546,13,41,78,5,598,132,1.2,12.0
Adrian Clayborn,6172,ED,ATL,14,0,,,1.3,,,1,0,0,,2,64.3,60.3,67.0,59.9,55.9,49.4,0,,50.0,2,0,2,0.0,0,6,448,6,2,0,0,0,0,0.0,
Jimmy Smith,6179,CB,BLT,11,1,13.5,54.1,100.0,10.8,5.9,0,1,5,8.2,3,65.6,67.2,54.1,,75.9,76.0,0,27,9.4,3,3,5,80.4,33,380,380,8,28,61,2,327,117,0.9,9.9
Muhammad Wilkerson,6182,ED,NYJ,15,1,,,1.3,,,0,0,0,,22,66.6,59.7,71.8,57.3,58.0,54.0,0,,0.0,0,0,2,0.0,0,6,475,9,6,0,0,0,0,0.0,
Cameron Heyward,6183,DI,PIT,7,0,,,1.7,,,0,0,0,,25,63.3,66.5,46.1,70.8,58.4,75.3,0,,20.0,1,0,2,0.0,0,4,241,5,4,0,0,0,0,0.0,
Aaron Williams,6186,S,BUF,7,0,12.8,55.0,95.6,16.8,9.3,0,2,5,25.0,4,55.7,56.5,31.5,50.4,66.7,55.7,0,28,14.3,2,5,1,80.4,11,195,204,1,12,20,0,156,66,0.8,14.2
Jabaal Sheard,6189,ED,NE,18,2,3.4,100.0,17.6,9.5,9.5,0,0,3,37.5,19,78.9,77.2,89.8,65.2,73.0,60.3,0,26,25.0,4,2,0,113.0,8,81,459,10,10,8,0,89,62,1.2,11.1
Akeem Ayers,6191,ED,IND,16,1,5.4,76.9,38.5,8.7,6.7,0,0,1,7.7,14,84.3,73.3,62.9,62.5,63.8,56.2,1,19,14.3,1,1,1,62.7,10,89,231,2,5,13,0,89,48,1.0,8.9
Bruce Carter,6192,LB,NYJ,7,0,8.2,66.7,81.5,12.8,8.5,0,1,1,16.7,22,68.2,72.9,79.2,64.0,69.0,82.8,0,14,0.0,0,1,0,84.7,4,53,65,0,4,6,0,39,4,0.8,9.8
Jarvis Jenkins,6193,DI,KC,17,0,,,0.7,,,1,0,0,,16,60.2,61.8,37.5,55.5,68.6,61.8,0,,0.0,0,0,2,0.0,0,1,145,0,1,0,0,0,0,0.0,
Brooks Reed,6194,ED,ATL,18,0,,,2.2,,,0,0,0,,2,71.3,70.5,90.9,68.7,58.9,34.3,0,,33.3,2,0,0,0.0,0,7,324,6,4,0,0,0,0,0.0,
Marcus Gilchrist,6202,S,NYJ,13,3,12.7,65.4,97.6,28.0,18.3,0,0,2,7.7,22,60.2,62.7,59.6,52.4,71.3,83.3,2,54,3.7,1,1,1,95.8,17,498,510,3,23,26,2,285,81,0.6,16.8
Stephen Paea,6205,DI,CLV,13,0,,,0.7,,,0,0,0,,8,60.0,69.1,64.8,65.2,67.4,28.5,0,,,0,0,1,0.0,0,1,141,0,0,0,0,0,0,0.0,
Terrell McClain,6217,DI,DAL,16,0,,,1.3,,,0,0,0,,9,70.6,60.3,74.6,58.5,57.0,50.2,0,,0.0,0,0,1,0.0,0,4,317,5,4,0,0,0,0,0.0,
Kelvin Sheppard,6220,LB,NYG,17,1,5.9,63.6,86.7,12.1,7.7,0,0,2,9.1,21,51.8,39.1,84.3,44.0,38.5,69.3,0,33,8.3,1,2,0,86.6,14,176,203,2,10,22,0,166,81,1.0,11.9
Justin Houston,6222,ED,KC,6,1,11.0,66.7,16.8,8.5,5.7,0,0,1,16.7,16,57.5,75.8,86.9,70.4,74.4,72.0,0,52,14.3,1,1,0,109.7,4,34,202,7,5,6,0,76,23,2.2,19.0
Jurrell Casey,6229,DI,TEN,15,2,0.3,100.0,2.5,4.0,4.0,0,0,0,0.0,31,71.9,78.4,77.7,77.6,62.0,57.3,0,23,0.0,0,0,1,116.7,3,12,486,8,7,3,0,36,35,3.0,12.0
Mason Foster,6236,LB,WAS,16,4,3.7,79.0,87.3,7.0,5.6,0,1,5,8.1,32,80.4,79.6,32.9,69.0,72.5,89.3,0,31,4.1,2,4,2,94.4,49,363,416,18,43,62,0,413,264,1.2,8.4
Allen Bailey,6238,DI,KC,5,0,,,2.2,,,0,0,0,,16,54.7,57.5,83.1,49.7,66.5,55.3,0,,25.0,1,0,0,0.0,0,2,92,1,3,0,0,0,0,0.0,
Shareece Wright,6241,CB,BLT,12,2,12.0,60.0,99.8,9.5,5.7,0,1,7,10.0,3,59.8,63.4,87.2,66.3,72.3,30.2,0,47,15.9,7,5,1,115.2,42,425,426,12,35,70,6,580,149,1.5,13.8
Akeem Dent,6243,LB,HST,9,1,0.0,100.0,63.9,11.0,11.0,0,0,0,0.0,13,59.2,59.8,81.6,50.3,62.3,75.3,0,3,0.0,0,0,0,79.2,2,23,36,0,0,2,0,3,3,0.1,1.5
Chris Conte,6245,S,TB,14,5,9.3,75.8,98.6,16.4,12.5,0,1,2,6.1,30,48.3,46.0,0.0,52.5,52.8,60.3,2,68,12.2,5,2,7,121.5,25,436,442,5,31,33,7,332,113,0.8,13.3
K.J. Wright,6251,LB,SEA,18,8,5.0,74.4,87.2,9.8,7.3,1,0,3,3.8,29,65.9,75.6,54.7,70.2,82.9,91.2,0,36,5.1,3,3,3,106.5,58,607,696,25,48,78,2,634,402,1.1,10.9
Da'Norris Searcy,6252,S,TEN,14,4,10.8,47.6,95.8,34.5,16.4,0,0,5,23.8,31,66.9,68.2,85.6,56.1,67.4,61.4,1,29,15.6,5,3,1,54.1,10,366,382,4,23,21,0,162,57,0.5,16.2
Sam Acho,6255,ED,CHI,16,2,4.3,100.0,23.3,15.5,15.5,0,0,0,0.0,6,75.1,60.4,86.9,52.2,57.3,50.9,0,22,12.5,1,0,0,141.7,4,67,287,5,5,4,1,34,17,0.5,8.5
Chimdi Chekwa,6265,CB,MIA,1,0,17.7,100.0,100.0,4.7,4.7,0,0,0,0.0,17,45.5,46.3,73.7,,60.0,75.4,0,23,0.0,0,0,0,158.3,3,14,14,0,2,3,1,51,3,3.6,17.0
Chris Prosinski,6273,S,CHI,14,1,10.3,50.0,99.1,35.7,17.8,0,0,1,16.7,6,62.0,66.6,82.0,59.2,73.4,90.1,0,20,0.0,0,1,0,72.9,3,112,113,0,10,6,0,42,5,0.4,14.0
Davon House,6283,CB,JAX,11,1,10.4,80.8,99.4,7.0,5.7,2,0,1,3.8,15,43.2,48.9,83.4,60.0,71.0,61.2,0,45,20.0,3,0,5,144.9,21,162,163,3,11,26,3,248,54,1.7,11.8
Buster Skrine,6289,CB,NYJ,14,3,8.2,69.1,98.6,8.3,5.8,2,1,8,9.9,22,56.0,59.2,38.5,90.9,67.6,53.9,1,53,13.6,6,4,9,94.7,56,492,499,12,35,81,3,540,219,1.2,9.6
Karl Klug,6294,DI,TEN,14,1,,,0.7,,,0,0,0,,31,60.4,77.3,86.8,71.5,70.3,46.8,0,,25.0,1,0,0,0.0,0,2,273,3,2,0,0,0,0,0.0,
Shiloh Keo,6296,S,NO,1,0,5.0,100.0,100.0,1.0,1.0,0,0,0,0.0,20,71.5,77.5,64.4,,,73.0,0,7,0.0,0,0,0,95.8,1,1,1,1,1,1,0,7,2,7.0,7.0
Richard Sherman,6306,CB,SEA,18,3,14.2,51.8,99.9,15.0,7.8,1,2,13,15.3,29,76.9,79.3,89.7,58.8,81.0,73.4,4,41,6.1,3,8,8,68.4,44,705,706,11,43,85,3,632,213,1.0,14.4
Chris Carter,6314,ED,IND,3,0,6.0,100.0,50.0,2.0,2.0,0,0,0,0.0,14,62.9,61.9,69.2,56.9,60.0,69.9,0,7,0.0,0,0,0,95.8,1,2,4,0,1,1,0,7,1,3.5,7.0
Chykie Brown,6316,CB,CIN,2,0,,,100.0,,,0,0,0,,7,62.1,62.8,68.1,,,,0,,,0,0,0,0.0,0,2,2,0,0,0,0,0,0,0.0,
Pernell McPhee,6317,ED,CHI,9,0,,,8.1,,,0,0,0,,6,67.6,67.7,60.7,69.0,59.7,45.3,0,,0.0,0,0,1,0.0,0,13,161,4,1,0,0,0,0,0.0,
Byron Maxwell,6325,CB,MIA,13,1,12.1,53.3,99.6,12.3,6.5,2,0,12,16.0,17,74.5,71.5,39.5,60.0,57.5,73.7,2,40,2.5,1,11,10,71.6,40,537,539,7,38,75,3,412,134,0.8,10.3
