rank,player-name,rank-position,year signed,age,year 2,value,average/year
1,DeAngelo Hall,Cornerback,2008-2014 (FA: 2015),24,7,"$70,000,000","$10,000,000"
2,Asante Samuel,Cornerback,2008-2013 (FA: 2014),27,6,"$59,475,000","$9,912,500"
24,Nnamdi Asomugha,Cornerback,2008-2008 (FA: 2009),26,1,"$9,765,000","$9,765,000"
3,Terence Newman,Cornerback,2008-2014 (FA: 2015),29,6,"$50,200,000","$8,366,667"
3,Marcus Trufant,Cornerback,2008-2010 (FA: 2011),27,6,"$50,200,000","$8,366,667"
7,Bob Sanders,Safety,2008-2010 (FA: 2011),26,5,"$37,500,000","$7,500,000"
13,Leigh Bodden,Cornerback,2008-2011 (FA: 2012),26,4,"$27,000,000","$6,750,000"
10,Kerry Rhodes,Safety,2008-2013 (FA: 2014),25,5,"$33,500,000","$6,700,000"
5,Gibril Wilson,Safety,2008-2013 (FA: 2014),26,6,"$39,005,000","$6,500,833"
6,Ken Hamlin,Safety,2008-2013 (FA: 2014),27,6,"$37,506,000","$6,251,000"
8,Drayton Florence,Cornerback,2008-2013 (FA: 2014),27,6,"$36,000,000","$6,000,000"
9,Madieu Williams,Safety,2008-2013 (FA: 2014),26,6,"$33,750,000","$5,625,000"
12,Nathan Vasher,Cornerback,2008-2012 (FA: 2013),25,5,"$28,000,000","$5,600,000"
11,Quentin Jammer,Safety,2008-2012 (FA: 2013),28,7,"$31,825,000","$4,546,429"
16,Randall Gay,Cornerback,2008-2011 (FA: 2012),25,4,"$17,800,000","$4,450,000"
17,Cortland Finnegan,Cornerback,2008-2011 (FA: 2012),24,4,"$16,800,000","$4,200,000"
14,Jacques Reeves,Cornerback,2008-2012 (FA: 2013),25,5,"$20,000,000","$4,000,000"
15,Leodis McKelvin,Cornerback,2008-2012 (FA: 2013),22,5,"$19,400,000","$3,880,000"
19,Adam-Pacman Jones,Cornerback,2008-2011 (FA: 2012),24,4,"$13,300,000","$3,325,000"
25,Brian Kelly,Cornerback,2008-2010 (FA: 2011),31,3,"$9,500,000","$3,166,667"
21,Chris Harris,Safety,2008-2011 (FA: 2012),18,4,"$12,000,000","$3,000,000"
27,Travis Fisher,Cornerback,2008-2010 (FA: 2011),28,3,"$9,000,000","$3,000,000"
18,Aqib Talib,Cornerback,2008-2012 (FA: 2013),22,5,"$14,000,000","$2,800,000"
31,Walt Harris,Cornerback,2008-2009 (FA: 2010),33,2,"$5,100,000","$2,550,000"
20,Dominique Rodgers-Cromartie,Cornerback,2008-2012 (FA: 2013),21,5,"$12,528,750","$2,505,750"
23,Erik Coleman,Safety,2008-2011 (FA: 2012),25,4,"$10,000,000","$2,500,000"
32,Keith Smith,Cornerback,2008-2009 (FA: 2010),27,2,"$5,000,000","$2,500,000"
27,Von Hutchins,Cornerback,2008-2011 (FA: 2012),27,4,"$9,000,000","$2,250,000"
22,Kenny Phillips,Free Safety,2008-2012 (FA: 2013),21,5,"$11,150,000","$2,230,000"
53,Oshiomogho Atogwe,Safety,2008-2008 (FA: 2009),26,1,"$2,017,000","$2,017,000"
36,Ricardo Colclough,Cornerback,2008-2009 (FA: 2020),24,2,"$4,000,000","$2,000,000"
26,Mike Jenkins,Cornerback,2008-2012 (FA: 2013),22,5,"$9,275,000","$1,855,000"
30,Sammy Knight,Safety,2008-2010 (FA: 2011),32,3,"$5,150,000","$1,716,667"
70,Chris Carr,Cornerback,2008-2008 (FA: 2009),24,1,"$1,600,000","$1,600,000"
29,Antoine Cason,Cornerback,2008-2012 (FA: 2013),22,5,"$7,780,000","$1,556,000"
73,Brandon McGowan,Safety,2008-2008 (FA: 2009),24,1,"$1,417,000","$1,417,000"
73,Daven Holly,Cornerback,2008-2008 (FA: 2009),25,1,"$1,417,000","$1,417,000"
73,Joselio Hanson,Cornerback,2008-2008 (FA: 2009),26,1,"$1,417,000","$1,417,000"
73,Gerald Sensabaugh,Safety,2008-2008 (FA: 2009),24,1,"$1,417,000","$1,417,000"
73,James Butler,Safety,2008-2008 (FA: 2009),25,1,"$1,417,000","$1,417,000"
73,Ceandris Brown,Cornerback,2008-2008 (FA: 2009),25,1,"$1,417,000","$1,417,000"
79,Yeremiah Bell,Safety,2008-2008 (FA: 2009),30,1,"$1,400,000","$1,400,000"
33,Steve Gregory,Safety,2008-2011 (FA: 2012),24,4,"$4,800,000","$1,200,000"
88,Glenn Earl,Safety,2008-2008 (FA: 2009),26,1,"$1,200,000","$1,200,000"
