rank,player-name,rank-position,year signed,age,year 2,value,average/year
1,Darrelle Revis,Cornerback,2013-2018 (FA: 2019),27,6,"$96,000,000","$16,000,000"
2,Dashon Goldson,Free Safety,2013-2017 (FA: 2018),28,5,"$41,250,000","$8,250,000"
4,Reshad Jones,Strong Safety,2013-2017 (FA: 2018),25,4,"$28,012,000","$7,003,000"
5,Kam Chancellor,Strong Safety,2013-2017 (FA: 2018),25,4,"$28,002,008","$7,000,502"
30,Jairus Byrd,Free Safety,2013-2013 (FA: 2014),26,1,"$6,916,000","$6,916,000"
8,Morgan Burnett,Strong Safety,2013-2017 (FA: 2018),24,4,"$24,750,000","$6,187,500"
3,William Moore,Strong Safety,2013-2017 (FA: 2018),27,5,"$30,000,000","$6,000,000"
9,LaRon Landry,Safety,2013-2016 (FA: 2017),28,4,"$24,000,000","$6,000,000"
12,Cary Williams,Cornerback,2013-2015 (FA: 2016),28,3,"$17,000,000","$5,666,667"
14,Sean Smith,Cornerback,2013-2015 (FA: 2016),25,3,"$16,500,000","$5,500,000"
33,Brent Grimes,Cornerback,2013-2013 (FA: 2014),29,1,"$5,500,000","$5,500,000"
6,Keenan Lewis,Cornerback,2013-2017 (FA: 2018),26,5,"$25,550,000","$5,110,000"
7,Chris Houston,Cornerback,2013-2017 (FA: 2018),28,5,"$25,000,000","$5,000,000"
11,Derek Cox,Cornerback,2013-2016 (FA: 2017),26,4,"$20,000,000","$5,000,000"
16,Ed Reed,Safety,2013-2015 (FA: 2016),34,3,"$15,000,000","$5,000,000"
23,Dominique Rodgers-Cromartie,Cornerback,2013-2013 (FA: 2014),26,2,"$10,000,000","$5,000,000"
43,Aqib Talib,Cornerback,2013-2013 (FA: 2014),27,1,"$4,860,000","$4,860,000"
17,Greg Toler,Cornerback,2013-2015 (FA: 2016),28,3,"$14,250,000","$4,750,000"
10,Glover Quin,Free Safety,2013-2017 (FA: 2018),27,5,"$23,500,000","$4,700,000"
18,Dunta Robinson,Cornerback,2013-2015 (FA: 2016),30,3,"$13,750,000","$4,583,333"
12,Leodis McKelvin,Cornerback,2013-2016 (FA: 2017),27,4,"$17,000,000","$4,250,000"
15,Kyle Arrington,Cornerback,2013-2017 (FA: 2018),26,4,"$16,000,000","$4,000,000"
47,Corey Webster,Cornerback,2013-2013 (FA: 2014),30,1,"$4,000,000","$4,000,000"
29,Louis Delmas,Free Safety,2013-2014 (FA: 2015),25,2,"$7,715,000","$3,857,500"
20,Roman Harper,Strong Safety,2013-2015 (FA: 2016),30,3,"$10,500,000","$3,500,000"
20,Jerraud Powers,Cornerback,2013-2015 (FA: 2016),25,3,"$10,500,000","$3,500,000"
23,Patrick Chung,Strong Safety,2013-2015 (FA: 2016),25,3,"$10,000,000","$3,333,333"
19,Dee Milliner,Cornerback,2013-2016 (FA: 2017),21,4,"$12,661,000","$3,165,250"
64,Chris Clemons,Free Safety,2013-2013 (FA: 2014),27,1,"$2,750,000","$2,750,000"
