rank,player-name,rank-position,year signed,age,year 2,value,average/year
1,Josh Norman,Cornerback,2016-2020 (FA: 2021),28,5,"$75,000,000","$15,000,000"
2,Patrick Peterson,Cornerback,2016-2020 (FA: 2021),24,5,"$70,050,000","$14,010,000"
27,Trumaine Johnson,Cornerback,2016-2016 (FA: 2017),26,1,"$13,952,000","$13,952,000"
27,Josh Norman,Cornerback,2016-2016 (FA: 0),28,1,"$13,952,000","$13,952,000"
3,Janoris Jenkins,Cornerback,2016-2020 (FA: 2021),27,5,"$62,500,000","$12,500,000"
3,Tyrann Mathieu,Free Safety,2016-2021 (FA: 2022),24,5,"$62,500,000","$12,500,000"
6,Darius Slay,Cornerback,2016-2020 (FA: 2021),25,4,"$48,150,000","$12,037,500"
35,Eric Berry,Strong Safety,2016-2016 (FA: 2017),27,1,"$10,806,000","$10,806,000"
5,Harrison Smith,Free Safety,2016-2021 (FA: 2022),27,5,"$51,250,000","$10,250,000"
7,Sean Smith,Cornerback,2016-2019 (FA: 2020),28,4,"$38,000,000","$9,500,000"
7,Robert Alford,Cornerback,2016-2020 (FA: 2021),28,4,"$38,000,000","$9,500,000"
10,Malcolm Jenkins,Free Safety,2016-2020 (FA: 2021),28,4,"$35,000,000","$8,750,000"
12,David Amerson,Cornerback,2016-2020 (FA: 2021),24,4,"$33,930,000","$8,482,500"
18,Adam-Pacman Jones,Cornerback,2016-2018 (FA: 2019),32,3,"$22,000,000","$7,333,333"
9,Tashaun Gipson,Free Safety,2016-2020 (FA: 2021),25,5,"$36,000,000","$7,200,000"
10,Rodney McLeod,Free Safety,2016-2019 (FA: 2020),25,5,"$35,000,000","$7,000,000"
14,Darian Stewart,Free Safety,2016-2020 (FA: 2021),28,4,"$28,000,000","$7,000,000"
29,Brent Grimes,Cornerback,2016-2017 (FA: 2018),32,2,"$13,500,000","$6,750,000"
15,Eric Weddle,Free Safety,2016-2019 (FA: 2020),31,4,"$26,000,000","$6,500,000"
13,George Iloka,Free Safety,2016-2020 (FA: 2021),25,5,"$30,000,000","$6,000,000"
16,Jalen Ramsey,Cornerback,2016-2020 (FA: 2021),21,4,"$23,351,000","$5,837,750"
