rank,player-name,rank-position,year signed,age,year 2,value,average/year
21,Trumaine Johnson,Cornerback,2017-2017 (FA: 2018),27,1,"$16,742,400","$16,742,400"
2,Xavier Rhodes,Cornerback,2017-2022 (FA: 2023),27,5,"$70,100,000","$14,020,000"
3,Desmond Trufant,Cornerback,2017-2022 (FA: 2023),26,5,"$68,750,000","$13,750,000"
4,A.J. Bouye,Cornerback,2017-2021 (FA: 2022),25,5,"$67,500,000","$13,500,000"
1,Eric Berry,Strong Safety,2017-2022 (FA: 2023),28,6,"$78,000,000","$13,000,000"
5,Stephon Gilmore,Cornerback,2017-2021 (FA: 2022),26,5,"$65,000,000","$13,000,000"
6,Reshad Jones,Strong Safety,2017-2022 (FA: 2023),29,5,"$60,000,000","$12,000,000"
8,Kam Chancellor,Strong Safety,2017-2020 (FA: 2021),29,3,"$36,000,000","$12,000,000"
7,Dre Kirkpatrick,Cornerback,2017-2021 (FA: 2022),27,5,"$52,500,000","$10,500,000"
11,Logan Ryan,Cornerback,2017-2019 (FA: 2020),26,3,"$30,000,000","$10,000,000"
12,Joe Haden,Cornerback,2017-2019 (FA: 2020),28,3,"$27,000,000","$9,000,000"
9,Tony Jefferson,Strong Safety,2017-2020 (FA: 2021),25,4,"$34,000,000","$8,500,000"
42,Prince Amukamara,Cornerback,2017-2017 (FA: 2018),27,1,"$7,000,000","$7,000,000"
13,Barry Church,Strong Safety,2017-2020 (FA: 2021),29,4,"$26,000,000","$6,500,000"
28,Glover Quin,Free Safety,2017-2019 (FA: 2020),31,2,"$13,000,000","$6,500,000"
14,John Cyprien,Strong Safety,2017-2020 (FA: 2021),26,4,"$25,000,000","$6,250,000"
10,Micah Hyde,Strong Safety,2017-2021 (FA: 2022),26,5,"$30,500,000","$6,100,000"
15,T.J. McDonald,Free Safety,2017-2021 (FA: 2022),26,4,"$24,010,000","$6,002,500"
16,Brandon Carr,Cornerback,2017-2020 (FA: 2021),30,4,"$23,500,000","$5,875,000"
17,Jahleel Addae,Strong Safety,2017-2020 (FA: 2021),27,4,"$22,500,000","$5,625,000"
18,Jamal Adams,Strong Safety,2017-2021 (FA: 2022),21,4,"$22,258,738","$5,564,685"
34,Darrelle Revis,Cornerback,2017-2018 (FA: 2019),32,2,"$11,000,000","$5,500,000"
22,Marcus Cooper,Cornerback,2017-2019 (FA: 2020),27,3,"$16,000,000","$5,333,333"
25,Andre Hal,Free Safety,2017-2020 (FA: 2021),25,3,"$15,000,000","$5,000,000"
53,Morris Claiborne,Cornerback,2017-2017 (FA: 2018),27,1,"$5,000,000","$5,000,000"
26,Quintin Demps,Strong Safety,2017-2019 (FA: 2020),31,3,"$13,500,000","$4,500,000"
26,D.J. Swearinger,Free Safety,2017-2019 (FA: 2020),25,3,"$13,500,000","$4,500,000"
19,Captain Munnerlyn,Cornerback,2017-2020 (FA: 2021),28,4,"$17,500,000","$4,375,000"
20,Duron Harmon,Strong Safety,2017-2020 (FA: 2021),26,4,"$17,000,000","$4,250,000"
30,Antoine Bethea,Free Safety,2017-2019 (FA: 2020),32,3,"$12,750,000","$4,250,000"
22,Daniel Sorensen,Strong Safety,2017-2020 (FA: 2021),27,4,"$16,000,000","$4,000,000"
63,T.J. Ward,Strong Safety,2017-2017 (FA: 2018),30,1,"$4,000,000","$4,000,000"
64,Malcolm Butler,Cornerback,2017-2017 (FA: 2018),27,1,"$3,910,000","$3,910,000"
40,Kayvon Webster,Cornerback,2017-2018 (FA: 2019),26,2,"$7,750,000","$3,875,000"
24,Marshon Lattimore,Cornerback,2017-2021 (FA: 2022),21,4,"$15,359,563","$3,839,891"
66,D.J. Hayden,Cornerback,2017-2017 (FA: 2018),26,1,"$3,750,000","$3,750,000"
68,Nate Allen,Free Safety,2017-2017 (FA: 2018),29,1,"$3,400,000","$3,400,000"
38,Nolan Carroll,Cornerback,2017-2019 (FA: 2020),30,3,"$10,000,000","$3,333,333"
28,Jordan Poyer,Free Safety,2017-2020 (FA: 2021),25,4,"$13,000,000","$3,250,000"
72,Terence Newman,Cornerback,2017-2017 (FA: 2018),38,1,"$3,250,000","$3,250,000"
31,Malik Hooker,Safety,2017-2020 (FA: 2021),21,4,"$12,599,908","$3,149,977"
