rank,player-name,rank-position,year signed,age,year 2,value,average/year
3,Nnamdi Asomugha,Cornerback,2009-2010 (FA: 2011),27,3,"$45,466,000","$15,155,333"
28,Dunta Robinson,Cornerback,2009-2009 (FA: 2010),27,1,"$9,957,000","$9,957,000"
1,DeAngelo Hall,Cornerback,2009-2014 (FA: 2015),25,6,"$55,000,000","$9,166,667"
2,Chris Gamble,Cornerback,2009-2014 (FA: 2015),25,6,"$52,750,000","$8,791,667"
5,Kelvin Hayden,Cornerback,2009-2013 (FA: 2014),25,5,"$43,000,000","$8,600,000"
6,Adrian Wilson,Safety,2009-2013 (FA: 2014),29,5,"$36,500,000","$7,300,000"
4,Corey Webster,Cornerback,2009-2014 (FA: 2015),26,6,"$43,500,000","$7,250,000"
10,Domonique Foxworth,Cornerback,2009-2012 (FA: 2013),25,4,"$27,200,000","$6,800,000"
7,Antoine Winfield,Cornerback,2009-2013 (FA: 2014),31,5,"$33,600,000","$6,720,000"
35,Oshiomogho Atogwe,Safety,2009-2009 (FA: 2010),27,1,"$6,342,021","$6,342,021"
13,Ron Bartell,Cornerback,2009-2012 (FA: 2013),26,4,"$25,000,000","$6,250,000"
22,Will Allen,Safety,2009-2011 (FA: 2012),30,2,"$12,200,000","$6,100,000"
8,Cedric Griffin,Cornerback,2009-2013 (FA: 2010),26,5,"$28,500,000","$5,700,000"
9,Gibril Wilson,Safety,2009-2013 (FA: 2014),27,5,"$27,500,000","$5,500,000"
14,Jabari Greer,Cornerback,2009-2012 (FA: 2013),27,4,"$22,000,000","$5,500,000"
11,Terrence McGee,Cornerback,2009-2013 (FA: 2014),28,5,"$27,000,000","$5,400,000"
11,Brian Dawkins,Safety,2009-2013 (FA: 2014),35,5,"$27,000,000","$5,400,000"
17,Yeremiah Bell,Safety,2009-2012 (FA: 2013),30,4,"$20,000,000","$5,000,000"
25,Bryant McFadden,Cornerback,2009-2010 (FA: 2011),27,2,"$10,000,000","$5,000,000"
32,Phillip Buchanon,Cornerback,2009-2010 (FA: 2011),28,2,"$8,500,000","$4,250,000"
15,Joselio Hanson,Cornerback,2009-2013 (FA: 2014),27,5,"$21,000,000","$4,200,000"
16,Andre' Goodman,Cornerback,2009-2013 (FA: 2014),30,5,"$20,400,000","$4,080,000"
19,Chris Johnson,Cornerback,2009-2012 (FA: 2013),29,4,"$15,400,000","$3,850,000"
18,Malcolm Jenkins,Free Safety,2009-2013 (FA: 2014),21,5,"$19,000,000","$3,800,000"
24,Eugene Wilson,Cornerback,2009-2011 (FA: 2012),28,3,"$11,115,000","$3,705,000"
20,James Butler,Safety,2009-2012 (FA: 2013),26,4,"$14,000,000","$3,500,000"
49,Nick Collins,Safety,2009-2009 (FA: 2010),25,1,"$3,349,500","$3,349,500"
34,Drayton Florence,Cornerback,2009-2010 (FA: 2011),28,2,"$6,600,000","$3,300,000"
21,Clinton Hart,Safety,2009-2012 (FA: 2013),31,4,"$12,250,000","$3,062,500"
29,Tarell Brown,Cornerback,2009-2013 (FA: 2014),22,3,"$9,112,502","$3,037,501"
30,James Sanders,Safety,2009-2011 (FA: 2012),25,3,"$9,000,000","$3,000,000"
25,Samari Rolle,Cornerback,2009-2012 (FA: 2013),32,4,"$10,000,000","$2,500,000"
25,Renaldo Hill,Safety,2009-2012 (FA: 2013),30,4,"$10,000,000","$2,500,000"
38,Chris Carr,Cornerback,2009-2010 (FA: 2011),25,2,"$5,000,000","$2,500,000"
33,Vincent Fuller,Safety,2009-2011 (FA: 2012),26,3,"$7,050,000","$2,350,000"
23,Vontae Davis,Cornerback,2009-2013 (FA: 2014),21,5,"$11,250,000","$2,250,000"
30,Chris Crocker,Safety,2009-2012 (FA: 2013),28,4,"$9,000,000","$2,250,000"
63,Leigh Bodden,Cornerback,2009-2009 (FA: 2010),27,1,"$2,250,000","$2,250,000"
42,Eric King,Cornerback,2009-2010 (FA: 2011),26,2,"$4,250,000","$2,125,000"
70,Sean Jones,Safety,2009-2009 (FA: 2010),26,1,"$2,000,000","$2,000,000"
70,Ceandris Brown,Cornerback,2009-2009 (FA: 2010),26,1,"$2,000,000","$2,000,000"
37,Jim Leonhard,Safety,2009-2011 (FA: 2012),26,3,"$5,875,000","$1,958,333"
85,Will Allen,Strong Safety,2009-2009 (FA: 2010),26,1,"$1,850,000","$1,850,000"
99,Gerald Sensabaugh,Safety,2009-2009 (FA: 2010),25,1,"$1,750,000","$1,750,000"
101,Darren Sharper,Safety,2009-2009 (FA: 2010),33,1,"$1,700,000","$1,700,000"
104,Brian Williams,Cornerback,2009-2009 (FA: 2010),30,1,"$1,600,000","$1,600,000"
105,Atari Bigby,Safety,2009-2009 (FA: 2010),27,1,"$1,545,000","$1,545,000"
105,Kevin Dockery,Cornerback,2009-2009 (FA: 2010),24,1,"$1,545,000","$1,545,000"
105,Jarrad Page,Safety,2009-2009 (FA: 2010),25,1,"$1,545,000","$1,545,000"
40,Jarrett Bush,Cornerback,2009-2011 (FA: 2012),24,3,"$4,500,000","$1,500,000"
