rank,player-name,rank-position,year signed,age,year 2,value,average/year
1,Trumaine Johnson,Cornerback,2018-2022 (FA: 2023),28,5,"$72,500,000","$14,500,000"
3,Kyle Fuller,Cornerback,2018-2021 (FA: 2022),26,4,"$56,000,000","$14,000,000"
21,Kyle Fuller,Cornerback,2018-2018 (FA: 2019),26,1,"$12,971,000","$12,971,000"
2,Malcolm Butler,Cornerback,2018-2022 (FA: 2023),28,5,"$61,250,000","$12,250,000"
24,LaMarcus Joyner,Free Safety,2018-2018 (FA: 2019),27,1,"$11,287,000","$11,287,000"
5,Casey Hayward,Cornerback,2018-2021 (FA: 2022),28,3,"$33,250,000","$11,083,333"
8,Richard Sherman,Cornerback,2018-2020 (FA: 2021),29,3,"$27,150,000","$9,050,000"
9,Prince Amukamara,Cornerback,2018-2020 (FA: 2021),28,3,"$27,000,000","$9,000,000"
4,Aaron Colvin,Cornerback,2018-2022 (FA: 2023),26,4,"$34,000,000","$8,500,000"
6,Travis Carrie,Cornerback,2018-2021 (FA: 2022),27,4,"$31,000,000","$7,750,000"
7,Denzel Ward,Cornerback,2018-2022 (FA: 2023),21,4,"$29,165,356","$7,291,339"
32,Brent Grimes,Cornerback,2018-2018 (FA: 2019),34,1,"$7,000,000","$7,000,000"
32,Morris Claiborne,Cornerback,2018-2018 (FA: 2019),28,1,"$7,000,000","$7,000,000"
32,Tyrann Mathieu,Free Safety,2018-2018 (FA: 2019),25,1,"$7,000,000","$7,000,000"
9,Bobby McCain,Cornerback,2018-2022 (FA: 2023),24,4,"$27,000,000","$6,750,000"
12,Ricardo Allen,Free Safety,2018-2021 (FA: 2022),26,3,"$19,500,000","$6,500,000"
20,Jaquiski Tartt,Free Safety,2018-2020 (FA: 2021),26,2,"$13,000,000","$6,500,000"
13,D.J. Hayden,Cornerback,2018-2020 (FA: 2021),27,3,"$19,000,000","$6,333,333"
14,Quandre Diggs,Strong Safety,2018-2021 (FA: 2022),25,3,"$18,600,000","$6,200,000"
41,Rashaan Melvin,Cornerback,2018-2018 (FA: 2019),28,1,"$5,500,000","$5,500,000"
16,Kurt Coleman,Free Safety,2018-2020 (FA: 2021),29,3,"$16,350,000","$5,450,000"
17,Nickell Robey-Coleman,Cornerback,2018-2020 (FA: 2021),26,3,"$15,675,000","$5,225,000"
11,Patrick Robinson,Cornerback,2018-2021 (FA: 2022),30,4,"$20,000,000","$5,000,000"
26,Johnathan Joseph,Cornerback,2018-2019 (FA: 2020),33,2,"$10,000,000","$5,000,000"
26,Tramon Williams,Cornerback,2018-2019 (FA: 2020),35,2,"$10,000,000","$5,000,000"
44,Vontae Davis,Cornerback,2018-2018 (FA: 2019),29,1,"$5,000,000","$5,000,000"
18,Morgan Burnett,Strong Safety,2018-2020 (FA: 2021),28,3,"$14,350,000","$4,783,333"
30,Nevin Lawson,Cornerback,2018-2019 (FA: 2020),26,2,"$9,200,000","$4,600,000"
19,Bradley McDougald,Strong Safety,2018-2020 (FA: 2021),27,3,"$13,500,000","$4,500,000"
15,Minkah Fitzpatrick,Safety,2018-2022 (FA: 2023),21,4,"$16,447,773","$4,111,943"
53,Marcus Gilchrist,Strong Safety,2018-2018 (FA: 2019),29,1,"$4,000,000","$4,000,000"
53,E.J. Gaines,Cornerback,2018-2018 (FA: 2019),26,1,"$4,000,000","$4,000,000"
31,Patrick Chung,Strong Safety,2018-2020 (FA: 2021),30,2,"$7,800,000","$3,900,000"
32,Orlando Scandrick,Cornerback,2018-2019 (FA: 2020),31,2,"$7,000,000","$3,500,000"
32,Tavon Wilson,Strong Safety,2018-2019 (FA: 2020),27,2,"$7,000,000","$3,500,000"
63,Deshawn Shead,Cornerback,2018-2018 (FA: 2019),29,1,"$3,350,000","$3,350,000"
26,Terrance Mitchell,Cornerback,2018-2020 (FA: 2021),25,3,"$10,000,000","$3,333,333"
37,Ross Cockrell,Cornerback,2018-2019 (FA: 2020),26,2,"$6,600,000","$3,300,000"
39,Johnson Bademosi,Cornerback,2018-2019 (FA: 2020),27,2,"$6,250,000","$3,125,000"
22,Derwin James,Safety,2018-2022 (FA: 2023),21,4,"$12,388,956","$3,097,239"
23,Jaire Alexander,Cornerback,2018-2022 (FA: 2023),21,4,"$12,050,687","$3,012,672"
72,Tramaine Brock,Cornerback,2018-2018 (FA: 2019),29,1,"$3,000,000","$3,000,000"
73,Ricardo Allen,Free Safety,2018-2018 (FA: 2019),26,1,"$2,914,000","$2,914,000"
73,Justin Coleman,Cornerback,2018-2018 (FA: 2019),24,1,"$2,914,000","$2,914,000"
40,Da'Norris Searcy,Strong Safety,2018-2019 (FA: 2020),29,2,"$5,700,000","$2,850,000"
25,Terrell Edmunds,Safety,2018-2021 (FA: 2022),21,4,"$10,697,789","$2,674,447"
42,Cody Davis,Free Safety,2018-2019 (FA: 2020),28,2,"$5,250,000","$2,625,000"
44,Nate Ebner,Free Safety,2018-2019 (FA: 2020),29,2,"$5,000,000","$2,500,000"
99,Reggie Nelson,Free Safety,2018-2018 (FA: 2019),34,1,"$2,500,000","$2,500,000"
29,Mike Hughes,Cornerback,2018-2021 (FA: 2022),21,4,"$9,867,484","$2,466,871"
101,David Amerson,Cornerback,2018-2018 (FA: 2019),26,1,"$2,250,000","$2,250,000"
101,Kayvon Webster,Cornerback,2018-2018 (FA: 2019),27,1,"$2,250,000","$2,250,000"
53,Michael Thomas,Free Safety,2018-2019 (FA: 2020),28,2,"$4,000,000","$2,000,000"
53,Terrence Brooks,Free Safety,2018-2019 (FA: 2020),26,2,"$4,000,000","$2,000,000"
103,Byron Maxwell,Cornerback,2018-2018 (FA: 2019),30,1,"$2,000,000","$2,000,000"
104,Bryce Callahan,Cornerback,2018-2018 (FA: 2019),26,1,"$1,907,000","$1,907,000"
58,Sherrick McManis,Cornerback,2018-2019 (FA: 2020),30,2,"$3,500,000","$1,750,000"
58,Rafael Bush,Free Safety,2018-2019 (FA: 2020),30,2,"$3,500,000","$1,750,000"
106,Chris Maragos,Free Safety,2018-2018 (FA: 2019),30,1,"$1,750,000","$1,750,000"
106,Justin Bethel,Cornerback,2018-2018 (FA: 2019),27,1,"$1,750,000","$1,750,000"
106,Pierre Desir,Cornerback,2018-2018 (FA: 2019),27,1,"$1,750,000","$1,750,000"
130,Corey Graham,Free Safety,2018-2018 (FA: 2019),33,1,"$1,715,000","$1,715,000"
38,Josh Jackson,Cornerback,2018-2021 (FA: 2022),22,4,"$6,256,100","$1,564,025"
222,Kenny Vaccaro,Strong Safety,2018-2018 (FA: 2019),27,1,"$1,500,000","$1,500,000"
222,Marcus Cooper,Cornerback,2018-2018 (FA: 2019),28,1,"$1,500,000","$1,500,000"
222,Tre Boston,Free Safety,2018-2018 (FA: 2019),26,1,"$1,500,000","$1,500,000"
222,Adrian Phillips,Free Safety,2018-2018 (FA: 2019),25,1,"$1,500,000","$1,500,000"
226,Orlando Scandrick,Cornerback,2018-2018 (FA: 2019),31,1,"$1,415,000","$1,415,000"
227,Marcus Sherels,Cornerback,2018-2018 (FA: 2019),30,1,"$1,400,000","$1,400,000"
228,Eric Reid,Strong Safety,2018-2018 (FA: 2019),26,1,"$1,390,000","$1,390,000"
81,Keith Tandy,Free Safety,2018-2019 (FA: 2020),29,2,"$2,740,000","$1,370,000"
83,Walt Aikens,Free Safety,2018-2019 (FA: 2020),26,2,"$2,700,000","$1,350,000"
93,Deshazor Everett,Strong Safety,2018-2019 (FA: 2020),26,2,"$2,600,000","$1,300,000"
93,Brandon King,Free Safety,2018-2019 (FA: 2020),24,2,"$2,600,000","$1,300,000"
240,Dontae Johnson,Cornerback,2018-2018 (FA: 2019),26,1,"$1,300,000","$1,300,000"
43,M.J. Stewart,Cornerback,2018-2021 (FA: 2022),22,4,"$5,083,112","$1,270,778"
241,Josh Shaw,Free Safety,2018-2018 (FA: 2019),26,1,"$1,250,000","$1,250,000"
241,J.J. Wilcox,Free Safety,2018-2018 (FA: 2019),27,1,"$1,250,000","$1,250,000"
100,Don Carey,Strong Safety,2018-2019 (FA: 2020),31,2,"$2,495,000","$1,247,500"
46,Jessie Bates III,Safety,2018-2021 (FA: 2022),21,4,"$4,947,814","$1,236,954"
47,Donte Jackson,Cornerback,2018-2021 (FA: 2022),22,4,"$4,812,524","$1,203,131"
48,Duke Dawson,Cornerback,2018-2021 (FA: 2022),22,4,"$4,744,875","$1,186,219"
49,Isaiah Oliver,Cornerback,2018-2021 (FA: 2022),21,4,"$4,636,643","$1,159,161"
256,Terence Newman,Cornerback,2018-2018 (FA: 2019),39,1,"$1,105,000","$1,105,000"
256,William Gay,Cornerback,2018-2018 (FA: 2019),33,1,"$1,105,000","$1,105,000"
50,Carlton Davis,Cornerback,2018-2021 (FA: 2022),21,4,"$4,393,113","$1,098,278"
51,Sam Beal,Cornerback,2018-2022 (FA: 2023),21,4,"$4,082,294","$1,020,574"
52,Justin Reid,Safety,2018-2021 (FA: 2022),21,4,"$4,063,423","$1,015,856"
308,Dominique Rodgers-Cromartie,Cornerback,2018-2018 (FA: 2019),32,1,"$1,015,000","$1,015,000"
309,Leon Hall,Cornerback,2018-2018 (FA: 2019),33,1,"$1,005,000","$1,005,000"
309,Shareece Wright,Cornerback,2018-2018 (FA: 2019),30,1,"$1,005,000","$1,005,000"
309,Davon House,Cornerback,2018-2018 (FA: 2019),28,1,"$1,005,000","$1,005,000"
312,Sam Shields,Cornerback,2018-2018 (FA: 2019),30,1,"$1,004,999","$1,004,999"
313,Kemal Ishmael,Strong Safety,2018-2018 (FA: 2019),26,1,"$1,000,000","$1,000,000"
313,LaDarius Gunter,Cornerback,2018-2018 (FA: 2019),25,1,"$1,000,000","$1,000,000"
317,Mike Mitchell,Free Safety,2018-2018 (FA: 2019),31,1,"$915,000","$915,000"
317,Kendrick Lewis,Free Safety,2018-2018 (FA: 2019),31,1,"$915,000","$915,000"
317,Shareece Wright,Cornerback,2018-2018 (FA: 2019),31,1,"$915,000","$915,000"
317,Don Carey,Strong Safety,2018-2018 (FA: 2019),31,1,"$915,000","$915,000"
317,Sterling Moore,Cornerback,2018-2018 (FA: 2019),28,1,"$915,000","$915,000"
317,Josh Robinson,Free Safety,2018-2018 (FA: 2019),27,1,"$915,000","$915,000"
317,Leonard Johnson,Cornerback,2018-2018 (FA: 2019),28,1,"$915,000","$915,000"
105,Cyrus Jones,Cornerback,2018-2019 (FA: 2020),24,2,"$1,810,000","$905,000"
324,Teddy Williams,Cornerback,2018-2018 (FA: 2019),29,1,"$880,000","$880,000"
324,George Iloka,Free Safety,2018-2018 (FA: 2019),28,1,"$880,000","$880,000"
324,Leon McFadden,Cornerback,2018-2018 (FA: 2019),27,1,"$880,000","$880,000"
324,Blidi Wreh-Wilson,Cornerback,2018-2018 (FA: 2019),28,1,"$880,000","$880,000"
324,Phillip Gaines,Cornerback,2018-2018 (FA: 2019),26,1,"$880,000","$880,000"
324,Jaylen Watkins,Cornerback,2018-2018 (FA: 2019),26,1,"$880,000","$880,000"
324,Bashaud Breeland,Cornerback,2018-2018 (FA: 2019),26,1,"$880,000","$880,000"
57,Tracy Walker,Safety,2018-2021 (FA: 2022),23,4,"$3,511,988","$877,997"
331,Eddie Pleasant,Free Safety,2018-2018 (FA: 2019),29,1,"$875,000","$875,000"
60,Rashaan Gaulden,Safety,2018-2021 (FA: 2022),23,4,"$3,449,906","$862,477"
61,Ronnie Harrison,Safety,2018-2021 (FA: 2022),21,4,"$3,388,032","$847,008"
62,Tarvarius Moore,Free Safety,2018-2022 (FA: 2023),21,4,"$3,351,372","$837,843"
64,Isaac Yiadom,Cornerback,2018-2021 (FA: 2022),22,4,"$3,323,266","$830,817"
332,B.W. Webb,Cornerback,2018-2018 (FA: 2019),28,1,"$815,000","$815,000"
218,David Amerson,Cornerback,2018-2019 (FA: 2020),26,2,"$1,595,000","$797,500"
218,Lorenzo Doss,Cornerback,2018-2019 (FA: 2020),23,2,"$1,595,000","$797,500"
333,Kelcie McCray,Strong Safety,2018-2018 (FA: 2019),29,1,"$795,000","$795,000"
65,Troy Apke,Safety,2018-2021 (FA: 2022),22,4,"$3,163,635","$790,909"
334,Eddie Pleasant,Free Safety,2018-2018 (FA: 2019),29,1,"$790,000","$790,000"
334,Chris Lewis-Harris,Cornerback,2018-2018 (FA: 2019),29,1,"$790,000","$790,000"
334,Jamar Taylor,Cornerback,2018-2018 (FA: 2019),28,1,"$790,000","$790,000"
334,J.J. Wilcox,Free Safety,2018-2018 (FA: 2019),27,1,"$790,000","$790,000"
334,Shamarko Thomas,Strong Safety,2018-2018 (FA: 2019),27,1,"$790,000","$790,000"
334,B.W. Webb,Cornerback,2018-2018 (FA: 2019),27,1,"$790,000","$790,000"
334,Steven Terrell,Cornerback,2018-2018 (FA: 2019),27,1,"$790,000","$790,000"
334,Marcus Cromartie,Cornerback,2018-2018 (FA: 2019),27,1,"$790,000","$790,000"
334,Dontae Johnson,Cornerback,2018-2018 (FA: 2019),26,1,"$790,000","$790,000"
334,Bene Benwikere,Cornerback,2018-2018 (FA: 2019),27,1,"$790,000","$790,000"
334,Nat Berhe,Strong Safety,2018-2018 (FA: 2019),26,1,"$790,000","$790,000"
334,Demetri Goodson,Cornerback,2018-2018 (FA: 2019),28,1,"$790,000","$790,000"
334,Robert Nelson,Cornerback,2018-2018 (FA: 2019),27,1,"$790,000","$790,000"
334,Marcus Williams,Cornerback,2018-2018 (FA: 2019),27,1,"$790,000","$790,000"
334,Thomas DeCoud,Safety,2018-2018 (FA: 2019),32,1,"$790,000","$790,000"
334,Jeron Johnson,Strong Safety,2018-2018 (FA: 2019),30,1,"$790,000","$790,000"
334,Corey White,Cornerback,2018-2018 (FA: 2019),27,1,"$790,000","$790,000"
334,Keith Tandy,Free Safety,2018-2018 (FA: 2019),29,1,"$790,000","$790,000"
334,Robert Golden,Free Safety,2018-2018 (FA: 2019),27,1,"$790,000","$790,000"
334,Deshawn Shead,Cornerback,2018-2018 (FA: 2019),30,1,"$790,000","$790,000"
66,Nick Nelson,Cornerback,2018-2021 (FA: 2022),21,4,"$3,158,680","$789,670"
67,Jordan Whitehead,Safety,2018-2021 (FA: 2022),21,4,"$3,127,257","$781,814"
68,Anthony Averett,Cornerback,2018-2021 (FA: 2022),23,4,"$3,120,997","$780,249"
69,Taron Johnson,Cornerback,2018-2021 (FA: 2022),21,4,"$3,106,068","$776,517"
70,Armani Watts,Safety,2018-2021 (FA: 2022),22,4,"$3,092,235","$773,059"
71,Avonte Maddox,Cornerback,2018-2021 (FA: 2022),22,4,"$3,085,914","$771,479"
220,Marqueston Huff,Free Safety,2018-2019 (FA: 2020),25,2,"$1,510,000","$755,000"
220,Craig Mager,Cornerback,2018-2019 (FA: 2020),26,2,"$1,510,000","$755,000"
354,Demontre Hurst,Cornerback,2018-2018 (FA: 2019),26,1,"$705,000","$705,000"
354,Dexter McDougle,Cornerback,2018-2018 (FA: 2019),26,1,"$705,000","$705,000"
354,Kenneth Acker,Cornerback,2018-2018 (FA: 2019),26,1,"$705,000","$705,000"
354,Antone Exum,Safety,2018-2018 (FA: 2019),27,1,"$705,000","$705,000"
354,Quinten Rollins,Cornerback,2018-2018 (FA: 2019),26,1,"$705,000","$705,000"
354,Ibraheim Campbell,Strong Safety,2018-2018 (FA: 2019),26,1,"$705,000","$705,000"
354,Josh Shaw,Free Safety,2018-2018 (FA: 2019),26,1,"$705,000","$705,000"
354,Tony Lippett,Cornerback,2018-2018 (FA: 2019),26,1,"$705,000","$705,000"
354,Anthony Harris,Free Safety,2018-2018 (FA: 2019),26,1,"$705,000","$705,000"
354,Troy Hill,Cornerback,2018-2018 (FA: 2019),26,1,"$705,000","$705,000"
75,D.J. Reed,Safety,2018-2021 (FA: 2022),21,4,"$2,771,371","$692,843"
229,Obi Melifonwu,Safety,2018-2019 (FA: 2020),24,2,"$1,380,000","$690,000"
229,Lenzy Pipkins,Cornerback,2018-2019 (FA: 2020),25,2,"$1,380,000","$690,000"
76,Tre Flowers,Cornerback,2018-2021 (FA: 2022),24,4,"$2,758,729","$689,682"
77,Marcus Allen,Safety,2018-2021 (FA: 2022),21,4,"$2,752,637","$688,159"
78,Davontae Harris,Cornerback,2018-2021 (FA: 2022),23,4,"$2,748,574","$687,144"
79,Dane Cruikshank,Cornerback,2018-2021 (FA: 2022),23,4,"$2,747,894","$686,974"
