rank,player-name,rank-position,year signed,age,year 2,value,average/year
1,Darrelle Revis,Cornerback,2015-2019 (FA: 2020),29,5,"$70,121,060","$14,024,212"
2,Joe Haden,Cornerback,2015-2019 (FA: 2020),25,5,"$67,500,000","$13,500,000"
3,Byron Maxwell,Cornerback,2015-2020 (FA: 2021),27,6,"$63,000,000","$10,500,000"
6,Jimmy Smith,Cornerback,2015-2019 (FA: 2020),26,4,"$41,102,000","$10,275,500"
4,Devin McCourty,Free Safety,2015-2019 (FA: 2020),27,5,"$47,500,000","$9,500,000"
7,Brandon Flowers,Cornerback,2015-2018 (FA: 2019),29,4,"$36,400,000","$9,100,000"
5,Chris Harris,Cornerback,2015-2019 (FA: 2020),25,5,"$42,500,000","$8,500,000"
8,Kareem Jackson,Strong Safety,2015-2018 (FA: 2019),26,4,"$34,000,000","$8,500,000"
9,Antonio Cromartie,Cornerback,2015-2018 (FA: 2019),27,4,"$32,000,000","$8,000,000"
9,Chris Culliver,Cornerback,2015-2018 (FA: 2019),26,4,"$32,000,000","$8,000,000"
18,Tramon Williams,Cornerback,2015-2017 (FA: 2018),32,3,"$21,000,000","$7,000,000"
25,Johnathan Joseph,Cornerback,2015-2017 (FA: 2018),31,2,"$13,500,000","$6,750,000"
11,Aaron Williams,Strong Safety,2015-2018 (FA: 2019),23,4,"$26,007,844","$6,501,961"
12,Buster Skrine,Cornerback,2015-2018 (FA: 2019),25,4,"$25,000,000","$6,250,000"
14,Davon House,Cornerback,2015-2018 (FA: 2019),25,4,"$24,500,000","$6,125,000"
20,Cary Williams,Cornerback,2015-2017 (FA: 2018),30,3,"$18,000,000","$6,000,000"
15,Da'Norris Searcy,Strong Safety,2015-2018 (FA: 2019),26,4,"$23,750,000","$5,937,500"
16,Nate Allen,Free Safety,2015-2018 (FA: 2019),27,4,"$23,000,000","$5,750,000"
17,Marcus Gilchrist,Strong Safety,2015-2018 (FA: 2019),26,4,"$22,000,000","$5,500,000"
21,Lardarius Webb,Cornerback,2015-2017 (FA: 2018),29,3,"$16,250,000","$5,416,667"
12,Ron Parker,Free Safety,2015-2019 (FA: 2020),27,5,"$25,000,000","$5,000,000"
22,Perrish Cox,Cornerback,2015-2017 (FA: 2018),28,3,"$15,000,000","$5,000,000"
22,Brandon Browner,Cornerback,2015-2017 (FA: 2018),30,3,"$15,000,000","$5,000,000"
22,Justin Bethel,Cornerback,2015-2017 (FA: 2018),25,3,"$15,000,000","$5,000,000"
27,Rahim Moore,Free Safety,2015-2017 (FA: 2018),25,3,"$12,000,000","$4,000,000"
19,Orlando Scandrick,Cornerback,2015-2019 (FA: 2020),27,5,"$19,000,000","$3,800,000"
28,Antrel Rolle,Strong Safety,2015-2017 (FA: 2018),32,3,"$11,250,000","$3,750,000"
34,Will Hill,Strong Safety,2015-2016 (FA: 2017),25,2,"$7,006,045","$3,503,023"
