rank,player-name,rank-position,year signed,age,year 2,value,average/year
2,Michael Huff,Safety,2006-2010 (FA: 2011),23,5,"$43,200,000","$8,640,000"
1,Charles Woodson,Strong Safety,2006-2012 (FA: 2013),29,7,"$52,700,000","$7,528,571"
18,Nate Clements,Cornerback,2006-2006 (FA: 2007),26,1,"$7,226,000","$7,226,000"
3,Ed Reed,Safety,2006-2012 (FA: 2013),27,7,"$40,085,000","$5,726,429"
4,Brian Williams,Cornerback,2006-2011 (FA: 2012),26,6,"$32,000,000","$5,333,333"
5,Chris Hope,Safety,2006-2011 (FA: 2012),25,6,"$30,585,010","$5,097,502"
6,Ronde Barber,Safety,2006-2010 (FA: 2011),30,5,"$24,000,000","$4,800,000"
7,Ike Taylor,Cornerback,2006-2010 (FA: 2011),25,5,"$23,750,000","$4,750,000"
9,Terrence McGee,Cornerback,2006-2009 (FA: 2010),25,4,"$17,750,000","$4,437,500"
8,Donte Whitner,Strong Safety,2006-2010 (FA: 2011),20,5,"$21,000,750","$4,200,150"
10,Corey Chavous,Safety,2006-2010 (FA: 2011),30,5,"$16,000,000","$3,200,000"
20,Brian Dawkins,Safety,2006-2008 (FA: 2009),32,2,"$6,200,000","$3,100,000"
15,John Lynch,Safety,2006-2008 (FA: 2009),34,3,"$9,155,000","$3,051,667"
13,Will Allen,Safety,2006-2009 (FA: 2010),27,4,"$12,000,000","$3,000,000"
11,Tye Hill,Cornerback,2006-2010 (FA: 2011),24,5,"$12,600,000","$2,520,000"
12,Antonio Cromartie,Cornerback,2006-2010 (FA: 2011),22,5,"$12,500,000","$2,500,000"
21,Lawyer Milloy,Safety,2006-2008 (FA: 2009),32,3,"$6,000,000","$2,000,000"
21,R.W. McQuarters,Cornerback,2006-2008 (FA: 2009),29,3,"$6,000,000","$2,000,000"
21,Renaldo Hill,Safety,2006-2008 (FA: 2009),27,3,"$6,000,000","$2,000,000"
14,Kelly Jennings,Cornerback,2006-2010 (FA: 2011),23,5,"$9,700,000","$1,940,000"
17,Dexter Jackson,Safety,2006-2009 (FA: 2010),28,4,"$7,400,000","$1,850,000"
19,Ryan Clark,Safety,2006-2009 (FA: 2010),26,4,"$7,000,000","$1,750,000"
16,Johnathan Joseph,Cornerback,2006-2010 (FA: 2011),22,5,"$8,200,000","$1,640,000"
24,Andre' Goodman,Cornerback,2006-2008 (FA: 2009),27,3,"$4,900,000","$1,633,333"
33,Walt Harris,Cornerback,2006-2007 (FA: 2008),31,2,"$2,720,000","$1,360,000"
25,Troy Vincent,Cornerback,2006-2008 (FA: 2009),35,3,"$3,935,000","$1,311,667"
26,Daniel Bullocks,Safety,2006-2009 (FA: 2010),23,4,"$3,702,500","$925,625"
44,Tebucky Jones,Safety,2006-2007 (FA: 2008),31,2,"$1,780,000","$890,000"
27,Roman Harper,Strong Safety,2006-2009 (FA: 2010),23,4,"$3,554,500","$888,625"
28,Danieal Manning,Safety,2006-2009 (FA: 2010),23,4,"$3,530,000","$882,500"
34,Clinton Hart,Safety,2006-2008 (FA: 2009),28,3,"$2,485,000","$828,333"
29,Cedric Griffin,Cornerback,2006-2009 (FA: 2010),23,4,"$3,230,000","$807,500"
30,Jimmy Williams,Safety,2006-2009 (FA: 2010),22,4,"$3,170,000","$792,500"
31,Bernard Pollard,Safety,2006-2008 (FA: 2009),21,4,"$3,010,000","$752,500"
77,Shaun Williams,Safety,2006-2006 (FA: 2007),29,1,"$750,000","$750,000"
78,Donnie Nickey,Safety,2006-2006 (FA: 2007),25,1,"$721,600","$721,600"
78,Quintin Mikell,Safety,2006-2006 (FA: 2007),25,1,"$721,600","$721,600"
37,Corey Ivy,Cornerback,2006-2008 (FA: 2009),28,3,"$2,160,000","$720,000"
32,Richard Marshall,Cornerback,2006-2009 (FA: 2010),21,4,"$2,862,756","$715,689"
80,Duane Starks,Cornerback,2006-2006 (FA: 2007),31,1,"$710,000","$710,000"
35,Ashton Youboty,Cornerback,2006-2009 (FA: 2010),22,4,"$2,395,000","$598,750"
82,Ralph Brown,Cornerback,2006-2006 (FA: 2007),27,1,"$585,000","$585,000"
82,Will James,Cornerback,2006-2006 (FA: 2007),26,1,"$585,000","$585,000"
36,Eric Smith,Safety,2006-2009 (FA: 2010),23,4,"$2,187,500","$546,875"
56,Anthony Smith,Safety,2006-2008 (FA: 2009),22,3,"$1,601,500","$533,833"
57,David Pittman,Cornerback,2006-2008 (FA: 2009),22,3,"$1,570,000","$523,333"
38,Darnell Bing,Safety,2006-2009 (FA: 2010),21,4,"$2,081,000","$520,250"
39,Ko Simpson,Safety,2006-2009 (FA: 2010),22,4,"$2,075,000","$518,750"
40,Will Blackmon,Cornerback,2006-2009 (FA: 2010),21,4,"$2,043,500","$510,875"
41,Alan Zemaitis,Cornerback,2006-2009 (FA: 2010),24,4,"$2,020,000","$505,000"
85,Donald Strickland,Cornerback,2006-2006 (FA: 2007),15,1,"$500,000","$500,000"
58,Calvin Lowry,Safety,2006-2008 (FA: 2009),23,3,"$1,445,000","$481,667"
74,Chris Johnson,Cornerback,2006-2007 (FA: 2008),26,2,"$940,000","$470,000"
