rank,player-name,rank-position,year signed,age,year 2,value,average/year
2,Richard Sherman,Cornerback,2014-2018 (FA: 2019),26,4,"$56,000,000","$14,000,000"
23,Darrelle Revis,Cornerback,2014-2014 (FA: 2015),28,1,"$12,000,000","$12,000,000"
4,Earl Thomas,Free Safety,2014-2018 (FA: 2019),24,4,"$40,000,000","$10,000,000"
5,Sam Shields,Cornerback,2014-2017 (FA: 2018),26,4,"$39,000,000","$9,750,000"
1,Aqib Talib,Cornerback,2014-2019 (FA: 2020),28,6,"$57,000,000","$9,500,000"
3,Jairus Byrd,Free Safety,2014-2019 (FA: 2020),27,6,"$54,000,000","$9,000,000"
6,Vontae Davis,Cornerback,2014-2017 (FA: 2018),25,4,"$36,000,000","$9,000,000"
8,Brent Grimes,Cornerback,2014-2017 (FA: 2018),30,4,"$32,000,000","$8,000,000"
7,Dominique Rodgers-Cromartie,Cornerback,2014-2018 (FA: 2019),27,5,"$35,000,000","$7,000,000"
9,Donte Whitner,Strong Safety,2014-2017 (FA: 2018),28,4,"$28,000,000","$7,000,000"
10,Alterraun Verner,Cornerback,2014-2017 (FA: 2018),25,4,"$25,750,000","$6,437,500"
12,Cortez Allen,Cornerback,2014-2018 (FA: 2019),25,4,"$24,600,000","$6,150,000"
24,Troy Polamalu,Safety,2014-2016 (FA: 2017),32,2,"$11,750,000","$5,875,000"
13,T.J. Ward,Strong Safety,2014-2017 (FA: 2018),27,4,"$22,500,000","$5,625,000"
14,Tim Jennings,Cornerback,2014-2017 (FA: 2018),30,4,"$22,400,000","$5,600,000"
17,Brandon Browner,Cornerback,2014-2016 (FA: 2017),29,3,"$16,800,000","$5,600,000"
26,Cortland Finnegan,Cornerback,2014-2015 (FA: 2016),30,2,"$11,000,000","$5,500,000"
15,Antoine Bethea,Free Safety,2014-2017 (FA: 2018),29,4,"$21,000,000","$5,250,000"
19,Malcolm Jenkins,Free Safety,2014-2016 (FA: 2017),26,3,"$15,500,000","$5,166,667"
11,Mike Mitchell,Free Safety,2014-2018 (FA: 2019),26,5,"$25,000,000","$5,000,000"
21,Charles Godfrey,Strong Safety,2014-2016 (FA: 2017),28,3,"$13,050,000","$4,350,000"
16,DeAngelo Hall,Cornerback,2014-2017 (FA: 2018),30,4,"$17,000,000","$4,250,000"
18,Corey Graham,Free Safety,2014-2017 (FA: 2018),28,4,"$16,300,000","$4,075,000"
25,Captain Munnerlyn,Cornerback,2014-2016 (FA: 2017),25,3,"$11,250,000","$3,750,000"
