position,player_name,team_name,grades_defense,snap_counts_run,rank,Year,player_name,year_signed,age,average/year,sim_sal,diff
LB,Erin Henderson,MIN,65.4,331,27.0,2013,Erin Henderson,2013,26,2000000,5035680.2727272725,-3035680.2727272725
LB,Lawrence Timmons,PIT,64.1,422,29.0,2013,Lawrence Timmons,2013,27,9559150,4840225.7272727275,4718924.2727272725
LB,Paul Posluszny,JAX,63.4,455,30.0,2013,Paul Posluszny,2013,28,7500000,4426589.363636363,3073410.6363636367
LB,Geno Hayes,JAX,63.0,390,31.0,2013,Geno Hayes,2013,25,1000000,4308407.545454546,-3308407.545454546
LB,Wesley Woodyard,DEN,61.9,281,33.0,2013,Wesley Woodyard,2013,26,2500000,4308407.545454546,-1808407.5454545459
LB,A.J. Hawk,GB,61.3,440,34.0,2013,A.J. Hawk,2013,28,3533333,4444771.181818182,-911438.1818181816
LB,Joe Mays,HST,60.9,295,36.0,2013,Joe Mays,2013,27,1100000,4376589.363636363,-3276589.3636363633
LB,Brad Jones,GB,60.5,303,38.0,2013,Brad Jones,2013,26,3750000,4216666.636363637,-466666.6363636367
LB,D'Qwell Jackson,CLV,60.2,449,39.0,2013,D'Qwell Jackson,2013,29,7700000,3773484.8181818184,3926515.1818181816
LB,Rey Maualuga,CIN,59.6,296,40.0,2013,Rey Maualuga,2013,26,3250000,4159848.4545454546,-909848.4545454546
LB,Dannell Ellerbe,MIA,59.1,409,43.0,2013,Dannell Ellerbe,2013,27,7000000,4278030.2727272725,2721969.7272727275
LB,James Anderson,CHI,56.2,456,49.0,2013,James Anderson,2013,29,1250000,4429545.454545454,-3179545.454545454
LB,DeMeco Ryans,PHI,56.0,443,51.0,2013,DeMeco Ryans,2013,28,7800000,4625000.0,3175000.0
LB,Kevin Burnett,LV,54.9,380,52.0,2013,Kevin Burnett,2013,30,2625000,5022272.7272727275,-2397272.7272727275
LB,Jameel McClain,BLT,52.9,204,55.0,2013,Jameel McClain,2013,27,5250000,4810909.090909091,439090.9090909092
LB,David Hawthorne,NO,50.2,383,58.0,2013,David Hawthorne,2013,27,3800000,4967000.0,-1167000.0
LB,Philip Wheeler,MIA,48.0,432,59.0,2013,Philip Wheeler,2013,28,5200000,4741111.111111111,458888.888888889
LB,Jon Beason,NYG,48.0,307,59.0,2013,Jon Beason,2013,27,3250000,5177500.0,-1927500.0
LB,Chad Greenway,MIN,47.7,412,61.0,2013,Chad Greenway,2013,29,8120000,4802857.142857143,3317142.8571428573
LB,London Fletcher,WAS,45.3,408,64.0,2013,London Fletcher,2013,37,5375000,5165833.333333333,209166.66666666698
LB,Patrick Willis,SF,90.4,444,1.0,2012,Patrick Willis,2012,27,10000000,8105096.5,1894903.5
LB,Lawrence Timmons,PIT,87.7,381,3.0,2012,Lawrence Timmons,2012,26,9559150,8061511.285714285,1497638.7142857146
LB,Daryl Washington,ARZ,82.8,490,5.0,2012,Daryl Washington,2012,25,8000000,7366322.375,633677.625
LB,Derrick Johnson,KC,79.7,452,6.0,2012,Derrick Johnson,2012,29,5530000,6625619.888888889,-1095619.888888889
LB,Karlos Dansby,MIA,76.0,405,9.0,2012,Karlos Dansby,2012,30,8420000,6488057.9,1931942.0999999996
LB,Jerod Mayo,NE,75.6,447,10.0,2012,Jerod Mayo,2012,25,7121429,5942476.909090909,1178952.0909090908
LB,DeMeco Ryans,PHI,73.4,467,11.0,2012,DeMeco Ryans,2012,27,7800000,5733386.0,2066614.0
LB,Wesley Woodyard,DEN,71.8,362,16.0,2012,Wesley Woodyard,2012,25,2500000,5394675.363636363,-2894675.3636363633
LB,Philip Wheeler,LV,71.4,422,17.0,2012,Philip Wheeler,2012,27,700000,5281039.0,-4581039.0
LB,Kevin Burnett,MIA,71.0,393,18.0,2012,Kevin Burnett,2012,29,5250000,4841948.090909091,408051.9090909092
LB,Jerrell Freeman,IND,70.6,446,19.0,2012,Jerrell Freeman,2012,25,486667,4758311.7272727275,-4271644.7272727275
LB,D'Qwell Jackson,CLV,70.6,436,19.0,2012,D'Qwell Jackson,2012,28,7700000,4574545.454545454,3125454.545454546
LB,Lance Briggs,CHI,70.0,361,21.0,2012,Lance Briggs,2012,31,5833333,4213939.363636363,1619393.6363636367
LB,A.J. Hawk,GB,69.9,428,22.0,2012,A.J. Hawk,2012,27,6750000,4161848.4545454546,2588151.5454545454
LB,Tim Dobbins,HST,69.7,133,24.0,2012,Tim Dobbins,2012,29,700000,4386090.909090909,-3686090.909090909
LB,Paul Posluszny,JAX,69.4,517,25.0,2012,Paul Posluszny,2012,27,7500000,4647000.0,2853000.0
LB,Stephen Tulloch,DET,68.7,395,27.0,2012,Stephen Tulloch,2012,27,5100000,4777939.363636363,322060.6363636367
LB,Nick Barnett,BUF,68.2,433,29.0,2012,Nick Barnett,2012,30,3833333,4577939.363636363,-744606.3636363633
LB,Dannell Ellerbe,BLT,67.9,357,30.0,2012,Dannell Ellerbe,2012,26,1927000,4186272.727272727,-2259272.727272727
LB,Takeo Spikes,LAC,66.7,312,35.0,2012,Takeo Spikes,2012,35,3166667,3777181.8181818184,-610514.8181818184
LB,Chad Greenway,MIN,63.1,420,39.0,2012,Chad Greenway,2012,28,8120000,4009000.0,4111000.0
LB,Jovan Belcher,KC,63.1,199,39.0,2012,Jovan Belcher,2012,24,1927000,4054454.5454545454,-2127454.5454545454
LB,Curtis Lofton,NO,62.5,449,41.0,2012,Curtis Lofton,2012,25,5500000,3681727.272727273,1818272.727272727
LB,JoLonn Dunbar,LA,62.4,412,42.0,2012,JoLonn Dunbar,2012,27,1525000,3810515.1818181816,-2285515.1818181816
LB,Nick Roach,CHI,62.1,299,43.0,2012,Nick Roach,2012,27,2250000,3817151.5454545454,-1567151.5454545454
LB,Dan Connor,DAL,61.9,175,44.0,2012,Dan Connor,2012,26,3250000,3811090.909090909,-561090.9090909092
LB,Bart Scott,NYJ,61.6,337,45.0,2012,Bart Scott,2012,31,8000000,3891090.909090909,4108909.090909091
LB,Keith Brooking,DEN,60.9,252,47.0,2012,Keith Brooking,2012,36,1000000,3796818.1818181816,-2796818.1818181816
LB,Jameel McClain,BLT,60.2,338,48.0,2012,Jameel McClain,2012,26,5250000,3371818.1818181816,1878181.8181818184
LB,Russell Allen,JAX,60.0,506,49.0,2012,Russell Allen,2012,25,2000000,3483181.8181818184,-1483181.8181818184
LB,Larry Foote,PIT,59.7,381,50.0,2012,Larry Foote,2012,31,3100000,3701363.6363636362,-601363.6363636362
LB,David Harris,NYJ,59.5,496,52.0,2012,David Harris,2012,28,9000000,3860454.5454545454,5139545.454545455
LB,Bradie James,HST,59.3,317,53.0,2012,Bradie James,2012,31,890000,3621818.1818181816,-2731818.1818181816
LB,Chase Blackburn,NYG,59.0,383,54.0,2012,Chase Blackburn,2012,28,825000,3849090.909090909,-3024090.909090909
LB,Justin Durant,DET,58.5,350,55.0,2012,Justin Durant,2012,26,2750000,3508181.8181818184,-758181.8181818184
LB,Jonathan Vilma,NO,57.7,217,56.0,2012,Jonathan Vilma,2012,29,4650000,3659000.0,991000.0
LB,Michael Boley,NYG,55.4,327,57.0,2012,Michael Boley,2012,29,5000000,3721111.111111111,1278888.888888889
LB,London Fletcher,WAS,53.5,372,59.0,2012,London Fletcher,2012,36,5375000,3061250.0,2313750.0
LB,Stephen Nicholas,ATL,51.1,407,61.0,2012,Stephen Nicholas,2012,29,3500000,3371428.5714285714,128571.42857142864
LB,Paris Lenon,ARZ,50.9,461,62.0,2012,Paris Lenon,2012,34,1500000,3795833.3333333335,-2295833.3333333335
