position,player_name,team_name,grades_defense,snap_counts_pass_play,rank,Year,player_name,year_signed,age,average/year,sim_sal,diff
CB,Ross Cockrell,PIT,71.1,812,56.0,2016,Ross Cockrell,2016,24,600000,7402113.636363637,-6802113.636363637
S,Darian Stewart,DEN,71.1,633,56.0,2016,Darian Stewart,2016,28,7000000,7720295.454545454,-720295.4545454541
S,Shawn Williams,CIN,71.0,571,58.0,2016,Shawn Williams,2016,25,5046250,7788477.2727272725,-2742227.2727272725
S,Jairus Byrd,NO,70.2,583,61.0,2016,Jairus Byrd,2016,29,9000000,6970295.454545454,2029704.5454545459
CB,Trumaine Johnson,LA,70.0,605,63.0,2016,Trumaine Johnson,2016,26,13952000,6679386.363636363,7272613.636363637
S,Corey Graham,BUF,69.8,599,65.0,2016,Corey Graham,2016,30,4075000,5943022.7272727275,-1868022.7272727275
CB,Kareem Jackson,HST,69.6,541,67.0,2016,Kareem Jackson,2016,27,8500000,6120568.181818182,2379431.8181818184
S,Mike Mitchell,PIT,69.0,797,72.0,2016,Mike Mitchell,2016,28,5000000,5870568.181818182,-870568.1818181816
S,George Iloka,CIN,68.0,665,81.0,2016,George Iloka,2016,25,6000000,6345954.545454546,-345954.5454545459
CB,Orlando Scandrick,DAL,67.9,497,82.0,2016,Orlando Scandrick,2016,28,3800000,6141409.090909091,-2341409.090909091
S,Dwight Lowery,LAC,67.9,640,82.0,2016,Dwight Lowery,2016,30,2400000,5384409.090909091,-2984409.090909091
S,Bradley McDougald,TB,67.4,622,85.0,2016,Bradley McDougald,2016,25,2553000,5354863.636363637,-2801863.6363636367
S,Isa Abdul-Quddus,MIA,67.3,592,86.0,2016,Isa Abdul-Quddus,2016,27,4250000,5082136.363636363,-832136.3636363633
CB,Jimmy Smith,BLT,67.2,380,88.0,2016,Jimmy Smith,2016,27,10275500,5263954.545454546,5011545.454545454
CB,Johnathan Joseph,HST,67.2,480,88.0,2016,Johnathan Joseph,2016,32,6750000,5370621.181818182,1379378.8181818184
S,T.J. Ward,DEN,66.7,582,91.0,2016,T.J. Ward,2016,29,5625000,5091075.7272727275,533924.2727272725
CB,Captain Munnerlyn,MIN,66.5,461,92.0,2016,Captain Munnerlyn,2016,27,3750000,5736530.2727272725,-1986530.2727272725
CB,Prince Amukamara,JAX,66.3,546,93.0,2016,Prince Amukamara,2016,26,5500000,6275575.7272727275,-775575.7272727275
CB,Tramon Williams,CLV,65.8,381,95.0,2016,Tramon Williams,2016,33,7000000,6089212.090909091,910787.9090909092
CB,Jason McCourty,TEN,65.6,557,98.0,2016,Jason McCourty,2016,29,7173333,5518712.090909091,1654620.9090909092
CB,Rashaan Melvin,IND,65.5,419,99.0,2016,Rashaan Melvin,2016,26,725000,5815984.818181818,-5090984.818181818
CB,Robert Alford,ATL,65.5,903,99.0,2016,Robert Alford,2016,28,9500000,6579549.545454546,2920450.454545454
CB,David Amerson,LV,64.9,621,103.0,2016,David Amerson,2016,24,8482500,6375004.090909091,2107495.909090909
CB,Brice McCain,TEN,64.1,636,107.0,2016,Brice McCain,2016,29,2200000,6268943.454545454,-4068943.454545454
S,Andrew Sendejo,MIN,64.1,556,107.0,2016,Andrew Sendejo,2016,28,4000000,6132579.818181818,-2132579.8181818184
CB,Brandon Carr,DAL,64.0,751,109.0,2016,Brandon Carr,2016,29,10020000,6616822.2727272725,3403177.7272727275
CB,Darrelle Revis,NYJ,63.8,545,110.0,2016,Darrelle Revis,2016,30,14024212,6627276.818181818,7396935.181818182
S,Rafael Bush,DET,63.8,367,110.0,2016,Rafael Bush,2016,28,1500000,6045458.636363637,-4545458.636363637
CB,Shareece Wright,BLT,63.4,426,115.0,2016,Shareece Wright,2016,28,4333333,5335685.909090909,-1002352.9090909092
S,Marcus Gilchrist,NYJ,62.7,510,118.0,2016,Marcus Gilchrist,2016,27,5500000,5350231.363636363,149768.6363636367
S,Tyrann Mathieu,ARZ,62.3,362,121.0,2016,Tyrann Mathieu,2016,24,12500000,6213867.7272727275,6286132.2727272725
CB,Sterling Moore,NO,62.3,522,121.0,2016,Sterling Moore,2016,26,840000,5780231.363636363,-4940231.363636363
CB,Leodis McKelvin,PHI,62.2,373,123.0,2016,Leodis McKelvin,2016,30,3100000,5073484.818181818,-1973484.8181818184
S,Duke Ihenacho,WAS,61.9,396,124.0,2016,Duke Ihenacho,2016,26,675000,5026666.636363637,-4351666.636363637
CB,Nolan Carroll,PHI,61.4,582,128.0,2016,Nolan Carroll,2016,29,2360000,4694090.909090909,-2334090.909090909
CB,Joe Haden,CLV,61.3,482,129.0,2016,Joe Haden,2016,26,13500000,4255454.545454546,9244545.454545453
S,Antoine Bethea,SF,59.4,609,133.0,2016,Antoine Bethea,2016,31,5250000,3641818.1818181816,1608181.8181818184
CB,Buster Skrine,NYJ,59.2,499,134.0,2016,Buster Skrine,2016,26,6250000,3813939.3636363638,2436060.6363636362
S,Donte Whitner,WAS,57.2,356,140.0,2016,Donte Whitner,2016,30,985000,3608484.8181818184,-2623484.8181818184
CB,B.W. Webb,NO,56.8,419,141.0,2016,B.W. Webb,2016,25,675000,4365303.0,-3690303.0
S,Michael Thomas,MIA,56.7,362,142.0,2016,Michael Thomas,2016,25,675000,4514393.909090909,-3839393.909090909
CB,Jeremy Lane,SEA,55.2,561,145.0,2016,Jeremy Lane,2016,25,5750000,3356212.090909091,2393787.909090909
S,Patrick Chung,NE,54.4,773,146.0,2016,Patrick Chung,2016,28,2733333,3333484.8181818184,-600151.8181818184
CB,Corey White,BUF,54.3,264,147.0,2016,Corey White,2016,25,840000,3041833.3,-2201833.3
CB,Vontae Davis,IND,52.7,526,151.0,2016,Vontae Davis,2016,27,9000000,3270370.3333333335,5729629.666666666
CB,Tracy Porter,CHI,49.4,576,154.0,2016,Tracy Porter,2016,29,4000000,3594791.625,405208.375
CB,Leonard Johnson,CAR,46.3,348,157.0,2016,Leonard Johnson,2016,26,760000,4011904.714285714,-3251904.714285714
CB,Perrish Cox,TEN,42.9,429,159.0,2016,Perrish Cox,2016,29,5000000,3722222.1666666665,1277777.8333333335
S,Charles Woodson,LV,90.1,737,3.0,2015,Charles Woodson,2015,38,3200000,4776347.166666667,-1576347.166666667
CB,Josh Norman,CAR,85.7,856,5.0,2015,Josh Norman,2015,27,574750,5094440.428571428,-4519690.428571428
S,Kurt Coleman,CAR,84.3,827,7.0,2015,Kurt Coleman,2015,26,1400000,4723260.375,-3323260.375
CB,Richard Sherman,SEA,79.9,688,9.0,2015,Richard Sherman,2015,27,14000000,5254009.222222222,8745990.777777778
CB,Johnathan Joseph,HST,79.9,580,9.0,2015,Johnathan Joseph,2015,31,6750000,5428608.3,1321391.7000000002
S,Patrick Chung,NE,78.8,667,14.0,2015,Patrick Chung,2015,27,2733333,5276007.545454546,-2542674.545454546
S,Reshad Jones,MIA,78.0,625,16.0,2015,Reshad Jones,2015,27,7003000,5033189.363636363,1969810.6363636367
S,Darian Stewart,DEN,77.7,647,18.0,2015,Darian Stewart,2015,26,2125000,5450636.363636363,-3325636.3636363633
S,Devin McCourty,NE,77.1,694,20.0,2015,Devin McCourty,2015,27,9500000,5777909.090909091,3722090.909090909
CB,Dominique Rodgers-Cromartie,NYG,76.6,555,22.0,2015,Dominique Rodgers-Cromartie,2015,28,7000000,5232454.545454546,1767545.4545454541
CB,Captain Munnerlyn,MIN,76.4,558,24.0,2015,Captain Munnerlyn,2015,26,3750000,4833000.0,-1083000.0
CB,Delvin Breaux,NO,75.8,579,26.0,2015,Delvin Breaux,2015,25,529000,5147015.181818182,-4618015.181818182
S,Malcolm Jenkins,PHI,75.8,733,26.0,2015,Malcolm Jenkins,2015,27,5166667,5010378.818181818,156288.18181818165
S,Mike Mitchell,PIT,75.4,784,29.0,2015,Mike Mitchell,2015,27,5000000,4863560.636363637,136439.3636363633
S,Eric Weddle,LAC,75.3,448,30.0,2015,Eric Weddle,2015,30,8000000,4295378.818181818,3704621.1818181816
S,Rodney McLeod,LA,74.9,715,32.0,2015,Rodney McLeod,2015,24,2356000,4545378.818181818,-2189378.8181818184
S,Morgan Burnett,GB,74.4,506,33.0,2015,Morgan Burnett,2015,26,6187500,5068106.090909091,1119393.9090909092
CB,Sean Smith,KC,74.0,642,36.0,2015,Sean Smith,2015,27,5500000,5656378.818181818,-156378.81818181835
CB,Malcolm Butler,NE,73.0,798,40.0,2015,Malcolm Butler,2015,25,510000,5595772.7272727275,-5085772.7272727275
S,Walter Thurmond,PHI,72.6,729,43.0,2015,Walter Thurmond,2015,27,3250000,5777636.545454546,-2527636.545454546
CB,Sam Shields,GB,72.6,501,43.0,2015,Sam Shields,2015,27,9750000,5550363.818181818,4199636.181818182
CB,Aqib Talib,DEN,72.5,780,46.0,2015,Aqib Talib,2015,29,9500000,5790727.454545454,3709272.545454546
S,Donte Whitner,CLV,71.6,494,48.0,2015,Donte Whitner,2015,29,7000000,6046409.2727272725,953590.7272727275
S,Reggie Nelson,CIN,71.6,730,48.0,2015,Reggie Nelson,2015,31,4500000,5599591.090909091,-1099591.0909090908
S,Kam Chancellor,SEA,71.4,472,50.0,2015,Kam Chancellor,2015,27,7000502,5648682.0,1351820.0
S,Marcus Gilchrist,NYJ,70.8,696,53.0,2015,Marcus Gilchrist,2015,26,5500000,5694136.545454546,-194136.54545454588
S,Ron Parker,KC,70.6,794,55.0,2015,Ron Parker,2015,27,5000000,6082701.2727272725,-1082701.2727272725
CB,Vontae Davis,IND,70.1,636,56.0,2015,Vontae Davis,2015,26,9000000,5400883.090909091,3599116.909090909
S,Michael Thomas,MIA,70.1,367,56.0,2015,Michael Thomas,2015,24,585000,4969064.909090909,-4384064.909090909
S,Will Allen,PIT,68.9,617,62.0,2015,Will Allen,2015,32,1050000,5099746.7272727275,-4049746.7272727275
S,Antrel Rolle,CHI,68.6,236,63.0,2015,Antrel Rolle,2015,32,3750000,4599701.090909091,-849701.0909090908
CB,Darrelle Revis,NYJ,68.5,584,64.0,2015,Darrelle Revis,2015,29,14024212,4826973.818181818,9197238.181818182
CB,Patrick Robinson,LAC,68.5,448,64.0,2015,Patrick Robinson,2015,27,2000000,4883792.0,-2883792.0
CB,Terence Newman,MIN,68.2,625,67.0,2015,Terence Newman,2015,36,2250000,4201973.818181818,-1951973.8181818184
S,Da'Norris Searcy,TEN,68.2,490,67.0,2015,Da'Norris Searcy,2015,26,5937500,4206064.7272727275,1731435.2727272725
CB,William Gay,PIT,67.8,788,71.0,2015,William Gay,2015,30,1500000,4189701.090909091,-2689701.090909091
CB,Brent Grimes,MIA,67.6,535,72.0,2015,Brent Grimes,2015,31,8000000,4039701.090909091,3960298.909090909
S,T.J. Ward,DEN,67.4,571,73.0,2015,T.J. Ward,2015,28,5625000,3537500.0,2087500.0
S,Isa Abdul-Quddus,DET,66.9,403,75.0,2015,Isa Abdul-Quddus,2015,26,1500000,3494318.1818181816,-1994318.1818181816
CB,Trevin Wade,NYG,66.8,371,76.0,2015,Trevin Wade,2015,25,630000,3782197.0,-3152197.0
S,Quintin Demps,HST,66.4,519,78.0,2015,Quintin Demps,2015,30,870000,4060606.090909091,-3190606.090909091
S,Tyvon Branch,KC,66.3,411,79.0,2015,Tyvon Branch,2015,28,2100000,4001547.0,-1901547.0
CB,Kareem Jackson,HST,65.7,429,80.0,2015,Kareem Jackson,2015,26,8500000,3910637.909090909,4589362.090909091
CB,Sterling Moore,TB,65.7,412,80.0,2015,Sterling Moore,2015,25,1525000,3667456.090909091,-2142456.090909091
CB,Lardarius Webb,BLT,65.4,558,82.0,2015,Lardarius Webb,2015,29,5416667,3731706.090909091,1684960.9090909092
S,Jairus Byrd,NO,65.0,514,87.0,2015,Jairus Byrd,2015,28,9000000,4044887.909090909,4955112.090909091
CB,Robert Alford,ATL,64.9,555,88.0,2015,Robert Alford,2015,26,850350,4522615.181818182,-3672265.1818181816
CB,Tramon Williams,CLV,64.3,551,91.0,2015,Tramon Williams,2015,32,7000000,4384887.909090909,2615112.090909091
CB,Shareece Wright,BLT,63.7,325,92.0,2015,Shareece Wright,2015,27,2950000,4066706.090909091,-1116706.0909090908
S,Barry Church,DAL,63.6,508,94.0,2015,Barry Church,2015,27,2206750,4109887.909090909,-1903137.9090909092
S,Corey Graham,BUF,63.4,612,96.0,2015,Corey Graham,2015,29,4075000,3810645.4545454546,264354.5454545454
CB,Davon House,JAX,63.2,647,99.0,2015,Davon House,2015,25,6125000,3078827.272727273,3046172.727272727
S,Bradley McDougald,TB,63.2,518,99.0,2015,Bradley McDougald,2015,24,585000,3165159.090909091,-2580159.090909091
CB,Perrish Cox,TEN,63.0,400,101.0,2015,Perrish Cox,2015,28,5000000,2749250.0,2250750.0
CB,Charles Tillman,CAR,62.6,490,102.0,2015,Charles Tillman,2015,34,2000000,2646977.272727273,-646977.2727272729
S,Roman Harper,CAR,62.5,724,103.0,2015,Roman Harper,2015,32,2125000,2521363.6363636362,-396363.63636363624
S,Dwight Lowery,IND,62.3,659,105.0,2015,Dwight Lowery,2015,29,950000,3085045.4545454546,-2135045.4545454546
S,Kendrick Lewis,BLT,62.3,574,105.0,2015,Kendrick Lewis,2015,28,1800000,2955500.0,-1155500.0
S,Mike Adams,IND,62.0,487,108.0,2015,Mike Adams,2015,33,2425000,2970045.4545454546,-545045.4545454546
CB,Nolan Carroll,PHI,61.8,456,109.0,2015,Nolan Carroll,2015,28,1825000,2624590.909090909,-799590.9090909092
CB,Kyle Wilson,NO,61.6,368,110.0,2015,Kyle Wilson,2015,27,825000,3353681.8181818184,-2528681.8181818184
CB,Jimmy Smith,BLT,61.0,624,111.0,2015,Jimmy Smith,2015,26,10275500,4115045.4545454546,6160454.545454545
S,Glover Quin,DET,60.8,569,112.0,2015,Glover Quin,2015,29,4700000,4255954.545454546,444045.4545454541
CB,Phillip Adams,ATL,60.6,322,113.0,2015,Phillip Adams,2015,26,745000,4728681.818181818,-3983681.8181818184
S,Rashad Johnson,ARZ,60.6,635,113.0,2015,Rashad Johnson,2015,29,1200000,5258227.2727272725,-4058227.2727272725
CB,Brandon Carr,DAL,59.3,601,116.0,2015,Brandon Carr,2015,28,10020000,5178681.818181818,4841318.181818182
CB,Byron Maxwell,PHI,58.4,552,120.0,2015,Byron Maxwell,2015,27,10500000,5649136.363636363,4850863.636363637
CB,Darius Butler,IND,57.6,413,122.0,2015,Darius Butler,2015,28,2500000,4794090.909090909,-2294090.909090909
S,Michael Griffin,TEN,57.5,526,124.0,2015,Michael Griffin,2015,30,7000000,4616818.181818182,2383181.8181818184
S,Dashon Goldson,WAS,57.3,640,126.0,2015,Dashon Goldson,2015,30,8250000,4867272.7272727275,3382727.2727272725
CB,Will Blackmon,WAS,57.1,548,127.0,2015,Will Blackmon,2015,30,950000,5343409.090909091,-4393409.090909091
CB,Cary Williams,WAS,57.1,377,127.0,2015,Cary Williams,2015,30,6000000,4977954.545454546,1022045.4545454541
CB,Tracy Porter,CHI,56.9,523,131.0,2015,Tracy Porter,2015,28,870000,4750681.818181818,-3880681.8181818184
CB,Brice McCain,MIA,56.4,400,133.0,2015,Brice McCain,2015,28,2750000,5091590.909090909,-2341590.909090909
CB,Jerraud Powers,ARZ,56.2,579,134.0,2015,Jerraud Powers,2015,27,3500000,4546136.363636363,-1046136.3636363633
CB,Alterraun Verner,TB,55.5,386,136.0,2015,Alterraun Verner,2015,26,6437500,3849318.1818181816,2588181.8181818184
S,William Moore,ATL,55.3,289,137.0,2015,William Moore,2015,29,6000000,3842045.4545454546,2157954.5454545454
CB,Antonio Cromartie,NYJ,53.6,604,140.0,2015,Antonio Cromartie,2015,27,8000000,3364318.1818181816,4635681.818181818
CB,Buster Skrine,NYJ,52.5,530,143.0,2015,Buster Skrine,2015,25,6250000,3497348.4545454546,2752651.5454545454
S,Andrew Sendejo,MIN,51.7,533,145.0,2015,Andrew Sendejo,2015,27,1000000,3679166.6363636362,-2679166.6363636362
CB,Neiko Thorpe,LV,51.2,351,146.0,2015,Neiko Thorpe,2015,25,585000,4188257.5454545454,-3603257.5454545454
S,Brandon Meriweather,NYG,50.9,512,147.0,2015,Brandon Meriweather,2015,31,870000,4057575.727272727,-3187575.727272727
CB,E.J. Biggers,PHI,49.9,403,149.0,2015,E.J. Biggers,2015,27,745000,3863333.3,-3118333.3
S,Sergio Brown,JAX,47.4,329,153.0,2015,Sergio Brown,2015,26,2333333,3403703.6666666665,-1070370.6666666665
CB,Greg Toler,IND,42.0,437,158.0,2015,Greg Toler,2015,30,4750000,3047916.625,1702083.375
CB,Brandon Flowers,LAC,38.1,384,159.0,2015,Brandon Flowers,2015,29,9100000,3340476.1428571427,5759523.857142857
CB,Brandon Browner,NO,27.4,633,160.0,2015,Brandon Browner,2015,30,5000000,3799722.1666666665,1200277.8333333335
CB,Vontae Davis,IND,93.3,638,1.0,2014,Vontae Davis,2014,25,9000000,7741666.666666667,1258333.333333333
CB,Richard Sherman,SEA,90.5,730,3.0,2014,Richard Sherman,2014,26,14000000,8350000.0,5650000.0
S,Eric Weddle,LAC,90.3,617,4.0,2014,Eric Weddle,2014,29,8000000,7433750.0,566250.0
S,Glover Quin,DET,88.1,737,6.0,2014,Glover Quin,2014,28,4700000,6941111.111111111,-2241111.111111111
S,Antoine Bethea,SF,87.7,649,7.0,2014,Antoine Bethea,2014,29,5250000,6947300.0,-1697300.0
CB,Sean Smith,KC,87.1,627,10.0,2014,Sean Smith,2014,26,5500000,6452090.909090909,-952090.9090909092
CB,Darrelle Revis,NE,84.1,761,12.0,2014,Darrelle Revis,2014,28,12000000,5777090.909090909,6222909.090909091
S,Mike Adams,IND,82.3,749,14.0,2014,Mike Adams,2014,33,1020000,4597090.909090909,-3577090.909090909
CB,Orlando Scandrick,DAL,81.4,629,15.0,2014,Orlando Scandrick,2014,27,3000000,4240272.7272727275,-1240272.7272727275
S,Reshad Jones,MIA,81.0,449,18.0,2014,Reshad Jones,2014,26,7003000,3894818.1818181816,3108181.8181818184
S,Dawan Landry,NYJ,80.6,594,19.0,2014,Dawan Landry,2014,31,1500000,3690272.727272727,-2190272.727272727
S,James Ihedigbo,DET,80.0,600,20.0,2014,James Ihedigbo,2014,30,1575000,3826682.0,-2251682.0
CB,Rashean Mathis,DET,79.4,708,21.0,2014,Rashean Mathis,2014,33,1020000,3144863.8181818184,-2124863.8181818184
CB,Corey Graham,BUF,79.3,490,22.0,2014,Corey Graham,2014,28,4075000,3129863.8181818184,945136.1818181816
S,Kurt Coleman,KC,79.2,332,23.0,2014,Kurt Coleman,2014,25,900000,3493500.1818181816,-2593500.1818181816
CB,Brandon Flowers,LAC,79.0,497,25.0,2014,Brandon Flowers,2014,28,3000000,2956863.8181818184,43136.18181818165
S,Kam Chancellor,SEA,78.2,635,26.0,2014,Kam Chancellor,2014,26,7000502,3456863.8181818184,3543638.1818181816
S,Reggie Nelson,CIN,78.2,724,26.0,2014,Reggie Nelson,2014,30,4500000,3783379.0,716621.0
S,Jim Leonhard,CLV,78.1,337,28.0,2014,Jim Leonhard,2014,31,855000,3827015.3636363638,-2972015.3636363638
S,Donte Whitner,CLV,78.1,679,28.0,2014,Donte Whitner,2014,28,7000000,3592924.4545454546,3407075.5454545454
S,Patrick Chung,NE,77.6,576,30.0,2014,Patrick Chung,2014,26,1100000,4096333.5454545454,-2996333.5454545454
CB,Dominique Rodgers-Cromartie,NYG,77.1,471,31.0,2014,Dominique Rodgers-Cromartie,2014,27,7000000,3941788.090909091,3058211.909090909
S,Malcolm Jenkins,PHI,75.9,707,32.0,2014,Malcolm Jenkins,2014,26,5166667,4191742.4545454546,974924.5454545454
S,Ryan Mundy,CHI,75.4,563,33.0,2014,Ryan Mundy,2014,29,1500000,4055378.8181818184,-2555378.8181818184
CB,William Gay,PIT,74.2,615,36.0,2014,William Gay,2014,29,1500000,4081060.6363636362,-2581060.6363636362
CB,Alterraun Verner,TB,74.1,500,37.0,2014,Alterraun Verner,2014,25,6437500,4007197.0,2430303.0
S,Darian Stewart,BLT,73.7,546,38.0,2014,Darian Stewart,2014,25,1300000,3959447.0,-2659447.0
CB,Johnathan Joseph,HST,73.6,558,39.0,2014,Johnathan Joseph,2014,30,9750000,3832174.272727273,5917825.727272727
S,Nate Allen,PHI,73.6,657,39.0,2014,Nate Allen,2014,26,3000000,3680659.090909091,-680659.0909090908
S,Husain Abdullah,KC,72.7,623,43.0,2014,Husain Abdullah,2014,28,1137500,4407931.818181818,-3270431.8181818184
S,Morgan Burnett,GB,71.2,639,47.0,2014,Morgan Burnett,2014,25,6187500,4453386.363636363,1734113.6363636367
CB,Josh Norman,CAR,71.2,448,47.0,2014,Josh Norman,2014,26,574750,4068772.727272727,-3494022.727272727
CB,Tim Jennings,CHI,70.9,627,49.0,2014,Tim Jennings,2014,30,5600000,4484681.818181818,1115318.1818181816
CB,Jerraud Powers,ARZ,70.9,571,49.0,2014,Jerraud Powers,2014,26,3500000,3939227.272727273,-439227.27272727294
CB,Aqib Talib,DEN,69.7,671,55.0,2014,Aqib Talib,2014,28,9500000,4393772.7272727275,5106227.2727272725
CB,Darius Butler,IND,69.4,528,56.0,2014,Darius Butler,2014,27,2000000,4359454.545454546,-2359454.545454546
S,Barry Church,DAL,68.8,624,58.0,2014,Barry Church,2014,26,2206750,3869227.272727273,-1662477.272727273
S,Troy Polamalu,PIT,68.0,475,63.0,2014,Troy Polamalu,2014,32,5875000,3880159.090909091,1994840.9090909092
CB,Captain Munnerlyn,MIN,67.8,631,64.0,2014,Captain Munnerlyn,2014,25,3750000,4257431.818181818,-507431.81818181835
CB,Brent Grimes,MIA,67.8,598,64.0,2014,Brent Grimes,2014,30,8000000,4015386.3636363638,3984613.6363636362
S,Dwight Lowery,ATL,67.5,624,67.0,2014,Dwight Lowery,2014,28,760000,3356295.4545454546,-2596295.4545454546
S,Kendrick Lewis,HST,66.9,685,70.0,2014,Kendrick Lewis,2014,27,795000,3689628.8181818184,-2894628.8181818184
CB,Perrish Cox,SF,66.4,588,74.0,2014,Perrish Cox,2014,27,695000,3716287.909090909,-3021287.909090909
CB,Leon Hall,CIN,66.3,611,75.0,2014,Leon Hall,2014,29,9750000,3236742.4545454546,6513257.545454545
CB,Alan Ball,JAX,66.1,306,76.0,2014,Alan Ball,2014,28,837500,3407197.0,-2569697.0
S,Louis Delmas,MIA,65.6,508,77.0,2014,Louis Delmas,2014,26,2250000,2752197.0,-502197.0
CB,Cary Williams,PHI,65.4,704,78.0,2014,Cary Williams,2014,29,5666667,3001287.909090909,2665379.090909091
S,Charles Woodson,LV,65.4,625,78.0,2014,Charles Woodson,2014,37,2500000,3292651.5454545454,-792651.5454545454
S,Ron Parker,KC,63.8,617,85.0,2014,Ron Parker,2014,26,600000,3881590.909090909,-3281590.909090909
S,T.J. Ward,DEN,63.7,743,86.0,2014,T.J. Ward,2014,27,5625000,3881590.909090909,1743409.0909090908
CB,Brice McCain,PIT,63.4,462,89.0,2014,Brice McCain,2014,27,795000,4563030.2727272725,-3768030.2727272725
CB,Antonio Cromartie,ARZ,63.3,678,90.0,2014,Antonio Cromartie,2014,29,3500000,4585757.545454546,-1085757.5454545459
CB,Kyle Arrington,NE,62.9,406,92.0,2014,Kyle Arrington,2014,27,4000000,4570606.0,-570606.0
CB,Jason McCourty,TEN,62.6,613,93.0,2014,Jason McCourty,2014,27,7173333,4429696.909090909,2743636.090909091
CB,Sam Shields,GB,62.5,559,94.0,2014,Sam Shields,2014,26,9750000,4920606.0,4829394.0
CB,Lardarius Webb,BLT,62.5,633,94.0,2014,Lardarius Webb,2014,28,8333333,4456649.181818182,3876683.8181818184
CB,Terence Newman,CIN,62.2,548,96.0,2014,Terence Newman,2014,35,2500000,4384376.545454546,-1884376.5454545459
CB,Cortland Finnegan,MIA,61.3,434,100.0,2014,Cortland Finnegan,2014,30,5500000,4384376.545454546,1115623.4545454541
CB,Darrin Walls,NYJ,61.0,473,103.0,2014,Darrin Walls,2014,25,950000,4193467.4545454546,-3243467.4545454546
S,LaRon Landry,IND,60.8,367,104.0,2014,LaRon Landry,2014,29,6000000,3650437.1818181816,2349562.8181818184
S,Jimmy Wilson,MIA,60.6,474,106.0,2014,Jimmy Wilson,2014,27,521475,2924300.8181818184,-2402825.8181818184
S,Major Wright,TB,59.8,298,109.0,2014,Major Wright,2014,25,1,2416725.090909091,-2416724.090909091
CB,Tarell Brown,LV,59.8,524,109.0,2014,Tarell Brown,2014,29,3500000,2621270.5454545454,878729.4545454546
S,Rafael Bush,NO,57.2,305,115.0,2014,Rafael Bush,2014,26,1900000,3032179.6363636362,-1132179.6363636362
S,Rashad Johnson,ARZ,57.0,721,116.0,2014,Rashad Johnson,2014,28,1200000,3036725.090909091,-1836725.0909090908
S,Thomas DeCoud,CAR,56.0,413,119.0,2014,Thomas DeCoud,2014,28,1762500,2582179.6363636362,-819679.6363636362
S,Stevie Brown,NYG,55.9,345,120.0,2014,Stevie Brown,2014,26,2750000,2664863.727272727,85136.27272727294
CB,Greg Toler,IND,55.9,710,120.0,2014,Greg Toler,2014,29,4750000,2716681.8181818184,2033318.1818181816
CB,Brandon Carr,DAL,55.7,708,122.0,2014,Brandon Carr,2014,27,10020000,2591681.8181818184,7428318.181818182
S,Quintin Demps,NYG,55.5,389,123.0,2014,Quintin Demps,2014,28,1000000,2657590.909090909,-1657590.9090909092
S,Brandon Meriweather,WAS,55.4,364,124.0,2014,Brandon Meriweather,2014,30,1000000,2625804.5454545454,-1625804.5454545454
CB,Robert McClain,ATL,55.4,407,124.0,2014,Robert McClain,2014,25,1431000,2920122.727272727,-1489122.727272727
S,Brandian Ross,LV,54.8,439,127.0,2014,Brandian Ross,2014,24,570000,3179213.6363636362,-2609213.6363636362
S,Roman Harper,CAR,54.2,634,129.0,2014,Roman Harper,2014,31,2125000,2813759.090909091,-688759.0909090908
CB,Bradley Fletcher,PHI,53.6,640,130.0,2014,Bradley Fletcher,2014,27,2625000,2367395.4545454546,257604.5454545454
CB,Robert Alford,ATL,52.9,367,132.0,2014,Robert Alford,2014,25,850350,2326135.4545454546,-1475785.4545454546
S,Mike Mitchell,PIT,52.6,656,134.0,2014,Mike Mitchell,2014,26,5000000,2307499.090909091,2692500.909090909
CB,Brandon Browner,NE,51.9,475,135.0,2014,Brandon Browner,2014,29,5600000,2359226.3636363638,3240773.6363636362
CB,Cassius Vaughn,DET,51.1,324,137.0,2014,Cassius Vaughn,2014,26,730000,2981953.6363636362,-2251953.6363636362
CB,Keenan Lewis,NO,50.2,573,138.0,2014,Keenan Lewis,2014,27,5110000,3425135.4545454546,1684864.5454545454
CB,Chykie Brown,NYG,50.2,340,138.0,2014,Chykie Brown,2014,27,546140,3258771.8181818184,-2712631.8181818184
CB,Antoine Cason,BLT,48.1,423,145.0,2014,Antoine Cason,2014,27,795000,3274194.5454545454,-2479194.5454545454
S,George Wilson,TEN,48.1,482,145.0,2014,George Wilson,2014,32,2000000,2878379.5454545454,-878379.5454545454
S,Antrel Rolle,NYG,47.7,627,147.0,2014,Antrel Rolle,2014,31,7420000,2928379.5454545454,4491620.454545455
S,Michael Griffin,TEN,47.5,629,149.0,2014,Michael Griffin,2014,29,7000000,3612015.909090909,3387984.090909091
CB,E.J. Biggers,WAS,44.5,351,151.0,2014,E.J. Biggers,2014,26,795000,3462217.5,-2667217.5
S,Ryan Clark,WAS,42.9,617,154.0,2014,Ryan Clark,2014,34,1020000,3786226.111111111,-2766226.111111111
CB,Shareece Wright,LAC,41.5,496,156.0,2014,Shareece Wright,2014,27,646035,4160129.375,-3514094.375
CB,Cortez Allen,PIT,34.7,290,159.0,2014,Cortez Allen,2014,25,6150000,4468719.285714285,1681280.7142857146
S,Dashon Goldson,TB,31.8,454,160.0,2014,Dashon Goldson,2014,29,8250000,3976839.1666666665,4273160.833333334
