position,player_name,team_name,grades_defense,snap_counts_pass_play,rank,Year,player_name,year_signed,age,average/year,sim_sal,diff
S,Jairus Byrd,BUF,89.4,401,2.0,2013,Jairus Byrd,2013,26,6916000,8880528.166666666,-1964528.166666666
CB,Brent Grimes,MIA,88.7,650,4.0,2013,Brent Grimes,2013,29,5500000,8671881.285714285,-3171881.2857142854
S,Kam Chancellor,SEA,87.0,746,6.0,2013,Kam Chancellor,2013,25,7000502,8073312.75,-1072810.75
S,Eric Weddle,LAC,85.9,728,7.0,2013,Eric Weddle,2013,28,8000000,7731833.555555556,268166.44444444403
CB,Darrelle Revis,TB,84.7,587,10.0,2013,Darrelle Revis,2013,27,16000000,7108650.2,8891349.8
S,Troy Polamalu,PIT,83.8,650,13.0,2013,Troy Polamalu,2013,32,9866667,6562409.2727272725,3304257.7272727275
S,Antrel Rolle,NYG,81.7,686,18.0,2013,Antrel Rolle,2013,30,7420000,6360954.7272727275,1059045.2727272725
S,Donte Whitner,SF,80.5,734,21.0,2013,Donte Whitner,2013,28,3883333,6610954.7272727275,-2727621.7272727275
CB,Dominique Rodgers-Cromartie,DEN,80.3,612,22.0,2013,Dominique Rodgers-Cromartie,2013,26,5000000,6626666.636363637,-1626666.6363636367
CB,William Gay,PIT,80.3,581,22.0,2013,William Gay,2013,28,1500000,5975530.2727272725,-4475530.2727272725
CB,Captain Munnerlyn,CAR,79.5,679,25.0,2013,Captain Munnerlyn,2013,24,1100000,5278560.545454546,-4178560.545454546
S,Glover Quin,DET,79.0,644,26.0,2013,Glover Quin,2013,27,4700000,4446590.818181818,253409.18181818165
CB,Tramon Williams,GB,77.6,669,29.0,2013,Tramon Williams,2013,30,8250000,3951590.8181818184,4298409.181818182
CB,Jason McCourty,TEN,77.3,635,31.0,2013,Jason McCourty,2013,26,7173333,3871287.8181818184,3302045.1818181816
CB,Alan Ball,JAX,76.6,589,33.0,2013,Alan Ball,2013,27,837500,3474015.090909091,-2636515.090909091
CB,Lardarius Webb,BLT,76.4,607,34.0,2013,Lardarius Webb,2013,27,8333333,4224015.090909091,4109317.909090909
CB,Will Blackmon,JAX,75.9,388,35.0,2013,Will Blackmon,2013,28,715000,4510378.7272727275,-3795378.7272727275
CB,Corey Graham,BLT,75.6,483,36.0,2013,Corey Graham,2013,27,1975000,4174469.6363636362,-2199469.6363636362
CB,Orlando Scandrick,DAL,75.5,689,37.0,2013,Orlando Scandrick,2013,26,3000000,3889015.090909091,-889015.0909090908
CB,Trumaine McBride,NYG,75.1,394,38.0,2013,Trumaine McBride,2013,27,630000,3400530.272727273,-2770530.272727273
CB,Johnathan Joseph,HST,74.9,481,39.0,2013,Johnathan Joseph,2013,29,9750000,3409848.4545454546,6340151.545454545
CB,Leodis McKelvin,BUF,74.5,559,40.0,2013,Leodis McKelvin,2013,27,4250000,2737727.272727273,1512272.727272727
CB,Drayton Florence,CAR,74.3,467,41.0,2013,Drayton Florence,2013,32,1005000,2900000.0,-1895000.0
CB,Keenan Lewis,NO,73.5,602,43.0,2013,Keenan Lewis,2013,26,5110000,3356818.1818181816,1753181.8181818184
S,Charles Woodson,LV,73.2,643,44.0,2013,Charles Woodson,2013,36,1800000,3175000.0,-1375000.0
CB,Chris Crocker,CIN,72.9,387,45.0,2013,Chris Crocker,2013,32,940000,3226818.1818181816,-2286818.1818181816
CB,Rashean Mathis,DET,72.8,486,46.0,2013,Rashean Mathis,2013,32,940000,2387861.3636363638,-1447861.3636363638
CB,Terence Newman,CIN,72.5,535,48.0,2013,Terence Newman,2013,34,2500000,2065134.0909090908,434865.9090909092
S,Michael Griffin,TEN,72.4,541,49.0,2013,Michael Griffin,2013,28,7000000,2157679.5454545454,4842320.454545455
S,Mike Mitchell,CAR,71.7,635,52.0,2013,Mike Mitchell,2013,25,1000000,2056770.4545454546,-1056770.4545454546
S,Rashad Johnson,ARZ,71.6,458,53.0,2013,Rashad Johnson,2013,27,1200000,1984043.1818181819,-784043.1818181819
CB,Jimmy Wilson,MIA,71.5,447,54.0,2013,Jimmy Wilson,2013,26,521475,2137225.0,-1615750.0
CB,Terrell Thomas,NYG,71.1,415,55.0,2013,Terrell Thomas,2013,27,700000,2397225.0,-1697225.0
CB,Sam Shields,GB,70.8,543,56.0,2013,Sam Shields,2013,25,2023000,2579043.1818181816,-556043.1818181816
CB,Kyle Arrington,NE,70.7,570,57.0,2013,Kyle Arrington,2013,26,4000000,2143293.1818181816,1856706.8181818184
S,Darian Stewart,LA,70.3,374,60.0,2013,Darian Stewart,2013,24,1000000,2279656.8181818184,-1279656.8181818184
CB,Bradley Fletcher,PHI,70.0,642,61.0,2013,Bradley Fletcher,2013,26,2625000,2284202.272727273,340797.72727272706
CB,Tim Jennings,CHI,70.0,568,61.0,2013,Tim Jennings,2013,29,3800000,2418613.6363636362,1381386.3636363638
S,Reggie Nelson,CIN,68.8,664,67.0,2013,Reggie Nelson,2013,29,4500000,3265886.3636363638,1234113.6363636362
S,Barry Church,DAL,68.6,626,69.0,2013,Barry Church,2013,25,2206750,3400159.090909091,-1193409.0909090908
S,Jamarca Sanford,MIN,68.4,485,71.0,2013,Jamarca Sanford,2013,27,2500000,3536522.727272727,-1036522.7272727271
CB,DeAngelo Hall,WAS,68.4,581,71.0,2013,DeAngelo Hall,2013,29,1250000,3516522.727272727,-2266522.727272727
S,Bernard Pollard,TEN,68.2,632,73.0,2013,Bernard Pollard,2013,28,2000000,3868795.4545454546,-1868795.4545454546
CB,Brandon Carr,DAL,67.7,694,75.0,2013,Brandon Carr,2013,26,10020000,3573795.4545454546,6446204.545454545
S,Ryan Clark,PIT,67.2,644,77.0,2013,Ryan Clark,2013,33,3500000,3246977.272727273,253022.72727272706
CB,Sean Smith,KC,67.0,707,78.0,2013,Sean Smith,2013,25,5500000,3488181.8181818184,2011818.1818181816
CB,Zackary Bowman,CHI,67.0,324,78.0,2013,Zackary Bowman,2013,28,780000,3776060.6363636362,-2996060.6363636362
S,Antoine Bethea,IND,66.9,695,80.0,2013,Antoine Bethea,2013,28,6500000,4071515.1818181816,2428484.8181818184
S,Rafael Bush,NO,66.7,413,81.0,2013,Rafael Bush,2013,25,555000,4435151.545454546,-3880151.545454546
S,Yeremiah Bell,ARZ,65.5,717,87.0,2013,Yeremiah Bell,2013,35,905000,3615606.090909091,-2710606.090909091
CB,Aqib Talib,NE,65.5,568,87.0,2013,Aqib Talib,2013,27,4860000,3648106.090909091,1211893.9090909092
CB,Cary Williams,PHI,65.4,778,89.0,2013,Cary Williams,2013,28,5666667,3284469.727272727,2382197.272727273
CB,Josh Wilson,WAS,65.4,569,89.0,2013,Josh Wilson,2013,28,4500000,3290865.1818181816,1209134.8181818184
S,William Moore,ATL,65.2,605,91.0,2013,William Moore,2013,27,6000000,3365865.1818181816,2634134.8181818184
S,Quintin Mikell,CAR,65.1,452,92.0,2013,Quintin Mikell,2013,32,1005000,3386319.727272727,-2381319.727272727
S,Louis Delmas,DET,64.6,655,95.0,2013,Louis Delmas,2013,25,3857500,3485865.1818181816,371634.81818181835
CB,Mike Jenkins,LV,64.1,549,97.0,2013,Mike Jenkins,2013,28,1500000,3362228.8181818184,-1862228.8181818184
CB,Robert Alford,ATL,63.2,388,100.0,2013,Robert Alford,2013,24,850350,3594804.5454545454,-2744454.5454545454
CB,Carlos Rogers,SF,63.2,684,100.0,2013,Carlos Rogers,2013,31,7325000,3399350.0,3925650.0
S,James Ihedigbo,BLT,63.2,645,100.0,2013,James Ihedigbo,2013,29,780000,3399350.0,-2619350.0
CB,Darius Butler,IND,63.2,558,100.0,2013,Darius Butler,2013,26,2000000,3365259.090909091,-1365259.0909090908
CB,Jerraud Powers,ARZ,62.9,712,106.0,2013,Jerraud Powers,2013,25,3500000,3150940.909090909,349059.0909090908
CB,Brandon Flowers,KC,62.2,587,109.0,2013,Brandon Flowers,2013,26,8225000,3196395.4545454546,5028604.545454545
S,Steve Gregory,NE,61.9,607,110.0,2013,Steve Gregory,2013,30,2350000,3755727.272727273,-1405727.272727273
S,LaRon Landry,IND,61.9,542,110.0,2013,LaRon Landry,2013,28,6000000,3652318.1818181816,2347681.8181818184
S,Andrew Sendejo,MIN,61.5,474,112.0,2013,Andrew Sendejo,2013,25,630000,3659136.3636363638,-3029136.3636363638
S,Dawan Landry,NYJ,60.6,673,114.0,2013,Dawan Landry,2013,30,1500000,3780348.4545454546,-2280348.4545454546
S,Mike Adams,DEN,59.8,572,117.0,2013,Mike Adams,2013,31,2000000,3598530.272727273,-1598530.272727273
S,Reshad Jones,MIA,57.8,677,125.0,2013,Reshad Jones,2013,25,7003000,3487166.6363636362,3515833.3636363638
S,Morgan Burnett,GB,54.8,545,131.0,2013,Morgan Burnett,2013,24,6187500,3705348.4545454546,2482151.5454545454
CB,Richard Marshall,LAC,54.1,503,135.0,2013,Richard Marshall,2013,28,855000,3432621.1818181816,-2577621.1818181816
S,Patrick Chung,PHI,54.0,513,136.0,2013,Patrick Chung,2013,25,3333333,4102621.1818181816,-769288.1818181816
CB,Tracy Porter,LV,53.9,619,137.0,2013,Tracy Porter,2013,26,1500000,4716257.545454546,-3216257.545454546
CB,Ike Taylor,PIT,53.6,641,138.0,2013,Ike Taylor,2013,33,7000000,4988984.818181818,2011015.1818181816
CB,Greg Toler,IND,53.1,286,142.0,2013,Greg Toler,2013,28,4750000,4411078.909090909,338921.0909090908
S,Brandon Meriweather,WAS,51.7,454,144.0,2013,Brandon Meriweather,2013,29,3000000,4166760.727272727,-1166760.727272727
CB,Antonio Cromartie,NYJ,50.5,673,146.0,2013,Antonio Cromartie,2013,29,8000000,4225397.090909091,3774602.909090909
S,Dashon Goldson,TB,50.3,497,148.0,2013,Dashon Goldson,2013,28,8250000,4081457.727272727,4168542.272727273
CB,Chris Houston,DET,50.1,459,149.0,2013,Chris Houston,2013,28,5000000,4339603.5,660396.5
CB,Shareece Wright,LAC,49.3,596,150.0,2013,Shareece Wright,2013,26,646035,4044003.888888889,-3397968.888888889
S,Thomas DeCoud,ATL,42.4,517,155.0,2013,Thomas DeCoud,2013,26,3500000,3955754.375,-455754.375
S,E.J. Biggers,WAS,38.3,296,156.0,2013,E.J. Biggers,2013,25,1500000,4092290.714285714,-2592290.714285714
CB,Brice McCain,HST,31.8,418,158.0,2013,Brice McCain,2013,26,1750000,3441005.8333333335,-1691005.8333333335
S,Eric Weddle,LAC,92.2,652,3.0,2012,Eric Weddle,2012,27,8000000,6723611.166666667,1276388.833333333
CB,Charles Tillman,CHI,92.2,582,3.0,2012,Charles Tillman,2012,31,6166667,5943095.285714285,223571.71428571455
S,Reggie Nelson,CIN,90.2,590,8.0,2012,Reggie Nelson,2012,28,4500000,6433541.75,-1933541.75
S,Kerry Rhodes,ARZ,88.5,553,11.0,2012,Kerry Rhodes,2012,29,6700000,6107592.666666667,592407.333333333
S,Quintin Mikell,LA,88.1,612,12.0,2012,Quintin Mikell,2012,31,6750000,6168833.4,581166.5999999996
CB,Brandon Flowers,KC,85.7,454,13.0,2012,Brandon Flowers,2012,25,8225000,6260151.545454546,1964848.4545454541
CB,Greg Toler,ARZ,84.2,200,17.0,2012,Greg Toler,2012,27,1260000,5801060.636363637,-4541060.636363637
S,Troy Polamalu,PIT,83.0,245,18.0,2012,Troy Polamalu,2012,31,9866667,5585909.090909091,4280757.909090909
S,Ryan Clark,PIT,83.0,538,18.0,2012,Ryan Clark,2012,32,3500000,5638939.363636363,-2138939.3636363633
CB,Antoine Winfield,MIN,82.3,698,20.0,2012,Antoine Winfield,2012,34,6720000,5302575.7272727275,1417424.2727272725
CB,Jason McCourty,TEN,81.4,651,22.0,2012,Jason McCourty,2012,25,7173333,5575303.0,1598030.0
S,George Wilson,BUF,80.9,526,23.0,2012,George Wilson,2012,30,2950000,4909393.909090909,-1959393.9090909092
CB,Tim Jennings,CHI,80.0,596,25.0,2012,Tim Jennings,2012,28,3800000,4974393.909090909,-1174393.9090909092
CB,Sheldon Brown,CLV,79.5,541,28.0,2012,Sheldon Brown,2012,32,5083333,4126515.090909091,956817.9090909092
S,Ronde Barber,TB,79.4,703,29.0,2012,Ronde Barber,2012,36,3000000,3883333.272727273,-883333.2727272729
CB,Leon Hall,CIN,79.2,588,30.0,2012,Leon Hall,2012,27,9750000,3999696.909090909,5750303.090909091
CB,Joselio Hanson,LV,76.6,388,32.0,2012,Joselio Hanson,2012,30,900000,3385303.0,-2485303.0
CB,Corey Graham,BLT,76.5,566,33.0,2012,Corey Graham,2012,26,1975000,3194587.090909091,-1219587.0909090908
S,Stevie Brown,NYG,75.8,491,37.0,2012,Stevie Brown,2012,24,540000,3258223.4545454546,-2718223.4545454546
CB,Terence Newman,CIN,75.6,581,39.0,2012,Terence Newman,2012,33,825000,2852011.3636363638,-2027011.3636363638
CB,Antonio Cromartie,NYJ,75.4,558,40.0,2012,Antonio Cromartie,2012,28,8000000,2758072.0,5241928.0
CB,Brandon Browner,SEA,73.9,539,43.0,2012,Brandon Browner,2012,27,415000,2317162.909090909,-1902162.9090909092
S,William Moore,ATL,73.8,526,44.0,2012,William Moore,2012,27,852125,2508072.0,-1655947.0
CB,Josh Wilson,WAS,73.3,736,45.0,2012,Josh Wilson,2012,27,4500000,2933072.0,1566928.0
CB,Tony Carter,DEN,72.9,404,47.0,2012,Tony Carter,2012,25,615000,3849890.1818181816,-3234890.1818181816
S,Usama Young,CLV,72.9,364,47.0,2012,Usama Young,2012,26,1966667,4661253.818181818,-2694586.8181818184
CB,Asante Samuel,ATL,72.8,555,49.0,2012,Asante Samuel,2012,31,4900000,4011253.8181818184,888746.1818181816
CB,Chris Houston,DET,72.5,568,50.0,2012,Chris Houston,2012,27,3000000,4757617.454545454,-1757617.4545454541
S,Tyvon Branch,LV,72.3,500,53.0,2012,Tyvon Branch,2012,25,6650000,5244878.818181818,1405121.1818181816
CB,Champ Bailey,DEN,71.9,667,55.0,2012,Champ Bailey,2012,33,10625000,5315333.363636363,5309666.636363637
CB,Johnathan Joseph,HST,71.5,612,57.0,2012,Johnathan Joseph,2012,28,9750000,5986697.0,3763303.0
S,Abram Elam,KC,70.2,262,62.0,2012,Abram Elam,2012,30,850000,5922454.545454546,-5072454.545454546
CB,Dunta Robinson,ATL,69.7,633,65.0,2012,Dunta Robinson,2012,29,8625000,6142909.090909091,2482090.909090909
S,Dashon Goldson,SF,68.8,780,67.0,2012,Dashon Goldson,2012,27,6212000,6506545.454545454,-294545.4545454541
CB,Jabari Greer,NO,68.7,522,68.0,2012,Jabari Greer,2012,29,5275000,5987227.2727272725,-712227.2727272725
CB,Michael Huff,LV,68.6,560,69.0,2012,Michael Huff,2012,28,8000000,5339500.0,2660500.0
CB,Keenan Lewis,PIT,68.5,565,70.0,2012,Keenan Lewis,2012,25,1260000,5286469.7272727275,-4026469.7272727275
CB,Carlos Rogers,SF,68.5,783,70.0,2012,Carlos Rogers,2012,30,7325000,5527378.818181818,1797621.1818181816
CB,Ike Taylor,PIT,68.3,384,72.0,2012,Ike Taylor,2012,32,7000000,4861469.7272727275,2138530.2727272725
CB,Kyle Arrington,NE,67.8,620,74.0,2012,Kyle Arrington,2012,25,937500,4783106.090909091,-3845606.090909091
S,Thomas DeCoud,ATL,67.7,686,76.0,2012,Thomas DeCoud,2012,25,3500000,5212651.545454546,-1712651.5454545459
CB,DeAngelo Hall,WAS,67.6,746,77.0,2012,DeAngelo Hall,2012,28,9166667,5235378.818181818,3931288.1818181816
S,LaRon Landry,NYJ,67.6,555,77.0,2012,LaRon Landry,2012,27,3500000,5296015.181818182,-1796015.1818181816
CB,Marcus Trufant,SEA,67.5,330,79.0,2012,Marcus Trufant,2012,31,1300000,5541015.181818182,-4241015.181818182
CB,Dimitri Patterson,MIA,66.8,322,83.0,2012,Dimitri Patterson,2012,28,5350000,5050106.090909091,299893.9090909092
CB,Cortland Finnegan,LA,66.8,623,83.0,2012,Cortland Finnegan,2012,28,10000000,5146697.0,4853303.0
CB,Tramon Williams,GB,66.2,754,86.0,2012,Tramon Williams,2012,29,8250000,4946697.0,3303303.0
CB,Cary Williams,BLT,65.6,825,88.0,2012,Cary Williams,2012,27,1927000,4346318.181818182,-2419318.1818181816
CB,Brandon Carr,DAL,65.3,584,90.0,2012,Brandon Carr,2012,25,10020000,4241772.7272727275,5778227.2727272725
S,Haruki Nakamura,CAR,65.0,313,92.0,2012,Haruki Nakamura,2012,25,1600000,4600863.636363637,-3000863.6363636367
S,Mike Adams,DEN,65.0,652,92.0,2012,Mike Adams,2012,30,2000000,4341772.7272727275,-2341772.7272727275
CB,Jacob Lacey,DET,64.8,368,94.0,2012,Jacob Lacey,2012,24,1300000,3559954.5454545454,-2259954.5454545454
S,Bernard Pollard,BLT,64.5,723,96.0,2012,Bernard Pollard,2012,27,2562500,3309954.5454545454,-747454.5454545454
S,Steve Gregory,NE,64.0,568,98.0,2012,Steve Gregory,2012,29,2350000,3215681.8181818184,-865681.8181818184
S,Nate Clements,CIN,63.1,397,101.0,2012,Nate Clements,2012,32,5250000,2413863.6363636362,2836136.3636363638
CB,Cedric Griffin,WAS,62.9,289,104.0,2012,Cedric Griffin,2012,29,2500000,2643409.090909091,-143409.09090909082
S,Yeremiah Bell,NYJ,62.8,569,105.0,2012,Yeremiah Bell,2012,30,1400000,3052500.0,-1652500.0
S,Dawan Landry,JAX,62.4,614,108.0,2012,Dawan Landry,2012,29,5500000,3287348.4545454546,2212651.5454545454
CB,Kelvin Hayden,CHI,62.0,307,109.0,2012,Kelvin Hayden,2012,28,890000,3433181.8181818184,-2543181.8181818184
S,Craig Dahl,LA,61.9,633,110.0,2012,Craig Dahl,2012,26,1200000,3300454.5454545454,-2100454.5454545454
S,Adrian Wilson,ARZ,60.6,414,114.0,2012,Adrian Wilson,2012,32,4125000,2875431.8181818184,1249568.1818181816
S,Antoine Bethea,IND,60.1,654,116.0,2012,Antoine Bethea,2012,27,6500000,2793613.6363636362,3706386.3636363638
S,Donte Whitner,SF,59.8,782,118.0,2012,Donte Whitner,2012,27,3883333,2838613.6363636362,1044719.3636363638
S,Gerald Sensabaugh,DAL,59.1,551,119.0,2012,Gerald Sensabaugh,2012,29,4166667,2634068.1818181816,1532598.8181818184
S,Madieu Williams,WAS,58.7,728,122.0,2012,Madieu Williams,2012,30,890000,3227704.5454545454,-2337704.5454545454
CB,Josh Norman,CAR,58.7,470,122.0,2012,Josh Norman,2012,24,574750,3199522.727272727,-2624772.727272727
S,Jordan Babineaux,TEN,58.6,460,124.0,2012,Jordan Babineaux,2012,29,1600000,3324522.727272727,-1724522.727272727
S,Tom Zbikowski,IND,58.6,420,124.0,2012,Tom Zbikowski,2012,26,1895000,3188159.090909091,-1293159.0909090908
CB,Aaron Ross,JAX,58.4,399,126.0,2012,Aaron Ross,2012,29,3250000,3060128.8181818184,189871.18181818165
S,Antrel Rolle,NYG,58.3,583,127.0,2012,Antrel Rolle,2012,29,7420000,2728747.727272727,4691252.272727273
S,Erik Coleman,DET,57.1,283,128.0,2012,Erik Coleman,2012,29,890000,3061150.3636363638,-2171150.3636363638
S,Charles Godfrey,CAR,56.5,592,130.0,2012,Charles Godfrey,2012,26,5500000,3068903.6363636362,2431096.3636363638
S,Danieal Manning,HST,56.1,765,132.0,2012,Danieal Manning,2012,29,5000000,4014358.1818181816,985641.8181818184
CB,William Gay,ARZ,55.1,564,136.0,2012,William Gay,2012,26,2475000,3917085.4545454546,-1442085.4545454546
CB,Jimmy Wilson,MIA,55.0,423,137.0,2012,Jimmy Wilson,2012,25,521475,3674812.727272727,-3153337.727272727
CB,Quentin Jammer,LAC,54.0,625,140.0,2012,Quentin Jammer,2012,32,4546429,3113903.6363636362,1432525.3636363638
S,Chris Prosinski,JAX,53.9,396,141.0,2012,Chris Prosinski,2012,25,660036,3692085.4545454546,-3032049.4545454546
CB,Nnamdi Asomugha,PHI,53.8,549,142.0,2012,Nnamdi Asomugha,2012,31,12000000,3828449.090909091,8171550.909090909
S,Matt Giordano,LV,53.7,488,143.0,2012,Matt Giordano,2012,29,825000,3942085.4545454546,-3117085.4545454546
CB,Ellis Lankster,NYJ,52.9,254,145.0,2012,Ellis Lankster,2012,24,585000,4088794.0,-3503794.0
S,Atari Bigby,LAC,51.6,388,147.0,2012,Atari Bigby,2012,30,1250000,4485162.777777778,-3235162.777777778
CB,Corey Webster,NYG,49.9,592,150.0,2012,Corey Webster,2012,29,7250000,4477504.5,2772495.5
S,Michael Griffin,TEN,45.1,643,157.0,2012,Michael Griffin,2012,27,7000000,5022857.142857143,1977142.8571428573
S,Roman Harper,NO,41.5,663,159.0,2012,Roman Harper,2012,29,6250000,3860000.0,2390000.0
