position,player_name,team_name,grades_offense,snap_counts_block,rank,Year,player_name,year_signed,age,average/year,sim_sal,diff
T,Andre Smith,CIN,81.2,1095,19.0,2021,Andre Smith,2021,33,1075000,12022500.0,-10947500.0
T,Nate Solder,NE,81.0,1383,21.0,2021,Nate Solder,2021,32,15500000,11876428.57142857,3623571.428571429
T,Trent Williams,WAS,80.4,1025,26.0,2021,Trent Williams,2021,32,23010000,11641878.25,11368121.75
C,Alex Mack,CLV,79.7,1031,30.0,2021,Alex Mack,2021,35,4950000,11181669.555555556,-6231669.555555556
T,Matt Kalil,MIN,78.6,1096,34.0,2021,Matt Kalil,2021,31,11100000,10275502.6,824497.4000000004
T,Anthony Castonzo,IND,77.8,1259,42.0,2021,Anthony Castonzo,2021,32,16500000,10082426.636363637,6417573.363636363
T,Rodger Saffold,LA,77.3,600,48.0,2021,Rodger Saffold,2021,32,11000000,10114244.818181818,885755.1818181816
T,Andrew Whitworth,CIN,75.7,1042,55.0,2021,Andrew Whitworth,2021,39,10000026,8802881.181818182,1197144.8181818184
G,Kevin Zeitler,CIN,75.4,1099,57.0,2021,Kevin Zeitler,2021,31,7500000,6938335.7272727275,561664.2727272725
G,Richie Incognito,MIA,73.8,1027,64.0,2021,Richie Incognito,2021,37,2120000,6608790.2727272725,-4488790.2727272725
T,Mitchell Schwartz,CLV,72.9,1031,71.0,2021,Mitchell Schwartz,2021,32,8151667,6159669.3,1991997.7000000002
C,Stefen Wisniewski,LV,68.1,1007,103.0,2021,Stefen Wisniewski,2021,31,1425000,5010743.666666667,-3585743.666666667
C,Ted Larsen,TB,64.5,843,123.0,2021,Ted Larsen,2021,34,1075000,4262086.625,-3187086.625
T,Bobby Massie,ARZ,63.7,1052,128.0,2021,Bobby Massie,2021,31,2500000,3442381.0,-942381.0
T,Dennis Kelly,PHI,57.4,685,152.0,2021,Dennis Kelly,2021,31,1325000,2766111.1666666665,-1441111.1666666665
T,Joe Staley,SF,92.2,1152,2.0,2020,Joe Staley,2020,35,14000000,8929166.666666666,5070833.333333334
T,Duane Brown,HST,90.1,1265,3.0,2020,Duane Brown,2020,34,11500000,9239285.714285715,2260714.2857142854
G,Mike Iupati,SF,81.8,1173,17.0,2020,Mike Iupati,2020,32,2500000,9740625.0,-7240625.0
T,Andre Smith,CIN,81.2,1095,19.0,2020,Andre Smith,2020,32,1075000,10491666.666666666,-9416666.666666666
T,Nate Solder,NE,81.0,1383,21.0,2020,Nate Solder,2020,31,15500000,10542500.0,4957500.0
C,Alex Mack,CLV,79.7,1031,30.0,2020,Alex Mack,2020,34,9000000,10493184.181818182,-1493184.1818181816
T,Matt Kalil,MIN,78.6,1096,34.0,2020,Matt Kalil,2020,30,11100000,10190153.909090908,909846.0909090918
T,Russell Okung,SEA,78.4,1050,37.0,2020,Russell Okung,2020,31,13250000,10144699.363636363,3105300.6363636367
T,Anthony Castonzo,IND,77.8,1259,42.0,2020,Anthony Castonzo,2020,31,16500000,10494699.363636363,6005300.636363637
T,Rodger Saffold,LA,77.3,600,48.0,2020,Rodger Saffold,2020,31,11000000,11138032.727272727,-138032.7272727266
T,Andrew Whitworth,CIN,75.7,1042,55.0,2020,Andrew Whitworth,2020,38,10000026,9836896.363636363,163129.6363636367
G,Kevin Zeitler,CIN,75.4,1099,57.0,2020,Kevin Zeitler,2020,29,10666667,10109623.636363637,557043.3636363633
C,Maurkice Pouncey,PIT,75.1,930,58.0,2020,Maurkice Pouncey,2020,30,11000000,9475532.727272727,1524467.2727272734
G,Richie Incognito,MIA,73.8,1027,64.0,2020,Richie Incognito,2020,36,6350000,8884623.636363637,-2534623.6363636367
T,Mitchell Schwartz,CLV,72.9,1031,71.0,2020,Mitchell Schwartz,2020,31,8151667,7514169.090909091,637497.9090909092
T,Kelechi Osemele,BLT,72.5,1299,76.0,2020,Kelechi Osemele,2020,31,1187500,6650532.7272727275,-5463032.7272727275
T,Cordy Glenn,BUF,71.1,803,82.0,2020,Cordy Glenn,2020,30,12000000,5836894.0,6163106.0
G,Ramon Foster,PIT,70.1,1010,86.0,2020,Ramon Foster,2020,34,4125000,5594469.7272727275,-1469469.7272727275
G,Ben Jones,HST,69.4,783,89.0,2020,Ben Jones,2020,31,6750000,4980833.363636363,1769166.6363636367
C,Stefen Wisniewski,LV,68.1,1007,103.0,2020,Stefen Wisniewski,2020,30,1425000,4926287.909090909,-3501287.909090909
T,Demar Dotson,TB,67.7,986,104.0,2020,Demar Dotson,2020,34,1500000,4603750.0,-3103750.0
T,Marshall Newhouse,GB,67.6,1229,107.0,2020,Marshall Newhouse,2020,31,1050000,4983333.333333333,-3933333.333333333
T,Bobby Massie,ARZ,63.7,1052,128.0,2020,Bobby Massie,2020,30,8000000,4106250.0,3893750.0
G,Brandon Fusco,MIN,63.2,943,133.0,2020,Brandon Fusco,2020,31,4250000,4103571.4285714286,146428.57142857136
T,Dennis Kelly,PHI,57.4,685,152.0,2020,Dennis Kelly,2020,30,5750000,3662500.0,2087500.0
T,Joe Staley,SF,92.2,1152,2.0,2019,Joe Staley,2019,34,14000000,8387500.0,5612500.0
T,Duane Brown,HST,90.1,1265,3.0,2019,Duane Brown,2019,33,11500000,7760714.285714285,3739285.7142857146
C,John Sullivan,MIN,84.7,1096,8.0,2019,John Sullivan,2019,33,5375000,8728125.0,-3353125.0
G,Marshal Yanda,BLT,84.2,1194,10.0,2019,Marshal Yanda,2019,34,10000000,9269444.444444444,730555.555555556
G,Alex Boone,SF,82.4,1195,14.0,2019,Alex Boone,2019,31,6700000,8692500.0,-1992500.0
G,Mike Iupati,SF,81.8,1173,17.0,2019,Mike Iupati,2019,31,2750000,8720454.545454545,-5970454.545454545
T,Andre Smith,CIN,81.2,1095,19.0,2019,Andre Smith,2019,32,4000000,8129545.454545454,-4129545.454545454
T,Nate Solder,NE,81.0,1383,21.0,2019,Nate Solder,2019,30,15500000,7902272.7272727275,7597727.2727272725
T,Trent Williams,WAS,80.4,1025,26.0,2019,Trent Williams,2019,31,13600000,8618181.818181818,4981818.181818182
T,Jared Veldheer,LV,79.7,1078,30.0,2019,Jared Veldheer,2019,31,3500000,7893636.363636363,-4393636.363636363
C,Alex Mack,CLV,79.7,1031,30.0,2019,Alex Mack,2019,33,9000000,7898181.818181818,1101818.1818181816
T,Matt Kalil,MIN,78.6,1096,34.0,2019,Matt Kalil,2019,29,7500000,8648181.818181818,-1148181.8181818184
C,Mike Pouncey,MIA,78.5,1032,36.0,2019,Mike Pouncey,2019,30,9000000,8948181.818181818,51818.18181818165
T,Russell Okung,SEA,78.4,1050,37.0,2019,Russell Okung,2019,30,13250000,8561818.181818182,4688181.818181818
T,Donald Penn,TB,78.1,1047,38.0,2019,Donald Penn,2019,36,2030000,8295151.545454546,-6265151.545454546
G,Josh Sitton,GB,77.4,1227,46.0,2019,Josh Sitton,2019,32,6750000,8976969.727272727,-2226969.7272727266
T,Rodger Saffold,LA,77.3,600,48.0,2019,Rodger Saffold,2019,30,11000000,8252424.2727272725,2747575.7272727275
T,Orlando Franklin,DEN,76.2,1226,53.0,2019,Orlando Franklin,2019,31,7300000,8025909.090909091,-725909.0909090908
T,Andrew Whitworth,CIN,75.7,1042,55.0,2019,Andrew Whitworth,2019,37,11250000,7948787.909090909,3301212.090909091
G,Kevin Zeitler,CIN,75.4,1099,57.0,2019,Kevin Zeitler,2019,28,10666667,7807878.818181818,2858788.1818181816
C,Maurkice Pouncey,PIT,75.1,930,58.0,2019,Maurkice Pouncey,2019,29,11000000,8714242.454545455,2285757.545454545
G,Richie Incognito,MIA,73.8,1027,64.0,2019,Richie Incognito,2019,35,1030000,8475606.090909092,-7445606.090909092
T,Austin Howard,NYJ,73.0,1073,69.0,2019,Austin Howard,2019,32,5008333,7568333.363636363,-2560000.3636363633
T,Mitchell Schwartz,CLV,72.9,1031,71.0,2019,Mitchell Schwartz,2019,30,8151667,7086515.181818182,1065151.8181818184
T,Kelechi Osemele,BLT,72.5,1299,76.0,2019,Kelechi Osemele,2019,29,11700000,6677424.2727272725,5022575.7272727275
T,Cordy Glenn,BUF,71.1,803,82.0,2019,Cordy Glenn,2019,29,12000000,6180454.545454546,5819545.454545454
G,Ramon Foster,PIT,70.1,1010,86.0,2019,Ramon Foster,2019,33,4125000,5316818.181818182,-1191818.1818181816
T,J'Marcus Webb,CHI,69.6,1046,88.0,2019,J'Marcus Webb,2019,30,1020000,6086818.181818182,-5066818.181818182
C,Evan Smith,GB,69.4,588,89.0,2019,Evan Smith,2019,32,2000000,5733333.363636363,-3733333.3636363633
G,Ben Jones,HST,69.4,783,89.0,2019,Ben Jones,2019,30,6750000,5085000.0,1665000.0
G,Clint Boling,CIN,69.3,1104,92.0,2019,Clint Boling,2019,29,5200000,4105909.090909091,1094090.9090909092
C,Stefen Wisniewski,LV,68.1,1007,103.0,2019,Stefen Wisniewski,2019,30,1500000,3742272.727272727,-2242272.727272727
G,T.J. Lang,GB,67.7,1124,104.0,2019,T.J. Lang,2019,31,9500000,3451136.3636363638,6048863.636363637
T,Marshall Newhouse,GB,67.6,1229,107.0,2019,Marshall Newhouse,2019,30,1120000,3744772.727272727,-2624772.727272727
C,Ted Larsen,TB,64.5,843,123.0,2019,Ted Larsen,2019,31,1020000,3768409.090909091,-2748409.090909091
G,John Jerry,MIA,64.5,1034,123.0,2019,John Jerry,2019,32,930000,3470250.0,-2540250.0
T,Bobby Massie,ARZ,63.7,1052,128.0,2019,Bobby Massie,2019,29,8000000,3278055.5555555555,4721944.444444444
T,Derek Newton,HST,63.4,864,130.0,2019,Derek Newton,2019,31,922500,3500312.5,-2577812.5
G,Brandon Fusco,MIN,63.2,943,133.0,2019,Brandon Fusco,2019,30,4250000,2643214.285714286,1606785.714285714
G,Jeff Allen,KC,62.8,814,137.0,2019,Jeff Allen,2019,29,2260000,2897083.3333333335,-637083.3333333335
T,Duane Brown,HST,90.1,1265,3.0,2018,Duane Brown,2018,32,11500000,7242402.0,4257598.0
C,Max Unger,SEA,86.2,1115,4.0,2018,Max Unger,2018,32,7400000,7350630.285714285,49369.71428571455
C,John Sullivan,MIN,84.7,1096,8.0,2018,John Sullivan,2018,32,5375000,6931801.5,-1556801.5
G,Marshal Yanda,BLT,84.2,1194,10.0,2018,Marshal Yanda,2018,34,7979412,7883823.555555556,95588.44444444403
G,Jon Asamoah,KC,83.5,989,12.0,2018,Jon Asamoah,2018,29,4500000,7845441.2,-3345441.2
G,Alex Boone,SF,82.4,1195,14.0,2018,Alex Boone,2018,30,6700000,8368582.909090909,-1668582.9090909092
G,Mike Iupati,SF,81.8,1173,17.0,2018,Mike Iupati,2018,30,8000000,7959492.0,40508.0
T,Andre Smith,CIN,81.2,1095,19.0,2018,Andre Smith,2018,31,4000000,8104946.545454546,-4104946.545454546
T,Nate Solder,NE,81.0,1383,21.0,2018,Nate Solder,2018,29,15500000,8325401.090909091,7174598.909090909
T,Eugene Monroe,JAX,80.5,1062,25.0,2018,Eugene Monroe,2018,30,7500000,8609090.909090908,-1109090.9090909082
T,Trent Williams,WAS,80.4,1025,26.0,2018,Trent Williams,2018,30,13600000,8881818.181818182,4718181.818181818
T,Jared Veldheer,LV,79.7,1078,30.0,2018,Jared Veldheer,2018,30,7000000,9477272.727272727,-2477272.7272727266
C,Alex Mack,CLV,79.7,1031,30.0,2018,Alex Mack,2018,32,9000000,9600000.0,-600000.0
G,Andy Levitre,BUF,78.6,1011,34.0,2018,Andy Levitre,2018,31,7800000,10090909.090909092,-2290909.0909090918
T,Matt Kalil,MIN,78.6,1096,34.0,2018,Matt Kalil,2018,28,11100000,9677545.454545455,1422454.545454545
C,Mike Pouncey,MIA,78.5,1032,36.0,2018,Mike Pouncey,2018,28,7500000,9096181.818181818,-1596181.8181818184
T,Russell Okung,SEA,78.4,1050,37.0,2018,Russell Okung,2018,29,13250000,8473454.545454545,4776545.454545455
T,Donald Penn,TB,78.1,1047,38.0,2018,Donald Penn,2018,35,9350000,8609818.181818182,740181.8181818184
T,Branden Albert,KC,78.0,705,39.0,2018,Branden Albert,2018,33,9400000,7848909.090909091,1551090.9090909092
T,Anthony Castonzo,IND,77.8,1259,42.0,2018,Anthony Castonzo,2018,30,10953000,8162545.454545454,2790454.545454546
G,John Greco,CLV,77.6,691,44.0,2018,John Greco,2018,32,1105000,7776181.818181818,-6671181.818181818
G,Josh Sitton,GB,77.4,1227,46.0,2018,Josh Sitton,2018,31,6750000,8185272.7272727275,-1435272.7272727275
T,Rodger Saffold,LA,77.3,600,48.0,2018,Rodger Saffold,2018,29,8500000,7783211.363636363,716788.6363636367
T,Orlando Franklin,DEN,76.2,1226,53.0,2018,Orlando Franklin,2018,30,630000,7016393.181818182,-6386393.181818182
T,Andrew Whitworth,CIN,75.7,1042,55.0,2018,Andrew Whitworth,2018,36,11250000,6639120.454545454,4610879.545454546
T,Sam Baker,ATL,75.5,1189,56.0,2018,Sam Baker,2018,32,6850000,5984302.2727272725,865697.7272727275
G,Kevin Zeitler,CIN,75.4,1099,57.0,2018,Kevin Zeitler,2018,28,12000000,6483847.7272727275,5516152.2727272725
C,Maurkice Pouncey,PIT,75.1,930,58.0,2018,Maurkice Pouncey,2018,28,8827325,6933847.7272727275,1893477.2727272725
G,Zane Beadles,DEN,74.2,1236,62.0,2018,Zane Beadles,2018,31,915000,6797484.090909091,-5882484.090909091
G,Richie Incognito,MIA,73.8,1027,64.0,2018,Richie Incognito,2018,34,5250000,6840665.909090909,-1590665.9090909092
T,Austin Howard,NYJ,73.0,1073,69.0,2018,Austin Howard,2018,31,3750000,6045211.363636363,-2295211.3636363633
T,Mitchell Schwartz,CLV,72.9,1031,71.0,2018,Mitchell Schwartz,2018,28,6600000,6513393.181818182,86606.81818181835
T,Kelechi Osemele,BLT,72.5,1299,76.0,2018,Kelechi Osemele,2018,28,11700000,5713393.181818182,5986606.818181818
T,King Dunlap,PHI,72.2,818,77.0,2018,King Dunlap,2018,32,7000000,4982727.2727272725,2017272.7272727275
T,Jermon Bushrod,NO,71.8,1103,78.0,2018,Jermon Bushrod,2018,33,1105000,5081363.636363637,-3976363.6363636367
G,Matt Slauson,NYJ,71.7,820,79.0,2018,Matt Slauson,2018,32,2500000,5001818.181818182,-2501818.1818181816
T,Cordy Glenn,BUF,71.1,803,82.0,2018,Cordy Glenn,2018,28,12000000,5133636.363636363,6866363.636363637
G,Ramon Foster,PIT,70.1,1010,86.0,2018,Ramon Foster,2018,32,3200000,4697272.7272727275,-1497272.7272727275
T,J'Marcus Webb,CHI,69.6,1046,88.0,2018,J'Marcus Webb,2018,29,790000,4360909.090909091,-3570909.090909091
C,Evan Smith,GB,69.4,588,89.0,2018,Evan Smith,2018,31,2000000,3967727.272727273,-1967727.272727273
G,Ben Jones,HST,69.4,783,89.0,2018,Ben Jones,2018,28,4375000,4367272.7272727275,7727.272727272473
G,Clint Boling,CIN,69.3,1104,92.0,2018,Clint Boling,2018,28,5200000,5003636.363636363,196363.6363636367
G,Jeremy Zuttah,TB,69.3,1018,92.0,2018,Jeremy Zuttah,2018,32,1800000,4049090.909090909,-2249090.909090909
C,Eric Wood,BUF,68.5,872,96.0,2018,Eric Wood,2018,31,8000000,4412727.2727272725,3587272.7272727275
C,Stefen Wisniewski,LV,68.1,1007,103.0,2018,Stefen Wisniewski,2018,28,2675000,4512121.181818182,-1837121.1818181816
T,Demar Dotson,TB,67.7,986,104.0,2018,Demar Dotson,2018,32,5500000,4633333.2727272725,866666.7272727275
G,T.J. Lang,GB,67.7,1124,104.0,2018,T.J. Lang,2018,30,9500000,4781060.545454546,4718939.454545454
T,Marshall Newhouse,GB,67.6,1229,107.0,2018,Marshall Newhouse,2018,29,1500000,4392196.909090909,-2892196.909090909
T,Michael Oher,BLT,66.7,1340,109.0,2018,Michael Oher,2018,32,7200000,4502651.454545454,2697348.545454546
C,Ted Larsen,TB,64.5,843,123.0,2018,Ted Larsen,2018,30,1883333,4161742.3636363638,-2278409.3636363638
G,John Jerry,MIA,64.5,1034,123.0,2018,John Jerry,2018,31,3333333,4054924.1818181816,-721591.1818181816
T,Bobby Massie,ARZ,63.7,1052,128.0,2018,Bobby Massie,2018,28,6000000,3626742.3636363638,2373257.6363636362
T,Derek Newton,HST,63.4,864,130.0,2018,Derek Newton,2018,30,922500,3126742.3636363638,-2204242.3636363638
T,Breno Giacomini,SEA,63.3,1144,131.0,2018,Breno Giacomini,2018,32,3015000,3135833.272727273,-120833.27272727294
G,Brandon Fusco,MIN,63.2,943,133.0,2018,Brandon Fusco,2018,29,4250000,2561287.8181818184,1688712.1818181816
G,Shawn Lauvao,CLV,62.9,1031,136.0,2018,Shawn Lauvao,2018,30,1500000,2528712.090909091,-1028712.0909090908
G,Jeff Allen,KC,62.8,814,137.0,2018,Jeff Allen,2018,28,790000,2448250.0,-1658250.0
T,Zach Strief,NO,62.5,786,140.0,2018,Zach Strief,2018,34,4000000,2053611.111111111,1946388.888888889
T,Byron Bell,CAR,61.2,943,145.0,2018,Byron Bell,2018,29,1600000,2195000.0,-595000.0
G,Amini Silatolu,CAR,59.5,882,148.0,2018,Amini Silatolu,2018,29,880000,2077857.142857143,-1197857.142857143
T,Dennis Kelly,PHI,57.4,685,152.0,2018,Dennis Kelly,2018,28,1525000,1715833.3333333333,-190833.33333333326
T,Joe Staley,SF,92.2,1152,2.0,2017,Joe Staley,2017,29,7441667,6741013.0,700654.0
T,Duane Brown,HST,90.1,1265,3.0,2017,Duane Brown,2017,31,8900000,6420868.285714285,2479131.7142857146
C,Max Unger,SEA,86.2,1115,4.0,2017,Max Unger,2017,31,7400000,5730759.75,1669240.25
C,Nick Mangold,NYJ,84.8,1066,7.0,2017,Nick Mangold,2017,32,7725000,5982897.555555556,1742102.444444444
C,John Sullivan,MIN,84.7,1096,8.0,2017,John Sullivan,2017,31,999999,5709607.8,-4709608.8
G,Marshal Yanda,BLT,84.2,1194,10.0,2017,Marshal Yanda,2017,33,7979412,6145098.0,1834314.0
G,Jon Asamoah,KC,83.5,989,12.0,2017,Jon Asamoah,2017,28,4500000,6150401.0,-1650401.0
G,Alex Boone,SF,82.4,1195,14.0,2017,Alex Boone,2017,30,900000,6577673.7272727275,-5677673.7272727275
G,Mike Iupati,SF,81.8,1173,17.0,2017,Mike Iupati,2017,29,8000000,6950401.0,1049599.0
T,Andre Smith,CIN,81.2,1095,19.0,2017,Andre Smith,2017,30,3250000,6884491.909090909,-3634491.909090909
T,Ryan Clady,DEN,81.1,1206,20.0,2017,Ryan Clady,2017,30,10500000,7611764.7272727275,2888235.2727272725
T,Eugene Monroe,JAX,80.5,1062,25.0,2017,Eugene Monroe,2017,29,7500000,7595454.545454546,-95454.54545454588
T,Trent Williams,WAS,80.4,1025,26.0,2017,Trent Williams,2017,29,13600000,8195454.545454546,5404545.454545454
T,Joe Thomas,CLV,80.1,1031,28.0,2017,Joe Thomas,2017,32,11500000,8927272.727272727,2572727.2727272734
T,Jared Veldheer,LV,79.7,1078,30.0,2017,Jared Veldheer,2017,29,7000000,9404545.454545455,-2404545.454545455
C,Alex Mack,CLV,79.7,1031,30.0,2017,Alex Mack,2017,31,9000000,9959090.909090908,-959090.9090909082
G,Andy Levitre,BUF,78.6,1011,34.0,2017,Andy Levitre,2017,30,7800000,9859090.909090908,-2059090.9090909082
T,Matt Kalil,MIN,78.6,1096,34.0,2017,Matt Kalil,2017,27,11100000,10173000.0,927000.0
C,Mike Pouncey,MIA,78.5,1032,36.0,2017,Mike Pouncey,2017,27,8950000,9018454.545454545,-68454.54545454495
T,Russell Okung,SEA,78.4,1050,37.0,2017,Russell Okung,2017,28,13250000,8609363.636363637,4640636.363636363
T,Donald Penn,TB,78.1,1047,38.0,2017,Donald Penn,2017,34,9350000,8177545.454545454,1172454.5454545459
T,Branden Albert,KC,78.0,705,39.0,2017,Branden Albert,2017,32,9400000,8132090.909090909,1267909.0909090908
T,Anthony Castonzo,IND,77.8,1259,42.0,2017,Anthony Castonzo,2017,29,10953000,7493454.545454546,3459545.454545454
G,John Greco,CLV,77.6,691,44.0,2017,John Greco,2017,32,900000,7507090.909090909,-6607090.909090909
G,Josh Sitton,GB,77.4,1227,46.0,2017,Josh Sitton,2017,31,7000000,7316181.818181818,-316181.81818181835
G,Jahri Evans,NO,77.4,1105,46.0,2017,Jahri Evans,2017,33,2250000,7202545.454545454,-4952545.454545454
T,Rodger Saffold,LA,77.3,600,48.0,2017,Rodger Saffold,2017,28,8500000,7155029.545454546,1344970.4545454541
T,Orlando Franklin,DEN,76.2,1226,53.0,2017,Orlando Franklin,2017,29,775000,6936847.7272727275,-6161847.7272727275
T,Andrew Whitworth,CIN,75.7,1042,55.0,2017,Andrew Whitworth,2017,35,11250000,6236575.0,5013425.0
T,Sam Baker,ATL,75.5,1189,56.0,2017,Sam Baker,2017,31,6850000,6286575.0,563425.0
G,Kevin Zeitler,CIN,75.4,1099,57.0,2017,Kevin Zeitler,2017,27,12000000,6127484.090909091,5872515.909090909
C,Maurkice Pouncey,PIT,75.1,930,58.0,2017,Maurkice Pouncey,2017,27,8827325,6021120.454545454,2806204.545454546
T,Gosder Cherilus,DET,74.7,1198,61.0,2017,Gosder Cherilus,2017,32,7000000,5703696.181818182,1296303.8181818184
G,Zane Beadles,DEN,74.2,1236,62.0,2017,Zane Beadles,2017,30,3250000,6233241.636363637,-2983241.6363636367
T,Chris Hairston,BUF,73.9,568,63.0,2017,Chris Hairston,2017,27,1450000,5324150.7272727275,-3874150.7272727275
G,Richie Incognito,MIA,73.8,1027,64.0,2017,Richie Incognito,2017,33,5250000,5765059.818181818,-515059.81818181835
T,Eric Winston,KC,73.0,1051,69.0,2017,Eric Winston,2017,33,1080000,5310514.363636363,-4230514.363636363
T,Austin Howard,NYJ,73.0,1073,69.0,2017,Austin Howard,2017,30,5008333,4780757.545454546,227575.45454545412
T,Mitchell Schwartz,CLV,72.9,1031,71.0,2017,Mitchell Schwartz,2017,27,6600000,4326212.090909091,2273787.909090909
G,Kraig Urbik,BUF,72.7,783,74.0,2017,Kraig Urbik,2017,31,1250000,5121666.636363637,-3871666.6363636367
T,Kelechi Osemele,BLT,72.5,1299,76.0,2017,Kelechi Osemele,2017,27,11700000,5280757.545454546,6419242.454545454
T,King Dunlap,PHI,72.2,818,77.0,2017,King Dunlap,2017,31,7000000,5064848.454545454,1935151.5454545459
T,Jermon Bushrod,NO,71.8,1103,78.0,2017,Jermon Bushrod,2017,32,3000000,5290530.2727272725,-2290530.2727272725
G,Matt Slauson,NYJ,71.7,820,79.0,2017,Matt Slauson,2017,31,2000000,5232954.545454546,-3232954.545454546
T,Cordy Glenn,BUF,71.1,803,82.0,2017,Cordy Glenn,2017,27,12000000,5105681.818181818,6894318.181818182
G,Ramon Foster,PIT,70.1,1010,86.0,2017,Ramon Foster,2017,31,3200000,5155681.818181818,-1955681.8181818184
T,J'Marcus Webb,CHI,69.6,1046,88.0,2017,J'Marcus Webb,2017,28,2875000,4819318.181818182,-1944318.1818181816
C,Evan Smith,GB,69.4,588,89.0,2017,Evan Smith,2017,30,3562500,4426136.363636363,-863636.3636363633
G,Ben Jones,HST,69.4,783,89.0,2017,Ben Jones,2017,27,4375000,4653409.090909091,-278409.0909090908
G,Clint Boling,CIN,69.3,1104,92.0,2017,Clint Boling,2017,27,5200000,5335227.2727272725,-135227.27272727247
G,Jeremy Zuttah,TB,69.3,1018,92.0,2017,Jeremy Zuttah,2017,31,1800000,4403409.090909091,-2603409.090909091
C,Eric Wood,BUF,68.5,872,96.0,2017,Eric Wood,2017,30,8000000,4767045.454545454,3232954.545454546
C,Stefen Wisniewski,LV,68.1,1007,103.0,2017,Stefen Wisniewski,2017,27,2675000,4823863.636363637,-2148863.6363636367
T,Demar Dotson,TB,67.7,986,104.0,2017,Demar Dotson,2017,31,5500000,4636363.636363637,863636.3636363633
G,T.J. Lang,GB,67.7,1124,104.0,2017,T.J. Lang,2017,29,9500000,4409848.454545454,5090151.545454546
T,Marshall Newhouse,GB,67.6,1229,107.0,2017,Marshall Newhouse,2017,28,1750000,4240151.454545454,-2490151.454545454
T,Michael Oher,BLT,66.7,1340,109.0,2017,Michael Oher,2017,31,7200000,4621969.636363637,2578030.3636363633
G,Kory Lichtensteiger,WAS,65.7,1019,117.0,2017,Kory Lichtensteiger,2017,31,3500000,4197727.181818182,-697727.1818181816
G,Mackenzy Bernadeau,DAL,65.0,1101,121.0,2017,Mackenzy Bernadeau,2017,31,1500000,4204545.363636363,-2704545.3636363633
C,Ted Larsen,TB,64.5,843,123.0,2017,Ted Larsen,2017,29,1883333,3774999.909090909,-1891666.9090909092
G,John Jerry,MIA,64.5,1034,123.0,2017,John Jerry,2017,30,3333333,3038636.272727273,294696.72727272706
T,Bobby Massie,ARZ,63.7,1052,128.0,2017,Bobby Massie,2017,27,6000000,3265909.0,2734091.0
T,Derek Newton,HST,63.4,864,130.0,2017,Derek Newton,2017,29,3333333,3247727.1818181816,85605.81818181835
T,Breno Giacomini,SEA,63.3,1144,131.0,2017,Breno Giacomini,2017,31,2750000,3384090.8181818184,-634090.8181818184
G,Jah Reid,BLT,63.3,568,131.0,2017,Jah Reid,2017,29,775000,3611363.5454545454,-2836363.5454545454
G,Brandon Fusco,MIN,63.2,943,133.0,2017,Brandon Fusco,2017,28,1400000,3621969.6363636362,-2221969.6363636362
G,Shawn Lauvao,CLV,62.9,1031,136.0,2017,Shawn Lauvao,2017,29,4250000,3409848.4545454546,840151.5454545454
G,Jeff Allen,KC,62.8,814,137.0,2017,Jeff Allen,2017,27,7000000,2944848.4545454546,4055151.5454545454
T,Doug Free,DAL,62.8,1022,137.0,2017,Doug Free,2017,33,5000000,2780454.5454545454,2219545.4545454546
T,Zach Strief,NO,62.5,786,140.0,2017,Zach Strief,2017,33,4000000,2783500.0,1216500.0
T,Byron Bell,CAR,61.2,943,145.0,2017,Byron Bell,2017,28,2000000,3006666.6666666665,-1006666.6666666665
T,Khalif Barnes,LV,60.7,558,146.0,2017,Khalif Barnes,2017,35,1000000,3207500.0,-2207500.0
G,Amini Silatolu,CAR,59.5,882,148.0,2017,Amini Silatolu,2017,28,885000,3058571.4285714286,-2173571.4285714286
T,Dennis Kelly,PHI,57.4,685,152.0,2017,Dennis Kelly,2017,27,1525000,2401666.6666666665,-876666.6666666665
G,Evan Mathis,PHI,92.8,1124,1.0,2016,Evan Mathis,2016,34,4006900,6188927.833333333,-2182027.833333333
T,Joe Staley,SF,92.2,1152,2.0,2016,Joe Staley,2016,28,7441667,6408366.714285715,1033300.2857142854
T,Duane Brown,HST,90.1,1265,3.0,2016,Duane Brown,2016,30,8900000,5717945.875,3182054.125
C,Max Unger,SEA,86.2,1115,4.0,2016,Max Unger,2016,30,7400000,5969219.888888889,1430780.111111111
G,Logan Mankins,NE,84.9,895,5.0,2016,Logan Mankins,2016,34,8500000,5822297.9,2677702.0999999996
C,Ryan Wendell,NE,84.9,1383,5.0,2016,Ryan Wendell,2016,29,885000,5902089.0,-5017089.0
C,Nick Mangold,NYJ,84.8,1066,7.0,2016,Nick Mangold,2016,31,7725000,6265098.090909091,1459901.9090909092
C,John Sullivan,MIN,84.7,1096,8.0,2016,John Sullivan,2016,30,885000,6047673.818181818,-5162673.818181818
G,Marshal Yanda,BLT,84.2,1194,10.0,2016,Marshal Yanda,2016,32,7979412,5556764.7272727275,2422647.2727272725
G,Jon Asamoah,KC,83.5,989,12.0,2016,Jon Asamoah,2016,27,4500000,5429492.0,-929492.0
G,Alex Boone,SF,82.4,1195,14.0,2016,Alex Boone,2016,28,6700000,5568673.818181818,1131326.1818181816
G,Mike Iupati,SF,81.8,1173,17.0,2016,Mike Iupati,2016,28,8000000,6170037.454545454,1829962.5454545459
