position,player_name,team_name,grades_offense,snap_counts_block,rank,Year,player_name,year_signed,age,average/year,sim_sal,diff
G,Dan Connolly,NE,71.1,1039,82.0,2013,Dan Connolly,2013,30,3250000,2740303.0,509697.0
G,Cooper Carlisle,LV,71.1,1076,82.0,2013,Cooper Carlisle,2013,35,3020000,2576666.6363636362,443333.36363636376
T,Barry Richardson,LA,70.7,1023,85.0,2013,Barry Richardson,2013,27,715000,2783484.8181818184,-2068484.8181818184
G,Ramon Foster,PIT,70.1,1010,86.0,2013,Ramon Foster,2013,27,1833333,2225030.272727273,-391697.27272727294
C,Robert Turner,LA,70.0,1044,87.0,2013,Robert Turner,2013,28,1500000,2478212.090909091,-978212.0909090908
C,Evan Smith,GB,69.4,588,89.0,2013,Evan Smith,2013,26,1323000,2104893.909090909,-781893.9090909092
G,Manuel Ramirez,DEN,69.4,829,89.0,2013,Manuel Ramirez,2013,30,1575000,2189757.5454545454,-614757.5454545454
G,Jeremy Zuttah,TB,69.3,1018,92.0,2013,Jeremy Zuttah,2013,26,4125000,2497030.272727273,1627969.727272727
C,Ryan Cook,DAL,68.8,813,94.0,2013,Ryan Cook,2013,29,1050000,2697939.3636363638,-1647939.3636363638
C,Samson Satele,IND,68.6,720,95.0,2013,Samson Satele,2013,28,3600000,2597068.1818181816,1002931.8181818184
G,Willie Colon,PIT,68.5,711,96.0,2013,Willie Colon,2013,29,1162500,2504340.909090909,-1341840.9090909092
G,Uche Nwaneri,JAX,68.5,926,96.0,2013,Uche Nwaneri,2013,28,4183500,2520431.8181818184,1663068.1818181816
G,Justin Blalock,ATL,68.3,1189,99.0,2013,Justin Blalock,2013,29,6400000,3149977.272727273,3250022.727272727
T,Jeff Backus,DET,68.3,1064,99.0,2013,Jeff Backus,2013,35,2925000,3247704.5454545454,-322704.5454545454
G,John Moffitt,SEA,68.2,461,101.0,2013,John Moffitt,2013,26,723750,3219068.1818181816,-2495318.1818181816
C,Dallas Reynolds,PHI,68.2,991,101.0,2013,Dallas Reynolds,2013,28,480000,3119068.1818181816,-2639068.1818181816
T,Demar Dotson,TB,67.7,986,104.0,2013,Demar Dotson,2013,27,1500000,3096568.1818181816,-1596568.1818181816
T,Jake Long,MIA,67.7,730,104.0,2013,Jake Long,2013,27,8500000,3216250.0,5283750.0
G,T.J. Lang,GB,67.7,1124,104.0,2013,T.J. Lang,2013,25,5200000,2696300.5454545454,2503699.4545454546
G,Tyronne Green,LAC,66.8,735,108.0,2013,Tyronne Green,2013,27,735000,2937967.1818181816,-2202967.1818181816
G,Paul McQuistan,SEA,66.6,1130,110.0,2013,Paul McQuistan,2013,29,2500000,3167626.272727273,-667626.2727272729
C,Dan Koppen,DEN,66.6,981,110.0,2013,Dan Koppen,2013,33,915000,3442171.727272727,-2527171.727272727
G,Daryn Colledge,ARZ,66.5,1052,112.0,2013,Daryn Colledge,2013,31,5500000,3707323.272727273,1792676.727272727
G,Garry Williams,CAR,66.4,606,114.0,2013,Garry Williams,2013,27,680556,3195959.6363636362,-2515403.6363636362
G,Steve Hutchinson,TEN,66.1,686,116.0,2013,Steve Hutchinson,2013,35,5583333,3020959.6363636362,2562373.3636363638
C,Lyle Sendlein,ARZ,65.7,756,117.0,2013,Lyle Sendlein,2013,29,3250000,3014334.6363636362,235665.36363636376
G,Kory Lichtensteiger,WAS,65.7,1019,117.0,2013,Kory Lichtensteiger,2013,27,3500000,2863425.5454545454,636574.4545454546
C,Nick Hardwick,LAC,65.4,1019,119.0,2013,Nick Hardwick,2013,31,4416667,3098425.5454545454,1318241.4545454546
G,Mackenzy Bernadeau,DAL,65.0,1101,121.0,2013,Mackenzy Bernadeau,2013,27,2875000,3143880.090909091,-268880.0909090908
C,Roberto Garza,CHI,64.8,1046,122.0,2013,Roberto Garza,2013,33,3275000,3227806.8181818184,47193.18181818165
G,John Jerry,MIA,64.5,1034,123.0,2013,John Jerry,2013,27,662125,3015685.6363636362,-2353560.6363636362
T,Winston Justice,IND,64.1,798,125.0,2013,Winston Justice,2013,29,840000,2792958.3636363638,-1952958.3636363638
G,Charlie Johnson,MIN,63.8,1093,126.0,2013,Charlie Johnson,2013,29,3500000,2611140.1818181816,888859.8181818184
C,Scott Wells,LA,63.8,421,126.0,2013,Scott Wells,2013,32,6000000,2285988.6363636362,3714011.3636363638
G,Lance Louis,CHI,63.7,692,128.0,2013,Lance Louis,2013,27,1603750,2342806.8181818184,-739056.8181818184
T,Breno Giacomini,SEA,63.3,1144,131.0,2013,Breno Giacomini,2013,27,3250000,2219322.0,1030678.0
G,Jamon Meredith,TB,63.2,795,133.0,2013,Jamon Meredith,2013,26,800000,2511401.5454545454,-1711401.5454545454
C,Brad Meester,JAX,63.2,1062,133.0,2013,Brad Meester,2013,35,1500000,2616856.090909091,-1116856.0909090908
T,Sean Locklear,NYG,62.8,647,137.0,2013,Sean Locklear,2013,32,840000,2389583.3636363638,-1549583.3636363638
T,Doug Free,DAL,62.8,1022,137.0,2013,Doug Free,2013,28,3500000,1927310.6363636365,1572689.3636363635
T,Zach Strief,NO,62.5,786,140.0,2013,Zach Strief,2013,29,1916667,2145151.5454545454,-228484.5454545454
C,Jeff Saturday,GB,62.5,962,140.0,2013,Jeff Saturday,2013,37,3875000,1969969.7272727273,1905030.2727272727
T,Max Starks,PIT,62.5,1065,140.0,2013,Max Starks,2013,31,2000000,2017697.0,-17697.0
T,Tyler Polumbus,WAS,61.6,992,144.0,2013,Tyler Polumbus,2013,27,1000000,1946333.3636363635,-946333.3636363635
T,Khalif Barnes,LV,60.7,558,146.0,2013,Khalif Barnes,2013,30,915000,1981333.3636363635,-1066333.3636363635
G,Mike Brisiel,LV,60.3,961,147.0,2013,Mike Brisiel,2013,30,4000000,1739515.1818181819,2260484.8181818184
G,Jeff Linkenbach,IND,59.4,856,149.0,2013,Jeff Linkenbach,2013,25,1323000,2133454.5454545454,-810454.5454545454
G,Mike McGlynn,IND,59.4,1258,149.0,2013,Mike McGlynn,2013,28,1325000,1857545.4545454546,-532545.4545454546
G,Chilo Rachal,CHI,55.6,512,154.0,2013,Chilo Rachal,2013,27,715000,1843300.0,-1128300.0
G,Adam Snyder,ARZ,55.2,866,155.0,2013,Adam Snyder,2013,31,1225000,1937000.0,-712000.0
C,Geoff Hangartner,CAR,54.8,756,156.0,2013,Geoff Hangartner,2013,30,840000,2064750.0,-1224750.0
C,Jeff Faine,CIN,53.3,456,158.0,2013,Jeff Faine,2013,31,6250000,1788285.7142857143,4461714.285714285
T,D'Anthony Batiste,ARZ,45.6,626,159.0,2013,D'Anthony Batiste,2013,31,840000,1865833.3333333333,-1025833.3333333333
G,Evan Mathis,PHI,92.8,1124,1.0,2012,Evan Mathis,2012,30,5100000,6416111.166666667,-1316111.166666667
T,Joe Staley,SF,92.2,1152,2.0,2012,Joe Staley,2012,24,7441667,6199523.857142857,1242143.1428571427
T,Duane Brown,HST,90.1,1265,3.0,2012,Duane Brown,2012,26,8900000,5492083.375,3407916.625
G,Logan Mankins,NE,84.9,895,5.0,2012,Logan Mankins,2012,30,8500000,5592963.0,2907037.0
C,Ryan Wendell,NE,84.9,1383,5.0,2012,Ryan Wendell,2012,26,830000,5658666.7,-4828666.7
C,Nick Mangold,NYJ,84.8,1066,7.0,2012,Nick Mangold,2012,27,7725000,5795757.636363637,1929242.3636363633
C,John Sullivan,MIN,84.7,1096,8.0,2012,John Sullivan,2012,26,4900000,5480757.636363637,-580757.6363636367
C,Brian De La Puente,NO,84.4,1107,9.0,2012,Brian De La Puente,2012,26,540000,5062575.818181818,-4522575.818181818
G,Marshal Yanda,BLT,84.2,1194,10.0,2012,Marshal Yanda,2012,27,6400000,4480757.636363637,1919242.3636363633
C,Chris Myers,HST,84.0,1284,11.0,2012,Chris Myers,2012,30,6250000,4362575.818181818,1887424.1818181816
T,Michael Roos,TEN,83.3,935,13.0,2012,Michael Roos,2012,29,7166667,5141666.7272727275,2025000.2727272725
G,Alex Boone,SF,82.4,1195,14.0,2012,Alex Boone,2012,25,1635000,4609848.545454546,-2974848.545454546
C,Matt Birk,BLT,82.2,1299,15.0,2012,Matt Birk,2012,35,2841667,4528030.363636363,-1686363.3636363633
C,Ryan Lilja,KC,82.1,990,16.0,2012,Ryan Lilja,2012,30,2500000,5524394.0,-3024394.0
G,Ben Grubbs,NO,81.6,1107,18.0,2012,Ben Grubbs,2012,28,7200000,5006212.181818182,2193787.8181818184
T,Jordan Gross,CAR,80.9,1024,22.0,2012,Jordan Gross,2012,31,9400000,5347121.2727272725,4052878.7272727275
G,Kevin Boothe,NYG,80.7,1012,23.0,2012,Kevin Boothe,2012,28,1875000,5025909.090909091,-3150909.090909091
G,Brandon Moore,NYJ,80.2,1063,27.0,2012,Brandon Moore,2012,31,4000000,5509090.909090909,-1509090.9090909092
T,Joe Thomas,CLV,80.1,1031,28.0,2012,Joe Thomas,2012,27,11500000,5796212.090909091,5703787.909090909
T,Anthony Davis,SF,80.1,1198,28.0,2012,Anthony Davis,2012,31,700000,6023484.818181818,-5323484.818181818
T,D'Brickashaw Ferguson,NYJ,79.0,1074,32.0,2012,D'Brickashaw Ferguson,2012,28,10000000,5641666.636363637,4358333.363636363
C,Jonathan Goodwin,SF,78.8,1171,33.0,2012,Jonathan Goodwin,2012,33,3633333,4850757.545454546,-1217424.5454545459
T,Donald Penn,TB,78.1,1047,38.0,2012,Donald Penn,2012,28,6950000,5003030.2727272725,1946969.7272727275
T,Todd Herremans,PHI,77.9,529,40.0,2012,Todd Herremans,2012,29,6000000,5253030.2727272725,746969.7272727275
T,Tyson Clabo,ATL,77.9,1179,40.0,2012,Tyson Clabo,2012,30,5000000,4943939.363636363,56060.6363636367
C,Will Montgomery,WAS,77.7,1082,43.0,2012,Will Montgomery,2012,29,3000000,5243939.363636363,-2243939.3636363633
G,John Greco,CLV,77.6,691,44.0,2012,John Greco,2012,26,700000,4978787.818181818,-4278787.818181818
G,Rob Sims,DET,77.5,1199,45.0,2012,Rob Sims,2012,28,3550000,4921212.090909091,-1371212.0909090908
G,Josh Sitton,GB,77.4,1227,46.0,2012,Josh Sitton,2012,26,6750000,4359962.090909091,2390037.909090909
G,Jahri Evans,NO,77.4,1105,46.0,2012,Jahri Evans,2012,28,8100000,3870416.6363636362,4229583.363636363
G,Chris Chester,WAS,76.7,1088,49.0,2012,Chris Chester,2012,29,4000000,4303371.181818182,-303371.18181818165
G,Chris Snee,NYG,76.4,952,50.0,2012,Chris Snee,2012,29,7083333,4303371.181818182,2779961.8181818184
G,Stephen Peterman,DET,76.4,1199,50.0,2012,Stephen Peterman,2012,30,3000000,4512462.090909091,-1512462.0909090908
T,Sebastian Vollmer,NE,76.3,1248,52.0,2012,Sebastian Vollmer,2012,28,776250,4580643.909090909,-3804393.909090909
C,Fernando Velasco,TEN,75.8,995,54.0,2012,Fernando Velasco,2012,27,615000,4307916.636363637,-3692916.6363636367
T,Andrew Whitworth,CIN,75.7,1042,55.0,2012,Andrew Whitworth,2012,30,9762500,3661553.0,6100947.0
G,Wade Smith,HST,74.9,1270,59.0,2012,Wade Smith,2012,30,3000000,3797916.6363636362,-797916.6363636362
T,Gosder Cherilus,DET,74.7,1198,61.0,2012,Gosder Cherilus,2012,28,3000000,3608522.727272727,-608522.7272727271
G,Richie Incognito,MIA,73.8,1027,64.0,2012,Richie Incognito,2012,28,4300000,3835795.4545454546,464204.5454545454
G,Nate Livings,DAL,73.7,1094,65.0,2012,Nate Livings,2012,29,3750000,4219772.7272727275,-469772.7272727275
C,Todd McClure,ATL,73.6,1175,66.0,2012,Todd McClure,2012,35,990000,4278409.090909091,-3288409.090909091
C,David Baas,NYG,73.4,1003,67.0,2012,David Baas,2012,30,5500000,3754545.4545454546,1745454.5454545454
C,Dominic Raiola,DET,73.1,1199,68.0,2012,Dominic Raiola,2012,32,5000000,3590909.090909091,1409090.9090909092
T,Eric Winston,KC,73.0,1051,69.0,2012,Eric Winston,2012,28,5500000,3763636.3636363638,1736363.6363636362
T,Jeromey Clary,LAC,72.8,833,73.0,2012,Jeromey Clary,2012,28,5000000,3851727.272727273,1148272.727272727
G,Kraig Urbik,BUF,72.7,783,74.0,2012,Kraig Urbik,2012,26,1260000,3806272.727272727,-2546272.727272727
G,Harvey Dahl,LA,72.6,915,75.0,2012,Harvey Dahl,2012,31,4000000,3800363.6363636362,199636.36363636376
T,King Dunlap,PHI,72.2,818,77.0,2012,King Dunlap,2012,26,1200000,3393090.909090909,-2193090.909090909
T,Jermon Bushrod,NO,71.8,1103,78.0,2012,Jermon Bushrod,2012,27,4900000,3053090.909090909,1846909.0909090908
T,David Stewart,TEN,71.6,675,80.0,2012,David Stewart,2012,29,5269000,2616727.272727273,2652272.727272727
G,Dan Connolly,NE,71.1,1039,82.0,2012,Dan Connolly,2012,29,3250000,2226500.0,1023500.0
G,Cooper Carlisle,LV,71.1,1076,82.0,2012,Cooper Carlisle,2012,34,925000,2486954.5454545454,-1561954.5454545454
T,Barry Richardson,LA,70.7,1023,85.0,2012,Barry Richardson,2012,26,1020000,2218772.727272727,-1198772.727272727
G,Ramon Foster,PIT,70.1,1010,86.0,2012,Ramon Foster,2012,26,1260000,2436954.5454545454,-1176954.5454545454
C,Robert Turner,LA,70.0,1044,87.0,2012,Robert Turner,2012,27,700000,2518772.727272727,-1818772.727272727
G,Manuel Ramirez,DEN,69.4,829,89.0,2012,Manuel Ramirez,2012,29,707500,2420090.909090909,-1712590.9090909092
G,Jeremy Zuttah,TB,69.3,1018,92.0,2012,Jeremy Zuttah,2012,25,4125000,2706454.5454545454,1418545.4545454546
C,Ryan Cook,DAL,68.8,813,94.0,2012,Ryan Cook,2012,28,1050000,2888272.727272727,-1838272.727272727
C,Samson Satele,IND,68.6,720,95.0,2012,Samson Satele,2012,27,3600000,2861340.909090909,738659.0909090908
G,Willie Colon,PIT,68.5,711,96.0,2012,Willie Colon,2012,29,5800000,2790431.8181818184,3009568.1818181816
G,Uche Nwaneri,JAX,68.5,926,96.0,2012,Uche Nwaneri,2012,27,4183500,2840431.8181818184,1343068.1818181816
G,Justin Blalock,ATL,68.3,1189,99.0,2012,Justin Blalock,2012,28,6400000,3248840.909090909,3151159.090909091
T,Jeff Backus,DET,68.3,1064,99.0,2012,Jeff Backus,2012,34,2925000,3101113.6363636362,-176113.63636363624
G,John Moffitt,SEA,68.2,461,101.0,2012,John Moffitt,2012,25,723750,3144295.4545454546,-2420545.4545454546
C,Dallas Reynolds,PHI,68.2,991,101.0,2012,Dallas Reynolds,2012,27,480000,3317022.727272727,-2837022.727272727
T,Demar Dotson,TB,67.7,986,104.0,2012,Demar Dotson,2012,26,1250000,2851618.727272727,-1601618.727272727
G,T.J. Lang,GB,67.7,1124,104.0,2012,T.J. Lang,2012,24,5200000,2978876.272727273,2221123.727272727
G,Paul McQuistan,SEA,66.6,1130,110.0,2012,Paul McQuistan,2012,28,2500000,2692512.6363636362,-192512.63636363624
C,Dan Koppen,DEN,66.6,981,110.0,2012,Dan Koppen,2012,32,1525000,2541149.0,-1016149.0
G,Daryn Colledge,ARZ,66.5,1052,112.0,2012,Daryn Colledge,2012,30,5500000,2876868.727272727,2623131.272727273
G,Garry Williams,CAR,66.4,606,114.0,2012,Garry Williams,2012,26,680556,3094596.0,-2414040.0
G,Steve Hutchinson,TEN,66.1,686,116.0,2012,Steve Hutchinson,2012,34,5583333,3278686.909090909,2304646.090909091
C,Lyle Sendlein,ARZ,65.7,756,117.0,2012,Lyle Sendlein,2012,28,3250000,2866152.8181818184,383847.18181818165
G,Kory Lichtensteiger,WAS,65.7,1019,117.0,2012,Kory Lichtensteiger,2012,26,1260000,2775243.727272727,-1515243.727272727
C,Nick Hardwick,LAC,65.4,1019,119.0,2012,Nick Hardwick,2012,30,4416667,2954789.1818181816,1461877.8181818184
G,Mackenzy Bernadeau,DAL,65.0,1101,121.0,2012,Mackenzy Bernadeau,2012,26,2875000,3000243.727272727,-125243.72727272706
C,Roberto Garza,CHI,64.8,1046,122.0,2012,Roberto Garza,2012,32,3275000,2979102.272727273,295897.72727272706
G,John Jerry,MIA,64.5,1034,123.0,2012,John Jerry,2012,26,662125,2766981.090909091,-2104856.090909091
T,Winston Justice,IND,64.1,798,125.0,2012,Winston Justice,2012,27,1500000,2544253.8181818184,-1044253.8181818184
G,Charlie Johnson,MIN,63.8,1093,126.0,2012,Charlie Johnson,2012,28,3500000,2656981.090909091,843018.9090909092
C,Scott Wells,LA,63.8,421,126.0,2012,Scott Wells,2012,31,6000000,2336375.0,3663625.0
G,Lance Louis,CHI,63.7,692,128.0,2012,Lance Louis,2012,27,448000,2802284.090909091,-2354284.090909091
T,Breno Giacomini,SEA,63.3,1144,131.0,2012,Breno Giacomini,2012,26,3250000,2678799.272727273,571200.7272727271
G,Jamon Meredith,TB,63.2,795,133.0,2012,Jamon Meredith,2012,25,800000,2970878.8181818184,-2170878.8181818184
C,Brad Meester,JAX,63.2,1062,133.0,2012,Brad Meester,2012,34,2500000,2915424.272727273,-415424.27272727294
T,Sean Locklear,NYG,62.8,647,137.0,2012,Sean Locklear,2012,30,890000,2660878.8181818184,-1770878.8181818184
T,Doug Free,DAL,62.8,1022,137.0,2012,Doug Free,2012,28,8000000,2297242.4545454546,5702757.545454545
T,Zach Strief,NO,62.5,786,140.0,2012,Zach Strief,2012,28,1916667,2620151.5454545454,-703484.5454545454
C,Jeff Saturday,GB,62.5,962,140.0,2012,Jeff Saturday,2012,36,3875000,2445151.5454545454,1429848.4545454546
T,Max Starks,PIT,62.5,1065,140.0,2012,Max Starks,2012,29,890000,2436060.6363636362,-1546060.6363636362
T,Tyler Polumbus,WAS,61.6,992,144.0,2012,Tyler Polumbus,2012,26,700000,2526969.727272727,-1826969.727272727
T,Khalif Barnes,LV,60.7,558,146.0,2012,Khalif Barnes,2012,29,2000000,2593030.3636363638,-593030.3636363638
G,Mike Brisiel,LV,60.3,961,147.0,2012,Mike Brisiel,2012,29,4000000,2047575.8181818181,1952424.1818181819
G,Mike McGlynn,IND,59.4,1258,149.0,2012,Mike McGlynn,2012,27,1325000,1936969.7272727273,-611969.7272727273
G,Chilo Rachal,CHI,55.6,512,154.0,2012,Chilo Rachal,2012,26,700000,1743166.7,-1043166.7
G,Adam Snyder,ARZ,55.2,866,155.0,2012,Adam Snyder,2012,30,3500000,1837963.0,1662037.0
C,Geoff Hangartner,CAR,54.8,756,156.0,2012,Geoff Hangartner,2012,29,1616667,1980208.375,-363541.375
C,Jeff Faine,CIN,53.3,456,158.0,2012,Jeff Faine,2012,30,2000000,1977381.0,22619.0
T,D'Anthony Batiste,ARZ,45.6,626,159.0,2012,D'Anthony Batiste,2012,29,700000,1640277.8333333333,-940277.8333333333
