rank,player-name,year signed,age,year 2,value,average/year
3,Jimmy Graham,2018-2020 (FA: 2021),31,3,"$30,000,000","$10,000,000"
4,Greg Olsen,2018-2020 (FA: 2021),33,2,"$17,100,000","$8,550,000"
5,Delanie Walker,2018-2020 (FA: 2021),33,2,"$17,000,000","$8,500,000"
2,Trey Burton,2018-2021 (FA: 2022),26,4,"$32,000,000","$8,000,000"
1,Cameron Brate,2018-2023 (FA: 2024),26,6,"$40,800,000","$6,800,000"
6,Eric Ebron,2018-2019 (FA: 2020),24,2,"$13,000,000","$6,500,000"
16,Tyler Eifert,2018-2018 (FA: 2019),27,1,"$5,500,000","$5,500,000"
10,Austin Seferian-Jenkins,2018-2019 (FA: 2020),25,2,"$10,500,000","$5,250,000"
7,Darren Fells,2018-2020 (FA: 2021),31,3,"$12,000,000","$4,000,000"
9,Ed Dickson,2018-2020 (FA: 2021),30,3,"$10,700,000","$3,566,667"
11,Lee Smith,2018-2020 (FA: 2021),30,3,"$9,000,000","$3,000,000"
12,Virgil Green,2018-2020 (FA: 2021),29,3,"$8,600,000","$2,866,667"
8,Hayden Hurst,2018-2021 (FA: 2022),24,4,"$11,036,026","$2,759,007"
30,Antonio Gates,2018-2018 (FA: 2019),38,1,"$2,500,000","$2,500,000"
30,Luke Willson,2018-2018 (FA: 2019),28,1,"$2,500,000","$2,500,000"
17,Niles Paul,2018-2019 (FA: 2020),28,2,"$4,750,000","$2,375,000"
32,Marcedes Lewis,2018-2018 (FA: 2019),34,1,"$2,100,000","$2,100,000"
33,Benjamin Watson,2018-2018 (FA: 2019),37,1,"$2,000,000","$2,000,000"
35,Neal Sterling,2018-2018 (FA: 2019),26,1,"$1,907,000","$1,907,000"
15,Derek Carrier,2018-2020 (FA: 2021),27,3,"$5,550,000","$1,850,000"
13,Mike Gesicki,2018-2021 (FA: 2022),22,4,"$6,611,924","$1,652,981"
24,Bradley Sowell,2018-2019 (FA: 2020),28,2,"$3,000,000","$1,500,000"
70,Levine Toilolo,2018-2018 (FA: 2019),26,1,"$1,500,000","$1,500,000"
70,Nick O'Leary,2018-2019 (FA: 2020),26,1,"$1,500,000","$1,500,000"
