rank,player-name,year signed,age,year 2,value,average/year
2,Heath Miller,2009-2016 (FA: 2017),26,5,"$33,750,000","$6,750,000"
1,Kellen Winslow,2009-2014 (FA: 2015),25,6,"$36,100,000","$6,016,667"
3,Brent Celek,2009-2016 (FA: 2017),24,6,"$29,250,000","$4,875,000"
8,Bo Scaife,2009-2009 (FA: 2010),28,1,"$4,462,000","$4,462,000"
6,Jim Kleinsasser,2009-2011 (FA: 2012),32,3,"$9,000,000","$3,000,000"
4,Chris Baker,2009-2013 (FA: 2014),29,5,"$14,400,000","$2,880,000"
10,Owen Daniels,2009-2009 (FA: 2010),26,1,"$2,792,000","$2,792,000"
5,Brandon Pettigrew,2009-2013 (FA: 2014),23,5,"$12,800,000","$2,560,000"
7,Justin Peelle,2009-2009 (FA: 2010),29,3,"$5,250,000","$1,750,000"
28,Jeff King,2009-2009 (FA: 2010),26,1,"$1,545,000","$1,545,000"
29,L.J. Smith,2009-2009 (FA: 2010),28,1,"$1,500,000","$1,500,000"
31,Ben Hartsock,2009-2009 (FA: 2010),29,1,"$1,275,000","$1,275,000"
9,Joel Dreessen,2009-2011 (FA: 2012),26,3,"$3,600,000","$1,200,000"
36,Michael Gaines,2009-2009 (FA: 2010),28,1,"$1,100,000","$1,100,000"
37,Leonard Pope,2009-2009 (FA: 2010),25,1,"$1,010,000","$1,010,000"
37,Quinn Sypniewski,2009-2009 (FA: 2010),26,1,"$1,010,000","$1,010,000"
12,Sean McHugh,2009-2011 (FA: 2012),26,3,"$2,570,000","$856,667"
13,Billy Bajema,2009-2011 (FA: 2012),26,3,"$2,505,000","$835,000"
39,Anthony Becht,2009-2009 (FA: 2010),31,1,"$795,000","$795,000"
39,Dan Campbell,2009-2009 (FA: 2010),32,1,"$795,000","$795,000"
11,Richard Quinn,2009-2012 (FA: 2013),22,4,"$2,680,000","$670,000"
42,Will Heller,2009-2009 (FA: 2010),17,1,"$670,000","$670,000"
44,Sean Ryan,2009-2009 (FA: 2010),28,1,"$620,000","$620,000"
14,Jared Cook,2009-2012 (FA: 2013),22,4,"$2,450,000","$612,500"
27,Jake O'Connell,2009-2011 (FA: 2012),23,3,"$1,785,175","$595,058"
15,Chase Coffman,2009-2012 (FA: 2013),22,4,"$2,372,000","$593,000"
16,Travis Beckum,2009-2012 (FA: 2013),22,4,"$2,363,000","$590,750"
17,Shawn Nelson,2009-2012 (FA: 2013),23,4,"$2,210,000","$552,500"
18,Anthony Hill,2009-2012 (FA: 2013),24,4,"$2,207,000","$551,750"
45,Garrett Mills,2009-2009 (FA: 2010),25,1,"$535,000","$535,000"
19,Cornelius Ingram,2009-2012 (FA: 2013),23,4,"$1,933,882","$483,471"
19,Cornelius Ingram,2009-2012 (FA: 2013),23,4,"$1,933,882","$483,471"
21,John Nalbone,2009-2012 (FA: 2013),23,4,"$1,922,550","$480,638"
22,Zach Miller,2009-2012 (FA: 2013),24,4,"$1,860,500","$465,125"
23,Bear Pascoe,2009-2012 (FA: 2013),23,4,"$1,856,550","$464,138"
24,Brandon Myers,2009-2012 (FA: 2013),23,4,"$1,841,000","$460,250"
46,Daniel Coats,2009-2009 (FA: 2010),-,1,"$460,000","$460,000"
46,Greg Estandia,2009-2009 (FA: 2010),26,1,"$460,000","$460,000"
25,John Phillips,2009-2012 (FA: 2013),22,4,"$1,828,000","$457,000"
26,Cameron Morrah,2009-2012 (FA: 2013),31,4,"$1,790,550","$447,638"
30,Davon Drew,2009-2009 (FA: 2009),23,3,"$1,324,250","$441,417"
32,David Johnson,2009-2011 (FA: 2012),21,3,"$1,218,200","$406,067"
33,Dan Gronkowski,2009-2011 (FA: 2012),23,3,"$1,210,900","$403,633"
34,Kory Sperry,2009-2011 (FA: 2012),24,3,"$1,185,000","$395,000"
35,Matthew Mulligan,2009-2011 (FA: 2012),23,3,"$1,180,000","$393,333"
41,Keith Zinger,2009-2010 (FA: 2011),23,2,"$705,000","$352,500"
43,Zach Potter,2009-2010 (FA: 2011),22,2,"$630,000","$315,000"
