rank,player-name,year signed,age,year 2,value,average/year
1,Jimmy Graham,2014-2017 (FA: 2018),27,4,"$40,000,000","$10,000,000"
2,Kyle Rudolph,2014-2019 (FA: 2020),24,5,"$36,500,000","$7,300,000"
9,Jimmy Graham,2014-2014 (FA: 2015),27,1,"$7,035,000","$7,035,000"
3,Dennis Pitta,2014-2018 (FA: 2019),28,5,"$32,000,000","$6,400,000"
4,Brandon Pettigrew,2014-2017 (FA: 2018),29,4,"$16,000,000","$4,000,000"
7,Heath Miller,2014-2016 (FA: 2017),31,2,"$8,000,000","$4,000,000"
6,Garrett Graham,2014-2016 (FA: 2017),27,3,"$11,250,000","$3,750,000"
5,Eric Ebron,2014-2018 (FA: 2019),21,4,"$12,249,149","$3,062,287"
10,Zach Miller,2014-2015 (FA: 2016),28,2,"$6,000,000","$3,000,000"
14,Craig Stevens,2014-2015 (FA: 2016),29,2,"$5,200,000","$2,600,000"
15,Scott Chandler,2014-2015 (FA: 2016),28,2,"$4,750,000","$2,375,000"
17,Brandon Myers,2014-2016 (FA: 2017),28,2,"$4,250,000","$2,125,000"
8,Kelvin Benjamin,2014-2018 (FA: 2019),23,4,"$7,664,250","$1,916,063"
11,Jeff Cumberland,2014-2016 (FA: 2017),26,3,"$5,700,000","$1,900,000"
12,Jim Dray,2014-2016 (FA: 2017),27,3,"$5,625,000","$1,875,000"
19,John Carlson,2014-2015 (FA: 2016),29,2,"$3,200,000","$1,600,000"
21,Clay Harbor,2014-2015 (FA: 2016),26,2,"$3,000,000","$1,500,000"
21,Andrew Quarless,2014-2015 (FA: 2016),25,2,"$3,000,000","$1,500,000"
65,Anthony McCoy,2014-2014 (FA: 2015),26,1,"$1,350,000","$1,350,000"
13,Austin Seferian-Jenkins,2014-2017 (FA: 2018),21,4,"$5,254,920","$1,313,730"
26,Michael Hoomanawanui,2014-2015 (FA: 2016),25,2,"$2,400,000","$1,200,000"
16,Jace Amaro,2014-2017 (FA: 2018),21,4,"$4,292,992","$1,073,248"
18,Troy Niklas,2014-2017 (FA: 2018),21,4,"$4,023,300","$1,005,825"
72,Owen Daniels,2014-2014 (FA: 2015),31,1,"$1,000,000","$1,000,000"
92,Alex Smith,2014-2014 (FA: 2015),32,1,"$915,000","$915,000"
93,Dante Rosario,2014-2014 (FA: 2015),29,1,"$855,000","$855,000"
29,David Johnson,2014-2015 (FA: 2016),26,2,"$1,700,000","$850,000"
30,Richie Brockel,2014-2015 (FA: 2016),27,2,"$1,610,000","$805,000"
20,C.J. Fiedorowicz,2014-2017 (FA: 2018),22,4,"$3,195,116","$798,779"
94,Kellen Davis,2014-2014 (FA: 2015),28,1,"$795,000","$795,000"
94,Ed Dickson,2014-2014 (FA: 2015),26,1,"$795,000","$795,000"
94,Jake Ballard,2014-2014 (FA: 2015),26,1,"$795,000","$795,000"
64,Mike McNeill,2014-2015 (FA: 2016),26,2,"$1,520,000","$760,000"
97,Kellen Davis,2014-2014 (FA: 2015),29,1,"$730,000","$730,000"
97,Daniel Fells,2014-2014 (FA: 2015),30,1,"$730,000","$730,000"
97,Chase Coffman,2014-2014 (FA: 2015),27,1,"$730,000","$730,000"
97,Richard Quinn,2014-2014 (FA: 2015),27,1,"$730,000","$730,000"
97,Richard Quinn,2014-2014 (FA: 2015),27,1,"$730,000","$730,000"
97,Travis Beckum,2014-2014 (FA: 2015),27,1,"$730,000","$730,000"
97,Bear Pascoe,2014-2014 (FA: 2015),28,1,"$730,000","$730,000"
97,Michael Palmer,2014-2014 (FA: 2015),26,1,"$730,000","$730,000"
97,Tom Crabtree,2014-2014 (FA: 2015),28,1,"$730,000","$730,000"
97,Matthew Mulligan,2014-2014 (FA: 2015),29,1,"$730,000","$730,000"
97,Jeron Mastrud,2014-2014 (FA: 2015),26,1,"$730,000","$730,000"
97,Steve Maneri,2014-2014 (FA: 2015),25,1,"$730,000","$730,000"
97,Steve Maneri,2014-2014 (FA: 2015),25,1,"$730,000","$730,000"
23,Richard Rodgers,2014-2017 (FA: 2018),22,4,"$2,761,016","$690,254"
24,Logan Thomas,2014-2017 (FA: 2018),22,4,"$2,652,092","$663,023"
110,D.J. Williams,2014-2014 (FA: 2015),25,1,"$645,000","$645,000"
110,Richard Gordon,2014-2014 (FA: 2015),26,1,"$645,000","$645,000"
110,Richard Gordon,2014-2014 (FA: 2015),26,1,"$645,000","$645,000"
110,Zach Potter,2014-2014 (FA: 2015),27,1,"$645,000","$645,000"
110,Allen Reisner,2014-2014 (FA: 2015),25,1,"$645,000","$645,000"
110,Zach Miller,2014-2014 (FA: 2015),29,1,"$645,000","$645,000"
