rank,player-name,year signed,age,year 2,value,average/year
1,Dallas Clark,2008-2013 (FA: 2014),28,6,"$41,760,000","$6,960,000"
2,Chris Cooley,2008-2013 (FA: 2014),25,6,"$30,000,000","$5,000,000"
9,L.J. Smith,2008-2008 (FA: 2009),27,1,"$4,522,000","$4,522,000"
3,Donald Lee,2008-2011 (FA: 2012),27,4,"$11,880,000","$2,970,000"
7,Ben Utecht,2008-2010 (FA: 2011),26,3,"$8,750,000","$2,916,667"
5,Michael Gaines,2008-2011 (FA: 2012),27,4,"$10,000,000","$2,500,000"
4,Dustin Keller,2008-2012 (FA: 2013),23,5,"$11,750,000","$2,350,000"
6,Ben Hartsock,2008-2011 (FA: 2012),27,4,"$9,000,000","$2,250,000"
8,Desmond Clark,2008-2010 (FA: 2011),30,3,"$6,500,000","$2,166,667"
11,Alge Crumpler,2008-2009 (FA: 2010),30,2,"$4,200,000","$2,100,000"
29,Bubba Franks,2008-2008 (FA: 2009),29,1,"$1,650,000","$1,650,000"
31,Bo Scaife,2008-2008 (FA: 2009),26,1,"$1,417,000","$1,417,000"
10,John Carlson,2008-2011 (FA: 2012),24,4,"$4,520,250","$1,130,063"
19,Anthony Becht,2008-2009 (FA: 2010),30,2,"$2,000,000","$1,000,000"
19,Billy Miller,2008-2009 (FA: 2010),30,2,"$2,000,000","$1,000,000"
36,Ben Utecht,2008-2008 (FA: 2009),26,1,"$927,000","$927,000"
36,Billy Bajema,2008-2008 (FA: 2009),25,1,"$927,000","$927,000"
24,Jerame Tuman,2008-2009 (FA: 2010),31,2,"$1,775,000","$887,500"
12,Fred Davis,2008-2011 (FA: 2012),21,4,"$3,517,000","$879,250"
38,Marcus Pollard,2008-2008 (FA: 2009),35,1,"$830,000","$830,000"
28,Ben Troupe,2008-2009 (FA: 2010),25,2,"$1,655,000","$827,500"
13,Martellus Bennett,2008-2011 (FA: 2012),21,4,"$2,965,000","$741,250"
30,Courtney Anderson,2008-2009 (FA: 2010),27,2,"$1,445,000","$722,500"
32,James Dearth,2008-2009 (FA: 2010),31,2,"$1,340,000","$670,000"
33,Kris Wilson,2008-2009 (FA: 2010),27,2,"$1,325,000","$662,500"
42,Sean Ryan,2008-2008 (FA: 2009),27,1,"$655,000","$655,000"
43,Justin Peelle,2008-2008 (FA: 2009),28,1,"$645,000","$645,000"
44,Ben Troupe,2008-2008 (FA: 2009),26,1,"$605,000","$605,000"
44,Sean McHugh,2008-2008 (FA: 2009),25,1,"$605,000","$605,000"
14,Craig Stevens,2008-2011 (FA: 2012),23,4,"$2,402,000","$600,500"
15,Jermichael Finley,2008-2011 (FA: 2012),20,4,"$2,358,000","$589,500"
27,Brad Cottam,2008-2010 (FA: 2011),23,3,"$1,734,000","$578,000"
16,Martin Rucker,2008-2011 (FA: 2012),23,4,"$2,178,000","$544,500"
17,Jacob Tamme,2008-2011 (FA: 2012),23,4,"$2,126,572","$531,643"
18,Derek Fine,2008-2011 (FA: 2012),24,4,"$2,103,000","$525,750"
21,Gary Barnidge,2008-2011 (FA: 2012),22,4,"$1,895,425","$473,856"
22,Kellen Davis,2008-2011 (FA: 2012),22,4,"$1,872,954","$468,239"
23,Tom Santi,2008-2011 (FA: 2012),22,4,"$1,791,780","$447,945"
46,Joel Dreessen,2008-2008 (FA: 2009),25,1,"$445,000","$445,000"
24,Matt Sherry,2008-2011 (FA: 2012),23,4,"$1,775,000","$443,750"
26,Keith Zinger,2008-2011 (FA: 2012),22,4,"$1,751,300","$437,825"
38,Tory Humphrey,2008-2009 (FA: 2010),24,2,"$830,000","$415,000"
38,Daniel Fells,2008-2009 (FA: 2010),24,2,"$830,000","$415,000"
38,Mark Wilson,2008-2009 (FA: 2010),27,2,"$830,000","$415,000"
34,Michael  Merritt,2008-2010 (FA: 2011),23,3,"$1,182,000","$394,000"
35,Gijon Robinson,2008-2010 (FA: 2011),23,3,"$1,155,000","$385,000"
47,Greg Estandia,2008-2008 (FA: 2009),25,1,"$370,000","$370,000"
48,Jonathan Stupar,2008-2008 (FA: 2009),23,1,"$295,000","$295,000"
