rank,player-name,year signed,age,year 2,value,average/year
3,Vernon Davis,2006-2010 (FA: 2011),22,5,"$25,000,000","$5,000,000"
4,Randy McMichael,2006-2009 (FA: 2010),26,4,"$18,000,000","$4,500,000"
1,Todd Heap,2006-2011 (FA: 2012),25,7,"$30,000,000","$4,285,714"
2,Jason Witten,2006-2012 (FA: 0),23,7,"$27,600,000","$3,942,857"
5,Dan Campbell,2006-2010 (FA: 2011),29,5,"$11,375,000","$2,275,000"
7,Chris Baker,2006-2009 (FA: 2010),26,4,"$6,600,000","$1,650,000"
21,Anthony Becht,2006-2007 (FA: 2008),28,1,"$1,530,000","$1,530,000"
8,Justin Peelle,2006-2008 (FA: 2009),26,3,"$4,500,000","$1,500,000"
6,Marcedes Lewis,2006-2010 (FA: 2011),22,5,"$7,425,000","$1,485,000"
9,Jerame Tuman,2006-2008 (FA: 2009),29,3,"$4,250,000","$1,416,667"
10,Joe Klopfenstein,2006-2009 (FA: 2010),23,4,"$3,370,000","$842,500"
11,Anthony Fasano,2006-2009 (FA: 2010),22,4,"$3,070,000","$767,500"
15,Owen Daniels,2006-2008 (FA: 2009),23,3,"$1,980,000","$660,000"
12,Tony Scheffler,2006-2009 (FA: 2010),23,4,"$2,607,000","$651,750"
13,David Thomas,2006-2009 (FA: 2010),23,4,"$2,507,500","$626,875"
27,Billy Miller,2006-2006 (FA: 2007),28,1,"$585,000","$585,000"
19,Leonard Pope,2006-2008 (FA: 2009),22,3,"$1,658,000","$552,667"
14,Garrett Mills,2006-2009 (FA: 2010),22,4,"$2,072,500","$518,125"
28,Sean McHugh,2006-2006 (FA: 2007),23,1,"$510,000","$510,000"
29,Will Heller,2006-2006 (FA: 2007),14,1,"$500,000","$500,000"
16,Jason Pociask,2006-2009 (FA: 2010),23,4,"$1,778,125","$444,531"
17,Delanie Walker,2006-2009 (FA: 2010),21,4,"$1,712,000","$428,000"
30,Sean Ryan,2006-2006 (FA: 2007),25,1,"$425,000","$425,000"
18,T.J. Williams,2006-2009 (FA: 2010),23,4,"$1,688,000","$422,000"
20,Tim Massaquoi,2006-2009 (FA: 2010),24,4,"$1,648,200","$412,050"
22,Jeff King,2006-2008 (FA: 2009),23,3,"$1,203,018","$401,006"
23,Quinn Sypniewski,2006-2008 (FA: 2009),24,3,"$1,184,500","$394,833"
24,Charles Davis,2006-2008 (FA: 2009),23,3,"$1,184,000","$394,667"
31,Ben Utecht,2006-2006 (FA: 2007),24,1,"$350,000","$350,000"
25,Greg Estandia,2006-2007 (FA: 2008),23,2,"$655,000","$327,500"
26,Daniel Fells,2006-2007 (FA: 2008),22,2,"$636,000","$318,000"
32,Jason Rader,2006-2006 (FA: 2007),24,1,"$275,000","$275,000"
