rank,player-name,rank-position,year signed,age,year 2,value,average/year
1,Von Miller,Outside Linebacker,2016-2021 (FA: 2022),27,6,"$114,100,000","$19,016,667"
2,Olivier Vernon,Outside Linebacker,2016-2020 (FA: 2021),25,5,"$85,000,000","$17,000,000"
11,Von Miller,Outside Linebacker,2016-2016 (FA: 2017),26,1,"$14,129,000","$14,129,000"
4,Navorro Bowman,Inside Linebacker,2016-2022 (FA: 2023),28,4,"$42,000,000","$10,500,000"
3,Mark Barron,Inside Linebacker,2016-2020 (FA: 2021),26,5,"$45,000,000","$9,000,000"
5,Brandon Marshall,Inside Linebacker,2016-2020 (FA: 2021),26,4,"$32,000,000","$8,000,000"
6,Danny Trevathan,Inside Linebacker,2016-2019 (FA: 2020),25,4,"$28,000,000","$7,000,000"
8,Tamba Hali,Outside Linebacker,2016-2018 (FA: 2019),32,3,"$21,000,000","$7,000,000"
8,Derrick Johnson,Inside Linebacker,2016-2018 (FA: 2019),33,3,"$21,000,000","$7,000,000"
7,Joey Bosa,Outside Linebacker,2016-2020 (FA: 2021),20,4,"$25,873,685","$6,468,421"
13,Aldon Smith,Outside Linebacker,2016-2017 (FA: 2018),26,2,"$11,500,000","$5,750,000"
14,Willie Young,Outside Linebacker,2016-2018 (FA: 2019),30,2,"$11,050,000","$5,525,000"
31,Nick Perry,Outside Linebacker,2016-2016 (FA: 2017),25,1,"$5,050,000","$5,050,000"
36,Trent Cole,Outside Linebacker,2016-2016 (FA: 2017),33,1,"$4,250,000","$4,250,000"
12,Jerrell Freeman,Inside Linebacker,2016-2018 (FA: 2019),29,3,"$12,000,000","$4,000,000"
19,Demario Davis,Outside Linebacker,2016-2017 (FA: 2018),27,2,"$8,000,000","$4,000,000"
19,Tahir Whitehead,Linebacker,2016-2017 (FA: 2018),25,2,"$8,000,000","$4,000,000"
38,Rolando McClain,Inside Linebacker,2016-2016 (FA: 2017),26,1,"$4,000,000","$4,000,000"
10,Leonard Floyd,Outside Linebacker,2016-2020 (FA: 2021),23,4,"$15,782,861","$3,945,715"
15,Vincent Rey,Outside Linebacker,2016-2018 (FA: 2019),28,3,"$10,500,000","$3,500,000"
21,Nigel Bradham,Outside Linebacker,2016-2017 (FA: 2018),26,2,"$7,000,000","$3,500,000"
42,Rob Ninkovich,Outside Linebacker,2016-2017 (FA: 2018),32,1,"$3,500,000","$3,500,000"
23,Quinton Coples,Outside Linebacker,2016-2017 (FA: 2018),25,2,"$6,500,000","$3,250,000"
17,Shea McClellin,Outside Linebacker,2016-2018 (FA: 2019),26,3,"$9,050,000","$3,016,667"
49,Paul Kruger,Outside Linebacker,2016-2016 (FA: 2017),30,1,"$3,000,000","$3,000,000"
18,James Laurinaitis,Inside Linebacker,2016-2018 (FA: 2019),29,3,"$8,250,000","$2,750,000"
28,Emmanuel Lamur,Outside Linebacker,2016-2017 (FA: 2018),26,2,"$5,500,000","$2,750,000"
56,Chad Greenway,Outside Linebacker,2016-2016 (FA: 2017),33,1,"$2,750,000","$2,750,000"
30,Akeem Ayers,Outside Linebacker,2016-2017 (FA: 2018),27,2,"$5,200,000","$2,600,000"
58,Keenan Robinson,Outside Linebacker,2016-2016 (FA: 2017),26,1,"$2,600,000","$2,600,000"
16,Darron Lee,Inside Linebacker,2016-2019 (FA: 2020),21,4,"$10,221,648","$2,555,412"
61,Brandon Marshall,Inside Linebacker,2016-2016 (FA: 2017),26,1,"$2,553,000","$2,553,000"
61,Paul Worrilow,Outside Linebacker,2016-2016 (FA: 2017),25,1,"$2,553,000","$2,553,000"
32,Dannell Ellerbe,Outside Linebacker,2016-2017 (FA: 2018),30,2,"$5,000,000","$2,500,000"
65,Stephen Tulloch,Inside Linebacker,2016-2016 (FA: 2017),31,1,"$2,500,000","$2,500,000"
65,Daryl Smith,Inside Linebacker,2016-2016 (FA: 2017),34,1,"$2,500,000","$2,500,000"
65,Sean Spence,Inside Linebacker,2016-2016 (FA: 2017),27,1,"$2,500,000","$2,500,000"
37,Jonathan Freeny,Outside Linebacker,2016-2018 (FA: 2019),27,2,"$4,080,000","$2,040,000"
38,Erin Henderson,Inside Linebacker,2016-2017 (FA: 2018),26,2,"$4,000,000","$2,000,000"
83,Karlos Dansby,Inside Linebacker,2016-2016 (FA: 2017),34,1,"$2,000,000","$2,000,000"
28,Vince Williams,Inside Linebacker,2016-2018 (FA: 2019),26,3,"$5,500,000","$1,833,333"
84,Jasper Brinkley,Inside Linebacker,2016-2016 (FA: 2017),30,1,"$1,800,000","$1,800,000"
85,Michael Wilhoite,Inside Linebacker,2016-2016 (FA: 2017),29,1,"$1,671,000","$1,671,000"
85,Scott Solomon,Outside Linebacker,2016-2016 (FA: 2017),27,1,"$1,671,000","$1,671,000"
32,Craig Robertson,Inside Linebacker,2016-2018 (FA: 2019),28,3,"$5,000,000","$1,666,667"
32,Nathan Stupar,Outside Linebacker,2016-2018 (FA: 2019),28,3,"$5,000,000","$1,666,667"
22,Kevin Dodd,Outside Linebacker,2016-2019 (FA: 2020),23,4,"$6,552,306","$1,638,077"
44,Kyle Wilber,Outside Linebacker,2016-2017 (FA: 2018),26,2,"$3,250,000","$1,625,000"
24,Jaylon Smith,Inside Linebacker,2016-2019 (FA: 2020),20,4,"$6,494,970","$1,623,743"
151,Junior Galette,Outside Linebacker,2016-2016 (FA: 2017),27,1,"$1,600,000","$1,600,000"
25,Myles Jack,Inside Linebacker,2016-2019 (FA: 2020),20,4,"$6,334,441","$1,583,610"
48,Ray-Ray Armstrong,Inside Linebacker,2016-2018 (FA: 2019),25,2,"$3,100,000","$1,550,000"
152,Sean Weatherspoon,Inside Linebacker,2016-2016 (FA: 2017),28,1,"$1,500,000","$1,500,000"
26,Reggie Ragland,Inside Linebacker,2016-2019 (FA: 2020),22,4,"$5,841,370","$1,460,343"
27,Kamalei Correa,Inside Linebacker,2016-2019 (FA: 2020),22,4,"$5,749,639","$1,437,410"
40,Albert McClellan,Inside Linebacker,2016-2018 (FA: 2019),29,3,"$3,750,000","$1,250,000"
65,Mason Foster,Inside Linebacker,2016-2017 (FA: 2018),27,2,"$2,500,000","$1,250,000"
65,Tank Carder,Inside Linebacker,2016-2017 (FA: 2018),27,2,"$2,500,000","$1,250,000"
