rank,player-name,rank-position,year signed,age,year 2,value,average/year
1,Khalil Mack,Outside Linebacker,2018-2024 (FA: 2025),27,6,"$141,000,000","$23,500,000"
2,Benardrick McKinney,Inside Linebacker,2018-2021 (FA: 2022),25,5,"$50,000,000","$10,000,000"
2,Eric Kendricks,Inside Linebacker,2018-2023 (FA: 2024),26,5,"$50,000,000","$10,000,000"
4,Anthony Hitchens,Inside Linebacker,2018-2022 (FA: 2023),25,5,"$45,000,000","$9,000,000"
5,Nigel Bradham,Outside Linebacker,2018-2022 (FA: 2023),28,5,"$40,000,000","$8,000,000"
7,Demario Davis,Outside Linebacker,2018-2020 (FA: 2021),29,3,"$24,000,000","$8,000,000"
7,Zach Brown,Inside Linebacker,2018-2020 (FA: 2021),28,3,"$24,000,000","$8,000,000"
9,Avery Williamson,Inside Linebacker,2018-2020 (FA: 2021),26,3,"$22,500,000","$7,500,000"
6,Bradley Chubb,Outside Linebacker,2018-2022 (FA: 2023),21,4,"$27,271,241","$6,817,810"
10,Tahir Whitehead,Linebacker,2018-2020 (FA: 2021),27,3,"$19,000,000","$6,333,333"
11,Vince Williams,Inside Linebacker,2018-2021 (FA: 2022),28,3,"$18,600,000","$6,200,000"
13,Devon Kennard,Outside Linebacker,2018-2020 (FA: 2021),26,3,"$17,250,000","$5,750,000"
14,Kareem Martin,Outside Linebacker,2018-2020 (FA: 2021),26,3,"$15,000,000","$5,000,000"
14,Todd Davis,Inside Linebacker,2018-2020 (FA: 2021),27,3,"$15,000,000","$5,000,000"
12,Roquan Smith,Linebacker,2018-2022 (FA: 2023),21,4,"$18,477,168","$4,619,292"
29,Preston Brown,Inside Linebacker,2018-2018 (FA: 2019),25,1,"$4,000,000","$4,000,000"
29,Aaron Lynch,Outside Linebacker,2018-2018 (FA: 2019),25,1,"$4,000,000","$4,000,000"
21,Barkevious Mingo,Outside Linebacker,2018-2019 (FA: 2020),27,2,"$6,800,000","$3,400,000"
23,Christian Jones,Linebacker,2018-2019 (FA: 2020),27,2,"$6,350,000","$3,175,000"
16,Tremaine Edmunds,Inside Linebacker,2018-2022 (FA: 2023),20,4,"$12,659,544","$3,164,886"
45,Jeremiah Attaochu,Outside Linebacker,2018-2018 (FA: 2019),25,1,"$3,000,000","$3,000,000"
17,Leighton Vander Esch,Linebacker,2018-2021 (FA: 2022),22,4,"$11,847,781","$2,961,945"
47,Shaquil Barrett,Outside Linebacker,2018-2018 (FA: 2019),25,1,"$2,914,000","$2,914,000"
18,Rashaan Evans,Linebacker,2018-2021 (FA: 2022),22,4,"$11,577,193","$2,894,298"
19,Brock Coyle,Outside Linebacker,2018-2020 (FA: 2021),27,3,"$8,400,000","$2,800,000"
27,Sam Acho,Outside Linebacker,2018-2019 (FA: 2020),29,2,"$5,500,000","$2,750,000"
28,Kevin Pierre-Louis,Outside Linebacker,2018-2019 (FA: 2020),26,2,"$5,250,000","$2,625,000"
72,Mychal Kendricks,Outside Linebacker,2018-2018 (FA: 2019),27,1,"$2,250,000","$2,250,000"
29,Jon Bostic,Inside Linebacker,2018-2019 (FA: 2020),26,2,"$4,000,000","$2,000,000"
75,Anthony Chickillo,Outside Linebacker,2018-2018 (FA: 2019),25,1,"$1,907,000","$1,907,000"
26,Josh Bynes,Inside Linebacker,2018-2020 (FA: 2021),28,3,"$5,575,000","$1,858,333"
20,Darius Leonard,Inside Linebacker,2018-2021 (FA: 2022),22,4,"$7,247,805","$1,811,951"
34,Joe Thomas,Outside Linebacker,2018-2019 (FA: 2020),26,2,"$3,600,000","$1,800,000"
76,Pernell McPhee,Outside Linebacker,2018-2018 (FA: 2019),29,1,"$1,800,000","$1,800,000"
36,Connor Barwin,Outside Linebacker,2018-2019 (FA: 2020),31,2,"$3,500,000","$1,750,000"
77,Marquis Flowers,Outside Linebacker,2018-2018 (FA: 2019),26,1,"$1,750,000","$1,750,000"
38,Mason Foster,Inside Linebacker,2018-2019 (FA: 2020),28,2,"$3,400,000","$1,700,000"
154,Matt Longacre,Outside Linebacker,2018-2018 (FA: 2019),26,1,"$1,698,438","$1,698,438"
22,Harold Landry,Outside Linebacker,2018-2021 (FA: 2022),22,4,"$6,733,688","$1,683,422"
155,Corey Nelson,Inside Linebacker,2018-2018 (FA: 2019),25,1,"$1,600,000","$1,600,000"
24,Breeland Speaks,Linebacker,2018-2021 (FA: 2022),22,4,"$6,100,512","$1,525,128"
44,Nick Dzubnar,Inside Linebacker,2018-2019 (FA: 2020),26,2,"$3,050,000","$1,525,000"
45,Julian Stanford,Outside Linebacker,2018-2019 (FA: 2020),27,2,"$3,000,000","$1,500,000"
158,Derrick Johnson,Inside Linebacker,2018-2018 (FA: 2019),35,1,"$1,500,000","$1,500,000"
25,Uchenna Nwosu,Linebacker,2018-2021 (FA: 2022),21,4,"$5,759,577","$1,439,894"
51,Kyle Wilber,Outside Linebacker,2018-2019 (FA: 2020),28,2,"$2,750,000","$1,375,000"
160,Jeremiah Attaochu,Outside Linebacker,2018-2018 (FA: 2019),25,1,"$1,365,000","$1,365,000"
161,Thurston Armbrister,Outside Linebacker,2018-2019 (FA: 2020),25,1,"$1,350,000","$1,350,000"
167,Will Compton,Inside Linebacker,2018-2018 (FA: 2019),28,1,"$1,250,000","$1,250,000"
168,Brandon Copeland,Outside Linebacker,2018-2018 (FA: 2019),26,1,"$1,200,000","$1,200,000"
168,Pita Taumoepenu,Outside Linebacker,2018-2019 (FA: 2020),23,1,"$1,200,000","$1,200,000"
194,Adarius Taylor,Inside Linebacker,2018-2018 (FA: 2019),27,1,"$1,040,000","$1,040,000"
195,Erik Walden,Outside Linebacker,2018-2018 (FA: 2019),32,1,"$1,015,000","$1,015,000"
196,Nathan Stupar,Outside Linebacker,2018-2018 (FA: 2019),30,1,"$1,000,000","$1,000,000"
196,Ray-Ray Armstrong,Inside Linebacker,2018-2018 (FA: 2019),27,1,"$1,000,000","$1,000,000"
32,Fred Warner,Linebacker,2018-2021 (FA: 2022),21,4,"$3,979,325","$994,831"
33,Jerome Baker,Outside Linebacker,2018-2021 (FA: 2022),21,4,"$3,809,200","$952,300"
198,Arthur Moats,Outside Linebacker,2018-2018 (FA: 2019),30,1,"$915,000","$915,000"
198,Ramon Humber,Outside Linebacker,2018-2018 (FA: 2019),31,1,"$915,000","$915,000"
198,Bruce Carter,Outside Linebacker,2018-2018 (FA: 2019),30,1,"$915,000","$915,000"
198,Kelvin Sheppard,Inside Linebacker,2018-2018 (FA: 2019),30,1,"$915,000","$915,000"
202,Brian Peters,Inside Linebacker,2018-2018 (FA: 2019),29,1,"$900,000","$900,000"
202,Josh Keyes,Inside Linebacker,2018-2018 (FA: 2019),25,1,"$900,000","$900,000"
35,Malik Jefferson,Outside Linebacker,2018-2021 (FA: 2022),21,4,"$3,593,728","$898,432"
204,Mark Herzlich,Outside Linebacker,2018-2018 (FA: 2019),30,1,"$880,000","$880,000"
204,Jonathan Freeny,Outside Linebacker,2018-2018 (FA: 2019),28,1,"$880,000","$880,000"
204,Korey Toomer,Inside Linebacker,2018-2018 (FA: 2019),29,1,"$880,000","$880,000"
204,Kevin Minter,Inside Linebacker,2018-2018 (FA: 2019),27,1,"$880,000","$880,000"
204,Paul Worrilow,Outside Linebacker,2018-2018 (FA: 2019),27,1,"$880,000","$880,000"
204,LaRoy Reynolds,Inside Linebacker,2018-2018 (FA: 2019),27,1,"$880,000","$880,000"
204,Terence Garvin,Inside Linebacker,2018-2018 (FA: 2019),27,1,"$880,000","$880,000"
204,Maurice Alexander,Linebacker,2018-2018 (FA: 2019),28,1,"$880,000","$880,000"
37,Oren Burks,Inside Linebacker,2018-2021 (FA: 2022),23,4,"$3,431,555","$857,889"
39,Dorian O'Daniel,Outside Linebacker,2018-2021 (FA: 2022),23,4,"$3,346,341","$836,585"
212,Keenan Robinson,Outside Linebacker,2018-2018 (FA: 2019),29,1,"$835,000","$835,000"
213,Mark Nzeocha,Outside Linebacker,2018-2018 (FA: 2019),28,1,"$800,000","$800,000"
40,Josey Jewell,Inside Linebacker,2018-2021 (FA: 2022),23,4,"$3,173,982","$793,496"
214,Kevin Minter,Inside Linebacker,2018-2018 (FA: 2019),27,1,"$790,000","$790,000"
214,Gerald Hodges,Inside Linebacker,2018-2018 (FA: 2019),27,1,"$790,000","$790,000"
214,Michael Mauti,Outside Linebacker,2018-2018 (FA: 2019),28,1,"$790,000","$790,000"
214,Terence Garvin,Inside Linebacker,2018-2018 (FA: 2019),27,1,"$790,000","$790,000"
214,Maurice Alexander,Linebacker,2018-2018 (FA: 2019),28,1,"$790,000","$790,000"
214,Corey Nelson,Inside Linebacker,2018-2018 (FA: 2019),26,1,"$790,000","$790,000"
214,Kasim Edebali,Outside Linebacker,2018-2018 (FA: 2019),28,1,"$790,000","$790,000"
214,Frank Zombo,Outside Linebacker,2018-2018 (FA: 2019),30,1,"$790,000","$790,000"
