rank,player-name,rank-position,year signed,age,year 2,value,average/year
1,Joey Bosa,Outside Linebacker,2020-2025 (FA: 2026),25,5,"$135,000,000","$27,000,000"
15,Matt Judon,Outside Linebacker,2020-2020 (FA: 2021),27,1,"$16,808,000","$16,808,000"
16,Shaquil Barrett,Outside Linebacker,2020-2020 (FA: 2021),27,1,"$15,828,000","$15,828,000"
16,Bud Dupree,Outside Linebacker,2020-2020 (FA: 2021),27,1,"$15,828,000","$15,828,000"
3,Zach Cunningham,Inside Linebacker,2020-2024 (FA: 2025),25,4,"$58,000,000","$14,500,000"
2,Robert Quinn,Linebacker,2020-2024 (FA: 2025),29,5,"$70,000,000","$14,000,000"
5,Kyle Van Noy,Inside Linebacker,2020-2023 (FA: 2024),28,4,"$51,000,000","$12,750,000"
6,Cory Littleton,Inside Linebacker,2020-2022 (FA: 2023),26,3,"$35,250,000","$11,750,000"
23,Olivier Vernon,Outside Linebacker,2020-2020 (FA: 2021),29,1,"$11,000,000","$11,000,000"
4,Joe Schobert,Inside Linebacker,2020-2024 (FA: 2025),26,5,"$53,750,000","$10,750,000"
7,Blake Martinez,Inside Linebacker,2020-2022 (FA: 2023),26,3,"$30,750,000","$10,250,000"
8,Jamie Collins,Outside Linebacker,2020-2022 (FA: 2023),30,3,"$30,000,000","$10,000,000"
24,Leonard Floyd,Outside Linebacker,2020-2020 (FA: 2021),27,1,"$10,000,000","$10,000,000"
9,Demario Davis,Outside Linebacker,2020-2023 (FA: 2024),31,3,"$27,000,000","$9,000,000"
10,Danny Trevathan,Inside Linebacker,2020-2022 (FA: 2023),29,3,"$21,750,000","$7,250,000"
11,Nick Kwiatkoski,Inside Linebacker,2020-2022 (FA: 2023),26,3,"$21,000,000","$7,000,000"
13,Devon Kennard,Outside Linebacker,2020-2022 (FA: 2023),28,3,"$20,000,000","$6,666,667"
19,Christian Kirksey,Inside Linebacker,2020-2021 (FA: 2022),27,2,"$13,000,000","$6,500,000"
14,A.J. Klein,Outside Linebacker,2020-2022 (FA: 2023),28,3,"$18,000,000","$6,000,000"
27,De'Vondre Campbell,Outside Linebacker,2020-2020 (FA: 2021),26,1,"$6,000,000","$6,000,000"
12,Isaiah Simmons,Linebacker,2020-2024 (FA: 2025),21,4,"$20,664,055","$5,166,014"
35,Kyler Fackrell,Outside Linebacker,2020-2020 (FA: 2021),28,1,"$4,600,000","$4,600,000"
37,Sean Lee,Outside Linebacker,2020-2020 (FA: 2021),33,1,"$4,500,000","$4,500,000"
47,Jordan Jenkins,Outside Linebacker,2020-2020 (FA: 2021),25,1,"$3,750,000","$3,750,000"
26,Tyler Matakevich,Inside Linebacker,2020-2022 (FA: 2023),27,2,"$7,150,000","$3,575,000"
52,Thomas Davis,Linebacker,2020-2020 (FA: 2021),36,1,"$3,500,000","$3,500,000"
18,K’Lavon Chaisson,Outside Linebacker,2020-2024 (FA: 2025),20,4,"$13,344,613","$3,336,153"
65,Eric Wilson,Outside Linebacker,2020-2020 (FA: 2021),25,1,"$3,259,000","$3,259,000"
65,Nicholas Morrow,Outside Linebacker,2020-2020 (FA: 2021),24,1,"$3,259,000","$3,259,000"
20,Kenneth Murray,Linebacker,2020-2024 (FA: 2025),21,4,"$12,974,941","$3,243,735"
21,Jordyn Brooks,Linebacker,2020-2024 (FA: 2025),22,4,"$12,235,607","$3,058,902"
22,Patrick Queen,Inside Linebacker,2020-2024 (FA: 2025),20,4,"$12,161,671","$3,040,418"
67,Kevin Pierre-Louis,Outside Linebacker,2020-2020 (FA: 2021),28,1,"$3,000,000","$3,000,000"
67,Kamu Grugier-Hill,Outside Linebacker,2020-2020 (FA: 2021),25,1,"$3,000,000","$3,000,000"
25,David Mayo,Inside Linebacker,2020-2022 (FA: 2023),26,3,"$8,400,000","$2,800,000"
30,Jon Bostic,Inside Linebacker,2020-2021 (FA: 2022),28,2,"$5,100,000","$2,550,000"
69,Tahir Whitehead,Linebacker,2020-2020 (FA: 2021),29,1,"$2,500,000","$2,500,000"
70,Nick Vigil,Outside Linebacker,2020-2020 (FA: 2021),26,1,"$2,400,000","$2,400,000"
70,B.J. Goodson,Inside Linebacker,2020-2020 (FA: 2021),26,1,"$2,400,000","$2,400,000"
120,Kamalei Correa,Inside Linebacker,2020-2020 (FA: 2021),25,1,"$2,250,000","$2,250,000"
121,Vince Biegel,Outside Linebacker,2020-2020 (FA: 2021),26,1,"$2,133,000","$2,133,000"
121,Dylan Cole,Inside Linebacker,2020-2020 (FA: 2021),25,1,"$2,133,000","$2,133,000"
123,Aldon Smith,Outside Linebacker,2020-2020 (FA: 2021),30,1,"$2,000,000","$2,000,000"
123,Neville Hewitt,Inside Linebacker,2020-2020 (FA: 2021),26,1,"$2,000,000","$2,000,000"
123,Elandon Roberts,Outside Linebacker,2020-2020 (FA: 2021),25,1,"$2,000,000","$2,000,000"
123,Patrick Onwuasor,Inside Linebacker,2020-2020 (FA: 2021),27,1,"$2,000,000","$2,000,000"
127,Josh Bynes,Inside Linebacker,2020-2020 (FA: 2021),30,1,"$1,650,000","$1,650,000"
134,Jeremiah Attaochu,Outside Linebacker,2020-2020 (FA: 2021),27,1,"$1,500,000","$1,500,000"
134,Shilique Calhoun,Outside Linebacker,2020-2020 (FA: 2021),28,1,"$1,500,000","$1,500,000"
28,Josh Uche,Outside Linebacker,2020-2023 (FA: 2024),21,4,"$5,389,335","$1,347,334"
29,Willie Gay Jr.,Inside Linebacker,2020-2023 (FA: 2024),22,4,"$5,271,045","$1,317,761"
155,Joe Thomas,Outside Linebacker,2020-2020 (FA: 2021),28,1,"$1,250,000","$1,250,000"
31,Logan Wilson,Linebacker,2020-2023 (FA: 2024),24,4,"$4,945,590","$1,236,398"
32,Julian Okwara,Linebacker,2020-2023 (FA: 2024),22,4,"$4,926,810","$1,231,703"
33,Zack Baun,Outside Linebacker,2020-2023 (FA: 2024),23,4,"$4,811,188","$1,202,797"
156,Kyle Wilber,Outside Linebacker,2020-2020 (FA: 2021),30,1,"$1,187,500","$1,187,500"
156,Barkevious Mingo,Outside Linebacker,2020-2020 (FA: 2021),29,1,"$1,187,500","$1,187,500"
156,Pernell McPhee,Outside Linebacker,2020-2020 (FA: 2021),31,1,"$1,187,500","$1,187,500"
159,Kevin Minter,Inside Linebacker,2020-2020 (FA: 2021),29,1,"$1,187,000","$1,187,000"
34,Terrell Lewis,Outside Linebacker,2020-2023 (FA: 2024),21,4,"$4,638,593","$1,159,648"
36,Anfernee Jennings,Outside Linebacker,2020-2023 (FA: 2024),23,4,"$4,596,871","$1,149,218"
38,Malik Harrison,Linebacker,2020-2023 (FA: 2024),22,4,"$4,499,405","$1,124,851"
38,Davion Taylor,Outside Linebacker,2020-2023 (FA: 2024),21,4,"$4,499,405","$1,124,851"
38,Alex Highsmith,Outside Linebacker,2020-2023 (FA: 2024),22,4,"$4,499,405","$1,124,851"
161,Aaron Lynch,Outside Linebacker,2020-2020 (FA: 2021),27,1,"$1,100,000","$1,100,000"
41,Jacob Phillips,Inside Linebacker,2020-2023 (FA: 2024),21,4,"$4,344,314","$1,086,079"
42,Tanner Muse,Outside Linebacker,2020-2020 (FA: 2023),23,4,"$4,322,189","$1,080,547"
162,Malcolm Smith,Outside Linebacker,2020-2020 (FA: 2021),31,1,"$1,050,000","$1,050,000"
162,Daren Bates,Inside Linebacker,2020-2020 (FA: 2021),29,1,"$1,050,000","$1,050,000"
