rank,player-name,rank-position,year signed,age,year 2,value,average/year
2,Tamba Hali,Outside Linebacker,2011-2015 (FA: 2016),27,5,"$57,500,000","$11,500,000"
23,Kamerion Wimbley,Outside Linebacker,2011-2011 (FA: 2012),27,1,"$11,312,000","$11,312,000"
1,LaMarr Woodley,Outside Linebacker,2011-2016 (FA: 2017),26,6,"$61,500,000","$10,250,000"
25,LaMarr Woodley,Outside Linebacker,2011-2011 (FA: 2012),26,1,"$10,091,000","$10,091,000"
25,Chad Greenway,Outside Linebacker,2011-2011 (FA: 2012),27,1,"$10,091,000","$10,091,000"
27,David Harris,Inside Linebacker,2011-2011 (FA: 2012),27,1,"$10,016,000","$10,016,000"
5,Kamerion Wimbley,Outside Linebacker,2011-2015 (FA: 2016),27,5,"$49,750,000","$9,950,000"
6,Lawrence Timmons,Inside Linebacker,2011-2016 (FA: 2017),25,5,"$47,795,750","$9,559,150"
10,David Harris,Inside Linebacker,2011-2014 (FA: 2015),27,4,"$36,000,000","$9,000,000"
3,Jon Beason,Inside Linebacker,2011-2014 (FA: 2015),26,6,"$52,929,554","$8,821,592"
8,Chad Greenway,Outside Linebacker,2011-2015 (FA: 2016),27,5,"$40,600,000","$8,120,000"
7,Paul Posluszny,Outside Linebacker,2011-2017 (FA: 2018),26,6,"$45,000,000","$7,500,000"
9,Thomas Davis,Linebacker,2011-2015 (FA: 2016),28,5,"$36,500,000","$7,300,000"
4,Jerod Mayo,Inside Linebacker,2011-2017 (FA: 2018),24,7,"$49,850,000","$7,121,429"
11,A.J. Hawk,Outside Linebacker,2011-2015 (FA: 2016),26,5,"$33,750,000","$6,750,000"
12,Clint Session,Linebacker,2011-2015 (FA: 2016),26,5,"$30,000,000","$6,000,000"
13,Quincy Black,Linebacker,2011-2015 (FA: 2016),27,5,"$29,000,000","$5,800,000"
14,Stewart Bradley,Inside Linebacker,2011-2015 (FA: 2016),27,5,"$27,500,000","$5,500,000"
16,Von Miller,Outside Linebacker,2011-2015 (FA: 2016),22,4,"$21,000,380","$5,250,095"
