rank,player-name,rank-position,year signed,age,year 2,value,average/year
1,Dwight Freeney,Outside Linebacker,2007-2012 (FA: 2013),27,6,"$72,000,000","$12,000,000"
21,Lance Briggs,Outside Linebacker,2007-2007 (FA: 2008),26,1,"$7,206,000","$7,206,000"
3,Joey Porter,Linebacker,2007-2011 (FA: 2012),29,5,"$32,500,000","$6,500,000"
2,Nick Barnett,Inside Linebacker,2007-2012 (FA: 2013),25,6,"$34,975,000","$5,829,167"
4,Robert Mathis,Outside Linebacker,2007-2011 (FA: 2012),25,6,"$30,000,000","$5,000,000"
6,London Fletcher,Inside Linebacker,2007-2011 (FA: 2012),31,5,"$25,000,000","$5,000,000"
6,Pisa Tinoisamoa,Linebacker,2007-2010 (FA: 2011),25,5,"$25,000,000","$5,000,000"
6,E.J. Henderson,Linebacker,2007-2011 (FA: 2012),26,5,"$25,000,000","$5,000,000"
5,Daryl Smith,Inside Linebacker,2007-2012 (FA: 2013),24,6,"$28,340,000","$4,723,333"
10,Jarret Johnson,Outside Linebacker,2007-2011 (FA: 2012),25,5,"$21,700,000","$4,340,000"
11,Gerald Hayes,Linebacker,2007-2010 (FA: 2011),26,5,"$21,000,000","$4,200,000"
14,Tully Banta-Cain,Linebacker,2007-2009 (FA: 2010),26,3,"$12,200,000","$4,066,667"
12,Bradie James,Linebacker,2007-2011 (FA: 2012),25,5,"$20,000,000","$4,000,000"
9,Napolean Harris,Linebacker,2007-2012 (FA: 2013),27,6,"$23,300,000","$3,883,333"
17,Brian Simmons,Inside Linebacker,2007-2009 (FA: 2010),31,3,"$10,500,000","$3,500,000"
13,Patrick Willis,Inside Linebacker,2007-2010 (FA: 2011),21,5,"$16,655,000","$3,331,000"
18,Cato June,Linebacker,2007-2009 (FA: 2010),27,3,"$9,000,000","$3,000,000"
16,Scott Shanle,Linebacker,2007-2010 (FA: 2011),27,4,"$11,400,000","$2,850,000"
15,Lawrence Timmons,Inside Linebacker,2007-2011 (FA: 2012),21,5,"$12,000,000","$2,400,000"
19,Jon Beason,Inside Linebacker,2007-2011 (FA: 2012),22,5,"$8,758,800","$1,751,760"
20,Anthony Spencer,Outside Linebacker,2007-2011 (FA: 2012),23,5,"$7,453,000","$1,490,600"
23,Rob Morris,Inside Linebacker,2007-2009 (FA: 2010),31,3,"$4,235,000","$1,411,667"
24,Alex Lewis,Linebacker,2007-2009 (FA: 2010),25,3,"$4,060,000","$1,353,333"
53,Nail Diggs,Linebacker,2007-2007 (FA: 2008),28,1,"$1,350,000","$1,350,000"
54,Demorrio Williams,Linebacker,2007-2007 (FA: 2008),26,1,"$1,300,000","$1,300,000"
22,Paul Posluszny,Outside Linebacker,2007-2010 (FA: 2011),22,4,"$4,750,000","$1,187,500"
63,Junior Seau,Linebacker,2007-2007 (FA: 2008),37,1,"$1,000,000","$1,000,000"
63,Kawika Mitchell,Linebacker,2007-2007 (FA: 2008),27,1,"$1,000,000","$1,000,000"
65,Bryan Scott,Outside Linebacker,2007-2007 (FA: 2008),25,1,"$950,000","$950,000"
37,Monty Beisel,Linebacker,2007-2008 (FA: 2009),28,2,"$1,850,000","$925,000"
25,LaMarr Woodley,Outside Linebacker,2007-2010 (FA: 2011),22,4,"$3,530,000","$882,500"
26,David Harris,Inside Linebacker,2007-2010 (FA: 2011),23,4,"$3,460,000","$865,000"
