rank,player-name,rank-position,year signed,age,year 2,value,average/year
9,Bobby Wagner,Inside Linebacker,2019-2022 (FA: 2023),29,3,"$54,000,000","$18,000,000"
1,Dee Ford,Outside Linebacker,2019-2023 (FA: 2024),27,5,"$85,500,000","$17,100,000"
2,C.J. Mosley,Inside Linebacker,2019-2024 (FA: 2025),26,5,"$85,000,000","$17,000,000"
5,Za'Darius Smith,Outside Linebacker,2019-2022 (FA: 2023),26,4,"$66,000,000","$16,500,000"
19,Dee Ford,Outside Linebacker,2019-2019 (FA: 2020),27,1,"$15,443,000","$15,443,000"
6,Myles Jack,Inside Linebacker,2019-2023 (FA: 2024),23,4,"$57,000,000","$14,250,000"
6,Deion Jones,Inside Linebacker,2019-2023 (FA: 2024),24,4,"$57,000,000","$14,250,000"
8,Shaq Thompson,Outside Linebacker,2019-2023 (FA: 2024),25,4,"$54,433,000","$13,608,250"
4,Anthony Barr,Outside Linebacker,2019-2023 (FA: 2024),26,5,"$67,500,000","$13,500,000"
9,Whitney Mercilus,Outside Linebacker,2019-2021 (FA: 2022),29,4,"$54,000,000","$13,500,000"
9,Kwon Alexander,Inside Linebacker,2019-2022 (FA: 2023),24,4,"$54,000,000","$13,500,000"
12,Preston Smith,Outside Linebacker,2019-2022 (FA: 2023),26,4,"$52,000,000","$13,000,000"
3,Jaylon Smith,Inside Linebacker,2019-2024 (FA: 2025),24,6,"$68,421,000","$11,403,500"
13,Jordan Hicks,Inside Linebacker,2019-2022 (FA: 2023),27,4,"$34,000,000","$8,500,000"
27,Robert Quinn,Linebacker,2019-2019 (FA: 2020),28,1,"$8,000,000","$8,000,000"
14,Devin White,Inside Linebacker,2019-2023 (FA: 2024),21,4,"$29,315,814","$7,328,954"
20,K.J. Wright,Outside Linebacker,2019-2020 (FA: 2021),29,2,"$14,000,000","$7,000,000"
21,Mark Barron,Inside Linebacker,2019-2020 (FA: 2021),29,2,"$12,000,000","$6,000,000"
21,Denzel Perryman,Inside Linebacker,2019-2020 (FA: 2021),26,2,"$12,000,000","$6,000,000"
15,Josh Allen,Outside Linebacker,2019-2023 (FA: 2024),21,4,"$22,742,638","$5,685,660"
