player,player_id,position,team_name,grades_defense,snap_counts_run,rank,Year,index,player_name,year_signed,age,contract_length,value,average/year
Demorrio Williams,1822,LB,LAC,66.7,126,39.0,2012,1343,Demorrio Williams,2012,31,1,"$890,000",890000
Takeo Spikes,337,LB,LAC,66.7,312,39.0,2012,1532,Takeo Spikes,2012,35,3,"$9,500,000",3166667
Leroy Hill,2315,LB,SEA,63.6,244,45.0,2012,1386,Leroy Hill,2012,29,1,"$1,600,000",1600000
Jovan Belcher,5449,LB,KC,63.1,199,47.0,2012,1370,Jovan Belcher,2012,24,1,"$1,927,000",1927000
Brandon Siler,3856,LB,KC,63.1,112,47.0,2012,1316,Brandon Siler,2012,26,1,"$700,000",700000
Chad Greenway,2962,LB,MIN,63.1,420,47.0,2012,1457,Chad Greenway,2012,28,5,"$40,600,000",8120000
Curtis Lofton,4351,LB,NO,62.5,449,50.0,2012,1332,Curtis Lofton,2012,25,5,"$27,500,000",5500000
JoLonn Dunbar,4588,LB,LA,62.4,412,51.0,2012,1364,JoLonn Dunbar,2012,27,2,"$3,050,000",1525000
Nick Roach,4054,LB,CHI,62.1,299,52.0,2012,1510,Nick Roach,2012,27,2,"$4,500,000",2250000
Will Witherspoon,1079,LB,TEN,62.1,159,52.0,2012,1626,Will Witherspoon,2012,31,3,"$11,000,000",3666667
Dan Connor,4388,LB,DAL,61.9,175,54.0,2012,1335,Dan Connor,2012,26,2,"$6,500,000",3250000
Bart Scott,1303,LB,NYJ,61.6,337,55.0,2012,1630,Bart Scott,2012,31,6,"$48,000,000",8000000
Larry Grant,4528,LB,SF,61.0,10,57.0,2012,1383,Larry Grant,2012,27,1,"$1,260,000",1260000
Keith Brooking,336,LB,DEN,60.9,252,59.0,2012,1375,Keith Brooking,2012,36,1,"$1,000,000",1000000
Brian Urlacher,587,LB,CHI,60.5,256,61.0,2012,1692,Brian Urlacher,2012,33,5,"$43,550,000",8710000
Jameel McClain,4788,LB,BLT,60.2,338,62.0,2012,1355,Jameel McClain,2012,26,2,"$10,500,000",5250000
Russell Allen,5263,LB,JAX,60.0,506,63.0,2012,1416,Russell Allen,2012,25,3,"$6,000,000",2000000
Larry Foote,1126,LB,PIT,59.7,381,64.0,2012,1588,Larry Foote,2012,31,3,"$9,300,000",3100000
David Harris,3663,LB,NYJ,59.5,496,66.0,2012,1467,David Harris,2012,28,4,"$36,000,000",9000000
Bradie James,1416,LB,HST,59.3,317,67.0,2012,1312,Bradie James,2012,31,1,"$890,000",890000
Joe Mays,4514,LB,DEN,59.0,135,68.0,2012,1365,Joe Mays,2012,26,3,"$12,000,000",4000000
Chase Blackburn,2498,LB,NYG,59.0,383,68.0,2012,1326,Chase Blackburn,2012,28,1,"$825,000",825000
Akeem Jordan,4270,LB,PHI,58.9,204,70.0,2012,1440,Akeem Jordan,2012,25,2,"$1,385,000",692500
Justin Durant,3664,LB,DET,58.5,350,71.0,2012,1487,Justin Durant,2012,26,2,"$5,500,000",2750000
Jonathan Vilma,1733,LB,NO,57.7,217,73.0,2012,1368,Jonathan Vilma,2012,29,2,"$9,300,000",4650000
Michael Boley,2377,LB,NYG,55.4,327,76.0,2012,1663,Michael Boley,2012,29,5,"$25,000,000",5000000
DeAndre Levy,4999,LB,DET,55.4,320,76.0,2012,1342,DeAndre Levy,2012,25,1,"$1,927,000",1927000
Erin Henderson,4656,LB,MIN,55.0,324,79.0,2012,1346,Erin Henderson,2012,25,1,"$2,000,000",2000000
Stewart Bradley,3703,LB,ARZ,54.5,25,80.0,2012,1531,Stewart Bradley,2012,28,5,"$27,500,000",5500000
Quincy Black,3684,LB,TB,54.1,130,81.0,2012,1515,Quincy Black,2012,28,5,"$29,000,000",5800000
Rocky McIntosh,2980,LB,LA,53.9,259,82.0,2012,1415,Rocky McIntosh,2012,29,1,"$700,000",700000
London Fletcher,424,LB,WAS,53.5,372,84.0,2012,1388,London Fletcher,2012,36,2,"$10,750,000",5375000
Manny Lawson,2967,LB,CIN,53.0,218,85.0,2012,1389,Manny Lawson,2012,27,1,"$2,100,000",2100000
James Anderson,3033,LB,CAR,51.7,258,87.0,2012,1479,James Anderson,2012,28,5,"$22,000,000",4400000
Stephen Nicholas,3725,LB,ATL,51.1,407,89.0,2012,1528,Stephen Nicholas,2012,29,5,"$17,500,000",3500000
Paris Lenon,751,LB,ARZ,50.9,461,90.0,2012,1600,Paris Lenon,2012,34,3,"$4,500,000",1500000
David Hawthorne,4693,LB,NO,49.0,188,91.0,2012,1340,David Hawthorne,2012,26,5,"$19,000,000",3800000
Ray Lewis,167,LB,BLT,48.7,328,92.0,2012,1673,Ray Lewis,2012,36,7,"$44,500,000",6357143
Ernie Sims,2954,LB,DAL,48.2,170,93.0,2012,1347,Ernie Sims,2012,27,1,"$700,000",700000
