position,player_name,team_name,grades_defense,snap_counts_run,rank,Year,player_name,year_signed,age,average/year,sim_sal,diff
ED,Brian Robison,MIN,67.3,345,83.0,2015,Brian Robison,2015,31,5600000,3511918.4166666665,2088081.5833333335
DI,Letroy Guion,GB,67.2,196,84.0,2015,Letroy Guion,2015,27,2750000,4388619.833333333,-1638619.833333333
ED,John Simon,HST,67.0,230,85.0,2015,John Simon,2015,24,585000,4551119.833333333,-3966119.833333333
DI,Ahtyba Rubin,SEA,66.5,294,87.0,2015,Ahtyba Rubin,2015,28,2600000,5057369.833333333,-2457369.833333333
ED,Sam Acho,CHI,66.3,240,88.0,2015,Sam Acho,2015,27,745000,3871703.1666666665,-3126703.1666666665
DI,Kendall Langford,IND,65.6,318,90.0,2015,Kendall Langford,2015,29,4300000,3944619.8333333335,355380.1666666665
ED,Ryan Kerrigan,WAS,65.6,363,90.0,2015,Ryan Kerrigan,2015,26,11500000,4640833.333333333,6859166.666666667
DI,Paul Soliai,ATL,65.5,205,92.0,2015,Paul Soliai,2015,31,6400000,4253333.333333333,2146666.666666667
ED,Jared Allen,CAR,65.4,257,93.0,2015,Jared Allen,2015,32,8000000,4746388.916666667,3253611.083333333
DI,Corbin Bryant,BUF,64.2,273,96.0,2015,Corbin Bryant,2015,27,585000,4989305.583333333,-4404305.583333333
ED,Calvin Pace,NYJ,64.0,218,97.0,2015,Calvin Pace,2015,34,2375000,5036527.833333333,-2661527.833333333
DI,Corey Liuget,LAC,63.8,174,99.0,2015,Corey Liuget,2015,25,10250000,5391111.166666667,4858888.833333333
DI,Mitch Unrein,CHI,63.8,189,99.0,2015,Mitch Unrein,2015,27,950000,6355000.083333333,-5405000.083333333
ED,Julius Peppers,GB,63.8,233,99.0,2015,Julius Peppers,2015,35,8666667,5618889.0,3047778.0
ED,Rob Ninkovich,NE,63.7,340,102.0,2015,Rob Ninkovich,2015,31,3500000,5835555.666666667,-2335555.666666667
ED,Jason Jones,DET,63.0,198,104.0,2015,Jason Jones,2015,28,3166667,5731389.0,-2564722.0
ED,Michael Johnson,CIN,62.6,286,106.0,2015,Michael Johnson,2015,28,5000000,5890972.333333333,-890972.333333333
DI,Gerald McCoy,TB,62.4,328,107.0,2015,Gerald McCoy,2015,26,15866667,5943055.666666667,9923611.333333332
DI,Cullen Jenkins,NYG,61.9,213,109.0,2015,Cullen Jenkins,2015,34,2666667,5588889.0,-2922222.0
DI,Tyrone Crawford,DAL,61.7,282,110.0,2015,Tyrone Crawford,2015,25,9000000,6184722.333333333,2815277.666666667
ED,Derrick Morgan,TEN,61.4,232,111.0,2015,Derrick Morgan,2015,29,6750000,5637500.083333333,1112499.916666667
ED,Arthur Moats,PIT,61.3,196,112.0,2015,Arthur Moats,2015,26,2500000,5679166.75,-3179166.75
DI,Ricky Jean Francois,WAS,61.3,190,112.0,2015,Ricky Jean Francois,2015,28,3000000,6123611.166666667,-3123611.166666667
ED,Connor Barwin,PHI,60.9,394,116.0,2015,Connor Barwin,2015,28,6000000,6081944.5,-81944.5
ED,Paul Kruger,CLV,60.8,248,117.0,2015,Paul Kruger,2015,29,8100000,5176388.916666667,2923611.083333333
ED,Wallace Gilberry,CIN,60.7,133,118.0,2015,Wallace Gilberry,2015,30,2100000,5148611.083333333,-3048611.083333333
ED,Erik Walden,IND,59.3,307,125.0,2015,Erik Walden,2015,29,4000000,4440416.666666667,-440416.666666667
ED,Jared Odrick,JAX,59.1,354,127.0,2015,Jared Odrick,2015,27,8500000,3961250.0,4538750.0
DI,Domata Peko Sr.,CIN,58.9,275,129.0,2015,Domata Peko Sr.,2015,29,4500000,3894583.3333333335,605416.6666666665
DI,Brandon Mebane,SEA,58.1,287,131.0,2015,Brandon Mebane,2015,30,5000000,3839027.75,1160972.25
DI,Tom Johnson,MIN,57.0,261,135.0,2015,Tom Johnson,2015,30,2333333,3455702.25,-1122369.25
DI,Stefan Charles,BUF,57.0,114,135.0,2015,Stefan Charles,2015,26,501667,3030702.25,-2529035.25
DI,Frostee Rucker,ARZ,56.7,229,138.0,2015,Frostee Rucker,2015,31,1000000,2924452.25,-1924452.25
ED,O'Brien Schofield,ATL,56.7,172,138.0,2015,O'Brien Schofield,2015,27,1700000,3924452.25,-2224452.25
ED,George Johnson,TB,55.2,197,142.0,2015,George Johnson,2015,27,2333333,3284868.9166666665,-951535.9166666665
ED,Eugene Sims,LA,55.0,213,143.0,2015,Eugene Sims,2015,28,1400094,3243202.25,-1843108.25
DI,Tyson Alualu,JAX,54.5,325,145.0,2015,Tyson Alualu,2015,27,3000000,3387646.6666666665,-387646.6666666665
DI,Nick Hayden,DAL,53.3,305,146.0,2015,Nick Hayden,2015,29,825000,3505702.25,-2680702.25
ED,Mario Williams,BUF,52.8,304,147.0,2015,Mario Williams,2015,30,16000000,3609730.0,12390270.0
DI,Jarvis Jenkins,CHI,52.1,260,148.0,2015,Jarvis Jenkins,2015,28,825000,3577646.6666666665,-2752646.6666666665
DI,Earl Mitchell,MIA,51.7,247,149.0,2015,Earl Mitchell,2015,27,4000000,3512646.6666666665,487353.3333333335
ED,Ahmad Brooks,SF,50.5,311,150.0,2015,Ahmad Brooks,2015,30,6733333,4707166.5,2026166.5
DI,Henry Melton,TB,49.8,178,152.0,2015,Henry Melton,2015,28,3750000,4746742.0,-996742.0
DI,B.J. Raji,GB,47.9,252,153.0,2015,B.J. Raji,2015,28,1750000,5050075.333333333,-3300075.333333333
DI,Jack Crawford,DAL,42.9,221,159.0,2015,Jack Crawford,2015,26,615000,5897992.0,-5282992.0
DI,Ricardo Mathews,LAC,42.0,193,160.0,2015,Ricardo Mathews,2015,27,920000,4649658.666666667,-3729658.666666667
DI,J.J. Watt,HST,92.7,380,1.0,2014,J.J. Watt,2014,25,16667571,6311886.833333333,10355684.166666668
DI,Jay Ratliff,CHI,86.1,166,6.0,2014,Jay Ratliff,2014,32,1875000,6648284.0,-4773284.0
ED,Cameron Wake,MIA,85.8,278,7.0,2014,Cameron Wake,2014,32,6640000,6707873.5,-67873.5
DI,Calais Campbell,ARZ,82.5,318,12.0,2014,Calais Campbell,2014,27,11000000,7310443.111111111,3689556.888888889
ED,James Harrison,PIT,81.7,172,14.0,2014,James Harrison,2014,35,1020000,6695157.2,-5675157.2
DI,Brandon Williams,BLT,81.7,300,14.0,2014,Brandon Williams,2014,25,668750,6556961.090909091,-5888211.090909091
ED,Julius Peppers,GB,81.6,345,16.0,2014,Julius Peppers,2014,34,8666667,6135547.666666667,2531119.333333333
ED,Michael Bennett,SEA,81.0,371,19.0,2014,Michael Bennett,2014,28,7125000,5454916.75,1670083.25
DI,Haloti Ngata,BLT,79.7,225,21.0,2014,Haloti Ngata,2014,30,12131000,6163250.083333333,5967749.916666667
DI,Kawann Short,CAR,78.9,236,24.0,2014,Kawann Short,2014,25,1157584,6943250.083333333,-5785666.083333333
ED,Terrell Suggs,BLT,77.9,305,26.0,2014,Terrell Suggs,2014,31,5175000,6401583.416666667,-1226583.416666667
ED,Jeremy Mincey,DAL,77.5,303,27.0,2014,Jeremy Mincey,2014,30,1500000,6504083.416666667,-5004083.416666667
ED,Everson Griffen,MIN,76.2,391,30.0,2014,Everson Griffen,2014,26,8500000,7115020.916666667,1384979.083333333
ED,Junior Galette,NO,76.1,275,31.0,2014,Junior Galette,2014,26,10375000,7351132.0,3023868.0
ED,Mario Williams,BUF,76.1,290,31.0,2014,Mario Williams,2014,29,16000000,7646165.333333333,8353834.666666667
DI,Sen'Derrick Marks,JAX,75.3,284,34.0,2014,Sen'Derrick Marks,2014,26,4500000,7823059.0,-3323059.0
DI,Terrance Knighton,DEN,74.7,237,36.0,2014,Terrance Knighton,2014,27,2250000,8105760.333333333,-5855760.333333333
ED,Jared Allen,CHI,74.2,336,37.0,2014,Jared Allen,2014,31,8000000,8330677.0,-330677.0
ED,Tamba Hali,KC,74.1,383,38.0,2014,Tamba Hali,2014,30,11500000,8462260.5,3037739.5
DI,Geno Atkins,CIN,73.5,263,39.0,2014,Geno Atkins,2014,25,10665400,7868510.5,2796889.5
ED,Robert Quinn,LA,73.0,291,42.0,2014,Robert Quinn,2014,24,14253724,7288649.416666667,6965074.583333333
DI,Justin Smith,SF,72.9,253,43.0,2014,Justin Smith,2014,34,4550000,7010871.666666667,-2460871.666666667
ED,Carlos Dunlap,CIN,72.5,368,45.0,2014,Carlos Dunlap,2014,25,7874000,7310871.666666667,563128.333333333
ED,Derrick Morgan,TEN,72.4,438,47.0,2014,Derrick Morgan,2014,28,3079002,8077955.0,-4998953.0
DI,C.J. Mosley,DET,72.4,214,47.0,2014,C.J. Mosley,2014,30,1375000,7932121.666666667,-6557121.666666667
ED,William Hayes,LA,71.9,224,49.0,2014,William Hayes,2014,28,3416667,7058510.583333333,-3641843.583333333
ED,Charles Johnson,CAR,71.4,300,50.0,2014,Charles Johnson,2014,28,12666667,7269727.25,5396939.75
ED,Paul Kruger,CLV,71.3,352,52.0,2014,Paul Kruger,2014,28,8100000,6415250.25,1684749.75
ED,Brian Orakpo,WAS,71.2,148,54.0,2014,Brian Orakpo,2014,27,11455000,6452750.25,5002249.75
DI,Linval Joseph,MIN,70.9,343,55.0,2014,Linval Joseph,2014,25,6250000,6403875.25,-153875.25
DI,Terrell McClain,DAL,70.7,128,56.0,2014,Terrell McClain,2014,25,1016667,6272291.75,-5255624.75
ED,Clay Matthews,GB,70.5,392,58.0,2014,Clay Matthews,2014,27,13200000,6657708.416666667,6542291.583333333
ED,Erik Walden,IND,70.1,335,60.0,2014,Erik Walden,2014,28,4000000,6433819.5,-2433819.5
ED,Justin Tuck,LV,70.1,239,60.0,2014,Justin Tuck,2014,30,5000000,5617152.833333333,-617152.833333333
DI,Kyle Williams,BUF,69.7,265,63.0,2014,Kyle Williams,2014,30,7287500,5140069.5,2147430.5
ED,Dan Skuta,SF,68.9,186,65.0,2014,Dan Skuta,2014,27,1500000,5196423.666666667,-3696423.666666667
ED,Connor Barwin,PHI,68.8,395,67.0,2014,Connor Barwin,2014,27,6000000,4925590.333333333,1074409.666666667
ED,O'Brien Schofield,SEA,68.6,168,68.0,2014,O'Brien Schofield,2014,27,730000,4938821.5,-4208821.5
DI,Ropati Pitoitua,TEN,68.6,206,68.0,2014,Ropati Pitoitua,2014,28,2866667,4234654.833333333,-1367987.833333333
ED,Calvin Pace,NYJ,68.5,304,70.0,2014,Calvin Pace,2014,33,2375000,4359654.833333333,-1984654.833333333
ED,Trent Cole,PHI,68.4,316,71.0,2014,Trent Cole,2014,31,12131250,4755821.5,7375428.5
DI,Clinton McDonald,TB,68.3,263,73.0,2014,Clinton McDonald,2014,27,3000000,4565196.5,-1565196.5
ED,Brooks Reed,HST,67.7,300,75.0,2014,Brooks Reed,2014,27,1175441,4606863.166666667,-3431422.166666667
ED,Red Bryant,JAX,67.5,297,79.0,2014,Red Bryant,2014,29,4750000,4356863.166666667,393136.833333333
DI,Kendall Langford,LA,67.2,233,80.0,2014,Kendall Langford,2014,28,5500000,4837696.5,662303.5
ED,Jason Worilds,PIT,67.1,371,81.0,2014,Jason Worilds,2014,25,9754000,5015474.25,4738525.75
DI,Tyson Jackson,ATL,67.1,288,81.0,2014,Tyson Jackson,2014,27,5000000,4900890.916666667,99109.08333333302
ED,Jarret Johnson,LAC,66.8,290,83.0,2014,Jarret Johnson,2014,32,2000000,4139953.4166666665,-2139953.4166666665
DI,Jonathan Babineaux,ATL,66.5,247,88.0,2014,Jonathan Babineaux,2014,32,3000000,4723286.75,-1723286.75
ED,Cliff Avril,SEA,66.3,289,89.0,2014,Cliff Avril,2014,27,6500000,4875333.333333333,1624666.666666667
DI,Randy Starks,MIA,66.3,274,89.0,2014,Randy Starks,2014,30,5000000,4896166.666666667,103833.33333333302
DI,Frostee Rucker,ARZ,66.2,230,91.0,2014,Frostee Rucker,2014,30,1000000,4772833.333333333,-3772833.333333333
ED,Willie Young,CHI,66.1,244,92.0,2014,Willie Young,2014,28,3000000,4293333.333333333,-1293333.333333333
ED,DeMarcus Ware,DEN,66.0,231,93.0,2014,DeMarcus Ware,2014,31,10000000,4410000.0,5590000.0
DI,Chris Baker,WAS,65.4,260,95.0,2014,Chris Baker,2014,26,3000000,4804444.416666667,-1804444.416666667
ED,Rob Ninkovich,NE,65.1,427,96.0,2014,Rob Ninkovich,2014,29,5000000,4704861.083333333,295138.916666667
DI,Ray McDonald,SF,65.1,250,96.0,2014,Ray McDonald,2014,29,4020000,4219861.083333333,-199861.08333333302
DI,Earl Mitchell,MIA,64.9,284,98.0,2014,Earl Mitchell,2014,26,4000000,4099027.75,-99027.75
DI,Paul Soliai,ATL,64.2,273,100.0,2014,Paul Soliai,2014,30,6400000,4190694.4166666665,2209305.5833333335
ED,Ahmad Brooks,SF,63.9,244,102.0,2014,Ahmad Brooks,2014,29,6733333,4407361.083333333,2325971.916666667
DI,Tommy Kelly,ARZ,63.9,285,102.0,2014,Tommy Kelly,2014,33,1805000,3627777.75,-1822777.75
ED,George Selvie,DAL,63.7,254,104.0,2014,George Selvie,2014,27,680000,3836111.0833333335,-3156111.0833333335
DI,Brodrick Bunkley,NO,63.7,138,104.0,2014,Brodrick Bunkley,2014,30,3550000,3480277.75,69722.25
DI,Kevin Williams,SEA,63.7,268,104.0,2014,Kevin Williams,2014,33,2100000,3239027.75,-1139027.75
ED,Brian Robison,MIN,63.6,349,108.0,2014,Brian Robison,2014,30,5600000,3169583.3333333335,2430416.6666666665
DI,Cedric Thornton,PHI,63.5,354,109.0,2014,Cedric Thornton,2014,25,645000,2890416.6666666665,-2245416.6666666665
DI,Ricky Jean Francois,IND,62.4,285,112.0,2014,Ricky Jean Francois,2014,27,5500000,2450138.9166666665,3049861.0833333335
ED,George Johnson,DET,62.0,143,113.0,2014,George Johnson,2014,26,730000,2483055.5833333335,-1753055.5833333335
DI,Colin Cole,CAR,61.9,194,114.0,2014,Colin Cole,2014,33,1125000,2601388.9166666665,-1476388.9166666665
ED,Jason Jones,DET,61.9,192,114.0,2014,Jason Jones,2014,27,3166667,2944444.5,222222.5
ED,Kroy Biermann,ATL,61.5,361,117.0,2014,Kroy Biermann,2014,28,3050000,2936111.1666666665,113888.83333333349
DI,Pat Sims,LV,61.3,233,118.0,2014,Pat Sims,2014,28,1450000,2691666.75,-1241666.75
DI,Roy Miller,JAX,61.0,259,121.0,2014,Roy Miller,2014,26,2200000,3367083.4166666665,-1167083.4166666665
ED,Wallace Gilberry,CIN,60.8,317,122.0,2014,Wallace Gilberry,2014,29,2100000,3273333.4166666665,-1173333.4166666665
DI,Vince Wilfork,NE,60.4,398,124.0,2014,Vince Wilfork,2014,32,7666667,3504166.75,4162500.25
DI,Sean Lissemore,LAC,59.8,199,125.0,2014,Sean Lissemore,2014,27,2000000,3650000.0833333335,-1650000.0833333335
DI,Chris Canty,BLT,59.6,162,127.0,2014,Chris Canty,2014,31,2666667,3702777.8333333335,-1036110.8333333335
ED,Michael Johnson,TB,59.2,249,128.0,2014,Michael Johnson,2014,27,8750000,4015277.8333333335,4734722.166666666
ED,Chris Clemons,JAX,58.7,285,129.0,2014,Chris Clemons,2014,32,4375000,4144444.5,230555.5
DI,Cory Redding,IND,58.3,366,131.0,2014,Cory Redding,2014,33,3500000,4040694.5,-540694.5
DI,Tony McDaniel,SEA,58.1,285,132.0,2014,Tony McDaniel,2014,29,2875000,3942361.1666666665,-1067361.1666666665
DI,Sammie Lee Hill,TEN,57.5,278,135.0,2014,Sammie Lee Hill,2014,27,3800000,3678472.25,121527.75
DI,Desmond Bryant,CLV,57.2,286,137.0,2014,Desmond Bryant,2014,28,6800000,3595138.9166666665,3204861.0833333335
ED,Kamerion Wimbley,TEN,56.6,283,139.0,2014,Kamerion Wimbley,2014,30,3000000,3925000.0,-925000.0
DI,Ryan Pickett,HST,54.6,153,143.0,2014,Ryan Pickett,2014,34,955000,3353786.5,-2398786.5
DI,Mike Patterson,NYG,53.2,232,145.0,2014,Mike Patterson,2014,30,920000,3026703.1666666665,-2106703.1666666665
DI,Antonio Smith,LV,52.1,281,146.0,2014,Antonio Smith,2014,32,4500000,3228092.0833333335,1271907.9166666665
DI,Letroy Guion,GB,51.9,339,147.0,2014,Letroy Guion,2014,26,1000000,3238508.75,-2238508.75
DI,Ahtyba Rubin,CLV,50.3,246,149.0,2014,Ahtyba Rubin,2014,27,6625000,2978508.75,3646491.25
DI,Sylvester Williams,DEN,49.9,177,151.0,2014,Sylvester Williams,2014,25,1895438,2456548.25,-561110.25
DI,Corbin Bryant,BUF,48.4,151,153.0,2014,Corbin Bryant,2014,25,450000,2373214.9166666665,-1923214.9166666665
ED,Mathias Kiwanuka,NYG,47.1,227,154.0,2014,Mathias Kiwanuka,2014,31,5916667,3043631.5833333335,2873035.4166666665
ED,Robert Geathers,CIN,47.1,173,154.0,2014,Robert Geathers,2014,30,3000000,3366964.9166666665,-366964.9166666665
DI,Nick Hayden,DAL,44.6,286,157.0,2014,Nick Hayden,2014,27,680000,3408631.5833333335,-2728631.5833333335
DI,Markus Kuhn,NYG,40.1,133,159.0,2014,Markus Kuhn,2014,28,536474,4283631.583333333,-3747157.583333333
DI,Cam Thomas,PIT,39.8,210,160.0,2014,Cam Thomas,2014,27,2000000,3919048.25,-1919048.25
ED,Robert Mathis,IND,90.8,374,4.0,2013,Robert Mathis,2013,32,9000000,7287500.0,1712500.0
ED,Michael Bennett,SEA,89.8,218,7.0,2013,Michael Bennett,2013,27,4800000,7195000.0,-2395000.0
DI,Brandon Mebane,SEA,88.7,313,8.0,2013,Brandon Mebane,2013,28,5000000,7206562.5,-2206562.5
ED,Tamba Hali,KC,86.9,347,10.0,2013,Tamba Hali,2013,29,11500000,7344722.222222222,4155277.777777778
DI,Terrance Knighton,DEN,84.1,310,12.0,2013,Terrance Knighton,2013,26,2250000,7230250.0,-4980250.0
ED,Michael Johnson,CIN,82.6,338,15.0,2013,Michael Johnson,2013,26,11175000,6845681.818181818,4329318.181818182
ED,Cameron Wake,MIA,81.1,239,16.0,2013,Cameron Wake,2013,31,6640000,6500208.333333333,139791.66666666698
DI,Kyle Williams,BUF,79.3,362,21.0,2013,Kyle Williams,2013,29,7287500,6406375.0,881125.0
DI,Randy Starks,MIA,78.7,313,23.0,2013,Randy Starks,2013,29,8450000,6198041.666666667,2251958.333333333
ED,Justin Tuck,NYG,78.6,313,24.0,2013,Justin Tuck,2013,28,6200000,6864708.333333333,-664708.333333333
ED,Manny Lawson,BUF,78.3,369,26.0,2013,Manny Lawson,2013,28,3000000,6073041.666666667,-3073041.666666667
ED,Rob Ninkovich,NE,78.2,508,27.0,2013,Rob Ninkovich,2013,28,2700000,6896479.166666667,-4196479.166666667
ED,Carlos Dunlap,CIN,77.9,343,28.0,2013,Carlos Dunlap,2013,24,7874000,6061694.5,1812305.5
ED,John Abraham,ARZ,77.3,293,29.0,2013,John Abraham,2013,35,2300000,5758361.166666667,-3458361.166666667
ED,DeMarcus Ware,DAL,77.2,240,30.0,2013,DeMarcus Ware,2013,31,13000000,5246902.833333333,7753097.166666667
DI,Jason Hatcher,DAL,76.8,269,31.0,2013,Jason Hatcher,2013,31,2000000,4657319.5,-2657319.5
ED,Trent Cole,PHI,76.7,342,32.0,2013,Trent Cole,2013,30,12131250,5057319.5,7073930.5
DI,Kawann Short,CAR,76.5,185,33.0,2013,Kawann Short,2013,24,1157584,6140652.833333333,-4983068.833333333
DI,Glenn Dorsey,SF,76.4,306,35.0,2013,Glenn Dorsey,2013,27,3000000,6783708.416666667,-3783708.416666667
ED,Parys Haralson,NO,75.8,190,36.0,2013,Parys Haralson,2013,29,1150000,6211291.75,-5061291.75
DI,C.J. Mosley,DET,75.1,126,37.0,2013,C.J. Mosley,2013,29,1375000,6102958.416666667,-4727958.416666667
DI,Calais Campbell,ARZ,75.1,317,37.0,2013,Calais Campbell,2013,26,11000000,5093791.75,5906208.25
ED,Mario Williams,BUF,73.8,396,42.0,2013,Mario Williams,2013,28,16000000,5135458.416666667,10864541.583333332
ED,Terrell Suggs,BLT,73.7,346,43.0,2013,Terrell Suggs,2013,30,10416667,5180076.5,5236590.5
ED,Calvin Pace,NYJ,73.2,338,46.0,2013,Calvin Pace,2013,32,1005000,5229444.5,-4224444.5
ED,Shaun Phillips,DEN,73.1,300,47.0,2013,Shaun Phillips,2013,31,1000000,5375277.833333333,-4375277.833333333
DI,Tony McDaniel,SEA,72.7,297,48.0,2013,Tony McDaniel,2013,27,890000,5633611.166666667,-4743611.166666667
ED,Junior Galette,NO,72.6,362,49.0,2013,Junior Galette,2013,24,2500000,5894027.833333333,-3394027.833333333
ED,Charles Johnson,CAR,71.5,262,53.0,2013,Charles Johnson,2013,27,12666667,5988277.833333333,6678389.166666667
DI,Pat Sims,LV,71.0,322,55.0,2013,Pat Sims,2013,27,1750000,5570361.166666667,-3820361.166666667
ED,Jarret Johnson,LAC,70.9,230,56.0,2013,Jarret Johnson,2013,31,4750000,4958889.083333333,-208889.08333333302
ED,Osi Umenyiora,ATL,70.8,261,57.0,2013,Osi Umenyiora,2013,31,4250000,5043722.416666667,-793722.416666667
ED,Brian Robison,MIN,70.6,317,59.0,2013,Brian Robison,2013,29,4500000,5460389.083333333,-960389.083333333
DI,Haloti Ngata,BLT,70.5,316,60.0,2013,Haloti Ngata,2013,29,12131000,5886222.416666667,6244777.583333333
DI,Tyson Jackson,KC,70.3,244,61.0,2013,Tyson Jackson,2013,26,10985000,5994555.75,4990444.25
ED,Derrick Morgan,TEN,70.3,312,61.0,2013,Derrick Morgan,2013,27,3079002,4995666.833333333,-1916664.833333333
DI,Arthur Jones,BLT,69.6,268,64.0,2013,Arthur Jones,2013,26,2023000,5434833.5,-3411833.5
ED,Connor Barwin,PHI,68.3,435,66.0,2013,Connor Barwin,2013,26,6000000,5330666.833333333,669333.166666667
DI,Paul Soliai,MIA,68.3,284,66.0,2013,Paul Soliai,2013,29,6000000,5059833.5,940166.5
DI,Sammie Lee Hill,TEN,68.1,211,68.0,2013,Sammie Lee Hill,2013,26,3800000,5018166.833333333,-1218166.833333333
ED,George Selvie,DAL,67.9,267,69.0,2013,George Selvie,2013,26,680000,4117500.1666666665,-3437500.1666666665
ED,Red Bryant,SEA,67.7,294,71.0,2013,Red Bryant,2013,28,7020000,3327083.5,3692916.5
DI,Cory Redding,IND,67.5,301,72.0,2013,Cory Redding,2013,32,3500000,4170500.0,-670500.0
ED,Ropati Pitoitua,TEN,67.4,313,74.0,2013,Ropati Pitoitua,2013,27,1000000,4418583.333333333,-3418583.333333333
ED,Erik Walden,IND,67.3,432,77.0,2013,Erik Walden,2013,27,4000000,4470666.666666667,-470666.666666667
DI,Clinton McDonald,SEA,67.1,226,78.0,2013,Clinton McDonald,2013,26,1323000,4531777.75,-3208777.75
ED,Willie Young,DET,67.0,262,79.0,2013,Willie Young,2013,27,1500000,4529694.416666667,-3029694.416666667
ED,Clay Matthews,GB,66.7,221,81.0,2013,Clay Matthews,2013,26,13200000,5148027.75,8051972.25
DI,Kevin Williams,MIN,66.5,236,82.0,2013,Kevin Williams,2013,32,5000000,5580528.75,-580528.75
DI,Ahtyba Rubin,CLV,66.4,287,83.0,2013,Ahtyba Rubin,2013,26,6625000,6293028.75,331971.25
ED,Ahmad Brooks,SF,66.2,449,85.0,2013,Ahmad Brooks,2013,28,6733333,7376362.083333333,-643029.083333333
DI,Alan Branch,BUF,66.1,329,87.0,2013,Alan Branch,2013,28,3775000,7109695.416666667,-3334695.416666667
ED,Paul Kruger,CLV,66.0,328,88.0,2013,Paul Kruger,2013,27,8100000,7221667.666666667,878332.333333333
ED,Jared Allen,MIN,65.8,362,89.0,2013,Jared Allen,2013,30,12210012,7221667.666666667,4988344.333333333
ED,Chris Long,LA,65.6,316,90.0,2013,Chris Long,2013,28,12050000,6713334.333333333,5336665.666666667
ED,Julius Peppers,CHI,65.6,372,90.0,2013,Julius Peppers,2013,33,14000000,6713334.333333333,7286665.666666667
DI,Antonio Johnson,TEN,64.4,198,95.0,2013,Antonio Johnson,2013,28,800000,6244584.333333333,-5444584.333333333
DI,Chris Canty,BLT,64.4,227,95.0,2013,Chris Canty,2013,30,2666667,6308473.25,-3641806.25
DI,Sen'Derrick Marks,JAX,64.3,376,97.0,2013,Sen'Derrick Marks,2013,26,1500000,6067223.25,-4567223.25
DI,Antonio Smith,HST,63.9,293,100.0,2013,Antonio Smith,2013,31,7100000,5614445.5,1485554.5
DI,Jonathan Babineaux,ATL,63.7,370,101.0,2013,Jonathan Babineaux,2013,31,5000000,5078611.166666667,-78611.16666666698
ED,Matt Shaughnessy,ARZ,63.5,304,103.0,2013,Matt Shaughnessy,2013,26,1000000,4574444.5,-3574444.5
DI,Justin Smith,SF,62.9,351,106.0,2013,Justin Smith,2013,33,7500000,3923402.8333333335,3576597.1666666665
DI,Mike Patterson,NYG,62.7,210,107.0,2013,Mike Patterson,2013,29,880000,3904004.0833333335,-3024004.0833333335
DI,Cullen Jenkins,NYG,62.0,229,111.0,2013,Cullen Jenkins,2013,32,2666667,4140115.1666666665,-1473448.1666666665
ED,Jason Babin,JAX,61.8,266,113.0,2013,Jason Babin,2013,32,5780000,4350115.166666667,1429884.833333333
DI,Barry Cofield,WAS,61.8,280,113.0,2013,Barry Cofield,2013,29,6000000,4216781.833333333,1783218.166666667
DI,Ryan Pickett,GB,61.6,304,115.0,2013,Ryan Pickett,2013,33,6187500,3966781.8333333335,2220718.1666666665
ED,Jonathan Massaquoi,ATL,61.0,181,117.0,2013,Jonathan Massaquoi,2013,25,567215,3981401.9166666665,-3414186.9166666665
DI,Kendall Langford,LA,60.9,328,118.0,2013,Kendall Langford,2013,27,5500000,3402651.9166666665,2097348.0833333335
DI,Ray McDonald,SF,60.6,302,119.0,2013,Ray McDonald,2013,28,4020000,3368774.0833333335,651225.9166666665
DI,Ricky Jean Francois,IND,60.4,212,120.0,2013,Ricky Jean Francois,2013,26,5500000,3187801.8333333335,2312198.1666666665
DI,Vance Walker,LV,60.3,292,121.0,2013,Vance Walker,2013,25,2000000,2798218.5,-798218.5
ED,Brooks Reed,HST,59.7,430,124.0,2013,Brooks Reed,2013,26,1175441,3033635.1666666665,-1858194.1666666665
DI,Mitch Unrein,DEN,59.7,188,124.0,2013,Mitch Unrein,2013,25,555000,2609676.8333333335,-2054676.8333333335
ED,Eugene Sims,LA,58.4,147,128.0,2013,Eugene Sims,2013,27,473466,2745742.25,-2272276.25
DI,Joe Vellano,NE,57.1,331,132.0,2013,Joe Vellano,2013,24,495000,2592964.5,-2097964.5
DI,Aubrayo Franklin,IND,56.9,231,133.0,2013,Aubrayo Franklin,2013,32,1105000,2327964.5,-1222964.5
DI,Darnell Dockett,ARZ,56.8,287,135.0,2013,Darnell Dockett,2013,32,8825000,2010631.1666666667,6814368.833333333
DI,Kedric Golston,WAS,55.4,251,138.0,2013,Kedric Golston,2013,29,1100000,1954214.5,-854214.5
DI,Roy Miller,JAX,54.8,302,140.0,2013,Roy Miller,2013,25,2200000,1939594.4166666667,260405.58333333326
DI,Isaac Sopoaga,NE,54.5,177,141.0,2013,Isaac Sopoaga,2013,31,3666667,2386400.0,1280267.0
DI,Colin Cole,CAR,53.1,155,144.0,2013,Colin Cole,2013,32,840000,2399444.5,-1559444.5
DI,Peria Jerry,ATL,51.2,325,146.0,2013,Peria Jerry,2013,28,1692000,2414861.1666666665,-722861.1666666665
DI,Chris Baker,WAS,49.4,212,149.0,2013,Chris Baker,2013,25,1323000,2433027.8333333335,-1110027.8333333335
ED,Jason Hunter,LV,48.1,237,151.0,2013,Jason Hunter,2013,29,1000000,2250944.5,-1250944.5
ED,Mathias Kiwanuka,NYG,47.9,326,152.0,2013,Mathias Kiwanuka,2013,30,5916667,2897277.8333333335,3019389.1666666665
