player,player_id,position,team_name,grades_offense,snap_counts_block,rank,Year,index,player_name,year_signed,age,contract_length,value,average/year
Derek Newton,6366,T,HST,59.7,833,147.0,2013,3459,Derek Newton,2013,25,4,"$2,100,256",525064
Peter Konz,7058,C,ATL,59.6,891,148.0,2013,3315,Peter Konz,2013,23,4,"$3,588,600",897150
Brian Winters,7853,G,NYJ,59.6,763,148.0,2013,2792,Brian Winters,2013,21,4,"$2,903,876",725969
David Diehl,1468,G,NYG,59.1,706,150.0,2013,2832,David Diehl,2013,32,1,"$1,000,000",1000000
Davin Joseph,2968,G,TB,58.8,1018,151.0,2013,3453,Davin Joseph,2013,29,7,"$52,500,000",7500000
Eric Fisher,7783,T,KC,57.8,792,152.0,2013,2857,Eric Fisher,2013,22,4,"$22,190,498",5547625
Chris Williams,4328,G,LA,56.4,908,153.0,2013,2814,Chris Williams,2013,27,1,"$1,376,154",1376154
Jordan Mills,7945,T,CHI,55.8,1012,154.0,2013,2913,Jordan Mills,2013,22,4,"$2,324,800",581200
Mike McGlynn,4423,G,IND,55.7,1022,155.0,2013,3292,Mike McGlynn,2013,28,2,"$2,650,000",1325000
Cameron Bradfield,6591,T,JAX,54.7,796,156.0,2013,3428,Cameron Bradfield,2013,25,3,"$1,400,000",466667
Paul McQuistan,3014,G,SEA,53.7,845,157.0,2013,3314,Paul McQuistan,2013,29,2,"$5,000,000",2500000
Will Rackley,6228,G,JAX,44.3,654,159.0,2013,3595,Will Rackley,2013,23,4,"$2,914,274",728569
Lucas Nix,7414,G,LV,38.7,649,160.0,2013,3259,Lucas Nix,2013,23,3,"$1,452,500",484167
Evan Mathis,2296,G,PHI,92.8,1124,1.0,2012,3172,Evan Mathis,2012,30,5,"$25,500,000",5100000
Joe Staley,3644,T,SF,92.2,1152,2.0,2012,3224,Joe Staley,2012,24,6,"$44,650,000",7441667
Duane Brown,4340,T,HST,90.1,1265,3.0,2012,3164,Duane Brown,2012,26,6,"$53,400,000",8900000
Max Unger,4972,C,SEA,86.2,1115,4.0,2012,3857,Max Unger,2012,26,4,"$3,706,000",926500
Logan Mankins,2249,G,NE,84.9,895,5.0,2012,3521,Logan Mankins,2012,30,6,"$51,000,000",8500000
Ryan Wendell,4602,C,NE,84.9,1383,5.0,2012,3570,Ryan Wendell,2012,26,3,"$2,490,000",830000
Nick Mangold,2974,C,NYJ,84.8,1066,7.0,2012,3547,Nick Mangold,2012,27,7,"$54,075,000",7725000
John Sullivan,4501,C,MIN,84.7,1096,8.0,2012,3227,John Sullivan,2012,26,5,"$24,500,000",4900000
Brian De La Puente,4679,C,NO,84.4,1107,9.0,2012,3098,Brian De La Puente,2012,26,1,"$540,000",540000
Marshal Yanda,3702,G,BLT,84.2,1194,10.0,2012,3527,Marshal Yanda,2012,27,5,"$32,000,000",6400000
Chris Myers,2417,C,HST,84.0,1284,11.0,2012,3114,Chris Myers,2012,30,4,"$25,000,000",6250000
Jon Asamoah,5593,G,KC,83.5,989,12.0,2012,3681,Jon Asamoah,2012,23,4,"$3,545,120",886280
Michael Roos,2258,T,TEN,83.3,935,13.0,2012,3986,Michael Roos,2012,29,6,"$43,000,000",7166667
Alex Boone,5372,G,SF,82.4,1195,14.0,2012,3406,Alex Boone,2012,25,4,"$6,540,000",1635000
Matt Birk,404,C,BLT,82.2,1299,15.0,2012,3268,Matt Birk,2012,35,3,"$8,525,000",2841667
Ryan Lilja,2105,C,KC,82.1,990,16.0,2012,3737,Ryan Lilja,2012,30,3,"$7,500,000",2500000
Mike Iupati,5542,G,SF,81.8,1173,17.0,2012,3708,Mike Iupati,2012,25,5,"$15,110,625",3022125
Ben Grubbs,3645,G,NO,81.6,1107,18.0,2012,3087,Ben Grubbs,2012,28,5,"$36,000,000",7200000
Andre Smith,4929,T,CIN,81.2,1095,19.0,2012,3770,Andre Smith,2012,25,6,"$42,000,000",7000000
Ryan Clady,4326,T,DEN,81.1,1206,20.0,2012,3999,Ryan Clady,2012,25,5,"$17,500,000",3500000
Nate Solder,6169,T,NE,81.0,1383,21.0,2012,3545,Nate Solder,2012,24,4,"$8,540,492",2135123
Jordan Gross,1324,T,CAR,80.9,1024,22.0,2012,3836,Jordan Gross,2012,31,6,"$56,400,000",9400000
Kevin Boothe,3121,G,NYG,80.7,1012,23.0,2012,3507,Kevin Boothe,2012,28,2,"$3,750,000",1875000
Eugene Monroe,4931,T,JAX,80.5,1062,25.0,2012,3804,Eugene Monroe,2012,24,5,"$26,250,000",5250000
Trent Williams,5529,T,WAS,80.4,1025,26.0,2012,3754,Trent Williams,2012,24,6,"$60,000,000",10000000
Brandon Moore,1284,G,NYJ,80.2,1063,27.0,2012,3778,Brandon Moore,2012,31,4,"$16,000,000",4000000
Joe Thomas,3619,T,CLV,80.1,1031,28.0,2012,3492,Joe Thomas,2012,27,7,"$80,500,000",11500000
Anthony Davis,5536,T,SF,80.1,1198,28.0,2012,3081,Anthony Davis,2012,31,1,"$700,000",700000
Jared Veldheer,5594,T,LV,79.7,1078,30.0,2012,3668,Jared Veldheer,2012,25,4,"$3,528,000",882000
Alex Mack,4944,C,CLV,79.7,1031,30.0,2012,3769,Alex Mack,2012,26,5,"$14,600,000",2920000
D'Brickashaw Ferguson,2949,T,NYJ,79.0,1074,32.0,2012,3639,D'Brickashaw Ferguson,2012,28,6,"$60,000,000",10000000
Jonathan Goodwin,1146,C,SF,78.8,1171,33.0,2012,3497,Jonathan Goodwin,2012,33,3,"$10,900,000",3633333
Andy Levitre,4974,G,BUF,78.6,1011,34.0,2012,3772,Andy Levitre,2012,26,4,"$3,560,000",890000
Matt Kalil,7010,T,MIN,78.6,1096,34.0,2012,3270,Matt Kalil,2012,23,4,"$19,770,598",4942650
Mike Pouncey,6167,C,MIA,78.5,1032,36.0,2012,3542,Mike Pouncey,2012,22,4,"$9,259,695",2314924
Russell Okung,5531,T,SEA,78.4,1050,37.0,2012,3734,Russell Okung,2012,23,6,"$48,500,000",8083333
Donald Penn,3459,T,TB,78.1,1047,38.0,2012,3648,Donald Penn,2012,28,6,"$41,700,000",6950000
Branden Albert,4329,T,KC,78.0,705,39.0,2012,3913,Branden Albert,2012,27,5,"$15,800,000",3160000
Todd Herremans,2343,T,PHI,77.9,529,40.0,2012,3375,Todd Herremans,2012,29,3,"$18,000,000",6000000
Tyson Clabo,2011,T,ATL,77.9,1179,40.0,2012,3591,Tyson Clabo,2012,30,5,"$25,000,000",5000000
Anthony Castonzo,6174,T,IND,77.8,1259,42.0,2012,3411,Anthony Castonzo,2012,23,4,"$8,001,096",2000274
Will Montgomery,3179,C,WAS,77.7,1082,43.0,2012,3397,Will Montgomery,2012,29,4,"$12,000,000",3000000
John Greco,4379,G,CLV,77.6,691,44.0,2012,3225,John Greco,2012,26,2,"$1,400,000",700000
Rob Sims,3073,G,DET,77.5,1199,45.0,2012,3729,Rob Sims,2012,28,4,"$14,200,000",3550000
Josh Sitton,4449,G,GB,77.4,1227,46.0,2012,3500,Josh Sitton,2012,26,5,"$33,750,000",6750000
Jahri Evans,3053,G,NO,77.4,1105,46.0,2012,3664,Jahri Evans,2012,28,7,"$56,700,000",8100000
Rodger Saffold,5558,T,LA,77.3,600,48.0,2012,3731,Rodger Saffold,2012,23,4,"$6,173,000",1543250
Chris Chester,3001,G,WAS,76.7,1088,49.0,2012,3433,Chris Chester,2012,29,5,"$20,000,000",4000000
Chris Snee,1755,G,NYG,76.4,952,50.0,2012,3785,Chris Snee,2012,29,6,"$42,500,000",7083333
Stephen Peterman,1804,G,DET,76.4,1199,50.0,2012,3886,Stephen Peterman,2012,30,5,"$15,000,000",3000000
Sebastian Vollmer,4981,T,NE,76.3,1248,52.0,2012,3882,Sebastian Vollmer,2012,28,4,"$3,105,000",776250
Orlando Franklin,6198,T,DEN,76.2,1226,53.0,2012,3551,Orlando Franklin,2012,24,4,"$4,356,000",1089000
Fernando Velasco,4641,C,TEN,75.8,995,54.0,2012,3174,Fernando Velasco,2012,27,1,"$615,000",615000
Andrew Whitworth,3000,T,CIN,75.7,1042,55.0,2012,3410,Andrew Whitworth,2012,30,2,"$19,525,000",9762500
Sam Baker,4335,T,ATL,75.5,1189,56.0,2012,4002,Sam Baker,2012,27,5,"$13,500,000",2700000
Kevin Zeitler,7032,G,CIN,75.4,1099,57.0,2012,3247,Kevin Zeitler,2012,22,4,"$7,544,200",1886050
Maurkice Pouncey,5543,C,PIT,75.1,930,58.0,2012,3704,Maurkice Pouncey,2012,23,5,"$14,807,250",2961450
Wade Smith,1393,G,HST,74.9,1270,59.0,2012,3759,Wade Smith,2012,30,4,"$12,000,000",3000000
Gosder Cherilus,4331,T,DET,74.7,1198,61.0,2012,3954,Gosder Cherilus,2012,28,5,"$15,000,000",3000000
Zane Beadles,5570,G,DEN,74.2,1236,62.0,2012,3765,Zane Beadles,2012,25,4,"$4,321,000",1080250
Chris Hairston,6274,T,BUF,73.9,568,63.0,2012,3434,Chris Hairston,2012,22,4,"$2,455,908",613977
Richie Incognito,2298,G,MIA,73.8,1027,64.0,2012,3560,Richie Incognito,2012,28,3,"$12,900,000",4300000
Nate Livings,3400,G,DAL,73.7,1094,65.0,2012,3300,Nate Livings,2012,29,5,"$18,750,000",3750000
Todd McClure,536,C,ATL,73.6,1175,66.0,2012,3376,Todd McClure,2012,35,1,"$990,000",990000
David Baas,2250,C,NYG,73.4,1003,67.0,2012,3452,David Baas,2012,30,5,"$27,500,000",5500000
Dominic Raiola,820,C,DET,73.1,1199,68.0,2012,3647,Dominic Raiola,2012,32,4,"$20,000,000",5000000
Eric Winston,3011,T,KC,73.0,1051,69.0,2012,3171,Eric Winston,2012,28,4,"$22,000,000",5500000
Austin Howard,5847,T,NYJ,73.0,1073,69.0,2012,3413,Austin Howard,2012,24,2,"$706,944",353472
Louis Vasquez,5001,G,LAC,72.9,1020,71.0,2012,3845,Louis Vasquez,2012,25,4,"$2,550,000",637500
Mitchell Schwartz,7041,T,CLV,72.9,1031,71.0,2012,3297,Mitchell Schwartz,2012,22,4,"$5,170,840",1292710
Jeromey Clary,3132,T,LAC,72.8,833,73.0,2012,3488,Jeromey Clary,2012,28,4,"$20,000,000",5000000
Kraig Urbik,5002,G,BUF,72.7,783,74.0,2012,3251,Kraig Urbik,2012,26,1,"$1,260,000",1260000
Harvey Dahl,2553,G,LA,72.6,915,75.0,2012,3472,Harvey Dahl,2012,31,4,"$16,000,000",4000000
Kelechi Osemele,7062,T,BLT,72.5,1299,76.0,2012,3243,Kelechi Osemele,2012,22,4,"$3,345,870",836468
King Dunlap,4544,T,PHI,72.2,818,77.0,2012,3249,King Dunlap,2012,26,1,"$1,200,000",1200000
Jermon Bushrod,3741,T,NO,71.8,1103,78.0,2012,3487,Jermon Bushrod,2012,27,2,"$9,800,000",4900000
Matt Slauson,5117,G,NYJ,71.7,820,79.0,2012,3855,Matt Slauson,2012,25,4,"$1,850,200",462550
David Stewart,2330,T,TEN,71.6,675,80.0,2012,3936,David Stewart,2012,29,7,"$36,883,000",5269000
Tyron Smith,6161,T,DAL,71.2,950,81.0,2012,3590,Tyron Smith,2012,21,4,"$12,496,098",3124025
Cordy Glenn,7045,T,BUF,71.1,803,82.0,2012,3125,Cordy Glenn,2012,22,4,"$4,865,180",1216295
Dan Connolly,2540,G,NE,71.1,1039,82.0,2012,3133,Dan Connolly,2012,29,3,"$9,750,000",3250000
Cooper Carlisle,658,G,LV,71.1,1076,82.0,2012,3122,Cooper Carlisle,2012,34,1,"$925,000",925000
Barry Richardson,4484,T,LA,70.7,1023,85.0,2012,3086,Barry Richardson,2012,26,1,"$1,020,000",1020000
Ramon Foster,5229,G,PIT,70.1,1010,86.0,2012,3322,Ramon Foster,2012,26,1,"$1,260,000",1260000
Robert Turner,4085,C,LA,70.0,1044,87.0,2012,3336,Robert Turner,2012,27,1,"$700,000",700000
J'Marcus Webb,5741,T,CHI,69.6,1046,88.0,2012,3661,J'Marcus Webb,2012,23,4,"$1,905,612",476403
Manuel Ramirez,3733,G,DEN,69.4,829,89.0,2012,3263,Manuel Ramirez,2012,29,2,"$1,415,000",707500
Ben Jones,7099,G,HST,69.4,783,89.0,2012,3088,Ben Jones,2012,22,4,"$2,581,448",645362
Clint Boling,6253,G,CIN,69.3,1104,92.0,2012,3439,Clint Boling,2012,22,4,"$2,512,448",628112
Jeremy Zuttah,4397,G,TB,69.3,1018,92.0,2012,3219,Jeremy Zuttah,2012,25,4,"$16,500,000",4125000
Ryan Cook,2996,C,DAL,68.8,813,94.0,2012,3343,Ryan Cook,2012,28,2,"$2,100,000",1050000
Samson Satele,3676,C,IND,68.6,720,95.0,2012,3351,Samson Satele,2012,27,3,"$10,800,000",3600000
Willie Colon,3076,G,PIT,68.5,711,96.0,2012,3598,Willie Colon,2012,29,5,"$29,000,000",5800000
Uche Nwaneri,3765,G,JAX,68.5,926,96.0,2012,3757,Uche Nwaneri,2012,27,6,"$25,101,000",4183500
Eric Wood,4951,C,BUF,68.5,872,96.0,2012,3802,Eric Wood,2012,26,5,"$9,335,000",1867000
Justin Blalock,3655,G,ATL,68.3,1189,99.0,2012,3502,Justin Blalock,2012,28,6,"$38,400,000",6400000
Jeff Backus,788,T,DET,68.3,1064,99.0,2012,3215,Jeff Backus,2012,34,2,"$5,850,000",2925000
John Moffitt,6227,G,SEA,68.2,461,101.0,2012,3495,John Moffitt,2012,25,4,"$2,895,000",723750
Dallas Reynolds,5241,C,PHI,68.2,991,101.0,2012,3132,Dallas Reynolds,2012,27,3,"$1,440,000",480000
Stefen Wisniewski,6200,C,LV,68.1,1007,103.0,2012,3576,Stefen Wisniewski,2012,23,4,"$4,135,402",1033851
Demar Dotson,5410,T,TB,67.7,986,104.0,2012,3147,Demar Dotson,2012,26,2,"$2,500,000",1250000
Jake Long,4315,T,MIA,67.7,730,104.0,2012,3956,Jake Long,2012,27,5,"$57,750,000",11550000
T.J. Lang,5032,G,GB,67.7,1124,104.0,2012,3367,T.J. Lang,2012,24,4,"$20,800,000",5200000
Marshall Newhouse,5692,T,GB,67.6,1229,107.0,2012,3701,Marshall Newhouse,2012,23,4,"$2,782,850",695713
Tyronne Green,5057,G,LAC,66.8,735,108.0,2012,3893,Tyronne Green,2012,26,4,"$2,159,250",539813
Michael Oher,4946,T,BLT,66.7,1340,109.0,2012,3858,Michael Oher,2012,25,5,"$13,495,000",2699000
Paul McQuistan,3014,G,SEA,66.6,1130,110.0,2012,3314,Paul McQuistan,2012,28,2,"$5,000,000",2500000
Dan Koppen,1471,C,DEN,66.6,981,110.0,2012,3137,Dan Koppen,2012,32,2,"$3,050,000",1525000
Gabe Carimi,6181,T,CHI,66.5,915,112.0,2012,3469,Gabe Carimi,2012,24,4,"$7,056,046",1764012
Daryn Colledge,2992,G,ARZ,66.5,1052,112.0,2012,3450,Daryn Colledge,2012,30,5,"$27,500,000",5500000
Garry Williams,5341,G,CAR,66.4,606,114.0,2012,3471,Garry Williams,2012,26,3,"$2,041,667",680556
Mike Adams,7643,T,PIT,66.3,487,115.0,2012,3285,Mike Adams,2012,22,4,"$3,543,650",885913
Steve Hutchinson,787,G,TEN,66.1,686,116.0,2012,3362,Steve Hutchinson,2012,34,3,"$16,750,000",5583333
Lyle Sendlein,4062,C,ARZ,65.7,756,117.0,2012,3522,Lyle Sendlein,2012,28,5,"$16,250,000",3250000
Kory Lichtensteiger,4422,G,WAS,65.7,1019,117.0,2012,3250,Kory Lichtensteiger,2012,26,1,"$1,260,000",1260000
Nick Hardwick,1787,C,LAC,65.4,1019,119.0,2012,3303,Nick Hardwick,2012,30,3,"$13,250,000",4416667
Mackenzy Bernadeau,4564,G,DAL,65.0,1101,121.0,2012,3261,Mackenzy Bernadeau,2012,26,4,"$11,500,000",2875000
Roberto Garza,856,C,CHI,64.8,1046,122.0,2012,3337,Roberto Garza,2012,32,2,"$6,550,000",3275000
Ted Larsen,5728,C,TB,64.5,843,123.0,2012,3749,Ted Larsen,2012,24,4,"$2,713,600",678400
John Jerry,5598,G,MIA,64.5,1034,123.0,2012,3680,John Jerry,2012,26,4,"$2,648,500",662125
Winston Justice,2984,T,IND,64.1,798,125.0,2012,3400,Winston Justice,2012,27,1,"$1,500,000",1500000
Charlie Johnson,3144,G,MIN,63.8,1093,126.0,2012,3431,Charlie Johnson,2012,28,3,"$10,500,000",3500000
Scott Wells,1965,C,LA,63.8,421,126.0,2012,3353,Scott Wells,2012,31,4,"$24,000,000",6000000
Lance Louis,5170,G,CHI,63.7,692,128.0,2012,3842,Lance Louis,2012,27,4,"$1,792,000",448000
Bobby Massie,7112,T,ARZ,63.7,1052,128.0,2012,3091,Bobby Massie,2012,22,4,"$2,543,380",635845
Derek Newton,6366,T,HST,63.4,864,130.0,2012,3459,Derek Newton,2012,24,4,"$2,100,256",525064
Breno Giacomini,4464,T,SEA,63.3,1144,131.0,2012,3096,Breno Giacomini,2012,26,2,"$6,500,000",3250000
Jah Reid,6237,G,BLT,63.3,568,131.0,2012,3474,Jah Reid,2012,24,4,"$2,603,240",650810
Jamon Meredith,5086,G,TB,63.2,795,133.0,2012,3206,Jamon Meredith,2012,25,2,"$1,600,000",800000
Brandon Fusco,6324,G,MIN,63.2,943,133.0,2012,3418,Brandon Fusco,2012,24,4,"$2,154,224",538556
Brad Meester,627,C,JAX,63.2,1062,133.0,2012,3777,Brad Meester,2012,34,4,"$10,000,000",2500000
Shawn Lauvao,5616,G,CLV,62.9,1031,136.0,2012,3743,Shawn Lauvao,2012,24,4,"$3,300,000",825000
Sean Locklear,1805,T,NYG,62.8,647,137.0,2012,3354,Sean Locklear,2012,30,1,"$890,000",890000
Jeff Allen,7642,G,KC,62.8,814,137.0,2012,3214,Jeff Allen,2012,22,4,"$4,643,822",1160956
Doug Free,3738,T,DAL,62.8,1022,137.0,2012,3461,Doug Free,2012,28,4,"$32,000,000",8000000
Zach Strief,3155,T,NO,62.5,786,140.0,2012,3600,Zach Strief,2012,28,3,"$5,750,000",1916667
Jeff Saturday,431,C,GB,62.5,962,140.0,2012,3217,Jeff Saturday,2012,36,2,"$7,750,000",3875000
Max Starks,1796,T,PIT,62.5,1065,140.0,2012,3279,Max Starks,2012,29,1,"$890,000",890000
Cameron Bradfield,6591,T,JAX,61.8,750,143.0,2012,3428,Cameron Bradfield,2012,24,3,"$1,400,000",466667
Tyler Polumbus,4581,T,WAS,61.6,992,144.0,2012,3392,Tyler Polumbus,2012,26,1,"$700,000",700000
Byron Bell,6848,T,CAR,61.2,943,145.0,2012,3425,Byron Bell,2012,23,3,"$1,409,000",469667
Khalif Barnes,2269,T,LV,60.7,558,146.0,2012,3248,Khalif Barnes,2012,29,1,"$2,000,000",2000000
Mike Brisiel,3250,G,LV,60.3,961,147.0,2012,3287,Mike Brisiel,2012,29,5,"$20,000,000",4000000
Amini Silatolu,7044,G,CAR,59.5,882,148.0,2012,3073,Amini Silatolu,2012,23,4,"$4,937,104",1234276
Jeff Linkenbach,5964,G,IND,59.4,856,149.0,2012,3672,Jeff Linkenbach,2012,25,3,"$1,235,000",411667
Mike McGlynn,4423,G,IND,59.4,1258,149.0,2012,3292,Mike McGlynn,2012,27,2,"$2,650,000",1325000
Peter Konz,7058,G,ATL,58.1,804,151.0,2012,3315,Peter Konz,2012,22,4,"$3,588,600",897150
Dennis Kelly,7146,T,PHI,57.4,685,152.0,2012,3149,Dennis Kelly,2012,22,4,"$2,288,800",572200
Jonathan Martin,7046,T,MIA,56.9,1032,153.0,2012,3229,Jonathan Martin,2012,22,4,"$4,784,267",1196067
Chilo Rachal,4353,G,CHI,55.6,512,154.0,2012,3109,Chilo Rachal,2012,26,1,"$700,000",700000
Adam Snyder,2311,G,ARZ,55.2,866,155.0,2012,3066,Adam Snyder,2012,30,5,"$17,500,000",3500000
Geoff Hangartner,2386,C,CAR,54.8,756,156.0,2012,3179,Geoff Hangartner,2012,29,3,"$4,850,000",1616667
Mike Brewster,7364,G,JAX,54.4,548,157.0,2012,3286,Mike Brewster,2012,22,3,"$1,450,000",483333
Jeff Faine,1337,C,CIN,53.3,456,158.0,2012,3216,Jeff Faine,2012,30,1,"$2,000,000",2000000
D'Anthony Batiste,3223,T,ARZ,45.6,626,159.0,2012,3128,D'Anthony Batiste,2012,29,1,"$700,000",700000
