position,player_name,team_name,grades_offense,snap_counts_block,rank,Year,player_name,year_signed,age,average/year,sim_sal,diff
C,Tyler Shatley,JAX,67.7,642,75.0,2020,Tyler Shatley,2020,28,1512500,5386649.5,-3874149.5
G,Alex Cappa,TB,67.7,1105,75.0,2020,Alex Cappa,2020,25,842176,5110607.833333333,-4268431.833333333
G,Mark Glowinski,IND,67.1,1168,78.0,2020,Mark Glowinski,2020,27,5400000,5460260.583333333,-60260.58333333302
G,Elgton Jenkins,GB,66.9,1184,79.0,2020,Elgton Jenkins,2020,24,1691785,5157424.666666667,-3465639.666666667
G,Lucas Patrick,GB,66.9,1086,79.0,2020,Lucas Patrick,2020,27,1487500,5074091.333333333,-3586591.333333333
G,Alex Lewis,NYJ,66.6,544,81.0,2020,Alex Lewis,2020,27,6200000,4087257.0,2112743.0
G,Oday Aboushi,DET,66.6,622,81.0,2020,Oday Aboushi,2020,28,1187500,3867812.5833333335,-2680312.5833333335
T,Bobby Hart,CIN,66.3,872,83.0,2020,Bobby Hart,2020,25,5383333,4575104.25,808228.75
G,Ezra Cleveland,MIN,66.2,622,84.0,2020,Ezra Cleveland,2020,22,1384302,4776506.25,-3392204.25
G,David DeCastro,PIT,66.2,934,84.0,2020,David DeCastro,2020,30,10000000,4805672.916666667,5194327.083333333
G,Nick Allegretti,KC,66.0,898,86.0,2020,Nick Allegretti,2020,24,657988,5414690.833333333,-4756702.833333333
G,Kevin Zeitler,NYG,65.9,1003,87.0,2020,Kevin Zeitler,2020,29,10666667,5378024.166666667,5288642.833333333
G,Ereck Flowers,MIA,65.9,857,87.0,2020,Ereck Flowers,2020,25,10000000,5111357.5,4888642.5
G,Matt Feiler,PIT,65.9,937,87.0,2020,Matt Feiler,2020,27,3259000,5059899.166666667,-1800899.166666667
T,Dennis Kelly,TEN,65.9,1099,87.0,2020,Dennis Kelly,2020,30,5750000,5357538.083333333,392461.916666667
C,Alex Mack,ATL,65.9,972,87.0,2020,Alex Mack,2020,34,9000000,5456049.25,3543950.75
G,Germain Ifedi,CHI,65.5,1115,92.0,2020,Germain Ifedi,2020,25,1047500,4924799.25,-3877299.25
C,Ted Karras,MIA,65.3,1068,93.0,2020,Ted Karras,2020,27,3000000,4927210.333333333,-1927210.333333333
G,Ike Boettger,BUF,65.3,810,93.0,2020,Ike Boettger,2020,25,570000,4913321.416666667,-4343321.416666667
G,Justin Pugh,ARZ,64.8,958,95.0,2020,Justin Pugh,2020,29,8955000,4646654.75,4308345.25
T,Kaleb McGary,ATL,64.3,890,96.0,2020,Kaleb McGary,2020,25,2566436,5291738.083333333,-2725302.083333333
G,Jon Feliciano,BUF,64.3,758,96.0,2020,Jon Feliciano,2020,28,3625000,4866288.25,-1241288.25
T,Tyrell Crosby,DET,64.2,657,98.0,2020,Tyrell Crosby,2020,24,686921,4922677.166666667,-4235756.166666667
C,Ryan Jensen,TB,63.9,1335,99.0,2020,Ryan Jensen,2020,28,10500000,5762468.833333333,4737531.166666667
C,Trey Hopkins,CIN,63.8,938,100.0,2020,Trey Hopkins,2020,28,6800000,5804135.5,995864.5
G,Gabe Jackson,LV,63.7,1062,101.0,2020,Gabe Jackson,2020,28,11000000,6339968.833333333,4660031.166666667
G,Bradley Bozeman,BLT,63.6,1158,102.0,2020,Bradley Bozeman,2020,25,644602,5717677.166666667,-5073075.166666667
C,Matt Paradis,CAR,63.4,1029,103.0,2020,Matt Paradis,2020,30,9676667,5920474.166666667,3756192.833333333
C,Mitch Morse,BUF,63.3,1067,104.0,2020,Mitch Morse,2020,27,11125000,6028868.25,5096131.75
G,Greg Van Roten,NYJ,63.0,752,105.0,2020,Greg Van Roten,2020,30,3500000,6645491.25,-3145491.25
G,Zach Fulton,HST,63.0,953,105.0,2020,Zach Fulton,2020,28,7000000,6212657.916666667,787342.083333333
G,Chris Reed,CAR,63.0,892,105.0,2020,Chris Reed,2020,27,1487500,5694963.5,-4207463.5
T,Jesse Davis,MIA,62.6,1055,108.0,2020,Jesse Davis,2020,28,5000000,5528296.833333333,-528296.833333333
T,Jedrick Wills Jr.,CLV,62.6,1025,108.0,2020,Jedrick Wills Jr.,2020,21,4925729,5729279.0,-803550.0
T,Andrew Thomas,NYG,62.4,977,110.0,2020,Andrew Thomas,2020,21,8086397,5881223.416666667,2205173.583333333
G,Isaac Seumalo,PHI,62.4,588,110.0,2020,Isaac Seumalo,2020,26,5306000,5100351.833333333,205648.16666666698
C,Patrick Mekari,BLT,62.3,695,112.0,2020,Patrick Mekari,2020,22,587667,4864935.166666667,-4277268.166666667
C,Connor McGovern,NYJ,62.2,969,113.0,2020,Connor McGovern,2020,26,9000000,4345143.5,4654856.5
T,Tytus Howard,HST,62.1,811,114.0,2020,Tytus Howard,2020,23,3056388,4979518.5,-1923130.5
G,Andrus Peat,NO,61.9,906,115.0,2020,Andrus Peat,2020,26,11500000,4831245.0,6668755.0
T,Cam Robinson,JAX,61.7,973,116.0,2020,Cam Robinson,2020,24,1754541,4569565.166666667,-2815024.166666667
C,Daniel Brunskill,SF,61.7,1087,116.0,2020,Daniel Brunskill,2020,26,675000,4229032.083333333,-3554032.083333333
T,David Quessenberry,TEN,61.7,485,116.0,2020,David Quessenberry,2020,29,762500,3878720.25,-3116220.25
T,George Fant,NYJ,61.6,829,119.0,2020,George Fant,2020,27,9100000,4114123.0,4985877.0
C,Garrett Bradbury,MIN,61.4,1082,120.0,2020,Garrett Bradbury,2020,24,3220718,3422039.6666666665,-201321.6666666665
G,Dalton Risner,DEN,61.3,999,121.0,2020,Dalton Risner,2020,25,1785571,3254840.6666666665,-1469269.6666666665
G,John Miller,CAR,61.2,910,122.0,2020,John Miller,2020,26,4000000,2588174.0,1411826.0
C,Ethan Pocic,SEA,59.8,993,123.0,2020,Ethan Pocic,2020,24,1102258,2597186.0833333335,-1494928.0833333335
C,Nick Gates,NYG,59.7,1014,124.0,2020,Nick Gates,2020,24,3412500,2611922.8333333335,800577.1666666665
C,Sam Mustipher,CHI,59.5,553,125.0,2020,Sam Mustipher,2020,23,695000,2615413.0833333335,-1920413.0833333335
T,Sam Young,LV,59.0,382,126.0,2020,Sam Young,2020,32,1050000,1957012.4166666667,-907012.4166666667
T,Cameron Fleming,NYG,58.4,912,127.0,2020,Cameron Fleming,2020,27,3500000,2105285.9166666665,1394714.0833333335
G,Will Hernandez,NYG,58.1,525,128.0,2020,Will Hernandez,2020,24,1862686,2123155.0,-260469.0
T,Chukwuma Okorafor,PIT,57.4,1122,129.0,2020,Chukwuma Okorafor,2020,22,851841,1952819.5833333333,-1100978.5833333333
G,Ben Powers,BLT,57.2,654,130.0,2020,Ben Powers,2020,23,804383,2777631.4166666665,-1973248.4166666665
G,Jonah Jackson,DET,57.0,1006,131.0,2020,Jonah Jackson,2020,23,1199192,2930756.4166666665,-1731564.4166666665
G,Quinton Spain,CIN,56.7,720,132.0,2020,Quinton Spain,2020,28,5000000,2935514.5833333335,2064485.4166666665
G,Denzelle Good,LV,56.7,958,132.0,2020,Denzelle Good,2020,28,2000000,2902030.9166666665,-902030.9166666665
T,Jawaan Taylor,JAX,56.5,1037,134.0,2020,Jawaan Taylor,2020,22,1955975,3527030.9166666665,-1571055.9166666665
C,Nick Martin,HST,56.1,980,135.0,2020,Nick Martin,2020,27,11000000,3446964.9166666665,7553035.083333334
G,James Carpenter,ATL,56.1,826,135.0,2020,James Carpenter,2020,30,5250000,3445259.75,1804740.25
G,Michael Jordan,CIN,55.7,731,137.0,2020,Michael Jordan,2020,22,752098,3642377.9166666665,-2890279.9166666665
G,Matt Pryor,PHI,55.3,775,138.0,2020,Matt Pryor,2020,25,648196,3591334.1666666665,-2943138.1666666665
C,Maurkice Pouncey,PIT,54.8,952,139.0,2020,Maurkice Pouncey,2020,30,11000000,3228038.1666666665,7771961.833333334
T,Trey Pipkins,LAC,54.8,571,139.0,2020,Trey Pipkins,2020,23,901894,3332954.8333333335,-2431060.8333333335
C,Mason Cole,ARZ,54.4,913,141.0,2020,Mason Cole,2020,24,831379,3544956.9166666665,-2713577.9166666665
G,Cesar Ruiz,NO,53.8,884,142.0,2020,Cesar Ruiz,2020,21,3169801,2912464.0833333335,257336.9166666665
G,Alex Bars,CHI,53.3,617,143.0,2020,Alex Bars,2020,24,586667,2580549.25,-1993882.25
T,Sam Tevi,LAC,52.9,1024,144.0,2020,Sam Tevi,2020,25,640448,2602865.5,-1962417.5
T,Elijah Wilkinson,DEN,52.5,503,145.0,2020,Elijah Wilkinson,2020,25,3259000,2751932.5,507067.5
G,J.R. Sweezy,ARZ,52.5,643,145.0,2020,J.R. Sweezy,2020,30,4500000,1899015.8333333333,2600984.166666667
T,Austin Jackson,MIA,52.3,848,148.0,2020,Austin Jackson,2020,21,3410086,1880108.0,1529978.0
G,Max Scharping,HST,52.1,454,149.0,2020,Max Scharping,2020,23,1267022,1949720.5833333333,-682698.5833333333
G,Solomon Kindley,MIA,51.3,747,150.0,2020,Solomon Kindley,2020,22,1019893,1863320.5,-843427.5
C,Joe Looney,DAL,50.7,764,151.0,2020,Joe Looney,2020,29,2437000,1863320.5,573679.5
T,Terence Steele,DAL,50.3,970,152.0,2020,Terence Steele,2020,22,765000,1887692.1666666667,-1122692.1666666667
G,Jordan Simmons,SEA,50.0,621,153.0,2020,Jordan Simmons,2020,25,675000,1699442.1666666667,-1024442.1666666667
G,Forrest Lamp,LAC,49.4,1174,154.0,2020,Forrest Lamp,2020,26,1666730,1421442.0,245288.0
C,Matt Skura,BLT,49.1,662,155.0,2020,Matt Skura,2020,27,2133000,2074768.1666666667,58231.833333333256
T,Brandon Knight,DAL,48.5,774,156.0,2020,Brandon Knight,2020,23,586667,3143141.3333333335,-2556474.3333333335
C,Dan Feeney,LAC,48.2,1174,157.0,2020,Dan Feeney,2020,26,932908,3555835.8333333335,-2622927.8333333335
G,Dakota Dozier,MIN,44.6,1083,158.0,2020,Dakota Dozier,2020,28,1000000,3537993.25,-2537993.25
C,Lloyd Cushenberry III,DEN,40.5,1076,159.0,2020,Lloyd Cushenberry III,2020,22,1163998,3901000.1666666665,-2737002.1666666665
G,Trai Turner,LAC,34.8,536,160.0,2020,Trai Turner,2020,27,11250000,4524055.75,6725944.25
G,Brandon Brooks,PHI,92.8,1046,1.0,2019,Brandon Brooks,2019,30,14087500,8925894.333333334,5161605.666666666
G,Quenton Nelson,IND,91.2,1042,2.0,2019,Quenton Nelson,2019,23,5972227,9650766.57142857,-3678539.571428571
T,Ryan Ramczyk,NO,90.9,1113,3.0,2019,Ryan Ramczyk,2019,25,2222889,9694420.75,-7471531.75
T,Ronnie Stanley,BLT,89.4,1032,4.0,2019,Ronnie Stanley,2019,25,5121083,9728374.0,-4607291.0
T,Mitchell Schwartz,KC,89.3,1251,5.0,2019,Mitchell Schwartz,2019,30,8151667,9355536.6,-1203869.5999999996
T,Lane Johnson,PHI,88.8,759,6.0,2019,Lane Johnson,2019,29,18000000,9777760.545454545,8222239.454545455
G,Zack Martin,DAL,88.1,1114,7.0,2019,Zack Martin,2019,28,14000000,10046280.5,3953719.5
T,La'el Collins,DAL,86.4,1000,8.0,2019,La'el Collins,2019,26,10000000,9552877.75,447122.25
G,Marshal Yanda,BLT,85.2,1062,9.0,2019,Marshal Yanda,2019,34,10000000,9386393.416666666,613606.583333334
T,Jason Peters,PHI,83.3,936,10.0,2019,Jason Peters,2019,37,6000000,10534486.0,-4534486.0
T,Joe Staley,SF,81.3,605,11.0,2019,Joe Staley,2019,34,14000000,10257597.666666666,3742402.333333334
T,Terron Armstead,NO,81.2,990,13.0,2019,Terron Armstead,2019,27,13000000,10786625.416666666,2213374.583333334
C,Jason Kelce,PHI,81.1,1227,14.0,2019,Jason Kelce,2019,31,8166667,10161625.416666666,-1994958.416666666
T,Jack Conklin,TEN,80.5,1108,15.0,2019,Jack Conklin,2019,24,3974415,9557458.75,-5583043.75
T,Taylor Lewan,TEN,80.2,886,16.0,2019,Taylor Lewan,2019,28,16000000,9724125.416666666,6275874.583333334
T,Braden Smith,IND,79.8,1075,17.0,2019,Braden Smith,2019,23,1798423,8957738.5,-7159315.5
T,Jake Matthews,ATL,79.7,1163,18.0,2019,Jake Matthews,2019,27,14500000,8584358.25,5915641.75
C,Ryan Jensen,TB,79.3,1139,19.0,2019,Ryan Jensen,2019,27,10500000,8334358.25,2165641.75
C,Ben Jones,TEN,79.3,1093,19.0,2019,Ben Jones,2019,30,6750000,7813524.916666667,-1063524.916666667
T,David Bakhtiari,GB,79.2,1199,21.0,2019,David Bakhtiari,2019,27,12000000,8149636.0,3850364.0
G,Joe Thuney,NE,79.2,1201,21.0,2019,Joe Thuney,2019,26,803357,8707323.666666666,-7903966.666666666
C,Erik McCoy,NO,78.0,1113,23.0,2019,Erik McCoy,2019,21,1519437,7460618.5,-5941181.5
G,Rodger Saffold,TEN,77.4,1101,24.0,2019,Rodger Saffold,2019,30,11000000,7540581.25,3459418.75
T,Bryan Bulaga,GB,77.1,959,25.0,2019,Bryan Bulaga,2019,29,6750000,6560726.666666667,189273.33333333302
T,Tyron Smith,DAL,76.6,882,26.0,2019,Tyron Smith,2019,26,12200000,5739476.666666667,6460523.333333333
G,Kevin Zeitler,NYG,76.4,991,27.0,2019,Kevin Zeitler,2019,28,10666667,5885310.0,4781357.0
T,Taylor Moton,CAR,76.2,1106,28.0,2019,Taylor Moton,2019,25,1039538,5747026.666666667,-4707488.666666667
T,Garett Bolles,DEN,76.1,1012,29.0,2019,Garett Bolles,2019,26,2757976,6430080.25,-3672104.25
T,Taylor Decker,DET,75.9,1017,30.0,2019,Taylor Decker,2019,25,2741745,6562994.916666667,-3821249.916666667
T,Matt Feiler,PIT,75.9,995,30.0,2019,Matt Feiler,2019,26,645000,5891747.833333333,-5246747.833333333
G,Larry Warford,NO,75.8,1025,32.0,2019,Larry Warford,2019,27,8500000,6039869.75,2460130.25
C,Brandon Linder,JAX,75.3,1083,34.0,2019,Brandon Linder,2019,27,10340600,5086493.083333333,5254106.916666667
G,Shaq Mason,NE,75.1,1128,35.0,2019,Shaq Mason,2019,25,9000000,5155937.5,3844062.5
T,Laremy Tunsil,HST,75.1,1062,35.0,2019,Laremy Tunsil,2019,24,3114413,5155142.666666667,-2040729.666666667
C,Frank Ragnow,DET,74.9,996,37.0,2019,Frank Ragnow,2019,22,2945035,5425311.333333333,-2480276.333333333
G,Joel Bitonio,CLV,74.2,1039,38.0,2019,Joel Bitonio,2019,27,8527463,5905165.916666667,2622297.083333333
G,Graham Glasgow,DET,74.1,872,39.0,2019,Graham Glasgow,2019,26,759480,5924160.083333333,-5164680.083333333
T,Duane Brown,SEA,74.1,854,39.0,2019,Duane Brown,2019,33,11500000,5302977.583333333,6197022.416666667
G,Richie Incognito,LV,74.0,766,41.0,2019,Richie Incognito,2019,35,1030000,4658989.75,-3628989.75
T,Alejandro Villanueva,PIT,74.0,995,41.0,2019,Alejandro Villanueva,2019,30,6000000,4846489.75,1153510.25
C,Corey Linsley,GB,73.9,1074,43.0,2019,Corey Linsley,2019,28,8500000,5489038.666666667,3010961.333333333
T,Orlando Brown Jr.,BLT,73.6,1199,44.0,2019,Orlando Brown Jr.,2019,23,872930,5993619.083333333,-5120689.083333333
T,Dion Dawkins,BUF,73.1,1099,45.0,2019,Dion Dawkins,2019,25,1045810,5358374.416666667,-4312564.416666667
C,Ryan Kelly,IND,73.0,1018,46.0,2019,Ryan Kelly,2019,25,2612746,6199251.083333333,-3586505.083333333
T,Andrew Whitworth,LA,72.8,1097,47.0,2019,Andrew Whitworth,2019,37,11250000,6240917.75,5009082.25
G,Ali Marpet,TB,72.3,1139,48.0,2019,Ali Marpet,2019,25,10825000,6988417.75,3836582.25
C,Alex Mack,ATL,72.1,1156,49.0,2019,Alex Mack,2019,33,9000000,7425917.75,1574082.25
C,Connor McGovern,DEN,72.0,1013,50.0,2019,Connor McGovern,2019,21,904527,6809389.416666667,-5904862.416666667
C,J.C. Tretter,CLV,72.0,1039,50.0,2019,J.C. Tretter,2019,28,10850000,7178811.916666667,3671188.083333333
T,Eric Fisher,KC,71.4,672,52.0,2019,Eric Fisher,2019,28,12000000,7473780.25,4526219.75
G,David DeCastro,PIT,71.1,995,53.0,2019,David DeCastro,2019,29,10000000,8401884.75,1598115.25
C,Rodney Hudson,LV,71.0,904,54.0,2019,Rodney Hudson,2019,30,11250000,8004551.416666667,3245448.583333333
T,Brian O'Neill,MIN,70.8,1069,55.0,2019,Brian O'Neill,2019,23,1101660,7885802.25,-6784142.25
G,Isaac Seumalo,PHI,70.6,1226,57.0,2019,Isaac Seumalo,2019,25,5306000,7280597.25,-1974597.25
T,Mike McGlinchey,SF,70.6,955,57.0,2019,Mike McGlinchey,2019,24,4585430,8184386.666666667,-3598956.666666667
T,Donovan Smith,TB,70.4,1055,59.0,2019,Donovan Smith,2019,25,13750000,7333286.0,6416714.0
T,Marcus Cannon,NE,70.1,1069,60.0,2019,Marcus Cannon,2019,31,6482000,7708286.0,-1226286.0
C,Travis Frederick,DAL,70.0,1116,61.0,2019,Travis Frederick,2019,28,9400010,7015934.75,2384075.25
C,James Daniels,CHI,69.9,1069,62.0,2019,James Daniels,2019,21,1737540,6536768.083333333,-4799228.083333333
T,Riley Reiff,MIN,69.5,998,63.0,2019,Riley Reiff,2019,30,11750000,6498713.083333333,5251286.916666667
C,Chase Roullier,WAS,69.3,833,64.0,2019,Chase Roullier,2019,25,636792,6100296.416666667,-5463504.416666667
T,Trent Brown,LV,69.1,581,65.0,2019,Trent Brown,2019,25,16500000,6634843.916666667,9865156.083333332
G,Elgton Jenkins,GB,69.1,1088,65.0,2019,Elgton Jenkins,2019,23,1691785,6416093.916666667,-4724308.916666667
G,Laken Tomlinson,SF,68.8,1239,67.0,2019,Laken Tomlinson,2019,27,5500000,6542593.916666667,-1042593.916666667
C,Matt Skura,BLT,68.7,717,68.0,2019,Matt Skura,2019,26,645000,6505509.75,-5860509.75
G,Andrew Wylie,KC,67.4,716,69.0,2019,Andrew Wylie,2019,24,525000,6413214.75,-5888214.75
C,Nick Martin,HST,67.3,1167,70.0,2019,Nick Martin,2019,26,11000000,6017381.416666667,4982618.583333333
C,Mitch Morse,BUF,67.3,992,70.0,2019,Mitch Morse,2019,26,11125000,6291537.666666667,4833462.333333333
T,Kelvin Beachum,NYJ,67.1,805,72.0,2019,Kelvin Beachum,2019,29,8000000,5104037.666666667,2895962.333333333
G,Justin Pugh,ARZ,66.8,1022,73.0,2019,Justin Pugh,2019,28,8955000,5032222.25,3922777.75
C,Ted Karras,NE,66.5,1102,74.0,2019,Ted Karras,2019,25,630000,5682222.25,-5052222.25
T,Greg Robinson,CLV,66.3,860,75.0,2019,Greg Robinson,2019,26,7000000,6270138.916666667,729861.083333333
C,Daniel Kilgore,MIA,66.3,877,75.0,2019,Daniel Kilgore,2019,31,3926667,6656944.5,-2730277.5
C,Austin Reiter,KC,66.0,1250,77.0,2019,Austin Reiter,2019,28,2250000,6020930.416666667,-3770930.416666667
G,Greg Van Roten,CAR,65.6,704,78.0,2019,Greg Van Roten,2019,28,830000,6385513.75,-5555513.75
G,Andrew Norwell,JAX,65.5,1088,79.0,2019,Andrew Norwell,2019,27,13300000,6573013.75,6726986.25
T,Morgan Moses,WAS,65.2,858,80.0,2019,Morgan Moses,2019,28,7700000,5976763.75,1723236.25
G,Josh Kline,MIN,65.1,857,81.0,2019,Josh Kline,2019,29,5166667,6073061.333333333,-906394.333333333
T,Kolton Miller,LV,65.0,1019,82.0,2019,Kolton Miller,2019,23,3367831,5698061.333333333,-2330230.333333333
T,Nate Solder,NYG,64.9,1011,83.0,2019,Nate Solder,2019,30,15500000,5641672.416666667,9858327.583333332
G,Cody Whitehair,CHI,64.9,1069,83.0,2019,Cody Whitehair,2019,27,10250000,5623339.083333333,4626660.916666667
G,Joe Dahl,DET,64.9,798,83.0,2019,Joe Dahl,2019,26,1800000,6491672.416666667,-4691672.416666667
G,Dalton Risner,DEN,64.4,975,87.0,2019,Dalton Risner,2019,24,1785571,5437055.916666667,-3651484.916666667
T,Mike Remmers,NYG,64.2,870,88.0,2019,Mike Remmers,2019,30,2500000,4958387.166666667,-2458387.166666667
G,Ereck Flowers,WAS,64.1,937,89.0,2019,Ereck Flowers,2019,24,3250000,4736164.916666667,-1486164.916666667
T,Donald Penn,WAS,64.0,885,90.0,2019,Donald Penn,2019,36,2030000,4509178.333333333,-2479178.333333333
G,Trai Turner,CAR,63.9,888,91.0,2019,Trai Turner,2019,26,11250000,3800845.0,7449155.0
G,Bradley Bozeman,BLT,63.8,1199,92.0,2019,Bradley Bozeman,2019,24,644602,3753067.25,-3108465.25
T,Jawaan Taylor,JAX,63.7,1087,93.0,2019,Jawaan Taylor,2019,21,1955975,3832233.9166666665,-1876258.9166666665
G,Michael Schofield III,LAC,63.6,1057,94.0,2019,Michael Schofield III,2019,28,2500000,4350103.0,-1850103.0
T,Brandon Shell,NYJ,63.6,806,94.0,2019,Brandon Shell,2019,27,643992,4443853.0,-3799861.0
G,Billy Turner,GB,63.4,1200,96.0,2019,Billy Turner,2019,27,7000000,4243201.0,2756799.0
C,Matt Paradis,CAR,63.4,1094,96.0,2019,Matt Paradis,2019,29,9676667,4865701.0,4810966.0
G,Mike Person,SF,63.2,1114,98.0,2019,Mike Person,2019,30,2750000,4021534.3333333335,-1271534.3333333335
T,Bobby Massie,CHI,63.2,612,98.0,2019,Bobby Massie,2019,29,8000000,4534484.166666667,3465515.833333333
G,Jon Feliciano,BUF,63.1,1031,100.0,2019,Jon Feliciano,2019,27,3625000,4449566.25,-824566.25
G,Alex Cappa,TB,62.7,869,102.0,2019,Alex Cappa,2019,24,842176,5157899.583333333,-4315723.583333333
C,Weston Richburg,SF,62.5,835,103.0,2019,Weston Richburg,2019,27,9500000,5479233.583333333,4020766.416666667
T,Marshall Newhouse,NE,62.5,732,103.0,2019,Marshall Newhouse,2019,30,1120000,5500066.916666667,-4380066.916666667
C,Trey Hopkins,CIN,62.4,1097,105.0,2019,Trey Hopkins,2019,27,6800000,4751688.833333333,2048311.166666667
G,Pat Elflein,MIN,62.3,1043,106.0,2019,Pat Elflein,2019,24,936960,4636876.083333333,-3699916.083333333
G,Gabe Jackson,LV,61.8,707,107.0,2019,Gabe Jackson,2019,27,11000000,4420209.416666667,6579790.583333333
G,J.R. Sweezy,ARZ,61.6,1001,108.0,2019,J.R. Sweezy,2019,29,4500000,4347292.75,152707.25
G,Brian Winters,NYJ,61.0,526,109.0,2019,Brian Winters,2019,28,7250000,4330482.083333333,2919517.916666667
G,David Edwards,LA,61.0,689,109.0,2019,David Edwards,2019,21,696130,4244865.416666667,-3548735.416666667
G,Connor Williams,DAL,60.9,727,111.0,2019,Connor Williams,2019,21,1372247,4205282.083333333,-2833035.083333333
G,Mark Glowinski,IND,60.5,1076,112.0,2019,Mark Glowinski,2019,26,5400000,3893314.4166666665,1506685.5833333335
G,Mike Iupati,SEA,60.4,1015,113.0,2019,Mike Iupati,2019,31,2750000,3920819.5833333335,-1170819.5833333335
T,Sam Tevi,LAC,59.8,782,114.0,2019,Sam Tevi,2019,24,640448,3254152.9166666665,-2613704.9166666665
G,Laurent Duvernay-Tardif,KC,59.7,1104,115.0,2019,Laurent Duvernay-Tardif,2019,28,8472600,3222902.9166666665,5249697.083333334
T,Elijah Wilkinson,DEN,59.6,832,116.0,2019,Elijah Wilkinson,2019,24,645000,3035402.9166666665,-2390402.9166666665
T,Tytus Howard,HST,59.4,488,117.0,2019,Tytus Howard,2019,22,3056388,3149581.75,-93193.75
G,Max Scharping,HST,59.1,1085,118.0,2019,Max Scharping,2019,22,1267022,3806061.1666666665,-2539039.1666666665
G,D.J. Fluker,SEA,59.1,984,118.0,2019,D.J. Fluker,2019,28,3000000,3814394.5,-814394.5
G,Ramon Foster,PIT,59.0,822,120.0,2019,Ramon Foster,2019,33,4125000,3650789.0,474211.0
T,Jesse Davis,MIA,58.9,975,121.0,2019,Jesse Davis,2019,27,5000000,4347418.333333333,652581.666666667
T,Germain Ifedi,SEA,58.8,1228,122.0,2019,Germain Ifedi,2019,24,2066276,3796592.1666666665,-1730316.1666666665
T,Charles Leno Jr.,CHI,58.6,1066,123.0,2019,Charles Leno Jr.,2019,27,9250000,3800014.0833333335,5449985.916666666
G,John Miller,CIN,58.6,779,123.0,2019,John Miller,2019,25,5500000,3813708.25,1686291.75
C,Brian Allen,LA,58.6,563,123.0,2019,Brian Allen,2019,23,786734,4156734.1666666665,-3370000.1666666665
G,Ron Leary,DEN,58.4,754,127.0,2019,Ron Leary,2019,29,9000000,3963278.4166666665,5036721.583333334
G,Will Hernandez,NYG,58.4,1068,127.0,2019,Will Hernandez,2019,23,1862686,3671036.3333333335,-1808350.3333333335
C,Scott Quessenberry,LAC,58.4,625,127.0,2019,Scott Quessenberry,2019,24,686063,3308119.6666666665,-2622056.6666666665
C,Garrett Bradbury,MIN,57.8,1112,130.0,2019,Garrett Bradbury,2019,23,3220718,3635930.0,-415212.0
T,Bobby Hart,CIN,57.6,1086,131.0,2019,Bobby Hart,2019,24,5383333,2924094.5,2459238.5
G,Wyatt Teller,CLV,56.7,557,133.0,2019,Wyatt Teller,2019,24,678531,2636594.5,-1958063.5
G,Wes Schweitzer,ATL,56.4,697,134.0,2019,Wes Schweitzer,2019,25,618095,2989227.75,-2371132.75
C,Jon Halapio,NYG,56.3,980,135.0,2019,Jon Halapio,2019,27,645000,2385439.5,-1740439.5
T,Daryl Williams,CAR,56.1,838,136.0,2019,Daryl Williams,2019,26,6000000,2813549.0,3186451.0
G,Alex Lewis,NYJ,56.1,764,136.0,2019,Alex Lewis,2019,27,707974,2970246.75,-2262272.75
G,Quinton Spain,BUF,55.8,1147,138.0,2019,Quinton Spain,2019,27,2050000,2761853.5833333335,-711853.5833333335
G,A.J. Cann,JAX,55.3,775,139.0,2019,A.J. Cann,2019,27,5018333,2469630.8333333335,2548702.1666666665
T,Cam Robinson,JAX,54.8,869,140.0,2019,Cam Robinson,2019,23,1754541,2490828.9166666665,-736287.9166666665
G,Zach Fulton,HST,53.4,1102,141.0,2019,Zach Fulton,2019,27,7000000,2500571.0,4499429.0
T,Kaleb McGary,ATL,53.0,1104,142.0,2019,Kaleb McGary,2019,24,2566436,3363487.6666666665,-797051.6666666665
G,Joey Hunt,SEA,52.2,733,143.0,2019,Joey Hunt,2019,25,720000,3071821.0,-2351821.0
T,Cody Ford,BUF,51.8,783,144.0,2019,Cody Ford,2019,22,1876660,3689906.5,-1813246.5
G,Dan Feeney,LAC,51.7,1032,145.0,2019,Dan Feeney,2019,25,932908,4127406.5,-3194498.5
G,Rashaad Coward,CHI,51.7,660,145.0,2019,Rashaad Coward,2019,24,735000,3759253.5,-3024253.5
C,Maurkice Pouncey,PIT,51.5,777,147.0,2019,Maurkice Pouncey,2019,29,11000000,3781791.75,7218208.25
C,Jonotthan Harrison,NYJ,51.4,679,148.0,2019,Jonotthan Harrison,2019,27,2500000,3275545.5,-775545.5
T,Rob Havenstein,LA,50.9,616,149.0,2019,Rob Havenstein,2019,27,8125000,3499175.8333333335,4625824.166666666
T,Chris Hubbard,CLV,50.5,891,150.0,2019,Chris Hubbard,2019,27,7300000,3501850.6666666665,3798149.3333333335
C,Austin Blythe,LA,50.2,996,151.0,2019,Austin Blythe,2019,26,600497,3424925.8333333335,-2824428.8333333335
G,Evan Boehm,MIA,47.4,595,154.0,2019,Evan Boehm,2019,25,2025000,3591193.75,-1566193.75
G,Nate Davis,TEN,46.6,899,155.0,2019,Nate Davis,2019,22,925045,3614943.75,-2689898.75
G,James Carpenter,ATL,45.3,675,156.0,2019,James Carpenter,2019,29,5250000,3781610.4166666665,1468389.5833333335
G,Michael Jordan,CIN,43.7,648,157.0,2019,Michael Jordan,2019,21,752098,4573277.083333333,-3821179.083333333
