position,player_name,team_name,grades_defense,snap_counts_pass_play,rank,Year,player_name,year_signed,age,average/year,sim_sal,diff
CB,Shareece Wright,LAC,41.5,496,156.0,2014,Shareece Wright,2014,27,646035,4457711.416666667,-3811676.416666667
CB,Cortez Allen,PIT,34.7,290,159.0,2014,Cortez Allen,2014,25,6150000,5058128.083333333,1091871.916666667
S,Dashon Goldson,TB,31.8,454,160.0,2014,Dashon Goldson,2014,29,8250000,6224794.75,2025205.25
S,Jairus Byrd,BUF,89.4,401,2.0,2013,Jairus Byrd,2013,26,6916000,8880528.166666666,-1964528.166666666
CB,Brent Grimes,MIA,88.7,650,4.0,2013,Brent Grimes,2013,29,5500000,7800881.285714285,-2300881.2857142854
S,Kam Chancellor,SEA,87.0,746,6.0,2013,Kam Chancellor,2013,25,7000502,7753271.125,-752769.125
S,Eric Weddle,LAC,85.9,728,7.0,2013,Eric Weddle,2013,28,8000000,7323278.0,676722.0
CB,Darrelle Revis,TB,84.7,587,10.0,2013,Darrelle Revis,2013,27,16000000,7090950.2,8909049.8
S,Troy Polamalu,PIT,83.8,650,13.0,2013,Troy Polamalu,2013,32,9866667,6582682.0,3283985.0
CB,Tramaine Brock Sr.,SF,82.8,574,15.0,2013,Tramaine Brock Sr.,2013,24,1323000,6125791.833333333,-4802791.833333333
S,Antrel Rolle,NYG,81.7,686,18.0,2013,Antrel Rolle,2013,30,7420000,5941125.166666667,1478874.833333333
S,Donte Whitner,SF,80.5,734,21.0,2013,Donte Whitner,2013,28,3883333,6170291.833333333,-2286958.833333333
CB,Dominique Rodgers-Cromartie,DEN,80.3,612,22.0,2013,Dominique Rodgers-Cromartie,2013,26,5000000,6184694.416666667,-1184694.416666667
CB,William Gay,PIT,80.3,581,22.0,2013,William Gay,2013,28,1500000,5587819.416666667,-4087819.416666667
CB,Captain Munnerlyn,CAR,79.5,679,25.0,2013,Captain Munnerlyn,2013,24,1100000,4948930.5,-3848930.5
S,Glover Quin,DET,79.0,644,26.0,2013,Glover Quin,2013,27,4700000,4186291.5833333335,513708.4166666665
CB,Tramon Williams,GB,77.6,669,29.0,2013,Tramon Williams,2013,30,8250000,4240624.916666667,4009375.083333333
CB,Jason McCourty,TEN,77.3,635,31.0,2013,Jason McCourty,2013,26,7173333,3872291.5833333335,3301041.4166666665
CB,Alan Ball,JAX,76.6,589,33.0,2013,Alan Ball,2013,27,837500,3601180.5,-2763680.5
CB,Lardarius Webb,BLT,76.4,607,34.0,2013,Lardarius Webb,2013,27,8333333,3997013.8333333335,4336319.166666666
CB,Will Blackmon,JAX,75.9,388,35.0,2013,Will Blackmon,2013,28,715000,4226180.5,-3511180.5
CB,Corey Graham,BLT,75.6,483,36.0,2013,Corey Graham,2013,27,1975000,4218263.833333333,-2243263.833333333
CB,Orlando Scandrick,DAL,75.5,689,37.0,2013,Orlando Scandrick,2013,26,3000000,4055763.8333333335,-1055763.8333333335
CB,Trumaine McBride,NYG,75.1,394,38.0,2013,Trumaine McBride,2013,27,630000,3794097.1666666665,-3164097.1666666665
CB,Johnathan Joseph,HST,74.9,481,39.0,2013,Johnathan Joseph,2013,29,9750000,3346319.4166666665,6403680.583333334
CB,Leodis McKelvin,BUF,74.5,559,40.0,2013,Leodis McKelvin,2013,27,4250000,3354861.0833333335,895138.9166666665
CB,Drayton Florence,CAR,74.3,467,41.0,2013,Drayton Florence,2013,32,1005000,2738750.0,-1733750.0
S,Chris Clemons,MIA,73.9,673,43.0,2013,Chris Clemons,2013,27,2750000,2887500.0,-137500.0
CB,Keenan Lewis,NO,73.5,602,44.0,2013,Keenan Lewis,2013,26,5110000,3306250.0,1803750.0
S,Charles Woodson,LV,73.2,643,45.0,2013,Charles Woodson,2013,36,1800000,3139583.3333333335,-1339583.3333333335
CB,Chris Crocker,CIN,72.9,387,46.0,2013,Chris Crocker,2013,32,940000,3187083.3333333335,-2247083.3333333335
CB,Rashean Mathis,DET,72.8,486,47.0,2013,Rashean Mathis,2013,32,940000,2418039.5833333335,-1478039.5833333335
CB,Terence Newman,CIN,72.5,535,49.0,2013,Terence Newman,2013,34,2500000,2122206.25,377793.75
S,Michael Griffin,TEN,72.4,541,50.0,2013,Michael Griffin,2013,28,7000000,2207039.5833333335,4792960.416666666
S,Mike Mitchell,CAR,71.7,635,52.0,2013,Mike Mitchell,2013,25,1000000,2311206.25,-1311206.25
S,Rashad Johnson,ARZ,71.6,458,53.0,2013,Rashad Johnson,2013,27,1200000,1968706.25,-768706.25
CB,Jimmy Wilson,MIA,71.5,447,54.0,2013,Jimmy Wilson,2013,26,521475,2037456.25,-1515981.25
CB,Terrell Thomas,NYG,71.1,415,55.0,2013,Terrell Thomas,2013,27,700000,2275789.5833333335,-1575789.5833333335
CB,Sam Shields,GB,70.8,543,56.0,2013,Sam Shields,2013,25,2023000,2572456.25,-549456.25
CB,Kyle Arrington,NE,70.7,570,57.0,2013,Kyle Arrington,2013,26,4000000,2548018.75,1451981.25
S,Darian Stewart,LA,70.3,374,60.0,2013,Darian Stewart,2013,24,1000000,2173018.75,-1173018.75
CB,Bradley Fletcher,PHI,70.0,642,61.0,2013,Bradley Fletcher,2013,26,2625000,2193852.0833333335,431147.9166666665
CB,Tim Jennings,CHI,70.0,568,61.0,2013,Tim Jennings,2013,29,3800000,2260518.75,1539481.25
S,Reggie Nelson,CIN,68.8,664,67.0,2013,Reggie Nelson,2013,29,4500000,3052062.5,1447937.5
S,Barry Church,DAL,68.6,626,69.0,2013,Barry Church,2013,25,2206750,3285395.8333333335,-1078645.8333333335
S,Jamarca Sanford,MIN,68.4,485,71.0,2013,Jamarca Sanford,2013,27,2500000,3575145.8333333335,-1075145.8333333335
CB,DeAngelo Hall,WAS,68.4,581,71.0,2013,DeAngelo Hall,2013,29,1250000,3306812.5,-2056812.5
S,Bernard Pollard,TEN,68.2,632,73.0,2013,Bernard Pollard,2013,28,2000000,3765145.8333333335,-1765145.8333333335
CB,Brandon Carr,DAL,67.7,694,75.0,2013,Brandon Carr,2013,26,10020000,3592645.8333333335,6427354.166666666
S,Ryan Clark,PIT,67.2,644,77.0,2013,Ryan Clark,2013,33,3500000,3351395.8333333335,148604.1666666665
CB,Sean Smith,KC,67.0,707,78.0,2013,Sean Smith,2013,25,5500000,3381395.8333333335,2118604.1666666665
CB,Zackary Bowman,CHI,67.0,324,78.0,2013,Zackary Bowman,2013,28,780000,3669722.25,-2889722.25
S,Antoine Bethea,IND,66.9,695,80.0,2013,Antoine Bethea,2013,28,6500000,3836388.9166666665,2663611.0833333335
S,Rafael Bush,NO,66.7,413,81.0,2013,Rafael Bush,2013,25,555000,4232222.25,-3677222.25
S,Yeremiah Bell,ARZ,65.5,717,87.0,2013,Yeremiah Bell,2013,35,905000,4149305.5833333335,-3244305.5833333335
CB,Aqib Talib,NE,65.5,568,87.0,2013,Aqib Talib,2013,27,4860000,3635763.9166666665,1224236.0833333335
CB,Cary Williams,PHI,65.4,778,89.0,2013,Cary Williams,2013,28,5666667,3469097.25,2197569.75
CB,Josh Wilson,WAS,65.4,569,89.0,2013,Josh Wilson,2013,28,4500000,3081626.4166666665,1418373.5833333335
S,William Moore,ATL,65.2,605,91.0,2013,William Moore,2013,27,6000000,3627043.0833333335,2372956.9166666665
S,Quintin Mikell,CAR,65.1,452,92.0,2013,Quintin Mikell,2013,32,1005000,3150376.4166666665,-2145376.4166666665
S,Louis Delmas,DET,64.6,655,95.0,2013,Louis Delmas,2013,25,3857500,3270793.0833333335,586706.9166666665
CB,Mike Jenkins,LV,64.1,549,97.0,2013,Mike Jenkins,2013,28,1500000,3487043.0833333335,-1987043.0833333335
CB,Robert Alford,ATL,63.2,388,100.0,2013,Robert Alford,2013,24,850350,3767459.75,-2917109.75
CB,Carlos Rogers,SF,63.2,684,100.0,2013,Carlos Rogers,2013,31,7325000,3491070.8333333335,3833929.1666666665
S,James Ihedigbo,BLT,63.2,645,100.0,2013,James Ihedigbo,2013,29,780000,3616070.8333333335,-2836070.8333333335
CB,Darius Butler,IND,63.2,558,100.0,2013,Darius Butler,2013,26,2000000,3168570.8333333335,-1168570.8333333335
CB,Jerraud Powers,ARZ,62.9,712,106.0,2013,Jerraud Powers,2013,25,3500000,3209820.8333333335,290179.1666666665
CB,Brandon Flowers,KC,62.2,587,109.0,2013,Brandon Flowers,2013,26,8225000,3055029.1666666665,5169970.833333334
S,Steve Gregory,NE,61.9,607,110.0,2013,Steve Gregory,2013,30,2350000,3513612.5,-1163612.5
S,LaRon Landry,IND,61.9,542,110.0,2013,LaRon Landry,2013,28,6000000,3958375.0,2041625.0
S,Andrew Sendejo,MIN,61.5,474,112.0,2013,Andrew Sendejo,2013,25,630000,3419208.3333333335,-2789208.3333333335
S,Dawan Landry,NYJ,60.6,673,114.0,2013,Dawan Landry,2013,30,1500000,3631986.0833333335,-2131986.0833333335
S,Mike Adams,DEN,59.8,572,117.0,2013,Mike Adams,2013,31,2000000,3590319.4166666665,-1590319.4166666665
S,Reshad Jones,MIA,57.8,677,125.0,2013,Reshad Jones,2013,25,7003000,3881986.0833333335,3121013.9166666665
S,Morgan Burnett,GB,54.8,545,131.0,2013,Morgan Burnett,2013,24,6187500,3592402.75,2595097.25
CB,Richard Marshall,LAC,54.1,503,135.0,2013,Richard Marshall,2013,28,855000,3646569.4166666665,-2791569.4166666665
S,Patrick Chung,PHI,54.0,513,136.0,2013,Patrick Chung,2013,25,3333333,3813236.0833333335,-479903.0833333335
CB,Tracy Porter,LV,53.9,619,137.0,2013,Tracy Porter,2013,26,1500000,4448236.083333333,-2948236.083333333
CB,Ike Taylor,PIT,53.6,641,138.0,2013,Ike Taylor,2013,33,7000000,4739902.75,2260097.25
CB,Greg Toler,IND,53.1,286,142.0,2013,Greg Toler,2013,28,4750000,4627072.333333333,122927.66666666698
S,Brandon Meriweather,WAS,51.7,454,144.0,2013,Brandon Meriweather,2013,29,3000000,4335155.666666667,-1335155.666666667
CB,Antonio Cromartie,NYJ,50.5,673,146.0,2013,Antonio Cromartie,2013,29,8000000,3944530.6666666665,4055469.3333333335
S,Dashon Goldson,TB,50.3,497,148.0,2013,Dashon Goldson,2013,28,8250000,4019114.0,4230886.0
CB,Chris Houston,DET,50.1,459,149.0,2013,Chris Houston,2013,28,5000000,4408002.916666667,591997.083333333
CB,Shareece Wright,LAC,49.3,596,150.0,2013,Shareece Wright,2013,26,646035,4796891.833333333,-4150856.833333333
S,Thomas DeCoud,ATL,42.4,517,155.0,2013,Thomas DeCoud,2013,26,3500000,4588558.5,-1088558.5
S,E.J. Biggers,WAS,38.3,296,156.0,2013,E.J. Biggers,2013,25,1500000,4751058.5,-3251058.5
CB,Brice McCain,HST,31.8,418,158.0,2013,Brice McCain,2013,26,1750000,5063558.5,-3313558.5
S,Eric Weddle,LAC,92.2,652,3.0,2012,Eric Weddle,2012,27,8000000,6723611.166666667,1276388.833333333
CB,Charles Tillman,CHI,92.2,582,3.0,2012,Charles Tillman,2012,31,6166667,5943095.285714285,223571.71428571455
S,Reggie Nelson,CIN,90.2,590,8.0,2012,Reggie Nelson,2012,28,4500000,6433541.75,-1933541.75
S,Kerry Rhodes,ARZ,88.5,553,11.0,2012,Kerry Rhodes,2012,29,6700000,6107592.666666667,592407.333333333
S,Quintin Mikell,LA,88.1,612,12.0,2012,Quintin Mikell,2012,31,6750000,6168833.4,581166.5999999996
CB,Brandon Flowers,KC,85.7,454,13.0,2012,Brandon Flowers,2012,25,8225000,6260151.545454546,1964848.4545454541
CB,Greg Toler,ARZ,84.2,200,17.0,2012,Greg Toler,2012,27,1260000,5984305.583333333,-4724305.583333333
S,Troy Polamalu,PIT,83.0,245,18.0,2012,Troy Polamalu,2012,31,9866667,5634305.583333333,4232361.416666667
S,Ryan Clark,PIT,83.0,538,18.0,2012,Ryan Clark,2012,32,3500000,5544027.75,-2044027.75
CB,Antoine Winfield,MIN,82.3,698,20.0,2012,Antoine Winfield,2012,34,6720000,5419027.75,1300972.25
CB,Jason McCourty,TEN,81.4,651,22.0,2012,Jason McCourty,2012,25,7173333,5673194.416666667,1500138.583333333
S,George Wilson,BUF,80.9,526,23.0,2012,George Wilson,2012,30,2950000,5185694.416666667,-2235694.416666667
CB,Tim Jennings,CHI,80.0,596,25.0,2012,Tim Jennings,2012,28,3800000,4664861.083333333,-864861.083333333
CB,Sheldon Brown,CLV,79.5,541,28.0,2012,Sheldon Brown,2012,32,5083333,4604861.083333333,478471.916666667
S,Ronde Barber,TB,79.4,703,29.0,2012,Ronde Barber,2012,36,3000000,3851388.8333333335,-851388.8333333335
CB,Leon Hall,CIN,79.2,588,30.0,2012,Leon Hall,2012,27,9750000,4226388.833333333,5523611.166666667
CB,Joselio Hanson,LV,76.6,388,32.0,2012,Joselio Hanson,2012,30,900000,3700972.1666666665,-2800972.1666666665
CB,Corey Graham,BLT,76.5,566,33.0,2012,Corey Graham,2012,26,1975000,3174204.8333333335,-1199204.8333333335
S,Stevie Brown,NYG,75.8,491,37.0,2012,Stevie Brown,2012,24,540000,3303371.5,-2763371.5
CB,Terence Newman,CIN,75.6,581,39.0,2012,Terence Newman,2012,33,825000,3037954.8333333335,-2212954.8333333335
CB,Antonio Cromartie,NYJ,75.4,558,40.0,2012,Antonio Cromartie,2012,28,8000000,2778232.6666666665,5221767.333333334
CB,Brandon Browner,SEA,73.9,539,44.0,2012,Brandon Browner,2012,27,415000,2936566.0,-2521566.0
S,William Moore,ATL,73.8,526,45.0,2012,William Moore,2012,27,852125,2374066.0,-1521941.0
CB,Josh Wilson,WAS,73.3,736,46.0,2012,Josh Wilson,2012,27,4500000,2853232.6666666665,1646767.3333333335
CB,Tony Carter,DEN,72.9,404,48.0,2012,Tony Carter,2012,25,615000,3574066.0,-2959066.0
S,Usama Young,CLV,72.9,364,48.0,2012,Usama Young,2012,26,1966667,4341566.0,-2374899.0
CB,Asante Samuel,ATL,72.8,555,50.0,2012,Asante Samuel,2012,31,4900000,4343649.333333333,556350.666666667
CB,Chris Houston,DET,72.5,568,51.0,2012,Chris Houston,2012,27,3000000,4395732.666666667,-1395732.666666667
S,Tyvon Branch,LV,72.3,500,54.0,2012,Tyvon Branch,2012,25,6650000,4878816.0,1771184.0
CB,Champ Bailey,DEN,71.9,667,56.0,2012,Champ Bailey,2012,33,10625000,5247388.916666667,5377611.083333333
CB,Johnathan Joseph,HST,71.5,612,58.0,2012,Johnathan Joseph,2012,28,9750000,5539055.583333333,4210944.416666667
S,Abram Elam,KC,70.2,262,63.0,2012,Abram Elam,2012,30,850000,6098222.25,-5248222.25
CB,Dunta Robinson,ATL,69.7,633,66.0,2012,Dunta Robinson,2012,29,8625000,6039333.333333333,2585666.666666667
S,Dashon Goldson,SF,68.8,780,68.0,2012,Dashon Goldson,2012,27,6212000,6214333.333333333,-2333.333333333023
CB,Jabari Greer,NO,68.7,522,69.0,2012,Jabari Greer,2012,29,5275000,6042458.333333333,-767458.333333333
CB,Michael Huff,LV,68.6,560,70.0,2012,Michael Huff,2012,28,8000000,5779958.333333333,2220041.666666667
CB,Carlos Rogers,SF,68.5,783,71.0,2012,Carlos Rogers,2012,30,7325000,5186208.333333333,2138791.666666667
CB,Keenan Lewis,PIT,68.5,565,71.0,2012,Keenan Lewis,2012,25,1260000,5137597.25,-3877597.25
CB,Ike Taylor,PIT,68.3,384,73.0,2012,Ike Taylor,2012,32,7000000,5175097.25,1824902.75
CB,Kyle Arrington,NE,67.8,620,75.0,2012,Kyle Arrington,2012,25,937500,5289680.583333333,-4352180.583333333
S,Thomas DeCoud,ATL,67.7,686,77.0,2012,Thomas DeCoud,2012,25,3500000,5459513.916666667,-1959513.916666667
S,LaRon Landry,NYJ,67.6,555,78.0,2012,LaRon Landry,2012,27,3500000,5180513.916666667,-1680513.916666667
CB,DeAngelo Hall,WAS,67.6,746,78.0,2012,DeAngelo Hall,2012,28,9166667,5348847.25,3817819.75
CB,Marcus Trufant,SEA,67.5,330,80.0,2012,Marcus Trufant,2012,31,1300000,4871763.916666667,-3571763.916666667
CB,Cortland Finnegan,LA,66.8,623,84.0,2012,Cortland Finnegan,2012,28,10000000,4933430.583333333,5066569.416666667
CB,Tramon Williams,GB,66.2,754,86.0,2012,Tramon Williams,2012,29,8250000,4458430.583333333,3791569.416666667
CB,Cary Williams,BLT,65.6,825,88.0,2012,Cary Williams,2012,27,1927000,4593847.25,-2666847.25
CB,Brandon Carr,DAL,65.3,584,90.0,2012,Brandon Carr,2012,25,10020000,4498013.916666667,5521986.083333333
S,Haruki Nakamura,CAR,65.0,313,92.0,2012,Haruki Nakamura,2012,25,1600000,4643847.25,-3043847.25
S,Mike Adams,DEN,65.0,652,92.0,2012,Mike Adams,2012,30,2000000,4088291.6666666665,-2088291.6666666665
CB,Jacob Lacey,DET,64.8,368,94.0,2012,Jacob Lacey,2012,24,1300000,4096625.0,-2796625.0
S,Bernard Pollard,BLT,64.5,723,96.0,2012,Bernard Pollard,2012,27,2562500,3721625.0,-1159125.0
S,Steve Gregory,NE,64.0,568,98.0,2012,Steve Gregory,2012,29,2350000,3108291.6666666665,-758291.6666666665
S,Nate Clements,CIN,63.1,397,101.0,2012,Nate Clements,2012,32,5250000,3047708.3333333335,2202291.6666666665
CB,Cedric Griffin,WAS,62.9,289,104.0,2012,Cedric Griffin,2012,29,2500000,2556458.3333333335,-56458.33333333349
S,Yeremiah Bell,NYJ,62.8,569,105.0,2012,Yeremiah Bell,2012,30,1400000,2964791.6666666665,-1564791.6666666665
S,Dawan Landry,JAX,62.4,614,108.0,2012,Dawan Landry,2012,29,5500000,3121736.0833333335,2378263.9166666665
CB,Kelvin Hayden,CHI,62.0,307,109.0,2012,Kelvin Hayden,2012,28,890000,3360625.0,-2470625.0
S,Craig Dahl,LA,61.9,633,110.0,2012,Craig Dahl,2012,26,1200000,3221250.0,-2021250.0
S,Adrian Wilson,ARZ,60.6,414,114.0,2012,Adrian Wilson,2012,32,4125000,3073312.5,1051687.5
S,Antoine Bethea,IND,60.1,654,116.0,2012,Antoine Bethea,2012,27,6500000,2769145.8333333335,3730854.1666666665
S,Donte Whitner,SF,59.8,782,118.0,2012,Donte Whitner,2012,27,3883333,2718729.1666666665,1164603.8333333335
S,Gerald Sensabaugh,DAL,59.1,551,119.0,2012,Gerald Sensabaugh,2012,29,4166667,2872895.8333333335,1293771.1666666665
S,Madieu Williams,WAS,58.7,728,122.0,2012,Madieu Williams,2012,30,890000,3032895.8333333335,-2142895.8333333335
CB,Josh Norman,CAR,58.7,470,122.0,2012,Josh Norman,2012,24,574750,3032895.8333333335,-2458145.8333333335
S,Jordan Babineaux,TEN,58.6,460,124.0,2012,Jordan Babineaux,2012,29,1600000,3391229.1666666665,-1791229.1666666665
S,Tom Zbikowski,IND,58.6,420,124.0,2012,Tom Zbikowski,2012,26,1895000,3464145.8333333335,-1569145.8333333335
CB,Aaron Ross,JAX,58.4,399,126.0,2012,Aaron Ross,2012,29,3250000,3128729.1666666665,121270.83333333349
S,Antrel Rolle,NYG,58.3,583,127.0,2012,Antrel Rolle,2012,29,7420000,2848574.3333333335,4571425.666666666
S,Erik Coleman,DET,57.1,283,128.0,2012,Erik Coleman,2012,29,890000,2880221.1666666665,-1990221.1666666665
S,Charles Godfrey,CAR,56.5,592,130.0,2012,Charles Godfrey,2012,26,5500000,2861057.5,2638942.5
S,Danieal Manning,HST,56.1,765,132.0,2012,Danieal Manning,2012,29,5000000,3813161.6666666665,1186838.3333333335
CB,William Gay,ARZ,55.1,564,136.0,2012,William Gay,2012,26,2475000,3748578.3333333335,-1273578.3333333335
CB,Jimmy Wilson,MIA,55.0,423,137.0,2012,Jimmy Wilson,2012,25,521475,3639411.6666666665,-3117936.6666666665
CB,Quentin Jammer,LAC,54.0,625,140.0,2012,Quentin Jammer,2012,32,4546429,3472745.0,1073684.0
S,Chris Prosinski,JAX,53.9,396,141.0,2012,Chris Prosinski,2012,25,660036,3458578.3333333335,-2798542.3333333335
CB,Nnamdi Asomugha,PHI,53.8,549,142.0,2012,Nnamdi Asomugha,2012,31,12000000,3967745.0,8032255.0
S,Matt Giordano,LV,53.7,488,143.0,2012,Matt Giordano,2012,29,825000,4030245.0,-3205245.0
CB,Ellis Lankster,NYJ,52.9,254,145.0,2012,Ellis Lankster,2012,24,585000,3942085.4545454546,-3357085.4545454546
S,Atari Bigby,LAC,51.6,388,147.0,2012,Atari Bigby,2012,30,1250000,4088794.0,-2838794.0
CB,Corey Webster,NYG,49.9,592,150.0,2012,Corey Webster,2012,29,7250000,4485162.777777778,2764837.222222222
S,Michael Griffin,TEN,45.1,643,157.0,2012,Michael Griffin,2012,27,7000000,4477504.5,2522495.5
S,Roman Harper,NO,41.5,663,159.0,2012,Roman Harper,2012,29,6250000,5022857.142857143,1227142.8571428573
