index,player_name,year_signed,age,contract_length,value,average/year
107,Johnnie Dixon,2021,26,1,"$660,000",660000
108,Jojo Natson,2021,26,1,"$990,000",990000
109,Jon’Vea Johnson,2021,25,1,"$660,000",660000
110,Jordan Matthews,2021,29,1,"$990,000",990000
111,Jordan Veasy,2021,26,1,"$660,000",660000
112,Josh Malone,2021,24,1,"$920,000",920000
113,Josh Reynolds,2021,26,1,"$1,750,000",1750000
114,JuJu Smith-Schuster,2021,24,1,"$8,000,000",8000000
115,Justin Hardy,2021,29,1,"$990,000",990000
116,Juwann Winfree,2021,24,1,"$780,000",780000
117,Kai Locksley,2021,24,3,"$2,425,000",808333
117,Kai Locksley,2022,25,3,"$2,425,000",808333
117,Kai Locksley,2023,26,3,"$2,425,000",808333
118,Kalif Raymond,2021,26,1,"$1,127,500",1127500
119,Keelan Cole,2021,27,1,"$5,500,000",5500000
120,Keelan Doss,2021,24,1,"$780,000",780000
121,Keith Kirkwood,2021,26,1,"$780,000",780000
122,Kendrick Bourne,2021,25,3,"$15,000,000",5000000
122,Kendrick Bourne,2022,26,3,"$15,000,000",5000000
122,Kendrick Bourne,2023,27,3,"$15,000,000",5000000
123,Kenny Golladay,2021,27,4,"$72,000,000",18000000
123,Kenny Golladay,2022,28,4,"$72,000,000",18000000
123,Kenny Golladay,2023,29,4,"$72,000,000",18000000
123,Kenny Golladay,2024,30,4,"$72,000,000",18000000
124,Kenny Stills,2021,28,1,"$1,075,000",1075000
125,Kevin White,2021,28,1,"$990,000",990000
126,Khadarel Hodge,2021,25,1,"$1,000,000",1000000
127,Krishawn Hogan,2021,25,1,"$780,000",780000
128,Lance Lenoir,2021,26,1,"$780,000",780000
129,Laquon Treadwell,2021,26,1,"$990,000",990000
130,Mack Hollins,2021,27,1,"$1,127,500",1127500
131,Malik Taylor,2021,25,1,"$780,000",780000
132,Marcell Ateman,2021,26,1,"$850,000",850000
133,Marcus Johnson,2021,26,1,"$1,127,500",1127500
134,Marcus Kemp,2021,25,1,"$850,000",850000
135,Marken Michel,2021,27,1,"$780,000",780000
136,Marquise Goodwin,2021,30,1,"$1,212,500",1212500
137,Marvin Hall,2021,27,1,"$1,015,000",1015000
138,Marvin Jones Jr.,2021,31,2,"$12,500,000",6250000
138,Marvin Jones Jr.,2022,32,2,"$12,500,000",6250000
139,Matt Cole,2021,24,1,"$780,000",780000
140,Michael Walker,2021,24,1,"$780,000",780000
141,Mike Thomas,2021,26,1,"$1,015,000",1015000
142,Mohamed Sanu,2021,31,1,"$1,140,000",1140000
143,Nelson Agholor,2021,27,2,"$22,000,000",11000000
143,Nelson Agholor,2022,28,2,"$22,000,000",11000000
144,Noah Brown,2021,25,1,"$1,127,500",1127500
145,Nsimba Webster,2021,24,1,"$850,000",850000
146,Odell Beckham Jr.,2021,29,1,"$1,250,000",1250000
147,Penny Hart,2021,24,1,"$780,000",780000
148,Pharoh Cooper,2021,26,1,"$990,000",990000
149,Phillip Dorsett,2021,28,1,"$1,127,500",1127500
150,Rashard Davis,2021,25,2,"$1,485,000",742500
150,Rashard Davis,2022,26,2,"$1,485,000",742500
151,Rashard Higgins,2021,26,1,"$2,377,500",2377500
152,Ray-Ray McCloud III,2021,24,1,"$1,000,000",1000000
153,Reece Horn,2021,28,1,"$660,000",660000
154,Reggie Begelton,2021,27,1,"$660,000",660000
155,Reggie Davis,2021,25,1,"$660,000",660000
156,Rico Gafford,2021,24,1,"$850,000",850000
157,Robert Foster,2021,26,1,"$1,057,500",1057500
158,Rodney Adams,2021,26,1,"$780,000",780000
159,Ryan Switzer,2021,26,1,"$920,000",920000
160,Sammy Watkins,2021,27,1,"$5,000,000",5000000
161,Stephen Sullivan,2021,24,1,"$660,000",660000
162,Sterling Sharpe,2021,55,5,"$2,800,025",560005
162,Sterling Sharpe,2022,56,5,"$2,800,025",560005
162,Sterling Sharpe,2023,57,5,"$2,800,025",560005
162,Sterling Sharpe,2024,58,5,"$2,800,025",560005
162,Sterling Sharpe,2025,59,5,"$2,800,025",560005
163,Steven Sims Jr.,2021,24,1,"$850,000",850000
164,T.Y. Hilton,2021,31,1,"$8,000,000",8000000
165,Tajae Sharpe,2021,26,1,"$990,000",990000
166,Tanner Gentry,2021,26,2,"$1,675,000",837500
166,Tanner Gentry,2022,27,2,"$1,675,000",837500
167,Taquan Mizzell,2021,27,1,"$853,500",853500
168,Tavon Austin,2021,31,1,"$1,075,000",1075000
169,Taywan Taylor,2021,25,1,"$990,000",990000
170,Tevin Jones,2021,28,1,"$780,000",780000
171,Thomas Ives,2021,24,1,"$660,000",660000
172,Tim Patrick,2021,27,3,"$34,000,000",11333333
172,Tim Patrick,2022,28,3,"$34,000,000",11333333
172,Tim Patrick,2023,29,3,"$34,000,000",11333333
173,Tom Kennedy,2021,24,1,"$660,000",660000
174,Tommylee Lewis,2021,28,1,"$990,000",990000
175,Tony Brown,2021,25,1,"$660,000",660000
176,Travis Fulgham,2021,25,1,"$780,000",780000
177,Travis Jonsen,2021,24,2,"$1,485,000",742500
177,Travis Jonsen,2022,25,2,"$1,485,000",742500
178,Trent Sherfield,2021,25,1,"$920,000",920000
179,Trent Taylor,2021,27,1,"$920,000",920000
180,Trenton Irwin,2021,25,1,"$660,000",660000
181,Trevor Davis,2021,28,1,"$990,000",990000
182,Trey Quinn,2021,25,1,"$850,000",850000
183,Ty Montgomery,2021,28,1,"$1,127,500",1127500
184,Tyler Lockett,2021,28,4,"$69,000,000",17250000
184,Tyler Lockett,2022,29,4,"$69,000,000",17250000
184,Tyler Lockett,2023,30,4,"$69,000,000",17250000
184,Tyler Lockett,2024,31,4,"$69,000,000",17250000
185,Tyrell Williams,2021,29,1,"$4,000,000",4000000
186,Tyron Johnson,2021,24,1,"$780,000",780000
187,Ventell Bryant,2021,24,1,"$780,000",780000
188,Victor Bolden,2021,25,1,"$850,000",850000
189,Vyncint Smith,2021,24,1,"$1,000,000",1000000
190,Will Fuller V,2021,26,1,"$10,625,011",10625011
191,Willie Snead IV,2021,28,1,"$990,000",990000
192,Zach Pascal,2021,26,1,"$3,384,000",3384000
193,Zay Jones,2021,25,1,"$2,500,000",2500000
194,A.J. Green,2020,31,1,"$18,171,000",18171000
195,A.J. Richardson,2020,24,1,"$610,000",610000
196,Albert Wilson,2020,27,1,"$3,000,000",3000000
197,Alex Wesley,2020,24,1,"$610,000",610000
198,Allen Lazard,2020,24,1,"$675,000",675000
199,Amari Cooper,2020,25,5,"$100,000,000",20000000
199,Amari Cooper,2021,26,5,"$100,000,000",20000000
199,Amari Cooper,2022,27,5,"$100,000,000",20000000
199,Amari Cooper,2023,28,5,"$100,000,000",20000000
199,Amari Cooper,2024,29,5,"$100,000,000",20000000
200,Andre Patton,2020,25,1,"$675,000",675000
201,Andy Jones,2020,25,2,"$1,670,000",835000
202,Anthony Johnson,2020,24,1,"$610,000",610000
203,Antonio Brown,2020,32,1,"$1,666,667",1666667
204,Artavis Scott,2020,25,1,"$610,000",610000
205,Bennie Fowler,2020,29,1,"$910,000",910000
206,Bralon Addison,2020,26,2,"$1,392,500",696250
206,Bralon Addison,2021,27,2,"$1,392,500",696250
207,Breshad Perriman,2020,26,1,"$6,500,000",6500000
208,Bryant Mitchell,2020,27,1,"$610,000",610000
209,Bug Howard,2020,25,2,"$1,390,000",695000
210,Cam Phillips,2020,24,1,"$675,000",675000
211,Cameron Batson,2020,24,2,"$1,525,000",762500
211,Cameron Batson,2021,25,2,"$1,525,000",762500
212,Chad Hansen,2020,24,2,"$1,525,000",762500
213,Charone Peake,2020,27,1,"$825,000",825000
214,Chester Rogers,2020,26,1,"$910,000",910000
215,Chris Moore,2020,26,1,"$1,672,500",1672500
216,Chris Thompson,2020,25,2,"$1,525,000",762500
216,Chris Thompson,2021,26,2,"$1,525,000",762500
217,Cody Core,2020,25,2,"$4,000,000",2000000
217,Cody Core,2021,26,2,"$4,000,000",2000000
218,Cody Latimer,2020,27,1,"$1,047,500",1047500
219,Cooper Kupp,2020,27,3,"$47,250,000",15750000
219,Cooper Kupp,2021,28,3,"$47,250,000",15750000
219,Cooper Kupp,2022,29,3,"$47,250,000",15750000
220,Corey Coleman,2020,25,1,"$1,100,000",1100000
221,Damiere Byrd,2020,27,1,"$1,600,000",1600000
222,Damion Ratley,2020,24,1,"$825,000",825000
223,Danny Amendola,2020,34,1,"$5,000,000",5000000
224,Darius Jennings,2020,27,1,"$935,000",935000
225,Darrius Shepherd,2020,24,1,"$675,000",675000
226,David Moore,2020,24,1,"$825,000",825000
227,De'Anthony Thomas,2020,27,1,"$935,000",935000
228,De'Mornay Pierson-El,2020,24,1,"$610,000",610000
229,DeAndre Hopkins,2020,28,2,"$54,500,000",27250000
229,DeAndre Hopkins,2021,29,2,"$54,500,000",27250000
230,DeAndrew White,2020,28,1,"$825,000",825000
231,DeAndre Carter,2020,26,1,"$750,000",750000
232,Deandre Thompkins,2020,24,1,"$610,000",610000
233,Demarcus Robinson,2020,25,1,"$2,297,500",2297500
234,Derrick Dillon,2020,24,3,"$2,300,000",766667
235,Devin Funchess,2020,25,1,"$2,500,000",2500000
236,Devin Gray,2020,24,1,"$610,000",610000
237,Devin Ross,2020,24,1,"$610,000",610000
238,Dez Bryant,2020,31,1,"$1,050,000",1050000
239,Diontae Spencer,2020,27,2,"$1,525,000",762500
239,Diontae Spencer,2021,28,2,"$1,525,000",762500
240,Donte Moncrief,2020,26,1,"$910,000",910000
241,Dwayne Harris,2020,32,1,"$1,050,000",1050000
242,Dylan Cantrell,2020,25,1,"$675,000",675000
243,Emmanuel Sanders,2020,33,2,"$24,000,000",12000000
244,Geremy Davis,2020,28,1,"$1,047,500",1047500
245,Geronimo Allison,2020,26,1,"$1,047,500",1047500
246,Isaiah McKenzie,2020,24,1,"$962,500",962500
247,Ishmael Hyman,2020,24,1,"$616,500",616500
248,J'Mon Moore,2020,24,2,"$1,525,000",762500
249,J.J. Nelson,2020,28,1,"$910,000",910000
250,Jake Kumerow,2020,28,1,"$750,000",750000
251,Jamal Custis,2020,24,1,"$610,000",610000
252,Jaydon Mickens,2020,25,1,"$920,000",920000
253,Jeff Badet,2020,25,1,"$750,000",750000
254,Jehu Chesson,2020,26,1,"$760,000",760000
255,Joe Fortson,2020,24,1,"$610,000",610000
256,John Hightower,2020,24,4,"$3,595,052",898763
256,John Hightower,2022,26,4,"$3,595,052",898763
256,John Hightower,2023,27,4,"$3,595,052",898763
257,Johnnie Dixon,2020,25,1,"$610,000",610000
258,Jojo Natson,2020,26,1,"$1,000,000",1000000
259,Jordan Veasy,2020,24,2,"$1,390,000",695000
260,Josh Doctson,2020,27,1,"$825,000",825000
261,Josh Gordon,2020,29,1,"$1,042,500",1042500
262,Keelan Cole,2020,26,1,"$3,259,000",3259000
263,Keenan Allen,2020,28,4,"$80,100,000",20025000
263,Keenan Allen,2021,29,4,"$80,100,000",20025000
263,Keenan Allen,2022,30,4,"$80,100,000",20025000
263,Keenan Allen,2023,31,4,"$80,100,000",20025000
264,Keith Kirkwood,2020,25,1,"$800,000",800000
265,Kendrick Bourne,2020,24,1,"$3,259,000",3259000
266,Keon Hatcher,2020,25,2,"$1,525,000",762500
266,Keon Hatcher,2021,26,2,"$1,525,000",762500
267,Khadarel Hodge,2020,25,1,"$750,000",750000
268,Krishawn Hogan,2020,24,1,"$675,000",675000
269,Lance Lenoir,2020,24,1,"$675,000",675000
270,Laquon Treadwell,2020,24,1,"$910,000",910000
271,Larry Fitzgerald,2020,36,1,"$11,500,000",11500000
272,Malik Taylor,2020,24,1,"$610,000",610000
273,Marcus Johnson,2020,25,1,"$925,000",925000
274,Marcus Kemp,2020,24,1,"$825,000",825000
275,Marken Michel,2020,26,2,"$1,390,000",695000
276,Marqise Lee,2020,28,1,"$1,047,500",1047500
277,Matthew Slater,2020,34,2,"$5,300,000",2650000
277,Matthew Slater,2021,35,2,"$5,300,000",2650000
278,Maurice Harris,2020,27,1,"$825,000",825000
279,Mike Thomas,2020,25,1,"$850,000",850000
280,Mohamed Sanu,2020,30,1,"$1,050,000",1050000
281,Nelson Agholor,2020,26,1,"$1,047,500",1047500
282,Pharoh Cooper,2020,25,1,"$1,210,000",1210000
283,Phillip Dorsett,2020,27,1,"$1,047,500",1047500
284,Quincy Adeboyejo,2020,24,1,"$675,000",675000
285,Randall Cobb,2020,29,3,"$27,000,000",9000000
285,Randall Cobb,2021,30,3,"$27,000,000",9000000
285,Randall Cobb,2022,31,3,"$27,000,000",9000000
286,Rashard Higgins,2020,25,1,"$910,000",910000
287,Reggie Begelton,2020,26,3,"$2,292,000",764000
287,Reggie Begelton,2022,28,3,"$2,292,000",764000
288,Reggie Davis,2020,24,1,"$610,000",610000
289,Ricardo Louis,2020,25,1,"$750,000",750000
290,River Cracraft,2020,25,2,"$1,525,000",762500
290,River Cracraft,2021,26,2,"$1,525,000",762500
291,Robby Anderson,2020,26,2,"$20,000,000",10000000
291,Robby Anderson,2021,27,2,"$20,000,000",10000000
292,Robert Foster,2020,25,1,"$750,000",750000
293,Robert Woods,2020,28,4,"$65,000,000",16250000
293,Robert Woods,2021,29,4,"$65,000,000",16250000
293,Robert Woods,2022,30,4,"$65,000,000",16250000
293,Robert Woods,2023,31,4,"$65,000,000",16250000
294,Rodney Adams,2020,25,2,"$1,525,000",762500
295,Saeed Blacknall,2020,24,1,"$610,000",610000
296,Sammy Watkins,2020,26,1,"$9,000,000",9000000
297,Sean Modster,2020,24,1,"$610,000",610000
298,Seth Roberts,2020,29,1,"$3,750,000",3750000
299,Steven Mitchell,2020,25,1,"$675,000",675000
300,Taquan Mizzell,2020,26,1,"$750,000",750000
301,Tavon Austin,2020,30,1,"$1,050,000",1050000
302,Taywan Taylor,2020,24,1,"$825,000",825000
303,Ted Ginn Jr.,2020,35,1,"$1,187,500",1187500
304,Tevin Jones,2020,27,2,"$1,530,000",765000
305,Tim Patrick,2020,26,1,"$750,000",750000
306,Tim White,2020,25,1,"$675,000",675000
307,Tommylee Lewis,2020,27,1,"$910,000",910000
308,Tony Brown,2020,24,3,"$2,290,000",763333
308,Tony Brown,2022,26,3,"$2,290,000",763333
309,Travis Benjamin,2020,30,1,"$1,050,000",1050000
310,Travis Fulgham,2020,24,2,"$1,525,000",762500
311,Trevion Thompson,2020,24,2,"$1,390,000",695000
311,Trevion Thompson,2021,25,2,"$1,390,000",695000
312,Trevor Davis,2020,26,1,"$750,000",750000
313,Ty Montgomery,2020,27,1,"$1,047,500",1047500
314,Van Jefferson,2020,24,4,"$5,611,134",1402784
314,Van Jefferson,2021,25,4,"$5,611,134",1402784
314,Van Jefferson,2022,26,4,"$5,611,134",1402784
314,Van Jefferson,2023,27,4,"$5,611,134",1402784
315,Victor Bolden,2020,24,1,"$750,000",750000
316,Aaron Burbridge,2019,25,1,"$570,000",570000
317,Adam Humphries,2019,25,4,"$36,000,000",9000000
317,Adam Humphries,2020,26,4,"$36,000,000",9000000
317,Adam Humphries,2022,28,4,"$36,000,000",9000000
318,Adam Thielen,2019,28,4,"$64,200,000",16050000
318,Adam Thielen,2020,29,4,"$64,200,000",16050000
318,Adam Thielen,2021,30,4,"$64,200,000",16050000
318,Adam Thielen,2022,31,4,"$64,200,000",16050000
319,Ahmad Thomas,2019,24,2,"$1,230,000",615000
319,Ahmad Thomas,2020,25,2,"$1,230,000",615000
320,Aldrick Robinson,2019,30,1,"$805,000",805000
321,Allen Hurns,2019,28,2,"$7,000,000",3500000
321,Allen Hurns,2020,29,2,"$7,000,000",3500000
322,Amara Darboh,2019,24,2,"$1,230,000",615000
322,Amara Darboh,2020,25,2,"$1,230,000",615000
323,Amba Etta-Tawo,2019,25,1,"$495,000",495000
324,Andre Patton,2019,24,2,"$1,080,000",540000
325,Andre Roberts,2019,31,2,"$4,600,000",2300000
325,Andre Roberts,2020,32,2,"$4,600,000",2300000
326,Anthony Johnson,2019,24,3,"$1,755,000",585000
327,Antonio Brown,2019,30,3,"$50,125,000",16708333
328,ArDarius Stewart,2019,25,2,"$1,380,000",690000
328,ArDarius Stewart,2020,26,2,"$1,380,000",690000
329,Artavis Scott,2019,24,1,"$495,000",495000
330,Bennie Fowler,2019,27,1,"$895,000",895000
331,Brandon Reilly,2019,25,2,"$1,230,000",615000
331,Brandon Reilly,2020,26,2,"$1,230,000",615000
332,Braxton Miller,2019,26,1,"$645,000",645000
333,Breshad Perriman,2019,25,1,"$4,000,000",4000000
334,Brian Quick,2019,29,1,"$930,000",930000
335,Brittan Golden,2019,30,1,"$645,000",645000
336,Bruce Ellington,2019,27,1,"$895,000",895000
337,Bryant Mitchell,2019,26,1,"$495,000",495000
338,Bug Howard,2019,24,1,"$495,000",495000
339,Byron Pringle,2019,25,2,"$1,080,000",540000
339,Byron Pringle,2020,26,2,"$1,080,000",540000
340,C.J. Board,2019,25,2,"$1,080,000",540000
340,C.J. Board,2020,26,2,"$1,080,000",540000
341,Cameron Meredith,2019,26,2,"$2,020,000",1010000
341,Cameron Meredith,2020,27,2,"$2,020,000",1010000
342,Carlos Henderson,2019,24,2,"$1,380,000",690000
342,Carlos Henderson,2020,25,2,"$1,380,000",690000
343,Carlton Agudosi,2019,24,2,"$1,230,000",615000
343,Carlton Agudosi,2020,25,2,"$1,230,000",615000
344,Chad Williams,2019,24,2,"$1,380,000",690000
344,Chad Williams,2020,25,2,"$1,380,000",690000
345,Charles Johnson,2019,30,1,"$810,000",810000
346,Chester Rogers,2019,25,1,"$3,095,000",3095000
347,Chris Conley,2019,26,2,"$4,595,000",2297500
347,Chris Conley,2020,27,2,"$4,595,000",2297500
348,Chris Hogan,2019,31,1,"$1,450,000",1450000
349,Chris Thompson,2019,25,1,"$570,000",570000
350,Cody Latimer,2019,26,1,"$1,500,000",1500000
351,Cole Beasley,2019,29,4,"$29,000,000",7250000
351,Cole Beasley,2020,30,4,"$29,000,000",7250000
351,Cole Beasley,2021,31,4,"$29,000,000",7250000
351,Cole Beasley,2022,32,4,"$29,000,000",7250000
352,Corey Coleman,2019,24,1,"$720,000",720000
353,Cyril Grayson,2019,25,2,"$1,080,000",540000
353,Cyril Grayson,2020,26,2,"$1,080,000",540000
354,Damiere Byrd,2019,26,1,"$720,000",720000
355,Damon Sheehy-Guiseppi,2019,24,3,"$1,755,000",585000
355,Damon Sheehy-Guiseppi,2020,25,3,"$1,755,000",585000
355,Damon Sheehy-Guiseppi,2021,26,3,"$1,755,000",585000
356,Damoun Patterson,2019,24,1,"$495,000",495000
357,Danny Amendola,2019,33,1,"$4,500,000",4500000
358,Darius Jennings,2019,26,1,"$720,000",720000
359,David Moore,2019,24,1,"$645,000",645000
360,De'Anthony Thomas,2019,26,1,"$805,000",805000
361,DeAndrew White,2019,27,1,"$645,000",645000
362,DeAngelo Yancey,2019,24,2,"$1,080,000",540000
362,DeAngelo Yancey,2020,25,2,"$1,080,000",540000
363,DeSean Jackson,2019,32,3,"$27,900,000",9300000
363,DeSean Jackson,2020,33,3,"$27,900,000",9300000
364,DeVante Parker,2019,25,4,"$30,500,000",7625000
364,DeVante Parker,2020,26,4,"$30,500,000",7625000
364,DeVante Parker,2021,27,4,"$30,500,000",7625000
364,DeVante Parker,2022,28,4,"$30,500,000",7625000
365,DeAndre Carter,2019,25,1,"$570,000",570000
366,Demaryius Thomas,2019,31,1,"$2,906,000",2906000
367,Deonte Thompson,2019,30,1,"$930,000",930000
368,Devin Funchess,2019,24,1,"$10,000,000",10000000
369,Devin Smith,2019,26,2,"$1,380,000",690000
369,Devin Smith,2020,27,2,"$1,380,000",690000
370,Diontae Spencer,2019,26,1,"$501,000",501000
371,Donte Moncrief,2019,25,2,"$9,000,000",4500000
372,Dontrelle Inman,2019,30,1,"$1,500,000",1500000
373,Dorren Miller,2019,24,2,"$1,080,000",540000
373,Dorren Miller,2020,25,2,"$1,080,000",540000
374,Duke Williams,2019,25,2,"$1,080,000",540000
374,Duke Williams,2020,26,2,"$1,080,000",540000
375,Dwayne Harris,2019,31,1,"$1,600,000",1600000
