rank,player-name,rank-position,year signed,age,year 2,value,average/year
1,Kawann Short,Defensive Tackle,2017-2021 (FA: 2022),28,5,"$80,500,000","$16,100,000"
2,Jason Pierre-Paul,Defensive End,2017-2020 (FA: 2021),28,4,"$62,000,000","$15,500,000"
3,Jurrell Casey,Defensive Tackle,2017-2022 (FA: 2023),27,4,"$60,400,000","$15,100,000"
5,Calais Campbell,Defensive End,2017-2020 (FA: 2021),30,4,"$60,000,000","$15,000,000"
6,Everson Griffen,Defensive End,2017-2022 (FA: 2023),29,4,"$58,000,000","$14,500,000"
28,Kawann Short,Defensive Tackle,2017-2017 (FA: 2018),28,1,"$13,468,000","$13,468,000"
8,Linval Joseph,Defensive Tackle,2017-2022 (FA: 2023),28,4,"$50,350,000","$12,587,500"
4,Stephon Tuitt,Defensive End,2017-2022 (FA: 2023),24,5,"$60,001,439","$12,000,288"
9,Akiem Hicks,Defensive End,2017-2021 (FA: 2022),27,4,"$48,000,000","$12,000,000"
9,Timmy Jernigan,Defensive Tackle,2017-2021 (FA: 2022),25,4,"$48,000,000","$12,000,000"
7,Brandon Williams,Defensive Tackle,2017-2021 (FA: 2022),28,5,"$52,500,000","$10,500,000"
15,Johnathan Hankins,Defensive Tackle,2017-2019 (FA: 2020),25,3,"$27,000,000","$9,000,000"
16,Jabaal Sheard,Defensive End,2017-2019 (FA: 2020),27,3,"$25,500,000","$8,500,000"
22,Cameron Wake,Defensive End,2017-2018 (FA: 2019),35,2,"$16,125,000","$8,062,500"
18,Andre Branch,Defensive End,2017-2019 (FA: 2020),27,3,"$24,000,000","$8,000,000"
38,Dontari Poe,Defensive Tackle,2017-2017 (FA: 2018),26,1,"$8,000,000","$8,000,000"
38,Bennie Logan,Defensive Tackle,2017-2017 (FA: 2018),27,1,"$8,000,000","$8,000,000"
11,Myles Garrett,Defensive End,2017-2021 (FA: 2022),21,4,"$30,412,255","$7,603,064"
19,Mario Addison,Defensive End,2017-2019 (FA: 2020),29,3,"$22,500,000","$7,500,000"
12,Solomon Thomas,Defensive End,2017-2020 (FA: 2021),21,4,"$28,154,366","$7,038,592"
13,Nick Fairley,Defensive Tackle,2017-2020 (FA: 2021),29,4,"$28,000,000","$7,000,000"
14,William Gholston,Defensive End,2017-2021 (FA: 2022),25,5,"$27,500,000","$5,500,000"
21,Sylvester Williams,Defensive Tackle,2017-2019 (FA: 2020),28,3,"$16,500,000","$5,500,000"
20,Terrell McClain,Defensive Tackle,2017-2020 (FA: 2021),28,4,"$21,000,000","$5,250,000"
24,Chris Baker,Defensive Tackle,2017-2019 (FA: 2020),29,3,"$15,750,000","$5,250,000"
17,Stacy McGee,Defensive Tackle,2017-2021 (FA: 2022),27,5,"$25,000,000","$5,000,000"
49,William Hayes,Defensive End,2017-2017 (FA: 2018),31,1,"$4,750,000","$4,750,000"
27,John Simon,Defensive End,2017-2019 (FA: 2020),26,3,"$13,500,000","$4,500,000"
37,Alan Branch,Defensive Tackle,2017-2018 (FA: 2019),32,2,"$8,450,000","$4,225,000"
23,Earl Mitchell,Defensive Tackle,2017-2020 (FA: 2021),26,4,"$16,000,000","$4,000,000"
30,Corey Peters,Defensive Tackle,2017-2020 (FA: 2021),29,3,"$12,000,000","$4,000,000"
38,Charles Johnson,Defensive End,2017-2018 (FA: 2019),30,2,"$8,000,000","$4,000,000"
25,Abry Jones,Defensive Tackle,2017-2020 (FA: 2021),25,4,"$15,500,000","$3,875,000"
26,Lawrence Guy,Defensive Tackle,2017-2020 (FA: 2021),26,4,"$15,300,000","$3,825,000"
41,Domata Peko,Defensive Tackle,2017-2018 (FA: 2019),32,2,"$7,500,000","$3,750,000"
41,Brian Robison,Defensive End,2017-2018 (FA: 2019),33,2,"$7,500,000","$3,750,000"
59,Datone Jones,Defensive Tackle,2017-2017 (FA: 2018),26,1,"$3,750,000","$3,750,000"
62,Julius Peppers,Defensive End,2017-2017 (FA: 2018),37,1,"$3,500,000","$3,500,000"
29,Derek Barnett,Defensive End,2017-2021 (FA: 2022),20,4,"$12,850,772","$3,212,693"
