rank,player-name,rank-position,year signed,age,year 2,value,average/year
1,Aaron Donald,Defensive Tackle,2018-2024 (FA: 2025),27,6,"$135,000,000","$22,500,000"
12,Ezekiel Ansah,Defensive End,2018-2018 (FA: 2019),28,1,"$17,143,000","$17,143,000"
12,DeMarcus Lawrence,Defensive End,2018-2018 (FA: 2019),25,1,"$17,143,000","$17,143,000"
3,Geno Atkins,Defensive Tackle,2018-2022 (FA: 2023),30,4,"$65,200,000","$16,300,000"
2,Danielle Hunter,Defensive End,2018-2023 (FA: 2024),23,5,"$72,000,000","$14,400,000"
17,Ndamukong Suh,Defensive Tackle,2018-2018 (FA: 2019),31,1,"$14,000,000","$14,000,000"
6,Carlos Dunlap,Defensive End,2018-2021 (FA: 2022),29,3,"$40,650,000","$13,550,000"
5,Eddie Goldman,Defensive Tackle,2018-2023 (FA: 2024),24,4,"$42,040,000","$10,510,000"
4,Star Lotulelei,Defensive Tackle,2018-2022 (FA: 2023),28,5,"$50,000,000","$10,000,000"
7,Dontari Poe,Defensive Tackle,2018-2020 (FA: 2021),27,3,"$28,000,000","$9,333,333"
25,Sheldon Richardson,Defensive Tackle,2018-2018 (FA: 2019),27,1,"$8,000,000","$8,000,000"
8,Vinny Curry,Defensive End,2018-2020 (FA: 2021),29,3,"$23,000,000","$7,666,667"
9,Trent Murphy,Defensive End,2018-2020 (FA: 2021),27,3,"$22,500,000","$7,500,000"
10,DaQuan Jones,Defensive Tackle,2018-2020 (FA: 2021),26,3,"$21,000,000","$7,000,000"
11,Denico Autry,Defensive End,2018-2020 (FA: 2021),27,3,"$17,800,000","$5,933,333"
30,Kyle Williams,Defensive Tackle,2018-2018 (FA: 2019),34,1,"$5,500,000","$5,500,000"
14,Beau Allen,Defensive Tackle,2018-2019 (FA: 2020),26,3,"$15,000,000","$5,000,000"
24,Adrian Clayborn,Defensive End,2018-2019 (FA: 2020),29,2,"$10,000,000","$5,000,000"
34,Muhammad Wilkerson,Defensive Tackle,2018-2018 (FA: 2019),28,1,"$5,000,000","$5,000,000"
34,Julius Peppers,Defensive End,2018-2018 (FA: 2019),38,1,"$5,000,000","$5,000,000"
36,Michael Johnson,Defensive End,2018-2018 (FA: 2019),31,1,"$4,750,000","$4,750,000"
19,Justin Ellis,Defensive Tackle,2018-2020 (FA: 2021),27,3,"$13,500,000","$4,500,000"
41,William Hayes,Defensive End,2018-2018 (FA: 2019),32,1,"$4,050,000","$4,050,000"
20,Chris Smith,Defensive End,2018-2020 (FA: 2021),26,3,"$12,000,000","$4,000,000"
43,Bennie Logan,Defensive Tackle,2018-2018 (FA: 2019),28,1,"$4,000,000","$4,000,000"
26,Cassius Marsh,Defensive End,2018-2019 (FA: 2020),25,2,"$7,700,000","$3,850,000"
15,Vita Vea,Defensive Tackle,2018-2022 (FA: 2023),23,4,"$14,824,238","$3,706,060"
16,Da'Ron Payne,Defensive Tackle,2018-2022 (FA: 2023),20,4,"$14,418,360","$3,604,590"
21,Mitch Unrein,Defensive End,2018-2020 (FA: 2021),30,3,"$10,500,000","$3,500,000"
21,Mike Pennel,Defensive Tackle,2018-2021 (FA: 2022),26,3,"$10,500,000","$3,500,000"
27,Clinton McDonald,Defensive End,2018-2019 (FA: 2020),31,2,"$7,000,000","$3,500,000"
48,Sylvester Williams,Defensive Tackle,2018-2018 (FA: 2019),29,1,"$3,500,000","$3,500,000"
18,Marcus Davenport,Defensive End,2018-2022 (FA: 2023),21,4,"$13,741,895","$3,435,474"
28,Romeo Okwara,Defensive End,2018-2019 (FA: 2020),23,2,"$6,800,000","$3,400,000"
29,Alex Okafor,Defensive End,2018-2018 (FA: 2019),27,2,"$6,787,500","$3,393,750"
58,Haloti Ngata,Defensive Tackle,2018-2018 (FA: 2019),34,1,"$3,000,000","$3,000,000"
58,Chris Baker,Defensive Tackle,2018-2018 (FA: 2019),30,1,"$3,000,000","$3,000,000"
60,David Irving,Defensive Tackle,2018-2018 (FA: 2019),24,1,"$2,914,000","$2,914,000"
30,Lerentee McCray,Defensive End,2018-2019 (FA: 2020),27,2,"$5,500,000","$2,750,000"
23,Taven Bryan,Defensive Tackle,2018-2021 (FA: 2022),22,4,"$10,154,958","$2,538,740"
33,Xavier Williams,Defensive Tackle,2018-2019 (FA: 2020),26,2,"$5,050,000","$2,525,000"
80,Tom Johnson,Defensive Tackle,2018-2018 (FA: 2019),33,1,"$2,100,000","$2,100,000"
80,Shamar Stephen,Defensive Tackle,2018-2018 (FA: 2019),27,1,"$2,100,000","$2,100,000"
82,Derrick Shelby,Defensive End,2018-2018 (FA: 2019),29,1,"$2,000,000","$2,000,000"
82,Johnathan Hankins,Defensive Tackle,2018-2018 (FA: 2019),26,1,"$2,000,000","$2,000,000"
84,Clinton McDonald,Defensive End,2018-2018 (FA: 2019),31,1,"$1,950,000","$1,950,000"
87,Dion Jordan,Defensive End,2018-2018 (FA: 2019),28,1,"$1,907,000","$1,907,000"
