rank,player-name,rank-position,year signed,age,year 2,value,average/year
1,DeMarcus Lawrence,Defensive End,2019-2023 (FA: 2024),26,5,"$105,000,000","$21,000,000"
2,Frank Clark,Defensive End,2019-2023 (FA: 2024),25,5,"$104,000,000","$20,800,000"
18,DeMarcus Lawrence,Defensive End,2019-2019 (FA: 2020),26,1,"$20,571,600","$20,571,600"
3,Trey Flowers,Defensive End,2019-2023 (FA: 2024),25,5,"$90,000,000","$18,000,000"
5,Cameron Jordan,Defensive End,2019-2023 (FA: 2024),29,3,"$52,500,000","$17,500,000"
22,Frank Clark,Defensive End,2019-2019 (FA: 2020),25,1,"$17,128,000","$17,128,000"
4,Grady Jarrett,Defensive Tackle,2019-2022 (FA: 2023),26,4,"$68,000,000","$17,000,000"
25,Grady Jarrett,Defensive Tackle,2019-2019 (FA: 2020),25,1,"$15,209,000","$15,209,000"
26,Jadeveon Clowney,Defensive End,2019-2019 (FA: 2020),25,1,"$15,000,000","$15,000,000"
12,Marcell Dareus,Defensive Tackle,2019-2020 (FA: 2021),29,2,"$28,085,000","$14,042,500"
6,Brandon Graham,Defensive End,2019-2022 (FA: 2023),30,3,"$40,000,000","$13,333,333"
7,Sheldon Richardson,Defensive Tackle,2019-2021 (FA: 2022),28,3,"$37,000,000","$12,333,333"
14,Justin Houston,Defensive End,2019-2020 (FA: 2021),30,2,"$24,000,000","$12,000,000"
32,Dante Fowler Jr.,Defensive End,2019-3019 (FA: 2020),24,1,"$12,000,000","$12,000,000"
36,Damon Harrison,Defensive Tackle,2019-2021 (FA: 2022),30,1,"$11,250,000","$11,250,000"
17,Jerry Hughes,Defensive End,2019-2021 (FA: 2022),30,2,"$21,500,000","$10,750,000"
11,Malik Jackson,Defensive Tackle,2019-2021 (FA: 2022),29,3,"$30,000,000","$10,000,000"
41,Ndamukong Suh,Defensive Tackle,2019-2019 (FA: 2020),32,1,"$9,250,000","$9,250,000"
42,Ezekiel Ansah,Defensive End,2019-2019 (FA: 2020),29,1,"$9,000,000","$9,000,000"
13,Henry Anderson,Defensive End,2019-2021 (FA: 2022),27,3,"$25,200,000","$8,400,000"
8,Nick Bosa,Defensive End,2019-2023 (FA: 2024),21,4,"$33,551,865","$8,387,966"
23,Michael Bennett,Defensive End,2019-2019 (FA: 2020),33,2,"$16,750,000","$8,375,000"
9,Quinnen Williams,Defensive Tackle,2019-2023 (FA: 2024),21,4,"$32,529,371","$8,132,343"
45,Mike Daniels,Defensive Tackle,2019-2019 (FA: 2020),30,1,"$8,100,000","$8,100,000"
46,Gerald McCoy,Defensive Tackle,2019-2019 (FA: 2020),31,1,"$8,000,000","$8,000,000"
10,Clelin Ferrell,Defensive End,2019-2022 (FA: 2023),22,4,"$31,360,816","$7,840,204"
15,Cameron Wake,Defensive End,2019-2021 (FA: 2022),37,3,"$23,000,000","$7,666,667"
16,Matthew Ioannidis,Defensive End,2019-2022 (FA: 2023),25,3,"$21,750,000","$7,250,000"
19,Dean Lowry,Defensive End,2019-2022 (FA: 2023),25,3,"$20,325,000","$6,775,000"
21,Alex Okafor,Defensive End,2019-2020 (FA: 2021),28,3,"$17,900,000","$5,966,667"
38,Brandon Mebane,Defensive Tackle,2019-2020 (FA: 2021),34,2,"$10,550,000","$5,275,000"
39,Allen Bailey,Defensive End,2019-2020 (FA: 2021),30,2,"$10,500,000","$5,250,000"
26,Malcom Brown,Defensive Tackle,2019-2021 (FA: 2022),25,3,"$15,000,000","$5,000,000"
40,Darius Philon,Defensive Tackle,2019-2020 (FA: 2021),25,2,"$10,000,000","$5,000,000"
20,Ed Oliver,Defensive Tackle,2019-2023 (FA: 2024),21,4,"$19,565,156","$4,891,289"
42,Margus Hunt,Defensive End,2019-2020 (FA: 2021),31,2,"$9,000,000","$4,500,000"
53,Jordan Phillips,Defensive End,2019-2019 (FA: 2020),26,1,"$4,500,000","$4,500,000"
44,Johnathan Hankins,Defensive Tackle,2019-2020 (FA: 2021),26,2,"$8,500,000","$4,250,000"
31,Shamar Stephen,Defensive Tackle,2019-2021 (FA: 2022),28,3,"$12,450,000","$4,150,000"
32,Angelo Blackson,Defensive End,2019-2021 (FA: 2022),26,3,"$12,000,000","$4,000,000"
58,Bruce Irvin,Defensive End,2019-2019 (FA: 2020),31,1,"$4,000,000","$4,000,000"
24,Christian Wilkins,Defensive Tackle,2019-2023 (FA: 2024),23,4,"$15,439,100","$3,859,775"
28,Brian Burns,Defensive End,2019-2023 (FA: 2024),21,4,"$13,540,182","$3,385,046"
29,Dexter Lawrence,Defensive Tackle,2019-2023 (FA: 2024),21,4,"$13,248,040","$3,312,010"
30,Jeffery Simmons,Defensive Tackle,2019-2023 (FA: 2024),21,4,"$12,663,754","$3,165,939"
66,Shelby Harris,Defensive Tackle,2019-2019 (FA: 2020),27,1,"$3,095,000","$3,095,000"
66,Michael Pierce,Defensive Tackle,2019-2019 (FA: 2020),26,1,"$3,095,000","$3,095,000"
70,Steve McLendon,Defensive Tackle,2019-2020 (FA: 2021),33,1,"$3,000,000","$3,000,000"
70,Jason Pierre-Paul,Defensive End,2019-2019 (FA: 2020),30,1,"$3,000,000","$3,000,000"
34,Montez Sweat,Defensive End,2019-2023 (FA: 2024),22,4,"$11,641,260","$2,910,315"
48,Tyson Alualu,Defensive End,2019-2020 (FA: 2021),31,2,"$5,750,000","$2,875,000"
35,Jerry Tillery,Defensive Tackle,2019-2022 (FA: 2023),22,4,"$11,422,158","$2,855,540"
37,L.J. Collier,Defensive End,2019-2022 (FA: 2023),23,4,"$10,836,078","$2,709,020"
49,Zach Kerr,Defensive End,2019-2020 (FA: 2021),28,2,"$5,000,000","$2,500,000"
49,Mike Pennel,Defensive Tackle,2019-2020 (FA: 2021),27,2,"$5,000,000","$2,500,000"
90,Christian Covington,Defensive Tackle,2019-2019 (FA: 2020),25,1,"$2,500,000","$2,500,000"
52,Mario Edwards,Defensive End,2019-2020 (FA: 2021),25,2,"$4,700,000","$2,350,000"
91,Al Woods,Defensive Tackle,2019-2019 (FA: 2020),32,1,"$2,250,000","$2,250,000"
91,Vinny Curry,Defensive End,2019-2019 (FA: 2020),30,1,"$2,250,000","$2,250,000"
57,John Simon,Defensive End,2019-2020 (FA: 2021),28,2,"$4,150,000","$2,075,000"
93,Brandon Dunn,Defensive Tackle,2019-2019 (FA: 2020),26,1,"$2,025,000","$2,025,000"
93,Quinton Jefferson,Defensive Tackle,2019-2019 (FA: 2020),25,1,"$2,025,000","$2,025,000"
95,Adrian Clayborn,Defensive End,2019-2019 (FA: 2020),30,1,"$2,000,000","$2,000,000"
95,Damion Square,Defensive Tackle,2019-2019 (FA: 2020),30,1,"$2,000,000","$2,000,000"
95,Timmy Jernigan,Defensive Tackle,2019-2019 (FA: 2020),26,1,"$2,000,000","$2,000,000"
