rank,player-name,rank-position,year signed,age,year 2,value,average/year
1,Ndamukong Suh,Defensive Tackle,2015-2020 (FA: 2021),28,6,"$114,375,000","$19,062,500"
2,Justin Houston,Defensive End,2015-2020 (FA: 2021),26,6,"$101,000,000","$16,833,333"
3,Marcell Dareus,Defensive Tackle,2015-2021 (FA: 2022),25,6,"$96,574,118","$16,095,686"
4,Gerald McCoy,Defensive Tackle,2015-2021 (FA: 2022),26,6,"$95,200,000","$15,866,667"
25,Jason Pierre-Paul,Defensive End,2015-2015 (FA: 2016),26,1,"$14,813,000","$14,813,000"
27,Justin Houston,Defensive End,2015-2015 (FA: 2016),26,1,"$13,195,000","$13,195,000"
6,Ryan Kerrigan,Defensive End,2015-2020 (FA: 2021),26,5,"$57,500,000","$11,500,000"
29,Greg Hardy,Defensive End,2015-2015 (FA: 2016),26,1,"$11,311,600","$11,311,600"
7,Cameron Jordan,Defensive End,2015-2020 (FA: 2021),25,5,"$55,000,000","$11,000,000"
8,Corey Liuget,Defensive Tackle,2015-2019 (FA: 2020),25,5,"$51,250,000","$10,250,000"
12,Mike Daniels,Defensive Tackle,2015-2019 (FA: 2020),26,4,"$41,000,000","$10,250,000"
5,Cameron Heyward,Defensive Tackle,2015-2020 (FA: 2021),26,6,"$59,200,000","$9,866,667"
9,Jerry Hughes,Defensive End,2015-2019 (FA: 2020),26,5,"$45,000,000","$9,000,000"
9,Tyrone Crawford,Defensive End,2015-2020 (FA: 2021),25,5,"$45,000,000","$9,000,000"
13,Jurrell Casey,Defensive Tackle,2015-2018 (FA: 2019),24,4,"$36,000,000","$9,000,000"
36,Jason Pierre-Paul,Defensive End,2015-2015 (FA: 2016),25,1,"$8,713,000","$8,713,000"
11,Jared Odrick,Defensive End,2015-2019 (FA: 2020),27,5,"$42,500,000","$8,500,000"
19,Kyle Williams,Defensive Tackle,2015-2017 (FA: 2018),28,3,"$22,300,000","$7,433,333"
14,Cliff Avril,Defensive End,2015-2018 (FA: 2019),28,4,"$28,500,000","$7,125,000"
15,Brandon Graham,Defensive End,2015-2018 (FA: 2019),26,4,"$26,000,000","$6,500,000"
16,Dan Williams,Defensive Tackle,2015-2018 (FA: 2019),27,4,"$25,000,000","$6,250,000"
16,Allen Bailey,Defensive End,2015-2018 (FA: 2019),25,4,"$25,000,000","$6,250,000"
18,Dante Fowler Jr.,Defensive End,2015-2018 (FA: 2019),20,4,"$23,490,253","$5,872,563"
30,Jabaal Sheard,Defensive End,2015-2016 (FA: 2017),25,2,"$11,000,000","$5,500,000"
20,Stephen Paea,Defensive Tackle,2015-2018 (FA: 2019),26,4,"$21,000,000","$5,250,000"
21,Michael Johnson,Defensive End,2015-2018 (FA: 2019),28,4,"$20,000,000","$5,000,000"
46,Nick Fairley,Defensive Tackle,2015-2015 (FA: 2016),27,1,"$5,000,000","$5,000,000"
22,Leonard Williams,Defensive End,2015-2019 (FA: 2020),20,4,"$18,630,866","$4,657,717"
33,Domata Peko,Defensive Tackle,2015-2016 (FA: 2017),29,2,"$9,000,000","$4,500,000"
33,Vince Wilfork,Defensive Tackle,2015-2016 (FA: 2017),33,2,"$9,000,000","$4,500,000"
49,Terrance Knighton,Defensive Tackle,2015-2015 (FA: 2016),28,1,"$4,450,000","$4,450,000"
23,Kendall Langford,Defensive End,2015-2018 (FA: 2019),29,4,"$17,200,000","$4,300,000"
24,Roy Miller,Defensive Tackle,2015-2018 (FA: 2019),27,4,"$16,250,000","$4,062,500"
55,Henry Melton,Defensive Tackle,2015-2015 (FA: 2016),28,1,"$3,750,000","$3,750,000"
38,Darnell Dockett,Defensive End,2015-2016 (FA: 2017),33,2,"$7,250,000","$3,625,000"
26,Vic Beasley,Defensive End,2015-2019 (FA: 2020),22,4,"$14,495,228","$3,623,807"
41,Randy Starks,Defensive End,2015-2016 (FA: 2017),31,2,"$6,500,000","$3,250,000"
32,Corey Peters,Defensive Tackle,2015-2017 (FA: 2018),26,3,"$9,150,000","$3,050,000"
33,Ricky Jean Francois,Defensive Tackle,2015-2017 (FA: 2018),28,3,"$9,000,000","$3,000,000"
43,Cory Redding,Defensive End,2015-2016 (FA: 2017),29,2,"$6,000,000","$3,000,000"
43,Tyson Alualu,Defensive End,2015-2016 (FA: 2017),27,2,"$6,000,000","$3,000,000"
60,Adrian Clayborn,Defensive End,2015-2015 (FA: 2016),26,1,"$3,000,000","$3,000,000"
28,Danny Shelton,Defensive Tackle,2015-2018 (FA: 2019),21,4,"$11,703,667","$2,925,917"
70,Letroy Guion,Defensive End,2015-2015 (FA: 0),27,1,"$2,750,000","$2,750,000"
72,Ahtyba Rubin,Defensive Tackle,2015-2015 (FA: 2016),28,1,"$2,600,000","$2,600,000"
31,Arik Armstead,Defensive End,2015-2019 (FA: 2020),21,4,"$9,842,630","$2,460,658"
88,Cedric Thornton,Defensive Tackle,2015-2015 (FA: 2016),26,1,"$2,356,000","$2,356,000"
88,Damon Harrison,Defensive Tackle,2015-2015 (FA: 2016),26,1,"$2,356,000","$2,356,000"
88,Derrick Shelby,Defensive End,2015-2015 (FA: 2016),26,1,"$2,356,000","$2,356,000"
39,George Johnson,Defensive End,2015-2017 (FA: 2018),27,3,"$7,000,000","$2,333,333"
39,Tom Johnson,Defensive Tackle,2015-2017 (FA: 2018),30,3,"$7,000,000","$2,333,333"
47,Chris Canty,Defensive End,2015-2016 (FA: 2017),32,2,"$4,650,000","$2,325,000"
51,C.J. Wilson,Defensive Tackle,2015-2016 (FA: 2017),27,2,"$4,350,000","$2,175,000"
52,Alan Branch,Defensive Tackle,2015-2016 (FA: 2017),30,2,"$4,300,000","$2,150,000"
53,Dwan Edwards,Defensive Tackle,2015-2016 (FA: 2017),33,2,"$4,000,000","$2,000,000"
53,Vance Walker,Defensive End,2015-2016 (FA: 2017),27,2,"$4,000,000","$2,000,000"
94,Antonio Smith,Defensive End,2015-2015 (FA: 2016),33,1,"$2,000,000","$2,000,000"
