rank,player-name,rank-position,year signed,age,year 2,value,average/year
1,Mario Williams,Defensive End,2012-2017 (FA: 2018),27,6,"$96,000,000","$16,000,000"
3,Chris Long,Defensive End,2012-2016 (FA: 2017),27,4,"$48,200,000","$12,050,000"
2,Calais Campbell,Defensive End,2012-2016 (FA: 2017),25,5,"$55,000,000","$11,000,000"
9,Tyson Jackson,Defensive End,2012-2013 (FA: 2014),25,2,"$21,970,000","$10,985,000"
18,Cliff Avril,Defensive End,2012-2012 (FA: 2013),25,1,"$10,605,000","$10,605,000"
18,Calais Campbell,Defensive End,2012-2012 (FA: 2013),25,1,"$10,605,000","$10,605,000"
7,Chris Clemons,Defensive End,2012-2014 (FA: 2015),30,3,"$22,000,000","$7,333,333"
4,Red Bryant,Defensive End,2012-2016 (FA: 2017),27,5,"$35,100,000","$7,020,000"
5,Cameron Wake,Defensive End,2012-2016 (FA: 2017),30,5,"$33,200,000","$6,640,000"
16,Paul Soliai,Defensive Tackle,2012-2013 (FA: 2014),28,2,"$12,000,000","$6,000,000"
14,Mathias Kiwanuka,Defensive End,2012-2015 (FA: 2016),29,3,"$17,750,000","$5,916,667"
7,Kendall Langford,Defensive End,2012-2015 (FA: 2016),26,4,"$22,000,000","$5,500,000"
10,Mark Anderson,Defensive End,2012-2015 (FA: 2016),28,4,"$21,000,000","$5,250,000"
6,Brodrick Bunkley,Defensive Tackle,2012-2016 (FA: 2017),28,5,"$25,000,000","$5,000,000"
12,Adam Carriker,Defensive End,2012-2015 (FA: 2016),27,4,"$20,000,000","$5,000,000"
12,Jeremy Mincey,Defensive End,2012-2015 (FA: 2016),28,4,"$20,000,000","$5,000,000"
15,Sione Pouha,Defensive Tackle,2012-2014 (FA: 2015),32,3,"$15,000,000","$5,000,000"
33,Jason Jones,Defensive End,2012-2012 (FA: 2013),25,1,"$4,500,000","$4,500,000"
11,Frostee Rucker,Defensive End,2012-2016 (FA: 2017),28,5,"$20,500,000","$4,100,000"
20,Cory Redding,Defensive End,2012-2014 (FA: 2015),31,3,"$10,500,000","$3,500,000"
27,Antonio Garay,Defensive End,2012-2013 (FA: 2014),32,2,"$6,600,000","$3,300,000"
22,Jonathan Fanene,Defensive End,2012-2014 (FA: 2015),29,3,"$9,850,000","$3,283,333"
38,Kyle Love,Defensive Tackle,2012-2013 (FA: 2014),25,1,"$3,090,000","$3,090,000"
25,Letroy Guion,Defensive End,2012-2014 (FA: 2015),24,3,"$9,000,000","$3,000,000"
