rank,player-name,rank-position,year signed,age,year 2,value,average/year
12,Julius Peppers,Defensive End,2009-2009 (FA: 2010),29,1,"$16,683,000","$16,683,000"
1,Albert Haynesworth,Defensive Tackle,2009-2015 (FA: 2016),27,7,"$100,000,000","$14,285,714"
2,Tyson Jackson,Defensive End,2009-2013 (FA: 2014),23,5,"$57,000,000","$11,400,000"
4,Tommie Harris,Defensive Tackle,2009-2010 (FA: 2011),25,4,"$40,000,000","$10,000,000"
5,Antonio Smith,Defensive End,2009-2013 (FA: 2014),27,5,"$35,500,000","$7,100,000"
3,Chris Canty,Defensive End,2009-2014 (FA: 2015),26,6,"$42,000,000","$7,000,000"
8,Marcus Stroud,Defensive Tackle,2009-2012 (FA: 2013),30,4,"$26,000,000","$6,500,000"
19,Gerard Warren,Defensive Tackle,2009-2010 (FA: 2011),21,2,"$12,810,000","$6,405,000"
6,Justin Tuck,Defensive End,2009-2013 (FA: 2014),24,5,"$31,000,000","$6,200,000"
7,B.J. Raji,Defensive Tackle,2009-2013 (FA: 2014),22,5,"$26,930,000","$5,386,000"
9,Jonathan Babineaux,Defensive Tackle,2009-2013 (FA: 2014),27,5,"$25,000,000","$5,000,000"
11,Igor Olshansky,Defensive End,2009-2012 (FA: 2014),26,4,"$18,000,000","$4,500,000"
10,Colin Cole,Defensive Tackle,2009-2013 (FA: 2014),28,5,"$21,400,000","$4,280,000"
13,Jovan Haye,Defensive Tackle,2009-2012 (FA: 2013),26,4,"$16,200,000","$4,050,000"
14,Rocky Bernard,Defensive Tackle,2009-2012 (FA: 2013),29,4,"$16,000,000","$4,000,000"
15,Brett Keisel,Defensive End,2009-2013 (FA: 2014),30,4,"$15,600,000","$3,900,000"
17,Chauncey Davis,Defensive End,2009-2012 (FA: 2013),25,4,"$14,000,000","$3,500,000"
16,Parys Haralson,Defensive End,2009-2013 (FA: 2014),24,5,"$15,000,000","$3,000,000"
20,Ryan Sims,Defensive Tackle,2009-2012 (FA: 2013),28,4,"$11,400,000","$2,850,000"
18,Robert Ayers,Defensive End,2009-2013 (FA: 2014),23,5,"$13,000,000","$2,600,000"
25,Ronald Fields,Defensive Tackle,2009-2010 (FA: 2011),27,2,"$5,000,000","$2,500,000"
25,C.J. Mosley,Defensive Tackle,2009-2010 (FA: 2011),25,2,"$5,000,000","$2,500,000"
51,Cory Redding,Defensive End,2009-2009 (FA: 2010),28,1,"$2,000,000","$2,000,000"
51,Justin Bannan,Defensive Tackle,2009-2009 (FA: 2010),29,1,"$2,000,000","$2,000,000"
23,Mike Wright,Defensive Tackle,2009-2012 (FA: 2013),26,4,"$7,500,000","$1,875,000"
21,Evander Hood,Defensive Tackle,2009-2013 (FA: 2014),22,5,"$8,870,000","$1,774,000"
30,Shaun Cody,Defensive Tackle,2009-2010 (FA: 2010),25,2,"$3,500,000","$1,750,000"
22,Peria Jerry,Defensive Tackle,2009-2013 (FA: 2014),24,5,"$8,460,000","$1,692,000"
24,Mike DeVito,Defensive End,2009-2012 (FA: 2013),25,4,"$6,585,000","$1,646,250"
61,Kedric Golston,Defensive Tackle,2009-2009 (FA: 2010),25,1,"$1,545,000","$1,545,000"
61,Fred Evans,Defensive Tackle,2009-2009 (FA: 2010),25,1,"$1,545,000","$1,545,000"
61,Gabe Watson,Defensive Tackle,2009-2009 (FA: 2010),25,1,"$1,545,000","$1,545,000"
61,Stephen Bowen,Defensive End,2009-2009 (FA: 2010),24,1,"$1,545,000","$1,545,000"
35,Michael Montgomery,Defensive End,2009-2010 (FA: 2011),25,2,"$2,850,000","$1,425,000"
65,Dwan Edwards,Defensive Tackle,2009-2009 (FA: 2010),27,1,"$1,400,000","$1,400,000"
66,Bertrand Berry,Defensive End,2009-2009 (FA: 2010),33,1,"$1,250,000","$1,250,000"
28,Kenny Peterson,Defensive Tackle,2009-2011 (FA: 2012),30,3,"$3,600,000","$1,200,000"
28,Brandon McKinney,Defensive Tackle,2009-2011 (FA: 2012),25,3,"$3,600,000","$1,200,000"
27,Ron Brace,Defensive Tackle,2009-2012 (FA: 2013),22,4,"$4,435,000","$1,108,750"
77,Jason Taylor,Defensive End,2009-2009 (FA: 2010),34,1,"$1,100,000","$1,100,000"
78,Anthony Montgomery,Defensive Tackle,2009-2009 (FA: 2010),24,1,"$1,010,000","$1,010,000"
78,Victor Adeyanju,Defensive Tackle,2009-2009 (FA: 2010),25,1,"$1,010,000","$1,010,000"
78,Jason Hunter,Defensive End,2009-2009 (FA: 2010),25,1,"$1,010,000","$1,010,000"
81,Shaun Smith,Defensive Tackle,2009-2009 (FA: 2010),27,1,"$1,000,000","$1,000,000"
81,Jimmy Kennedy,Defensive Tackle,2009-2009 (FA: 2010),29,1,"$1,000,000","$1,000,000"
83,Vonnie Holliday,Defensive Tackle,2009-2009 (FA: 2010),33,1,"$895,000","$895,000"
30,David Veikune,Defensive End,2009-2012 (FA: 2013),23,4,"$3,500,000","$875,000"
86,Phillip Daniels,Defensive End,2009-2009 (FA: 2010),35,1,"$845,000","$845,000"
32,Fili Moala,Defensive End,2009-2012 (FA: 2013),24,4,"$3,300,000","$825,000"
33,Sen'Derrick Marks,Defensive Tackle,2009-2012 (FA: 2013),22,4,"$3,097,000","$774,250"
34,Cody Brown,Defensive End,2009-2012 (FA: 2013),22,4,"$3,067,000","$766,750"
36,Alex Magee,Defensive Tackle,2009-2012 (FA: 2013),22,4,"$2,645,000","$661,250"
37,Jarron Gilbert,Defensive End,2009-2012 (FA: 2013),22,4,"$2,636,500","$659,125"
38,Michael Johnson,Defensive End,2009-2012 (FA: 2013),22,4,"$2,613,020","$653,255"
39,Matt Shaughnessy,Defensive End,2009-2012 (FA: 2013),22,4,"$2,602,250","$650,563"
40,Cameron Wake,Defensive End,2009-2012 (FA: 2013),26,4,"$2,600,000","$650,000"
41,Terrance Knighton,Defensive Tackle,2009-2012 (FA: 2013),23,4,"$2,593,858","$648,465"
42,Roy Miller,Defensive Tackle,2009-2012 (FA: 2013),22,4,"$2,520,000","$630,000"
92,William Joseph,Defensive Tackle,2009-2009 (FA: 2010),29,1,"$630,000","$630,000"
93,Tank Johnson,Defensive Tackle,2009-2009 (FA: 2010),27,1,"$620,000","$620,000"
93,Anthony Hargrove,Defensive End,2009-2009 (FA: 2010),25,1,"$620,000","$620,000"
93,Antonio Garay,Defensive End,2009-2009 (FA: 2010),29,1,"$620,000","$620,000"
93,Jason Babin,Defensive End,2009-2009 (FA: 2010),29,1,"$620,000","$620,000"
43,Corvey Irvin,Defensive Tackle,2009-2012 (FA: 2013),24,4,"$2,423,125","$605,781"
44,Jeremy Jarmon,Defensive Tackle,2009-2012 (FA: 2013),21,4,"$2,389,236","$597,309"
45,Darell Scott,Defensive Tackle,2009-2012 (FA: 2013),22,4,"$2,269,719","$567,430"
46,Henry Melton,Defensive Tackle,2009-2012 (FA: 2013),22,4,"$2,261,000","$565,250"
47,Vaughn Martin,Defensive End,2009-2012 (FA: 2013),23,4,"$2,236,000","$559,000"
48,Kyle Moore,Defensive End,2009-2010 (FA: 2011),22,4,"$2,225,985","$556,496"
49,Brandon Williams,Defensive End,2009-2012 (FA: 2013),21,4,"$2,214,000","$553,500"
50,Terrance Taylor,Defensive Tackle,2009-2012 (FA: 2013),23,4,"$2,149,250","$537,313"
97,Gary Gibson,Defensive Tackle,2009-2009 (FA: 2010),26,1,"$510,000","$510,000"
53,Jake Ingram,Defensive End,2009-2012 (FA: 2013),23,4,"$1,848,000","$462,000"
98,Montavious Stanley,Defensive Tackle,2009-2009 (FA: 2010),27,1,"$460,000","$460,000"
98,Dave Tollefson,Defensive End,2009-2009 (FA: 2010),26,1,"$460,000","$460,000"
98,Orien Harris,Defensive Tackle,2009-2009 (FA: 2010),25,1,"$460,000","$460,000"
98,Junior Siavii,Defensive Tackle,2009-2009 (FA: 2010),30,1,"$460,000","$460,000"
54,Myron Pryor,Defensive Tackle,2009-2012 (FA: 2013),23,4,"$1,829,000","$457,250"
55,Vance Walker,Defensive End,2009-2012 (FA: 2013),22,4,"$1,816,725","$454,181"
56,Darryl Richard,Defensive Tackle,2009-2012 (FA: 2013),23,4,"$1,797,825","$449,456"
56,Darryl Richard,Defensive Tackle,2009-2012 (FA: 2013),23,4,"$1,797,825","$449,456"
58,Ricky Jean Francois,Defensive Tackle,2009-2012 (FA: 2013),22,4,"$1,793,000","$448,250"
59,Nick Reed,Defensive End,2009-2012 (FA: 2013),21,4,"$1,791,000","$447,750"
60,Clinton McDonald,Defensive End,2009-2012 (FA: 2013),21,4,"$1,789,035","$447,259"
84,Ryan McBean,Defensive End,2009-2010 (FA: 2011),24,2,"$855,000","$427,500"
84,Dre Moore,Defensive Tackle,2009-2010 (FA: 2011),23,2,"$855,000","$427,500"
67,Ra'Shon Harris,Defensive Tackle,2009-2011 (FA: 2012),22,3,"$1,249,000","$416,333"
87,Remi Ayodele,Defensive Tackle,2009-2009 (FA: 2010),25,2,"$830,000","$415,000"
68,Chris Baker,Defensive Tackle,2009-2011 (FA: 2012),21,3,"$1,200,000","$400,000"
69,Antonio Dixon,Defensive Tackle,2009-2011 (FA: 2012),23,3,"$1,190,000","$396,667"
70,Steve McLendon,Defensive Tackle,2009-2011 (FA: 2012),23,3,"$1,186,000","$395,333"
70,Phillip Hunt,Defensive End,2009-2011 (FA: 2012),23,3,"$1,186,000","$395,333"
72,Sammie Lee Hill,Defensive Tackle,2009-2011 (FA: 2012),22,3,"$1,185,000","$395,000"
72,Ropati Pitoitua,Defensive End,2009-2011 (FA: 2012),23,3,"$1,185,000","$395,000"
72,Jeremy Navarre,Defensive Tackle,2009-2011 (FA: 2012),22,3,"$1,185,000","$395,000"
72,Ryan Baker,Defensive Tackle,2009-2011 (FA: 2012),25,3,"$1,185,000","$395,000"
102,Leger Douzable,Defensive Tackle,2009-2009 (FA: 2010),22,1,"$385,000","$385,000"
102,Scott Paxson,Defensive Tackle,2009-2009 (FA: 2010),25,1,"$385,000","$385,000"
76,John Gill,Defensive Tackle,2009-2011 (FA: 2012),22,3,"$1,110,000","$370,000"
88,Desmond Bryant,Defensive End,2009-2010 (FA: 2011),23,2,"$715,000","$357,500"
89,Michael Bennett,Defensive End,2009-2010 (FA: 2011),23,2,"$708,000","$354,000"
90,Marcus Smith,Defensive End,2009-2010 (FA: 2011),24,2,"$705,000","$352,500"
90,Ogemdi Nwagbuo,Defensive Tackle,2009-2010 (FA: 2011),23,2,"$705,000","$352,500"
104,Kelly Talavou,Defensive Tackle,2009-2009 (FA: 2010),24,1,"$310,000","$310,000"
104,C.J. Ah You,Defensive End,2009-2009 (FA: 2010),26,1,"$310,000","$310,000"
104,Jason Banks,Defensive End,2009-2009 (FA: 2010),23,1,"$310,000","$310,000"
