team_name,avg_diff,win_percentage
ARZ,-0.04952087982129194,0.575
ATL,-0.24327051474190334,0.525
BLT,-1.0762779426843059,0.5124000000000001
BUF,0.33799306904419546,0.45
CAR,-0.9217551183339553,0.5878
CHI,-0.6545954285264055,0.4
CIN,-0.3247535583452318,0.6125999999999999
CLV,0.3021954574131145,0.25
DAL,1.0846809424742323,0.5624
DEN,-0.8531005098658322,0.7372
DET,-1.48566466296359,0.47519999999999996
GB,1.8328206213746192,0.6376
HST,1.1600563958411771,0.5122
IND,0.27178655487626235,0.6128
JAX,-0.8088194820187562,0.21259999999999998
KC,1.6637449465724998,0.5626
LA,0.8995155460257418,0.38780000000000003
LAC,-0.8072488608671002,0.4248
LV,-1.6905382910177524,0.3752
MIA,1.0340936648518804,0.4875999999999999
MIN,1.2007546059538405,0.5126
NE,-1.6243501736528598,0.775
NO,0.2402497354004132,0.488
NYG,-0.822630063386485,0.4875999999999999
NYJ,1.4936371131071968,0.41240000000000004
PHI,2.5398676163658562,0.47519999999999996
PIT,-1.5727384043271058,0.6002
SEA,1.340375880104667,0.7
SF,0.2343245753057235,0.475
TB,0.6191488890852537,0.35
TEN,0.5527908469029714,0.3376
WAS,-0.0463961052453514,0.425
