team_name,Year,avg_diff_ol
MIA,2019,-1.583593084217929
MIA,2020,0.5020576414810515
MIA,2021,-0.10453609659798853
MIN,2012,0.17132039600641877
MIN,2013,-0.03194788482348715
MIN,2014,0.13604339412336347
MIN,2015,0.17841715040360542
MIN,2016,0.21961173293409214
MIN,2017,1.049382181082475
MIN,2018,0.2640680226546285
MIN,2019,-0.8748926220232207
MIN,2020,-0.8343248556611962
MIN,2021,0.8810044054310616
NE,2012,-0.7508364805369582
NE,2013,0.22670841023357813
NE,2014,0.03359914220430721
NE,2015,0.1580680188453702
NE,2016,-0.9559126861138832
NE,2017,-3.3731920431120463
NE,2018,-2.2104960805058567
NE,2019,-2.0369236268445725
NE,2020,-1.4896731959253684
NE,2021,-3.5093050803901984
NO,2012,0.8706534104596154
NO,2013,0.4452571321392307
NO,2014,0.6086482136782239
NO,2015,-0.4156366703672211
NO,2016,0.1477790697312689
NO,2017,-0.5446479300364514
NO,2018,0.722329129302234
NO,2019,-1.4968408802072652
NO,2020,0.7010506383365225
NO,2021,-0.079657925844412
NYG,2012,0.2702386883660291
NYG,2013,-0.6309585895842011
NYG,2014,-0.9086156545106983
NYG,2015,-0.31213839205854
NYG,2016,-1.3919427656333307
NYG,2017,-0.7995425244874794
NYG,2018,0.17782683110057051
NYG,2019,1.2867208076806511
NYG,2020,1.4000375019050295
NYG,2021,1.6034293614533848
NYJ,2012,0.30754849270708445
NYJ,2013,0.8644846099195144
NYJ,2014,0.8245523895579155
NYJ,2015,2.1354430301096254
NYJ,2016,1.5831922943685177
NYJ,2017,1.4091368928021413
NYJ,2018,1.3879361163188082
NYJ,2019,-0.08747429238882866
NYJ,2020,0.3453503375397635
NYJ,2021,0.03551620618696746
PHI,2012,-0.40462397548301016
PHI,2013,-0.13009683108827738
PHI,2014,0.5992827867860613
PHI,2015,0.891660031210035
PHI,2016,0.8546301122798559
PHI,2017,-0.18147794140268617
PHI,2018,0.1993375996469312
PHI,2019,0.7525826045898283
PHI,2020,-0.670224380385622
PHI,2021,0.44625426959114706
PIT,2012,0.055333280581581996
PIT,2013,-0.7332905249797136
PIT,2014,-0.2470471992559686
PIT,2015,-0.7900564471068492
PIT,2016,0.3735860419948565
PIT,2017,0.5109060694778293
PIT,2018,0.27133223918848437
PIT,2019,0.7977727878631589
PIT,2020,0.8637688585879156
PIT,2021,-1.498069304561333
SEA,2012,-0.3083185093760854
SEA,2013,0.45866971239189136
SEA,2014,0.30540447681572064
SEA,2015,0.36029934449577994
SEA,2016,-1.3230758137555154
SEA,2017,1.736435136027911
SEA,2018,0.6287164367983996
SEA,2019,0.07647624565052087
SEA,2020,-1.0975814430155972
SEA,2021,-0.32188301064811725
SF,2012,-1.0348965999271547
SF,2013,0.8538272049628306
SF,2014,0.07304267226591012
SF,2015,-0.03558279853017712
SF,2016,-0.19515730342238757
SF,2017,-1.7841877991507735
SF,2018,0.31832925398500345
SF,2019,0.321349835150592
SF,2020,-0.6991855030378723
SF,2021,-0.5609741599090254
TB,2012,0.02939294073506057
TB,2013,1.0227253752679748
TB,2014,0.4463106662896894
TB,2015,0.5725531577452375
TB,2016,-0.810200202251412
TB,2017,-0.808617066202573
TB,2018,-0.4468177204931339
TB,2019,1.4997254487502638
TB,2020,0.7808032518100462
TB,2021,0.1038239269269359
TEN,2012,1.1425115777531312
TEN,2013,1.2079629799095983
TEN,2014,0.5146321578651344
TEN,2015,-0.3421867346258939
TEN,2016,-1.2737157544303317
TEN,2017,-1.8462448282485884
TEN,2018,1.2715083638116895
TEN,2019,0.11478617619247272
TEN,2020,0.026366001974454597
TEN,2021,0.7626974646694348
WAS,2012,0.2639093793088088
WAS,2013,0.016247181221905334
WAS,2014,0.7554425917838531
WAS,2015,0.5145928498989253
WAS,2016,0.6625681156955036
WAS,2017,1.0569888270543104
WAS,2018,1.0935173974281458
WAS,2019,-1.3129456058420077
WAS,2020,0.862947708768769
WAS,2021,1.796928044038663
