team_name,Year,avg_diff_wr
LV,2017,0.3759756350652123
LV,2018,-0.3848986901219455
LV,2019,2.5055658020179887
LV,2020,-1.6094636043413653
LV,2021,-1.8187098133545976
MIA,2012,-1.0601313185988428
MIA,2013,0.5069790184334699
MIA,2014,1.1341799533030983
MIA,2017,1.8229368777073072
MIA,2018,0.980457098133325
MIA,2019,0.08938466331350874
MIA,2020,-0.986969823115902
MIA,2021,-0.5055985838022042
MIN,2012,-0.12665566464280062
MIN,2013,0.7192674419588159
MIN,2014,0.23975534079304062
MIN,2015,1.3503348386427776
MIN,2016,-1.8033770813148158
MIN,2017,-1.3963314402816294
MIN,2018,-1.1286119122089637
MIN,2019,1.1500990413046341
MIN,2020,-0.6044217703989159
MIN,2021,0.4771408157163132
NE,2012,-0.0568616481135047
NE,2013,-0.7567774317002888
