team_name,Year,avg_diff_lb
MIA,2020,0.5270253650117104
MIA,2021,-0.15768013666359745
MIN,2012,0.5831494403361374
MIN,2013,-0.2879431937948865
MIN,2014,0.11267452478409601
MIN,2015,0.5367264195181628
MIN,2016,0.25500283235849774
MIN,2018,1.1130892758129363
MIN,2019,1.426741271421775
MIN,2020,-0.79121487180255
MIN,2021,0.47218653806495525
NE,2012,0.03785033274493032
NE,2013,0.8487185378110308
NE,2014,-0.752479602280695
NE,2015,-0.6852892713869576
NE,2017,0.025711190190129102
NE,2018,0.3944589452088005
NE,2019,-0.3770894587086162
NE,2021,-0.7244416931474406
NO,2012,0.5438393185724302
NO,2013,-0.2854268078254466
NO,2014,0.6298103541773074
NO,2015,-0.4213468277019189
NO,2016,-0.11476795987730498
NO,2017,-0.17073319163832068
NO,2018,0.49707659635529894
