team_name,avg_diff,win_percentage
ARZ,-0.631516047681302,0.5625
ATL,-0.05757561916840483,0.812
BLT,-0.29335465437037306,0.5833333333333334
BUF,0.38658457020367776,0.47900000000000004
CAR,-0.9217551183339553,0.5878
CHI,0.18997238463872618,0.47900000000000004
DAL,0.3944219670205318,0.25
DEN,0.014813894417195828,0.687
DET,-0.7788220413705014,0.625
GB,0.9254239064250678,0.719
HST,0.8776769542949932,0.656
IND,0.1361778202634504,0.5
JAX,0.09514462240770177,0.1565
KC,0.8357204653517102,0.656
LA,0.7365842502058031,0.344
LAC,-0.705821341727684,0.458
LV,-1.0167949487929926,0.344
MIA,-0.14637626391983374,0.438
MIN,1.2007546059538403,0.5126
NE,-0.6613832019498666,0.75
NO,0.20331133166257537,0.5213333333333333
NYG,-0.822630063386485,0.4875999999999999
NYJ,1.6292038064547643,0.42175
PHI,0.4673410939581454,0.625
PIT,-1.6267321179699743,0.6669999999999999
SEA,0.4411797143771599,0.6565
SF,0.26543583664609866,0.46875
TB,-0.343359807440735,0.2815
TEN,0.5527908469029714,0.3376
WAS,-0.217424923629335,0.5
