team_name,Year,avg_diff_te
MIN,2021,-1.5242321677709063
NE,2013,-0.7644420027117247
NE,2014,-0.4857082904405195
NE,2015,-1.2465578945654343
NE,2016,0.4038272300753054
NE,2017,1.8162692175374293
NE,2018,1.701913561155686
NE,2019,-0.280632643494921
NE,2021,3.177770035586843
NO,2013,-0.30198302222422385
NO,2014,1.6099205459817
NO,2015,-0.5713120466149715
NO,2016,-0.017593400440813076
NO,2017,-0.5784837093642278
NO,2018,-1.0245618912616556
NO,2019,-0.12369804382769518
NO,2020,-0.2388070782313326
NO,2021,-0.3217561929746727
NYG,2012,-0.786136308933031
NYG,2013,-0.7110325902413553
NYG,2014,-1.116815785922012
NYG,2015,-0.9740342406749201
NYG,2016,-0.5774405826010609
NYG,2017,-0.15704997424053202
NYG,2018,-0.023330832347620206
