player,player_id,position,team_name,grades_defense,snap_counts_run,rank,Year,index,player_name,year_signed,age,contract_length,value,average/year
Jonathan Babineaux,2276,DI,ATL,53.3,172,146.0,2016,2403,Jonathan Babineaux,2016,34,3,"$9,000,000",3000000
Arthur Jones,5680,DI,IND,53.1,167,147.0,2016,2266,Arthur Jones,2016,29,5,"$33,000,000",6600000
Erik Walden,4481,ED,IND,51.9,291,149.0,2016,2635,Erik Walden,2016,30,4,"$16,000,000",4000000
Albert McClellan,6022,ED,BLT,51.8,237,150.0,2016,1631,Albert McClellan,2016,29,3,"$3,750,000",1250000
Jason Jones,4368,ED,MIA,50.8,187,152.0,2016,1743,Jason Jones,2016,29,1,"$1,535,000",1535000
Denico Autry,8982,DI,LV,49.7,281,153.0,2016,1697,Denico Autry,2016,25,1,"$600,000",600000
Jack Crawford,7151,ED,DAL,46.6,196,156.0,2016,1732,Jack Crawford,2016,27,1,"$1,100,000",1100000
Geno Atkins,5643,DI,CIN,91.7,225,4.0,2015,2358,Geno Atkins,2015,26,5,"$53,327,000",10665400
J.J. Watt,6163,DI,HST,91.7,381,4.0,2015,2369,J.J. Watt,2015,26,6,"$100,005,425",16667571
Justin Houston,6222,ED,KC,91.3,241,6.0,2015,2103,Justin Houston,2015,26,6,"$101,000,000",16833333
Linval Joseph,5571,DI,MIN,91.0,257,7.0,2015,2460,Linval Joseph,2015,26,5,"$31,250,000",6250000
Kawann Short,7825,DI,CAR,90.5,280,8.0,2015,2701,Kawann Short,2015,26,4,"$4,630,336",1157584
Mike Daniels,7132,DI,GB,90.2,326,10.0,2015,2161,Mike Daniels,2015,26,4,"$41,000,000",10250000
Damon Harrison Sr.,7355,DI,NYJ,90.1,280,11.0,2015,1994,Damon Harrison Sr.,2015,26,1,"$2,356,000",2356000
Jabaal Sheard,6189,ED,NE,89.8,231,12.0,2015,2054,Jabaal Sheard,2015,25,2,"$11,000,000",5500000
James Harrison,1251,ED,PIT,86.0,240,15.0,2015,2061,James Harrison,2015,36,2,"$2,750,000",1375000
Pernell McPhee,6317,ED,CHI,85.9,230,16.0,2015,2181,Pernell McPhee,2015,26,5,"$38,750,000",7750000
Whitney Mercilus,7031,ED,HST,84.7,286,17.0,2015,2241,Whitney Mercilus,2015,24,4,"$26,000,000",6500000
Calais Campbell,4364,DI,ARZ,84.0,319,18.0,2015,2882,Calais Campbell,2015,28,5,"$55,000,000",11000000
Dan Williams,5551,DI,LV,82.7,262,20.0,2015,1996,Dan Williams,2015,27,4,"$25,000,000",6250000
Brandon Graham,5538,ED,PHI,82.7,326,20.0,2015,1948,Brandon Graham,2015,26,4,"$26,000,000",6500000
Jurrell Casey,6229,DI,TEN,82.7,352,20.0,2015,2101,Jurrell Casey,2015,24,4,"$36,000,000",9000000
William Hayes,4417,ED,LA,82.5,235,23.0,2015,2831,William Hayes,2015,29,3,"$10,250,000",3416667
Ndamukong Suh,5527,DI,MIA,82.3,424,24.0,2015,2171,Ndamukong Suh,2015,28,6,"$114,375,000",19062500
Cameron Jordan,6176,ED,NO,82.0,374,25.0,2015,1964,Cameron Jordan,2015,25,5,"$55,000,000",11000000
Brandon Williams,7875,DI,BLT,81.7,346,26.0,2015,2581,Brandon Williams,2015,26,4,"$2,675,000",668750
Tamba Hali,2965,ED,KC,81.6,276,27.0,2015,2218,Tamba Hali,2015,31,1,"$6,000,000",6000000
Michael Bennett,5273,ED,SEA,81.1,333,28.0,2015,2473,Michael Bennett,2015,29,4,"$28,500,000",7125000
Marcell Dareus,6155,DI,BUF,80.2,283,30.0,2015,2145,Marcell Dareus,2015,25,6,"$96,574,118",16095686
Cliff Avril,4406,ED,SEA,79.6,297,32.0,2015,1980,Cliff Avril,2015,28,4,"$28,500,000",7125000
Cameron Heyward,6183,DI,PIT,79.0,373,34.0,2015,1963,Cameron Heyward,2015,26,6,"$59,200,000",9866667
Chris Baker,5188,DI,WAS,78.5,266,35.0,2015,2302,Chris Baker,2015,27,3,"$9,000,000",3000000
Nick Fairley,6165,DI,LA,78.2,179,36.0,2015,2172,Nick Fairley,2015,27,1,"$5,000,000",5000000
Carlos Dunlap,5579,ED,CIN,76.1,283,40.0,2015,2594,Carlos Dunlap,2015,26,5,"$39,370,000",7874000
Vince Wilfork,1742,DI,HST,74.9,292,42.0,2015,2239,Vince Wilfork,2015,33,2,"$9,000,000",4500000
Roy Miller,5004,DI,JAX,74.6,267,44.0,2015,2198,Roy Miller,2015,27,4,"$16,250,000",4062500
Jerry Hughes,5556,ED,BUF,72.9,360,50.0,2015,2082,Jerry Hughes,2015,26,5,"$45,000,000",9000000
Charles Johnson,3699,ED,CAR,72.3,154,51.0,2015,3157,Charles Johnson,2015,29,6,"$76,000,000",12666667
Elvis Dumervil,3071,ED,BLT,71.8,285,54.0,2015,2633,Elvis Dumervil,2015,31,5,"$26,000,000",5200000
Allen Bailey,6238,DI,KC,71.8,216,54.0,2015,1929,Allen Bailey,2015,25,4,"$25,000,000",6250000
Trent Cole,2363,ED,IND,71.3,194,57.0,2015,2229,Trent Cole,2015,32,2,"$14,000,000",7000000
Tyson Jackson,4926,DI,ATL,71.3,269,57.0,2015,2540,Tyson Jackson,2015,28,5,"$25,000,000",5000000
Everson Griffen,5624,ED,MIN,70.9,336,61.0,2015,2351,Everson Griffen,2015,27,5,"$42,500,000",8500000
Brian Orakpo,4936,ED,TEN,70.8,427,63.0,2015,1952,Brian Orakpo,2015,28,4,"$31,000,000",7750000
Cedric Thornton,6607,DI,PHI,70.4,268,67.0,2015,1968,Cedric Thornton,2015,26,1,"$2,356,000",2356000
Alan Branch,3649,DI,NE,70.0,248,69.0,2015,1926,Alan Branch,2015,30,2,"$4,300,000",2150000
Derrick Shelby,7400,ED,MIA,70.0,375,69.0,2015,2018,Derrick Shelby,2015,26,1,"$2,356,000",2356000
Darryl Tapp,3008,ED,DET,69.9,192,71.0,2015,2005,Darryl Tapp,2015,29,1,"$950,000",950000
Lawrence Guy,6385,DI,BLT,69.8,214,72.0,2015,2135,Lawrence Guy,2015,25,2,"$2,300,000",1150000
Greg Hardy,5698,ED,DAL,69.0,260,73.0,2015,2042,Greg Hardy,2015,26,1,"$11,311,600",11311600
Markus Golden,9491,ED,ARZ,68.6,175,74.0,2015,2149,Markus Golden,2015,24,4,"$3,918,330",979583
Terrance Knighton,4995,DI,WAS,68.5,221,75.0,2015,2220,Terrance Knighton,2015,28,1,"$4,450,000",4450000
Kroy Biermann,4468,ED,ATL,68.4,272,76.0,2015,2124,Kroy Biermann,2015,29,1,"$1,925,000",1925000
Jason Pierre-Paul,5540,ED,NYG,68.3,182,77.0,2015,2068,Jason Pierre-Paul,2015,26,1,"$14,813,000",14813000
Kevin Williams,1325,DI,NO,68.1,279,78.0,2015,2120,Kevin Williams,2015,34,1,"$1,500,000",1500000
Sylvester Williams,7809,DI,DEN,67.8,290,80.0,2015,2809,Sylvester Williams,2015,26,4,"$7,581,750",1895438
Brian Robison,3718,ED,MIN,67.3,345,83.0,2015,2284,Brian Robison,2015,31,4,"$22,400,000",5600000
Letroy Guion,4466,DI,GB,67.2,196,84.0,2015,2138,Letroy Guion,2015,27,1,"$2,750,000",2750000
John Simon,7911,ED,HST,67.0,230,85.0,2015,2088,John Simon,2015,24,1,"$585,000",585000
Ahtyba Rubin,4504,DI,SEA,66.5,294,87.0,2015,1922,Ahtyba Rubin,2015,28,1,"$2,600,000",2600000
Sam Acho,6255,ED,CHI,66.3,240,88.0,2015,2203,Sam Acho,2015,27,1,"$745,000",745000
Kendall Langford,4380,DI,IND,65.6,318,90.0,2015,2115,Kendall Langford,2015,29,4,"$17,200,000",4300000
Ryan Kerrigan,6168,ED,WAS,65.6,363,90.0,2015,2201,Ryan Kerrigan,2015,26,5,"$57,500,000",11500000
Paul Soliai,3724,DI,ATL,65.5,205,92.0,2015,2491,Paul Soliai,2015,31,5,"$32,000,000",6400000
Jared Allen,1847,ED,CAR,65.4,257,93.0,2015,2382,Jared Allen,2015,32,4,"$32,000,000",8000000
Corbin Bryant,6825,DI,BUF,64.2,273,96.0,2015,1984,Corbin Bryant,2015,27,1,"$585,000",585000
Calvin Pace,1334,ED,NYJ,64.0,218,97.0,2015,2292,Calvin Pace,2015,34,2,"$4,750,000",2375000
Corey Liuget,6170,DI,LAC,63.8,174,99.0,2015,1985,Corey Liuget,2015,25,5,"$51,250,000",10250000
Mitch Unrein,6031,DI,CHI,63.8,189,99.0,2015,2164,Mitch Unrein,2015,27,2,"$1,900,000",950000
Julius Peppers,1010,ED,GB,63.8,233,99.0,2015,2412,Julius Peppers,2015,35,3,"$26,000,000",8666667
Rob Ninkovich,3080,ED,NE,63.7,340,102.0,2015,2195,Rob Ninkovich,2015,31,2,"$7,000,000",3500000
Jason Jones,4368,ED,DET,63.0,198,104.0,2015,2667,Jason Jones,2015,28,3,"$9,500,000",3166667
Michael Johnson,4993,ED,CIN,62.6,286,106.0,2015,2156,Michael Johnson,2015,28,4,"$20,000,000",5000000
Gerald McCoy,5528,DI,TB,62.4,328,107.0,2015,2040,Gerald McCoy,2015,26,6,"$95,200,000",15866667
Cullen Jenkins,1637,DI,NYG,61.9,213,109.0,2015,2611,Cullen Jenkins,2015,34,3,"$8,000,000",2666667
Tyrone Crawford,7083,DI,DAL,61.7,282,110.0,2015,2232,Tyrone Crawford,2015,25,5,"$45,000,000",9000000
Derrick Morgan,5541,ED,TEN,61.4,232,111.0,2015,2017,Derrick Morgan,2015,29,4,"$27,000,000",6750000
Arthur Moats,5701,ED,PIT,61.3,196,112.0,2015,1937,Arthur Moats,2015,26,3,"$7,500,000",2500000
Ricky Jean Francois,5168,DI,WAS,61.3,190,112.0,2015,2193,Ricky Jean Francois,2015,28,3,"$9,000,000",3000000
Connor Barwin,4969,ED,PHI,60.9,394,116.0,2015,2607,Connor Barwin,2015,28,6,"$36,000,000",6000000
Paul Kruger,4980,ED,CLV,60.8,248,117.0,2015,2767,Paul Kruger,2015,29,5,"$40,500,000",8100000
Wallace Gilberry,4763,ED,CIN,60.7,133,118.0,2015,2828,Wallace Gilberry,2015,30,3,"$6,300,000",2100000
Erik Walden,4481,ED,IND,59.3,307,125.0,2015,2635,Erik Walden,2015,29,4,"$16,000,000",4000000
Jared Odrick,5553,ED,JAX,59.1,354,127.0,2015,2064,Jared Odrick,2015,27,5,"$42,500,000",8500000
Domata Peko Sr.,3068,DI,CIN,58.9,275,129.0,2015,2023,Domata Peko Sr.,2015,29,2,"$9,000,000",4500000
Brandon Mebane,3701,DI,SEA,58.1,287,131.0,2015,3148,Brandon Mebane,2015,30,5,"$25,000,000",5000000
Tom Johnson,3378,DI,MIN,57.0,261,135.0,2015,2225,Tom Johnson,2015,30,3,"$7,000,000",2333333
Stefan Charles,8387,DI,BUF,57.0,114,135.0,2015,2804,Stefan Charles,2015,26,3,"$1,505,000",501667
Frostee Rucker,3036,DI,ARZ,56.7,229,138.0,2015,2356,Frostee Rucker,2015,31,2,"$2,000,000",1000000
O'Brien Schofield,5653,ED,ATL,56.7,172,138.0,2015,2176,O'Brien Schofield,2015,27,1,"$1,700,000",1700000
George Johnson,6112,ED,TB,55.2,197,142.0,2015,2038,George Johnson,2015,27,3,"$7,000,000",2333333
Eugene Sims,5712,ED,LA,55.0,213,143.0,2015,2348,Eugene Sims,2015,28,2,"$2,800,188",1400094
Tyson Alualu,5535,DI,JAX,54.5,325,145.0,2015,2234,Tyson Alualu,2015,27,2,"$6,000,000",3000000
Nick Hayden,4495,DI,DAL,53.3,305,146.0,2015,2173,Nick Hayden,2015,29,1,"$825,000",825000
Mario Williams,2946,ED,BUF,52.8,304,147.0,2015,3026,Mario Williams,2015,30,6,"$96,000,000",16000000
Jarvis Jenkins,6193,DI,CHI,52.1,260,148.0,2015,2066,Jarvis Jenkins,2015,28,1,"$825,000",825000
Earl Mitchell,5605,DI,MIA,51.7,247,149.0,2015,2343,Earl Mitchell,2015,27,4,"$16,000,000",4000000
Ahmad Brooks,2945,ED,SF,50.5,311,150.0,2015,2840,Ahmad Brooks,2015,30,6,"$40,400,000",6733333
Henry Melton,5028,DI,TB,49.8,178,152.0,2015,2046,Henry Melton,2015,28,1,"$3,750,000",3750000
B.J. Raji,4932,DI,GB,47.9,252,153.0,2015,1941,B.J. Raji,2015,28,1,"$1,750,000",1750000
Jack Crawford,7151,DI,DAL,42.9,221,159.0,2015,2371,Jack Crawford,2015,26,2,"$1,230,000",615000
Ricardo Mathews,5761,DI,LAC,42.0,193,160.0,2015,2192,Ricardo Mathews,2015,27,1,"$920,000",920000
J.J. Watt,6163,DI,HST,92.7,380,1.0,2014,2369,J.J. Watt,2014,25,6,"$100,005,425",16667571
Jay Ratliff,2441,DI,CHI,86.1,166,6.0,2014,2390,Jay Ratliff,2014,32,2,"$3,750,000",1875000
Cameron Wake,4907,ED,MIA,85.8,278,7.0,2014,2884,Cameron Wake,2014,32,5,"$33,200,000",6640000
Calais Campbell,4364,DI,ARZ,82.5,318,12.0,2014,2882,Calais Campbell,2014,27,5,"$55,000,000",11000000
James Harrison,1251,ED,PIT,81.7,172,14.0,2014,2378,James Harrison,2014,35,1,"$1,020,000",1020000
Brandon Williams,7875,DI,BLT,81.7,300,14.0,2014,2581,Brandon Williams,2014,25,4,"$2,675,000",668750
Julius Peppers,1010,ED,GB,81.6,345,16.0,2014,2412,Julius Peppers,2014,34,3,"$26,000,000",8666667
Michael Bennett,5273,ED,SEA,81.0,371,19.0,2014,2473,Michael Bennett,2014,28,4,"$28,500,000",7125000
Haloti Ngata,2957,DI,BLT,79.7,225,21.0,2014,3193,Haloti Ngata,2014,30,4,"$48,524,000",12131000
Kawann Short,7825,DI,CAR,78.9,236,24.0,2014,2701,Kawann Short,2014,25,4,"$4,630,336",1157584
Terrell Suggs,1326,ED,BLT,77.9,305,26.0,2014,2525,Terrell Suggs,2014,31,4,"$20,700,000",5175000
Jeremy Mincey,3136,ED,DAL,77.5,303,27.0,2014,2391,Jeremy Mincey,2014,30,2,"$3,000,000",1500000
Everson Griffen,5624,ED,MIN,76.2,391,30.0,2014,2351,Everson Griffen,2014,26,5,"$42,500,000",8500000
Junior Galette,6018,ED,NO,76.1,275,31.0,2014,2413,Junior Galette,2014,26,4,"$41,500,000",10375000
Mario Williams,2946,ED,BUF,76.1,290,31.0,2014,3026,Mario Williams,2014,29,6,"$96,000,000",16000000
Sen'Derrick Marks,4985,DI,JAX,75.3,284,34.0,2014,2515,Sen'Derrick Marks,2014,26,4,"$18,000,000",4500000
Terrance Knighton,4995,DI,DEN,74.7,237,36.0,2014,2811,Terrance Knighton,2014,27,2,"$4,500,000",2250000
Jared Allen,1847,ED,CHI,74.2,336,37.0,2014,2382,Jared Allen,2014,31,4,"$32,000,000",8000000
Tamba Hali,2965,ED,KC,74.1,383,38.0,2014,3306,Tamba Hali,2014,30,5,"$57,500,000",11500000
Geno Atkins,5643,DI,CIN,73.5,263,39.0,2014,2358,Geno Atkins,2014,25,5,"$53,327,000",10665400
Robert Quinn,6166,ED,LA,73.0,291,42.0,2014,2507,Robert Quinn,2014,24,4,"$57,014,895",14253724
Justin Smith,776,DI,SF,72.9,253,43.0,2014,2417,Justin Smith,2014,34,2,"$9,100,000",4550000
Carlos Dunlap,5579,ED,CIN,72.5,368,45.0,2014,2594,Carlos Dunlap,2014,25,5,"$39,370,000",7874000
Derrick Morgan,5541,ED,TEN,72.4,438,47.0,2014,3379,Derrick Morgan,2014,28,5,"$15,395,010",3079002
C.J. Mosley,2408,DI,DET,72.4,214,47.0,2014,2590,C.J. Mosley,2014,30,2,"$2,750,000",1375000
William Hayes,4417,ED,LA,71.9,224,49.0,2014,2831,William Hayes,2014,28,3,"$10,250,000",3416667
Charles Johnson,3699,ED,CAR,71.4,300,50.0,2014,3157,Charles Johnson,2014,28,6,"$76,000,000",12666667
Paul Kruger,4980,ED,CLV,71.3,352,52.0,2014,2767,Paul Kruger,2014,28,5,"$40,500,000",8100000
Brian Orakpo,4936,ED,WAS,71.2,148,54.0,2014,2283,Brian Orakpo,2014,27,1,"$11,455,000",11455000
Linval Joseph,5571,DI,MIN,70.9,343,55.0,2014,2460,Linval Joseph,2014,25,5,"$31,250,000",6250000
Terrell McClain,6217,DI,DAL,70.7,128,56.0,2014,2524,Terrell McClain,2014,25,3,"$3,050,000",1016667
Clay Matthews,4949,ED,GB,70.5,392,58.0,2014,2602,Clay Matthews,2014,27,5,"$66,000,000",13200000
Erik Walden,4481,ED,IND,70.1,335,60.0,2014,2635,Erik Walden,2014,28,4,"$16,000,000",4000000
Justin Tuck,2291,ED,LV,70.1,239,60.0,2014,2419,Justin Tuck,2014,30,2,"$10,000,000",5000000
Kyle Williams,3079,DI,BUF,69.7,265,63.0,2014,3235,Kyle Williams,2014,30,4,"$29,150,000",7287500
Dan Skuta,5349,ED,SF,68.9,186,65.0,2014,2615,Dan Skuta,2014,27,2,"$3,000,000",1500000
Connor Barwin,4969,ED,PHI,68.8,395,67.0,2014,2607,Connor Barwin,2014,27,6,"$36,000,000",6000000
O'Brien Schofield,5653,ED,SEA,68.6,168,68.0,2014,2485,O'Brien Schofield,2014,27,1,"$730,000",730000
Ropati Pitoitua,4707,DI,TEN,68.6,206,68.0,2014,2510,Ropati Pitoitua,2014,28,3,"$8,600,000",2866667
Calvin Pace,1334,ED,NYJ,68.5,304,70.0,2014,2292,Calvin Pace,2014,33,2,"$4,750,000",2375000
Trent Cole,2363,ED,PHI,68.4,316,71.0,2014,3104,Trent Cole,2014,31,4,"$48,525,000",12131250
Clinton McDonald,5173,DI,TB,68.3,263,73.0,2014,2309,Clinton McDonald,2014,27,4,"$12,000,000",3000000
Brooks Reed,6194,ED,HST,67.7,300,75.0,2014,3154,Brooks Reed,2014,27,4,"$4,701,764",1175441
Red Bryant,4435,ED,JAX,67.5,297,79.0,2014,2499,Red Bryant,2014,29,4,"$19,000,000",4750000
Kendall Langford,4380,DI,LA,67.2,233,80.0,2014,2997,Kendall Langford,2014,28,4,"$22,000,000",5500000
Jason Worilds,5577,ED,PIT,67.1,371,81.0,2014,2388,Jason Worilds,2014,25,1,"$9,754,000",9754000
Tyson Jackson,4926,DI,ATL,67.1,288,81.0,2014,2540,Tyson Jackson,2014,27,5,"$25,000,000",5000000
Jarret Johnson,1421,ED,LAC,66.8,290,83.0,2014,2384,Jarret Johnson,2014,32,2,"$4,000,000",2000000
Jonathan Babineaux,2276,DI,ATL,66.5,247,88.0,2014,2403,Jonathan Babineaux,2014,32,3,"$9,000,000",3000000
Cliff Avril,4406,ED,SEA,66.3,289,89.0,2014,2603,Cliff Avril,2014,27,2,"$13,000,000",6500000
Randy Starks,1792,DI,MIA,66.3,274,89.0,2014,2498,Randy Starks,2014,30,2,"$10,000,000",5000000
Frostee Rucker,3036,DI,ARZ,66.2,230,91.0,2014,2356,Frostee Rucker,2014,30,2,"$2,000,000",1000000
Willie Young,5736,ED,CHI,66.1,244,92.0,2014,2550,Willie Young,2014,28,3,"$9,000,000",3000000
DeMarcus Ware,2228,ED,DEN,66.0,231,93.0,2014,2333,DeMarcus Ware,2014,31,3,"$30,000,000",10000000
Chris Baker,5188,DI,WAS,65.4,260,95.0,2014,2302,Chris Baker,2014,26,3,"$9,000,000",3000000
Rob Ninkovich,3080,ED,NE,65.1,427,96.0,2014,2505,Rob Ninkovich,2014,29,3,"$15,000,000",5000000
Ray McDonald,3713,DI,SF,65.1,250,96.0,2014,3276,Ray McDonald,2014,29,5,"$20,100,000",4020000
Earl Mitchell,5605,DI,MIA,64.9,284,98.0,2014,2343,Earl Mitchell,2014,26,4,"$16,000,000",4000000
Paul Soliai,3724,DI,ATL,64.2,273,100.0,2014,2491,Paul Soliai,2014,30,5,"$32,000,000",6400000
Ahmad Brooks,2945,ED,SF,63.9,244,102.0,2014,2840,Ahmad Brooks,2014,29,6,"$40,400,000",6733333
Tommy Kelly,2093,DI,ARZ,63.9,285,102.0,2014,2531,Tommy Kelly,2014,33,1,"$1,805,000",1805000
George Selvie,5749,ED,DAL,63.7,254,104.0,2014,2647,George Selvie,2014,27,2,"$1,360,000",680000
Brodrick Bunkley,2959,DI,NO,63.7,138,104.0,2014,2286,Brodrick Bunkley,2014,30,3,"$10,650,000",3550000
Kevin Williams,1325,DI,SEA,63.7,268,104.0,2014,2434,Kevin Williams,2014,33,1,"$2,100,000",2100000
Brian Robison,3718,ED,MIN,63.6,349,108.0,2014,2284,Brian Robison,2014,30,4,"$22,400,000",5600000
Cedric Thornton,6607,DI,PHI,63.5,354,109.0,2014,2295,Cedric Thornton,2014,25,1,"$645,000",645000
Ricky Jean Francois,5168,DI,IND,62.4,285,112.0,2014,2781,Ricky Jean Francois,2014,27,4,"$22,000,000",5500000
George Johnson,6112,ED,DET,62.0,143,113.0,2014,2359,George Johnson,2014,26,1,"$730,000",730000
Colin Cole,1589,DI,CAR,61.9,194,114.0,2014,2311,Colin Cole,2014,33,1,"$1,125,000",1125000
Jason Jones,4368,ED,DET,61.9,192,114.0,2014,2667,Jason Jones,2014,27,3,"$9,500,000",3166667
Kroy Biermann,4468,ED,ATL,61.5,361,117.0,2014,3004,Kroy Biermann,2014,28,3,"$9,150,000",3050000
Pat Sims,4391,DI,LV,61.3,233,118.0,2014,2489,Pat Sims,2014,28,1,"$1,450,000",1450000
Roy Miller,5004,DI,JAX,61.0,259,121.0,2014,2792,Roy Miller,2014,26,2,"$4,400,000",2200000
Wallace Gilberry,4763,ED,CIN,60.8,317,122.0,2014,2828,Wallace Gilberry,2014,29,3,"$6,300,000",2100000
Vince Wilfork,1742,DI,NE,60.4,398,124.0,2014,2545,Vince Wilfork,2014,32,3,"$23,000,000",7666667
Sean Lissemore,5757,DI,LAC,59.8,199,125.0,2014,3082,Sean Lissemore,2014,27,3,"$6,000,000",2000000
Chris Canty,2349,DI,BLT,59.6,162,127.0,2014,2600,Chris Canty,2014,31,3,"$8,000,000",2666667
Michael Johnson,4993,ED,TB,59.2,249,128.0,2014,2474,Michael Johnson,2014,27,5,"$43,750,000",8750000
Chris Clemons,1585,ED,JAX,58.7,285,129.0,2014,2304,Chris Clemons,2014,32,4,"$17,500,000",4375000
Cory Redding,1381,DI,IND,58.3,366,131.0,2014,2899,Cory Redding,2014,33,3,"$10,500,000",3500000
Tony McDaniel,3423,DI,SEA,58.1,285,132.0,2014,2532,Tony McDaniel,2014,29,2,"$5,750,000",2875000
Sammie Lee Hill,5038,DI,TEN,57.5,278,135.0,2014,2795,Sammie Lee Hill,2014,27,3,"$11,400,000",3800000
Desmond Bryant,5204,DI,CLV,57.2,286,137.0,2014,2628,Desmond Bryant,2014,28,5,"$34,000,000",6800000
Kamerion Wimbley,2958,ED,TEN,56.6,283,139.0,2014,2422,Kamerion Wimbley,2014,30,3,"$9,000,000",3000000
Ryan Pickett,799,DI,HST,54.6,153,143.0,2014,2512,Ryan Pickett,2014,34,1,"$955,000",955000
Mike Patterson,2248,DI,NYG,53.2,232,145.0,2014,2479,Mike Patterson,2014,30,1,"$920,000",920000
Antonio Smith,1856,DI,LV,52.1,281,146.0,2014,2265,Antonio Smith,2014,32,2,"$9,000,000",4500000
Letroy Guion,4466,DI,GB,51.9,339,147.0,2014,2459,Letroy Guion,2014,26,1,"$1,000,000",1000000
Ahtyba Rubin,4504,DI,CLV,50.3,246,149.0,2014,3124,Ahtyba Rubin,2014,27,4,"$26,500,000",6625000
Sylvester Williams,7809,DI,DEN,49.9,177,151.0,2014,2809,Sylvester Williams,2014,25,4,"$7,581,750",1895438
Corbin Bryant,6825,DI,BUF,48.4,151,153.0,2014,2608,Corbin Bryant,2014,25,2,"$900,000",450000
Mathias Kiwanuka,2977,ED,NYG,47.1,227,154.0,2014,3033,Mathias Kiwanuka,2014,31,3,"$17,750,000",5916667
Robert Geathers,1838,ED,CIN,47.1,173,154.0,2014,2786,Robert Geathers,2014,30,3,"$9,000,000",3000000
Nick Hayden,4495,DI,DAL,44.6,286,157.0,2014,2754,Nick Hayden,2014,27,2,"$1,360,000",680000
Markus Kuhn,7223,DI,NYG,40.1,133,159.0,2014,3028,Markus Kuhn,2014,28,4,"$2,145,896",536474
Cam Thomas,5669,DI,PIT,39.8,210,160.0,2014,2293,Cam Thomas,2014,27,2,"$4,000,000",2000000
Robert Mathis,1447,ED,IND,90.8,374,4.0,2013,3072,Robert Mathis,2013,32,4,"$36,000,000",9000000
Michael Bennett,5273,ED,SEA,89.8,218,7.0,2013,2742,Michael Bennett,2013,27,1,"$4,800,000",4800000
Brandon Mebane,3701,DI,SEA,88.7,313,8.0,2013,3148,Brandon Mebane,2013,28,5,"$25,000,000",5000000
Tamba Hali,2965,ED,KC,86.9,347,10.0,2013,3306,Tamba Hali,2013,29,5,"$57,500,000",11500000
Terrance Knighton,4995,DI,DEN,84.1,310,12.0,2013,2811,Terrance Knighton,2013,26,2,"$4,500,000",2250000
Michael Johnson,4993,ED,CIN,82.6,338,15.0,2013,2744,Michael Johnson,2013,26,1,"$11,175,000",11175000
Cameron Wake,4907,ED,MIA,81.1,239,16.0,2013,2884,Cameron Wake,2013,31,5,"$33,200,000",6640000
Kyle Williams,3079,DI,BUF,79.3,362,21.0,2013,3235,Kyle Williams,2013,29,4,"$29,150,000",7287500
Randy Starks,1792,DI,MIA,78.7,313,23.0,2013,2776,Randy Starks,2013,29,1,"$8,450,000",8450000
Justin Tuck,2291,ED,NYG,78.6,313,24.0,2013,3560,Justin Tuck,2013,28,5,"$31,000,000",6200000
Manny Lawson,2967,ED,BUF,78.3,369,26.0,2013,2730,Manny Lawson,2013,28,4,"$12,000,000",3000000
Rob Ninkovich,3080,ED,NE,78.2,508,27.0,2013,3071,Rob Ninkovich,2013,28,2,"$5,400,000",2700000
Carlos Dunlap,5579,ED,CIN,77.9,343,28.0,2013,2594,Carlos Dunlap,2013,24,5,"$39,370,000",7874000
John Abraham,591,ED,ARZ,77.3,293,29.0,2013,2683,John Abraham,2013,35,2,"$4,600,000",2300000
DeMarcus Ware,2228,ED,DAL,77.2,240,30.0,2013,3528,DeMarcus Ware,2013,31,6,"$78,000,000",13000000
Jason Hatcher,3037,DI,DAL,76.8,269,31.0,2013,3204,Jason Hatcher,2013,31,3,"$6,000,000",2000000
Trent Cole,2363,ED,PHI,76.7,342,32.0,2013,3104,Trent Cole,2013,30,4,"$48,525,000",12131250
Kawann Short,7825,DI,CAR,76.5,185,33.0,2013,2701,Kawann Short,2013,24,4,"$4,630,336",1157584
Glenn Dorsey,4319,DI,SF,76.4,306,35.0,2013,2649,Glenn Dorsey,2013,27,2,"$6,000,000",3000000
Parys Haralson,3085,ED,NO,75.8,190,36.0,2013,2763,Parys Haralson,2013,29,1,"$1,150,000",1150000
C.J. Mosley,2408,DI,DET,75.1,126,37.0,2013,2590,C.J. Mosley,2013,29,2,"$2,750,000",1375000
Calais Campbell,4364,DI,ARZ,75.1,317,37.0,2013,2882,Calais Campbell,2013,26,5,"$55,000,000",11000000
Mario Williams,2946,ED,BUF,73.8,396,42.0,2013,3026,Mario Williams,2013,28,6,"$96,000,000",16000000
Terrell Suggs,1326,ED,BLT,73.7,346,43.0,2013,3609,Terrell Suggs,2013,30,6,"$62,500,000",10416667
Calvin Pace,1334,ED,NYJ,73.2,338,46.0,2013,2592,Calvin Pace,2013,32,1,"$1,005,000",1005000
Shaun Phillips,1819,ED,DEN,73.1,300,47.0,2013,2799,Shaun Phillips,2013,31,1,"$1,000,000",1000000
Tony McDaniel,3423,DI,SEA,72.7,297,48.0,2013,2817,Tony McDaniel,2013,27,1,"$890,000",890000
Junior Galette,6018,ED,NO,72.6,362,49.0,2013,2694,Junior Galette,2013,24,3,"$7,500,000",2500000
Charles Johnson,3699,ED,CAR,71.5,262,53.0,2013,3157,Charles Johnson,2013,27,6,"$76,000,000",12666667
