player,player_id,position,team_name,grades_defense,snap_counts_run,rank,Year,index,player_name,year_signed,age,contract_length,value,average/year
Tyrone Crawford,7083,DI,DAL,70.5,256,70.0,2018,2232,Tyrone Crawford,2018,28,5,"$45,000,000",9000000
Jack Crawford,7151,DI,ATL,70.5,211,70.0,2018,1424,Jack Crawford,2018,29,3,"$8,800,000",2933333
Jabaal Sheard,6189,ED,IND,70.0,320,74.0,2018,1423,Jabaal Sheard,2018,28,3,"$25,500,000",8500000
Mario Addison,6558,ED,CAR,69.9,234,75.0,2018,1519,Mario Addison,2018,30,3,"$22,500,000",7500000
Sheldon Richardson,7794,DI,MIN,69.5,280,79.0,2018,1226,Sheldon Richardson,2018,27,1,"$8,000,000",8000000
Kyler Fackrell,10722,ED,GB,69.5,255,79.0,2018,1795,Kyler Fackrell,2018,26,4,"$3,134,328",783582
Haloti Ngata,2957,DI,PHI,69.4,179,82.0,2018,1081,Haloti Ngata,2018,34,1,"$3,000,000",3000000
Denico Autry,8982,DI,IND,69.2,235,84.0,2018,1047,Denico Autry,2018,27,3,"$17,800,000",5933333
Alex Okafor,7885,ED,NO,69.0,223,87.0,2018,980,Alex Okafor,2018,27,2,"$6,787,500",3393750
Abry Jones,8177,DI,JAX,68.6,243,90.0,2018,1274,Abry Jones,2018,26,4,"$15,500,000",3875000
Brian Orakpo,4936,ED,TEN,68.2,209,91.0,2018,1952,Brian Orakpo,2018,31,4,"$31,000,000",7750000
Everson Griffen,5624,ED,MIN,68.0,244,94.0,2018,1403,Everson Griffen,2018,30,4,"$58,000,000",14500000
Brandon Copeland,8378,ED,NYJ,67.4,200,96.0,2018,1003,Brandon Copeland,2018,26,1,"$1,200,000",1200000
Dontari Poe,7017,DI,CAR,66.9,216,99.0,2018,1057,Dontari Poe,2018,27,3,"$28,000,000",9333333
Josh Mauro,9003,DI,NYG,66.8,158,102.0,2018,1119,Josh Mauro,2018,27,1,"$880,000",880000
Ricky Jean Francois,5168,DI,DET,66.4,193,103.0,2018,1213,Ricky Jean Francois,2018,31,1,"$1,005,000",1005000
Corey Peters,5607,DI,ARZ,66.0,333,105.0,2018,1348,Corey Peters,2018,30,3,"$12,000,000",4000000
Brooks Reed,6194,ED,ATL,65.8,190,106.0,2018,1954,Brooks Reed,2018,31,5,"$22,000,000",4400000
Antwaun Woods,11332,DI,DAL,63.9,340,113.0,2018,985,Antwaun Woods,2018,25,2,"$1,050,000",525000
Michael Brockers,7020,DI,LA,63.9,373,113.0,2018,1820,Michael Brockers,2018,27,3,"$33,250,000",11083333
DaQuan Jones,8747,DI,TEN,63.3,293,117.0,2018,1033,DaQuan Jones,2018,26,3,"$21,000,000",7000000
Johnathan Hankins,7830,DI,LV,63.0,334,120.0,2018,1109,Johnathan Hankins,2018,26,1,"$2,000,000",2000000
Earl Mitchell,5605,DI,SF,62.8,192,121.0,2018,1393,Earl Mitchell,2018,27,4,"$16,000,000",4000000
Allen Bailey,6238,DI,KC,62.7,313,122.0,2018,1929,Allen Bailey,2018,28,4,"$25,000,000",6250000
Whitney Mercilus,7031,ED,HST,62.2,263,124.0,2018,2241,Whitney Mercilus,2018,27,4,"$26,000,000",6500000
Frostee Rucker,3036,ED,LV,62.0,312,126.0,2018,1075,Frostee Rucker,2018,34,1,"$1,040,000",1040000
Brandon Mebane,3701,DI,LAC,61.8,221,127.0,2018,1648,Brandon Mebane,2018,33,3,"$13,500,000",4500000
Malik Jackson,7647,DI,JAX,61.6,211,128.0,2018,1808,Malik Jackson,2018,28,6,"$85,500,000",14250000
Derrick Morgan,5541,ED,TEN,61.2,210,130.0,2018,2017,Derrick Morgan,2018,32,4,"$27,000,000",6750000
Kareem Martin,8719,ED,NYG,61.0,266,132.0,2018,1128,Kareem Martin,2018,26,3,"$15,000,000",5000000
Devon Kennard,8809,ED,DET,60.9,355,133.0,2018,1054,Devon Kennard,2018,26,3,"$17,250,000",5750000
Quinton Jefferson,10781,DI,SEA,60.3,211,137.0,2018,1205,Quinton Jefferson,2018,24,1,"$630,000",630000
Jason Pierre-Paul,5540,ED,TB,60.1,381,138.0,2018,1432,Jason Pierre-Paul,2018,29,4,"$62,000,000",15500000
Shamar Stephen,8854,DI,SEA,59.8,260,140.0,2018,1221,Shamar Stephen,2018,27,1,"$2,100,000",2100000
Sylvester Williams,7809,DI,MIA,59.7,203,141.0,2018,1233,Sylvester Williams,2018,29,1,"$3,500,000",3500000
Al Woods,5646,DI,IND,59.1,187,143.0,2018,1283,Al Woods,2018,27,2,"$4,000,000",2000000
Angelo Blackson,9533,DI,HST,58.6,183,144.0,2018,981,Angelo Blackson,2018,25,1,"$1,240,000",1240000
Michael Johnson,4993,ED,CIN,57.5,233,147.0,2018,1168,Michael Johnson,2018,31,1,"$4,750,000",4750000
Barkevious Mingo,7787,ED,SEA,56.0,249,148.0,2018,993,Barkevious Mingo,2018,27,2,"$6,800,000",3400000
Star Lotulelei,7795,DI,BUF,55.6,229,149.0,2018,1229,Star Lotulelei,2018,28,5,"$50,000,000",10000000
Beau Allen,8858,DI,TB,54.1,204,152.0,2018,994,Beau Allen,2018,26,3,"$15,000,000",5000000
Akeem Spence,7882,DI,MIA,52.2,292,156.0,2018,1281,Akeem Spence,2018,26,3,"$9,000,000",3000000
Damion Square,8042,DI,LAC,50.0,277,157.0,2018,1353,Damion Square,2018,29,2,"$4,000,000",2000000
Wes Horton,8484,ED,CAR,42.5,199,159.0,2018,1605,Wes Horton,2018,28,2,"$2,700,000",1350000
Kawann Short,7825,DI,CAR,91.9,246,2.0,2017,1481,Kawann Short,2017,28,5,"$80,500,000",16100000
Von Miller,6154,ED,DEN,91.5,342,4.0,2017,1905,Von Miller,2017,28,6,"$114,100,000",19016667
Cameron Jordan,6176,ED,NO,91.2,418,5.0,2017,1964,Cameron Jordan,2017,27,5,"$55,000,000",11000000
Calais Campbell,4364,ED,JAX,91.0,357,6.0,2017,1320,Calais Campbell,2017,30,4,"$60,000,000",15000000
Damon Harrison Sr.,7355,DI,NYG,90.9,310,7.0,2017,1683,Damon Harrison Sr.,2017,28,5,"$46,250,000",9250000
Geno Atkins,5643,DI,CIN,90.7,251,8.0,2017,2358,Geno Atkins,2017,28,5,"$53,327,000",10665400
Fletcher Cox,7018,DI,PHI,90.7,235,8.0,2017,1717,Fletcher Cox,2017,26,6,"$102,600,000",17100000
Linval Joseph,5571,DI,MIN,90.4,345,10.0,2017,1511,Linval Joseph,2017,28,4,"$50,350,000",12587500
Brandon Graham,5538,ED,PHI,90.4,228,10.0,2017,1948,Brandon Graham,2017,28,4,"$26,000,000",6500000
Chris Jones,10671,DI,KC,89.5,250,13.0,2017,1337,Chris Jones,2017,26,1,"$825,000",825000
Cameron Heyward,6183,DI,PIT,89.1,334,14.0,2017,1963,Cameron Heyward,2017,28,6,"$59,200,000",9866667
Al Woods,5646,DI,IND,87.7,328,16.0,2017,1283,Al Woods,2017,26,2,"$4,000,000",2000000
Gerald McCoy,5528,DI,TB,86.9,333,18.0,2017,2040,Gerald McCoy,2017,28,6,"$95,200,000",15866667
Robert Ayers,4941,ED,TB,85.8,222,20.0,2017,1861,Robert Ayers,2017,31,3,"$19,500,000",6500000
Ndamukong Suh,5527,DI,MIA,85.6,337,21.0,2017,2171,Ndamukong Suh,2017,30,6,"$114,375,000",19062500
Melvin Ingram III,7024,ED,LAC,85.3,341,22.0,2017,1526,Melvin Ingram III,2017,28,4,"$64,000,000",16000000
Jabaal Sheard,6189,ED,IND,85.1,387,23.0,2017,1423,Jabaal Sheard,2017,27,3,"$25,500,000",8500000
Everson Griffen,5624,ED,MIN,84.7,319,24.0,2017,1403,Everson Griffen,2017,29,4,"$58,000,000",14500000
Ryan Kerrigan,6168,ED,WAS,84.2,333,25.0,2017,2201,Ryan Kerrigan,2017,28,5,"$57,500,000",11500000
Jurrell Casey,6229,DI,TEN,84.1,325,26.0,2017,1472,Jurrell Casey,2017,27,4,"$60,400,000",15100000
Shaquil Barrett,9000,ED,DEN,82.6,264,28.0,2017,1572,Shaquil Barrett,2017,24,1,"$615,000",615000
Mike Daniels,7132,DI,GB,81.5,273,29.0,2017,2161,Mike Daniels,2017,28,4,"$41,000,000",10250000
Tyrone Crawford,7083,ED,DAL,81.5,219,29.0,2017,2232,Tyrone Crawford,2017,27,5,"$45,000,000",9000000
Steve McLendon,5232,DI,NYJ,81.0,247,32.0,2017,1883,Steve McLendon,2017,31,3,"$10,500,000",3500000
Chandler Jones,7027,ED,ARZ,81.0,382,32.0,2017,1331,Chandler Jones,2017,27,5,"$82,500,000",16500000
Terrell Suggs,1326,ED,BLT,81.0,306,32.0,2017,2525,Terrell Suggs,2017,34,4,"$20,700,000",5175000
Brooks Reed,6194,ED,ATL,80.8,235,37.0,2017,1954,Brooks Reed,2017,30,5,"$22,000,000",4400000
Stephon Tuitt,8681,DI,PIT,80.5,251,38.0,2017,1582,Stephon Tuitt,2017,24,5,"$60,001,439",12000288
Clay Matthews,4949,ED,GB,80.0,257,39.0,2017,2602,Clay Matthews,2017,30,5,"$66,000,000",13200000
Vinny Curry,7061,ED,PHI,79.8,237,43.0,2017,1904,Vinny Curry,2017,28,5,"$47,250,000",9450000
Johnathan Hankins,7830,DI,IND,79.7,356,44.0,2017,1452,Johnathan Hankins,2017,25,3,"$27,000,000",9000000
Brandon Williams,7875,DI,BLT,79.7,204,44.0,2017,1312,Brandon Williams,2017,28,5,"$52,500,000",10500000
Justin Houston,6222,ED,KC,78.8,400,48.0,2017,2103,Justin Houston,2017,28,6,"$101,000,000",16833333
Domata Peko Sr.,3068,DI,DEN,78.4,246,49.0,2017,1386,Domata Peko Sr.,2017,32,2,"$7,500,000",3750000
Alex Okafor,7885,ED,NO,78.4,169,49.0,2017,1288,Alex Okafor,2017,26,1,"$2,000,000",2000000
Brian Orakpo,4936,ED,TEN,78.2,298,51.0,2017,1952,Brian Orakpo,2017,30,4,"$31,000,000",7750000
Malik Jackson,7647,DI,JAX,77.8,326,52.0,2017,1808,Malik Jackson,2017,27,6,"$85,500,000",14250000
Carlos Dunlap,5579,ED,CIN,77.4,305,53.0,2017,2594,Carlos Dunlap,2017,28,5,"$39,370,000",7874000
Olivier Vernon,7074,ED,NYG,77.2,298,54.0,2017,1838,Olivier Vernon,2017,26,5,"$85,000,000",17000000
Marcell Dareus,6155,DI,JAX,76.8,244,55.0,2017,2145,Marcell Dareus,2017,27,6,"$96,574,118",16095686
Nick Perry,7033,ED,GB,76.3,197,57.0,2017,1541,Nick Perry,2017,26,5,"$59,000,000",11800000
Shelby Harris,8869,DI,DEN,76.3,220,57.0,2017,1574,Shelby Harris,2017,25,1,"$615,000",615000
Akiem Hicks,7090,DI,CHI,76.2,361,59.0,2017,1282,Akiem Hicks,2017,27,4,"$48,000,000",12000000
Sylvester Williams,7809,DI,TEN,75.9,208,61.0,2017,1587,Sylvester Williams,2017,28,3,"$16,500,000",5500000
Michael Brockers,7020,DI,LA,75.1,251,64.0,2017,1820,Michael Brockers,2017,26,3,"$33,250,000",11083333
Cameron Wake,4907,ED,MIA,75.0,198,65.0,2017,1323,Cameron Wake,2017,35,2,"$16,125,000",8062500
Jerry Hughes,5556,ED,BUF,74.7,294,66.0,2017,2082,Jerry Hughes,2017,28,5,"$45,000,000",9000000
Margus Hunt,7834,DI,IND,74.7,220,66.0,2017,1518,Margus Hunt,2017,29,2,"$4,100,000",2050000
Julius Peppers,1010,ED,CAR,74.2,155,70.0,2017,1468,Julius Peppers,2017,37,1,"$3,500,000",3500000
Mario Addison,6558,ED,CAR,73.7,219,71.0,2017,1519,Mario Addison,2017,29,3,"$22,500,000",7500000
Josh Martin,8138,ED,NYJ,73.6,238,72.0,2017,1463,Josh Martin,2017,25,2,"$3,800,000",1900000
Barkevious Mingo,7787,ED,IND,72.1,226,76.0,2017,1300,Barkevious Mingo,2017,26,1,"$2,000,000",2000000
Corey Peters,5607,DI,ARZ,72.0,173,77.0,2017,1348,Corey Peters,2017,29,3,"$12,000,000",4000000
Bruce Irvin,7021,ED,LV,70.6,349,81.0,2017,1655,Bruce Irvin,2017,29,4,"$37,000,000",9250000
Abry Jones,8177,DI,JAX,70.3,296,82.0,2017,1274,Abry Jones,2017,25,4,"$15,500,000",3875000
Dontari Poe,7017,DI,ATL,70.2,343,83.0,2017,1389,Dontari Poe,2017,26,1,"$8,000,000",8000000
Timmy Jernigan,8683,DI,PHI,70.0,209,86.0,2017,1595,Timmy Jernigan,2017,25,4,"$48,000,000",12000000
Michael Johnson,4993,ED,CIN,69.2,309,90.0,2017,2156,Michael Johnson,2017,30,4,"$20,000,000",5000000
Jason Pierre-Paul,5540,ED,NYG,69.1,399,91.0,2017,1432,Jason Pierre-Paul,2017,28,4,"$62,000,000",15500000
Derrick Shelby,7400,ED,ATL,68.6,232,95.0,2017,1703,Derrick Shelby,2017,28,4,"$18,000,000",4500000
Muhammad Wilkerson,6182,DI,NYJ,68.6,303,95.0,2017,1827,Muhammad Wilkerson,2017,27,5,"$86,000,000",17200000
Denico Autry,8982,DI,LV,67.3,212,98.0,2017,1375,Denico Autry,2017,26,1,"$1,797,000",1797000
Derrick Morgan,5541,ED,TEN,67.1,274,99.0,2017,2017,Derrick Morgan,2017,31,4,"$27,000,000",6750000
Stacy McGee,7987,DI,WAS,66.7,234,101.0,2017,1578,Stacy McGee,2017,27,5,"$25,000,000",5000000
Lawrence Guy,6385,DI,NE,66.5,354,105.0,2017,1504,Lawrence Guy,2017,26,4,"$15,300,000",3825000
Wes Horton,8484,ED,CAR,66.4,148,106.0,2017,1605,Wes Horton,2017,27,2,"$2,700,000",1350000
Benson Mayowa,8196,ED,DAL,65.9,160,108.0,2017,1641,Benson Mayowa,2017,25,3,"$8,250,000",2750000
Damion Square,8042,DI,LAC,64.9,158,111.0,2017,1353,Damion Square,2017,28,2,"$4,000,000",2000000
Kyle Williams,3079,DI,BUF,64.8,300,113.0,2017,2126,Kyle Williams,2017,30,3,"$22,300,000",7433333
Tom Johnson,3378,DI,MIN,64.3,242,115.0,2017,2225,Tom Johnson,2017,32,3,"$7,000,000",2333333
Bennie Logan,7848,DI,KC,63.5,281,122.0,2017,1303,Bennie Logan,2017,27,1,"$8,000,000",8000000
Brandon Dunn,9262,DI,HST,63.3,232,123.0,2017,1309,Brandon Dunn,2017,24,2,"$1,480,000",740000
Michael Bennett,5273,ED,SEA,63.2,352,125.0,2017,1819,Michael Bennett,2017,32,3,"$30,500,000",10166667
Brian Robison,3718,ED,MIN,62.9,196,127.0,2017,1314,Brian Robison,2017,33,2,"$7,500,000",3750000
Cornelius Washington,7969,ED,DET,62.8,187,128.0,2017,1349,Cornelius Washington,2017,27,2,"$5,825,000",2912500
Akeem Spence,7882,DI,DET,61.9,271,130.0,2017,1281,Akeem Spence,2017,25,3,"$9,000,000",3000000
Frostee Rucker,3036,DI,ARZ,61.2,245,132.0,2017,1407,Frostee Rucker,2017,33,1,"$1,080,000",1080000
Sam Acho,6255,ED,CHI,59.8,285,133.0,2017,1565,Sam Acho,2017,28,1,"$855,000",855000
Erik Walden,4481,ED,TEN,59.6,231,134.0,2017,1400,Erik Walden,2017,31,1,"$2,750,000",2750000
Lorenzo Alexander,2476,ED,BUF,58.7,307,137.0,2017,1512,Lorenzo Alexander,2017,33,2,"$5,950,000",2975000
Allen Bailey,6238,DI,KC,58.6,265,138.0,2017,1929,Allen Bailey,2017,27,4,"$25,000,000",6250000
Robert Quinn,6166,ED,LA,58.4,240,139.0,2017,2507,Robert Quinn,2017,27,4,"$57,014,895",14253724
Alan Branch,3649,DI,NE,58.2,138,140.0,2017,1284,Alan Branch,2017,32,2,"$8,450,000",4225000
Connor Barwin,4969,ED,LA,58.1,264,141.0,2017,1344,Connor Barwin,2017,30,1,"$3,500,000",3500000
Chris Baker,5188,DI,TB,56.8,231,142.0,2017,1335,Chris Baker,2017,29,3,"$15,750,000",5250000
Andre Branch,7042,ED,MIA,55.7,199,145.0,2017,1289,Andre Branch,2017,27,3,"$24,000,000",8000000
Clinton McDonald,5173,DI,TB,54.2,181,148.0,2017,2309,Clinton McDonald,2017,30,4,"$12,000,000",3000000
Earl Mitchell,5605,DI,SF,53.3,344,151.0,2017,1393,Earl Mitchell,2017,26,4,"$16,000,000",4000000
Tyrunn Walker,7459,DI,LA,52.9,185,152.0,2017,1601,Tyrunn Walker,2017,27,1,"$855,000",855000
William Gholston,7908,ED,TB,52.5,247,153.0,2017,1612,William Gholston,2017,25,5,"$27,500,000",5500000
Josh Mauro,9003,DI,ARZ,50.5,171,156.0,2017,1465,Josh Mauro,2017,25,2,"$5,800,000",2900000
Frank Zombo,5945,ED,KC,49.8,279,157.0,2017,1719,Frank Zombo,2017,30,3,"$3,600,000",1200000
Brandon Mebane,3701,DI,LAC,49.8,254,157.0,2017,1648,Brandon Mebane,2017,32,3,"$13,500,000",4500000
Brandon Graham,5538,ED,PHI,91.4,273,3.0,2016,1948,Brandon Graham,2016,27,4,"$26,000,000",6500000
Calais Campbell,4364,DI,ARZ,91.2,312,4.0,2016,2882,Calais Campbell,2016,29,5,"$55,000,000",11000000
Von Miller,6154,ED,DEN,90.5,373,5.0,2016,1905,Von Miller,2016,27,6,"$114,100,000",19016667
Cameron Jordan,6176,ED,NO,90.0,344,6.0,2016,1964,Cameron Jordan,2016,26,5,"$55,000,000",11000000
Damon Harrison Sr.,7355,DI,NYG,89.9,341,7.0,2016,1683,Damon Harrison Sr.,2016,27,5,"$46,250,000",9250000
James Harrison,1251,ED,PIT,89.6,244,8.0,2016,2061,James Harrison,2016,37,2,"$2,750,000",1375000
Geno Atkins,5643,DI,CIN,87.0,261,10.0,2016,2358,Geno Atkins,2016,27,5,"$53,327,000",10665400
Kawann Short,7825,DI,CAR,86.7,251,11.0,2016,2701,Kawann Short,2016,27,4,"$4,630,336",1157584
Fletcher Cox,7018,DI,PHI,84.7,279,13.0,2016,1717,Fletcher Cox,2016,25,6,"$102,600,000",17100000
Michael Bennett,5273,ED,SEA,81.8,267,16.0,2016,1819,Michael Bennett,2016,31,3,"$30,500,000",10166667
Whitney Mercilus,7031,ED,HST,81.5,370,17.0,2016,2241,Whitney Mercilus,2016,25,4,"$26,000,000",6500000
Abry Jones,8177,DI,JAX,80.9,260,19.0,2016,1624,Abry Jones,2016,24,1,"$2,553,000",2553000
Ndamukong Suh,5527,DI,MIA,80.2,395,20.0,2016,2171,Ndamukong Suh,2016,29,6,"$114,375,000",19062500
Linval Joseph,5571,DI,MIN,80.1,342,21.0,2016,2460,Linval Joseph,2016,27,5,"$31,250,000",6250000
Michael Brockers,7020,DI,LA,79.3,190,23.0,2016,1820,Michael Brockers,2016,25,3,"$33,250,000",11083333
Alan Branch,3649,DI,NE,78.7,328,25.0,2016,1926,Alan Branch,2016,31,2,"$4,300,000",2150000
Jurrell Casey,6229,DI,TEN,78.4,242,26.0,2016,2101,Jurrell Casey,2016,25,4,"$36,000,000",9000000
Mike Daniels,7132,DI,GB,78.2,309,27.0,2016,2161,Mike Daniels,2016,27,4,"$41,000,000",10250000
Charles Johnson,3699,ED,CAR,78.0,181,28.0,2016,1664,Charles Johnson,2016,29,1,"$3,000,000",3000000
Marcell Dareus,6155,DI,BUF,77.9,213,29.0,2016,2145,Marcell Dareus,2016,26,6,"$96,574,118",16095686
Tamba Hali,2965,ED,KC,77.8,180,30.0,2016,1887,Tamba Hali,2016,32,3,"$21,000,000",7000000
Jabaal Sheard,6189,ED,NE,77.2,211,32.0,2016,2054,Jabaal Sheard,2016,26,2,"$11,000,000",5500000
Gerald McCoy,5528,DI,TB,77.0,277,33.0,2016,2040,Gerald McCoy,2016,27,6,"$95,200,000",15866667
Chris Baker,5188,DI,WAS,76.9,292,35.0,2016,2302,Chris Baker,2016,28,3,"$9,000,000",3000000
Ryan Kerrigan,6168,ED,WAS,76.9,290,35.0,2016,2201,Ryan Kerrigan,2016,27,5,"$57,500,000",11500000
Akiem Hicks,7090,DI,CHI,76.6,373,37.0,2016,1628,Akiem Hicks,2016,26,2,"$10,000,000",5000000
Lorenzo Alexander,2476,ED,BUF,76.0,322,40.0,2016,1805,Lorenzo Alexander,2016,32,1,"$885,000",885000
Nick Perry,7033,ED,GB,75.9,225,41.0,2016,1834,Nick Perry,2016,25,1,"$5,050,000",5050000
Justin Houston,6222,ED,KC,75.8,147,42.0,2016,2103,Justin Houston,2016,27,6,"$101,000,000",16833333
Jason Pierre-Paul,5540,ED,NYG,75.6,276,43.0,2016,1744,Jason Pierre-Paul,2016,27,1,"$10,000,000",10000000
Bruce Irvin,7021,ED,LV,75.4,386,45.0,2016,1655,Bruce Irvin,2016,28,4,"$37,000,000",9250000
Carlos Dunlap,5579,ED,CIN,75.3,278,46.0,2016,2594,Carlos Dunlap,2016,27,5,"$39,370,000",7874000
Olivier Vernon,7074,ED,NYG,74.9,391,47.0,2016,1838,Olivier Vernon,2016,25,5,"$85,000,000",17000000
Malik Jackson,7647,DI,JAX,74.9,252,47.0,2016,1808,Malik Jackson,2016,26,6,"$85,500,000",14250000
Markus Golden,9491,ED,ARZ,74.4,262,49.0,2016,2149,Markus Golden,2016,25,4,"$3,918,330",979583
Derrick Morgan,5541,ED,TEN,73.3,245,52.0,2016,2017,Derrick Morgan,2016,30,4,"$27,000,000",6750000
Kyle Williams,3079,DI,BUF,73.3,328,52.0,2016,2126,Kyle Williams,2016,29,3,"$22,300,000",7433333
Robert Ayers,4941,ED,TB,72.9,199,54.0,2016,1861,Robert Ayers,2016,30,3,"$19,500,000",6500000
Brian Orakpo,4936,ED,TEN,72.6,274,55.0,2016,1952,Brian Orakpo,2016,29,4,"$31,000,000",7750000
Brandon Williams,7875,DI,BLT,71.7,315,58.0,2016,2581,Brandon Williams,2016,27,4,"$2,675,000",668750
Brooks Reed,6194,ED,ATL,70.5,205,61.0,2016,1954,Brooks Reed,2016,29,5,"$22,000,000",4400000
Derek Wolfe,7040,DI,DEN,70.2,258,62.0,2016,1700,Derek Wolfe,2016,25,4,"$36,700,000",9175000
Terrell Suggs,1326,ED,BLT,69.7,231,65.0,2016,2525,Terrell Suggs,2016,33,4,"$20,700,000",5175000
Stephen Paea,6205,DI,CLV,69.1,179,66.0,2016,1881,Stephen Paea,2016,28,1,"$1,900,000",1900000
Mitch Unrein,6031,DI,CHI,67.6,223,69.0,2016,1826,Mitch Unrein,2016,28,2,"$2,260,000",1130000
Cam Johnson,7221,ED,CLV,67.5,218,70.0,2016,1961,Cam Johnson,2016,25,2,"$1,110,000",555000
Corey Peters,5607,DI,ARZ,67.3,234,73.0,2016,1986,Corey Peters,2016,27,3,"$9,150,000",3050000
Everson Griffen,5624,ED,MIN,66.9,316,74.0,2016,2351,Everson Griffen,2016,28,5,"$42,500,000",8500000
Cliff Avril,4406,ED,SEA,66.3,350,75.0,2016,1980,Cliff Avril,2016,29,4,"$28,500,000",7125000
Mario Williams,2946,ED,MIA,65.4,187,78.0,2016,1811,Mario Williams,2016,31,2,"$17,000,000",8500000
Corey Liuget,6170,DI,LAC,65.0,315,79.0,2016,1985,Corey Liuget,2016,26,5,"$51,250,000",10250000
Jamie Meder,8940,DI,CLV,65.0,375,79.0,2016,1740,Jamie Meder,2016,24,2,"$1,140,000",570000
Damion Square,8042,DI,LAC,64.2,174,82.0,2016,1682,Damion Square,2016,27,1,"$725,000",725000
Chris Long,4316,ED,NE,63.7,209,85.0,2016,1670,Chris Long,2016,30,1,"$2,375,000",2375000
Paul Kruger,4980,ED,NO,62.4,233,94.0,2016,1842,Paul Kruger,2016,30,1,"$3,000,000",3000000
Quinton Dial,7939,DI,SF,62.3,290,96.0,2016,1852,Quinton Dial,2016,25,3,"$12,677,000",4225667
Andre Branch,7042,ED,MIA,62.3,303,96.0,2016,1634,Andre Branch,2016,26,1,"$2,750,000",2750000
Cam Thomas,5669,DI,LA,62.0,191,99.0,2016,1657,Cam Thomas,2016,29,1,"$760,000",760000
Eugene Sims,5712,ED,LA,62.0,218,99.0,2016,1715,Eugene Sims,2016,29,3,"$10,000,000",3333333
Steve McLendon,5232,DI,NYJ,61.7,171,101.0,2016,1883,Steve McLendon,2016,30,3,"$10,500,000",3500000
Tyson Alualu,5535,DI,JAX,61.3,281,102.0,2016,2234,Tyson Alualu,2016,28,2,"$6,000,000",3000000
Ahtyba Rubin,4504,DI,SEA,61.2,336,103.0,2016,1626,Ahtyba Rubin,2016,29,3,"$12,000,000",4000000
Letroy Guion,4466,DI,GB,61.1,238,104.0,2016,1804,Letroy Guion,2016,28,3,"$11,050,000",3683333
Benson Mayowa,8196,ED,DAL,60.9,134,105.0,2016,1641,Benson Mayowa,2016,24,3,"$8,250,000",2750000
Nick Fairley,6165,DI,NO,60.7,234,106.0,2016,1831,Nick Fairley,2016,28,1,"$3,000,000",3000000
Sylvester Williams,7809,DI,DEN,60.7,337,106.0,2016,2809,Sylvester Williams,2016,27,4,"$7,581,750",1895438
Leger Douzable,4654,DI,BUF,60.6,232,108.0,2016,1801,Leger Douzable,2016,30,1,"$885,000",885000
Willie Young,5736,ED,CHI,60.6,284,108.0,2016,1912,Willie Young,2016,30,2,"$11,050,000",5525000
Tyrone Crawford,7083,ED,DAL,60.5,202,110.0,2016,2232,Tyrone Crawford,2016,26,5,"$45,000,000",9000000
Sam Acho,6255,ED,CHI,60.4,212,112.0,2016,1868,Sam Acho,2016,27,1,"$840,000",840000
Terrell McClain,6217,DI,DAL,60.3,183,113.0,2016,2524,Terrell McClain,2016,27,3,"$3,050,000",1016667
Connor Barwin,4969,ED,PHI,60.2,249,114.0,2016,2607,Connor Barwin,2016,29,6,"$36,000,000",6000000
Josh Mauro,9003,ED,ARZ,60.1,189,115.0,2016,1768,Josh Mauro,2016,25,1,"$600,000",600000
Muhammad Wilkerson,6182,ED,NYJ,59.7,373,116.0,2016,1827,Muhammad Wilkerson,2016,26,5,"$86,000,000",17200000
Ahmad Brooks,2945,ED,SF,59.6,425,117.0,2016,2840,Ahmad Brooks,2016,31,6,"$40,400,000",6733333
Vince Wilfork,1742,DI,HST,59.0,282,118.0,2016,2239,Vince Wilfork,2016,34,2,"$9,000,000",4500000
Tyson Jackson,4926,DI,ATL,58.9,187,120.0,2016,2540,Tyson Jackson,2016,29,5,"$25,000,000",5000000
Brian Robison,3718,ED,MIN,58.8,307,121.0,2016,2284,Brian Robison,2016,32,4,"$22,400,000",5600000
Haloti Ngata,2957,DI,DET,58.7,204,123.0,2016,1725,Haloti Ngata,2016,31,2,"$12,000,000",6000000
Clay Matthews,4949,ED,GB,58.7,205,123.0,2016,2602,Clay Matthews,2016,29,5,"$66,000,000",13200000
Wes Horton,8484,ED,CAR,57.9,127,131.0,2016,1907,Wes Horton,2016,26,1,"$675,000",675000
Jared Crick,7126,DI,DEN,57.9,406,131.0,2016,1741,Jared Crick,2016,26,2,"$4,000,000",2000000
Sen'Derrick Marks,4985,DI,JAX,57.4,182,133.0,2016,2515,Sen'Derrick Marks,2016,28,4,"$18,000,000",4500000
Al Woods,5646,DI,TEN,57.1,131,136.0,2016,1629,Al Woods,2016,28,3,"$10,500,000",3500000
Pat Sims,4391,DI,CIN,56.2,204,138.0,2016,1840,Pat Sims,2016,30,2,"$2,300,000",1150000
Jerry Hughes,5556,ED,BUF,55.5,343,139.0,2016,2082,Jerry Hughes,2016,27,5,"$45,000,000",9000000
Michael Johnson,4993,ED,CIN,54.8,296,140.0,2016,2156,Michael Johnson,2016,29,4,"$20,000,000",5000000
Domata Peko Sr.,3068,DI,CIN,54.6,287,141.0,2016,2023,Domata Peko Sr.,2016,30,2,"$9,000,000",4500000
Frank Zombo,5945,ED,KC,54.4,245,142.0,2016,1719,Frank Zombo,2016,29,3,"$3,600,000",1200000
Clinton McDonald,5173,DI,TB,53.8,212,145.0,2016,2309,Clinton McDonald,2016,29,4,"$12,000,000",3000000
